unit_id,ProductTiter,LDHRelease,DissolvedOxygen,do_FeedWaterFlowRate
0,-5.704121829188281,16.791823633508773,78.77783020446729,40.0
1,-6.793671842385159,31.867076452275658,76.6751083557206,40.0
2,-18.652746263645586,36.01194686034704,67.48077664285819,40.0
3,-4.784591252933462,20.45584955963219,82.77110995811209,40.0
4,-21.682183209337516,71.98755296516576,81.4962663584068,40.0
5,-12.728624193982538,71.35116537393658,84.99843968806438,40.0
6,-16.949406759636602,51.67654893162246,71.91100074034676,40.0
7,-10.903346975895932,53.21599134395935,67.92336531067738,40.0
8,-22.304617409330383,44.98597835237834,79.25063794310313,40.0
9,-12.481344692342045,35.89702165451097,55.10096924529621,40.0
10,-8.283613270155813,25.92082991435259,86.99619248594435,40.0
11,-13.692658078332926,25.247567802914656,62.43019001067981,40.0
12,-12.099137721380249,44.60982571359398,78.82508518840879,40.0
13,-1.3937573884742442,18.3296613309636,84.65397947493082,40.0
14,-7.841723150264502,46.001610564771404,84.87108649147756,40.0
15,-2.2911531455415757,63.250116972794736,87.17392441037852,40.0
16,-15.706219716482503,35.78827777368751,60.68087676741123,40.0
17,-12.235554235381334,29.167968135821354,86.61675196821723,40.0
18,-2.402194203831571,67.20909900646022,84.74846214302713,40.0
19,-16.851656410702915,56.23399168376102,73.05582380664403,40.0
20,-15.865742848487221,48.0207972756522,63.638037830299865,40.0
21,-8.99460831622164,62.12189347842854,61.134979682060965,40.0
22,-2.384635762840485,4.797622073848718,51.997479092978814,40.0
23,1.825037396806092,45.14153421943719,108.03671429031215,40.0
24,-19.736952299812174,79.93850427520414,76.13388232373846,40.0
25,-3.0954292232223777,52.84630072918132,90.59596635819082,40.0
26,-22.62492590351538,55.68481518922057,67.71711398177986,40.0
27,14.957751398643651,15.216965856022046,71.91077258004076,40.0
28,-24.121325891483053,64.10118794865008,72.36005912390483,40.0
29,-13.403526002676468,57.393750020279896,75.54179413675223,40.0
30,-19.29564243488583,53.01092386535936,54.372698330909536,40.0
31,-10.810639431832152,48.437266087903915,63.45034688888823,40.0
32,-17.579294879206035,65.13808871267854,81.02771802629398,40.0
33,-23.656899533908547,42.65943161393952,69.75537081320003,40.0
34,-34.84389923864948,30.291188041402215,47.66533777663301,40.0
35,-26.38198913293666,46.41074943241642,53.69126491866573,40.0
36,-14.462843835538628,21.67368693792279,66.8655059823546,40.0
37,-25.35874252700841,52.61402082777083,66.83164775296797,40.0
38,-18.18108474282422,39.2389720836856,67.33614295478525,40.0
39,2.86315854294007,26.693099563210712,83.60851300700054,40.0
40,-3.047966666809261,29.22889491632131,78.33975790923374,40.0
41,-16.298224035698873,72.10947933619742,75.18500501036216,40.0
42,13.680704038439696,56.75048824370853,79.36610284187884,40.0
43,-20.522946891554074,52.741289355988,69.19889115173866,40.0
44,-0.8651936057888552,53.839928070370895,82.35806935934899,40.0
45,-6.014815378289393,38.921520437745265,70.5769475943881,40.0
46,-6.090302808119416,44.14439505392215,80.8112568062527,40.0
47,1.3357370252348666,46.885673073478706,86.16734296838041,40.0
48,-2.33087080010882,52.28035825312755,101.31433565178968,40.0
49,-5.365881895908259,84.96774131464929,77.84295006415155,40.0
50,-1.3748785492508517,41.12518530466436,74.90537891011925,40.0
51,-23.782260155574303,49.803141789741765,64.82240016432112,40.0
52,2.7039197665145887,44.72565398526145,57.09056906943581,40.0
53,-11.993040371629403,33.50165816250927,69.30570521431393,40.0
54,-15.927189182284417,58.65658969399477,85.89912348473445,40.0
55,-16.671741666788872,90.12029781725232,72.6312893082838,40.0
56,13.39021637672182,27.228962366861442,87.2414911519217,40.0
57,-5.03145327482658,19.02922048717744,71.8755431545645,40.0
58,-2.2111171422927307,17.996237245850352,88.33987657775822,40.0
59,-12.179698482479271,66.66172347316675,78.96385980756202,40.0
60,-9.656046696957317,49.240745256556565,62.329464561705834,40.0
61,-19.881838553235067,41.2626239830596,64.13000538602874,40.0
62,-10.378074720790035,36.99183296969609,75.90784355654242,40.0
63,-28.147981292439223,31.246548720814697,55.65483187847658,40.0
64,-5.0679163048978095,32.04131057276831,84.26418542515538,40.0
65,-14.161392870742255,63.401564422952525,68.60781005472232,40.0
66,4.934342562160735,24.964017826135454,91.71168705565152,40.0
67,-14.891983336937674,36.38152673200875,73.33726929643343,40.0
68,0.7626612248431455,36.71187774414996,83.72422919208628,40.0
69,-3.9201046193650892,46.87911294109989,83.11295429222295,40.0
70,-17.4162457875427,61.65486516217774,80.96863970428376,40.0
71,-1.0247764999027265,51.95311965121543,86.67085000173219,40.0
72,-21.456163929513856,38.23820211449211,61.01326134282295,40.0
73,-13.614390653347595,61.77173730256381,68.25638299866291,40.0
74,-17.485611372886112,30.5611910144168,73.6741706082661,40.0
75,-5.700036942480239,45.917217983956604,70.50317284946621,40.0
76,1.634916647266973,18.167708890855998,79.69439800460566,40.0
77,-10.1519890871691,20.755597087543176,99.00315831047041,40.0
78,1.655221472829136,39.45113525494505,85.6013432341903,40.0
79,-4.397450700839956,30.470559046924645,72.12720689581982,40.0
80,-9.320062666170879,46.001006468994845,69.99711096884852,40.0
81,-10.465409777438774,53.30718825070784,76.04049741435483,40.0
82,-16.634708975961637,54.60147255062864,66.88197377459396,40.0
83,-18.89678565820783,74.74049317810626,65.8399393353047,40.0
84,-2.0458099171910185,44.452660448722696,93.75231712671949,40.0
85,-19.204209155859136,21.71332890322824,60.28548419265905,40.0
86,-17.119352076810472,43.79942811584331,68.85369181927571,40.0
87,-11.302938818862462,49.96985677909134,76.52634156451144,40.0
88,-1.0880745494556683,46.82433093898994,65.37601882110299,40.0
89,-9.728653334298127,58.5279313037196,69.90295293137949,40.0
90,-6.3883309891423155,43.2915614902371,64.63251685768208,40.0
