unit_id,ProductTiter,LDHRelease,DissolvedOxygen,do_FeedWaterFlowRate
0,25.626660750662314,4.272299990863229,83.10821188866706,0.0
1,10.172738767024875,4.65282803927204,55.937342404066825,0.0
2,23.061341419705055,-2.375697404651083,71.93684682156636,0.0
3,22.793086110682808,-14.87319601409179,67.4428731626094,0.0
4,16.836131830725563,27.081216552844598,61.206018045342454,0.0
5,26.953183588357806,22.535112839248484,75.23693236225475,0.0
6,26.74267754439086,28.894670099992023,78.243376784459,0.0
7,29.105340710251426,6.800993548969524,85.4155187040978,0.0
8,36.753007334901774,21.32834261664233,92.68577019606803,0.0
9,11.278201722605015,0.6709764982400657,54.229344136546416,0.0
10,16.734579710569125,16.941876602092165,69.47123399900542,0.0
11,21.91287483804577,8.494955146357293,73.88955828321177,0.0
12,26.661149434015034,20.164847435534277,79.78314362960771,0.0
13,39.096272569147914,-9.19072994115702,93.96667806635126,0.0
14,36.38617310879275,19.460884543335382,87.13616180748372,0.0
15,17.692432392220855,-13.482283542449228,58.78495547018962,0.0
16,17.065949359072267,-2.8241895321303527,66.18558606465143,0.0
17,21.375719234794133,10.165592502753821,68.29147499572662,0.0
18,27.251877220969252,18.400102076796443,72.128543392833,0.0
19,17.669017974050274,-0.8322607358427714,63.59960149195557,0.0
20,42.024822012240804,18.32350797605622,85.79328115009938,0.0
21,10.063879627297638,-8.31642242340217,54.139495283045946,0.0
22,23.99386110881352,18.486200327311284,77.21128016817377,0.0
23,32.46126220150166,41.229112691486804,92.06568498775096,0.0
24,22.833189027952656,-6.209091268583446,82.47032576840826,0.0
25,17.626365981044266,-17.71120535692414,62.807113558226135,0.0
26,32.1911885370964,-12.595288923828672,83.54941485900297,0.0
27,16.628082487849,19.831080207050487,62.90820517677053,0.0
28,24.79658023958499,23.445581778837123,74.6336652575088,0.0
29,24.973538059937788,2.881094906448973,71.99663279953552,0.0
30,29.164698881584723,25.290535030673837,81.84357879724472,0.0
31,17.47445397767513,2.649024154507112,67.7435747176729,0.0
32,26.84762695468966,-11.870021996786505,74.46182152572587,0.0
33,30.520979177903282,2.970187510373891,65.35286870717857,0.0
34,20.79855571671696,14.415010848325952,64.4327958240277,0.0
35,22.48605335266759,13.096336167271842,73.13457039784755,0.0
36,29.82853886371742,-7.911231260292805,68.34171995848254,0.0
37,25.13461489983868,-1.5336137564697392,81.66871693259179,0.0
