unit_id,ProductTiter,DissolvedOxygen,Temperature,FeedWaterFlowRate,LDHRelease
0,-15.384725376892145,84.45696686026722,46.929991634782795,35.923869416814654,42.562738570749794
1,-6.973981218538483,87.60303280324769,60.93176657333886,39.774967137411984,39.05942708258502
2,16.883395338863494,84.44536385312335,54.479040378044175,13.230922307156247,38.63680392265046
3,3.105035620680585,72.84667505074378,31.90539582685053,9.15284333065477,38.03051110019562
4,9.201820604488537,89.09058633503815,53.42659550811789,44.80816298803032,16.246983584848586
5,-4.662228429604981,83.28531488365296,46.25675634840231,41.98302973331458,50.16258224949554
6,-15.629914895836162,80.51616537500124,56.47491925330816,53.83608046212017,64.56842572935071
7,-11.418264366033327,83.23607175477503,51.838214245592646,51.126109557772196,62.31815656826977
8,-3.1604081941270032,88.6819387448431,46.77898769203868,47.186334706815046,61.19945677733826
9,-9.36663946071319,85.94554247447904,55.85848988661147,30.94423687580816,45.07303064244166
10,-14.920605719124598,68.88124694907293,24.95574009895214,41.20444951358926,57.319920659748036
11,-22.777207260426742,74.16975783654783,63.66015760812245,64.08767251475155,64.17344575972851
12,-15.253607538949769,68.82854964092597,73.062168317919,36.136110171877846,37.494230453472
13,-8.194995849883519,74.18147673512124,45.26514352620567,51.73949211230691,49.294847109315484
14,-15.726290376431251,80.12603977649538,79.50607049690363,53.51632116065945,75.28820386062526
15,-18.196688472950544,74.77527420435592,57.44601012812717,55.28833747860763,48.38994998807385
16,-18.812345985513435,74.48970582147152,41.332803433830954,46.91946438986946,71.19330457862546
17,-4.906943947512859,80.89368152986991,37.96039047023934,41.69726598152678,42.475687094903265
18,-12.098024644114094,60.46371797189763,56.12127888902756,21.354676633624972,43.4541178631039
19,8.602304140453402,86.83903527956774,62.80244318364689,27.253504788156427,40.31805159629334
20,-5.383198866623449,76.39237500734001,70.34268973428678,32.75563608795168,39.67804731517022
21,-9.629070522292963,85.59247345821271,20.29185618362381,42.558789813428895,52.58293654085399
22,-31.494505334662918,45.98777755978065,53.88995887895912,43.932195444395845,57.290546182298044
23,-20.11408104282292,77.88134578509019,56.83330060088677,53.32477781430488,50.19850733351382
24,14.048248837827998,94.86161801998416,39.94668550341919,28.43297224791817,17.787749502562296
25,-1.234115814571406,86.50523401316595,33.528572840503564,29.381021009609384,40.43054375813748
26,-30.40366040619718,55.04604979150841,42.9180386218986,52.043574351048015,25.267937958588664
27,-7.736708142977559,74.75822857640513,31.355693293680105,41.51688886758749,30.738516071930306
28,-7.934711752355115,80.58647208734656,65.82655391547662,42.07140842523745,52.630948958744504
29,10.844756729548267,76.40587970927169,32.340433426493455,38.22254083247083,-10.608610987600574
30,-15.317349144290358,79.2218024026911,37.10262755781471,49.712781811456665,38.51449911315526
31,-20.205230743255395,54.626290084309126,47.293266087043676,48.47263270512434,43.57255415576122
32,-7.073591545346598,86.89002924576457,63.176770661911604,47.32472873069966,65.38637333383059
33,-27.531322576441298,57.31758223924696,77.47252975211859,70.52159165047969,40.58493492162517
34,-6.449502721174158,72.94020249502101,30.29428749326893,49.13945961381034,25.5084162417918
35,19.85409071536376,83.69935862797726,62.05139431418259,33.9208999461215,15.807349397529356
36,-10.512245701709945,62.759895178675,58.42723340957883,43.335909737800584,70.02805001487476
37,-25.14669778770937,67.30097945835601,58.7595202935171,66.03219189340288,49.86687673899139
38,-1.0683005552635918,86.31525578197643,43.223236984132626,27.933313132170674,31.273283035891964
39,-20.9344705853073,81.99398688958499,46.26404544334927,51.99143397324415,4.101290569360799
40,-11.433823361712601,82.81459508724754,42.706468653643675,29.970722474761708,34.627103283576275
41,-19.936646658491792,65.46666317570204,43.346177208341466,22.657437983512597,46.71042859761718
42,-6.271396300162996,56.69279563155195,52.87598180441812,36.27938701359423,18.744760411182977
43,-4.228039337297303,77.39300048783404,38.94730475407982,36.947179722517625,36.49897236876108
44,-9.756530710034403,83.43219328399407,46.602746048795005,52.14108681745263,35.85618963843897
45,-8.008264418374166,80.04770542583648,66.25526665120294,36.68635026097038,53.02509946146972
46,-16.76024527427602,77.12033584964584,63.90481551601651,60.018708770531084,39.62073256427711
47,-17.947025152942754,58.569454697154015,37.19745873791567,41.04345050626622,63.642472719601265
48,-14.787654983686632,79.25018950146318,32.61978367823705,54.02733659691409,42.47700316200155
49,-11.707587537755572,63.59135209278407,65.20296547095569,44.895118628041466,31.708093232357562
50,-11.143228649364712,74.27353058802737,63.387046733102814,26.539607816808275,50.84438367730859
51,-8.091934451466798,100.0788032786024,41.86879273690432,60.130738590662325,25.31175762326176
52,-10.04117652340926,68.16395819312166,45.00192254685399,32.24872882261913,41.93477684838031
53,-19.024598379290836,52.90234093794577,32.9120962300661,40.66220250303622,40.75234973945832
54,-9.426623162992506,99.07227965105874,53.16487035288567,63.13486480995493,57.52404318202955
55,-1.7274816422935237,69.02435120544868,46.53594052719136,13.269331168706266,32.332004377409355
56,-12.518114153880234,65.12957001747932,61.20135415506331,28.60973509204664,68.6636704032564
57,-6.975010412696706,80.71411227422095,68.97120904319367,48.0812854185756,55.96948568354938
58,-1.4759212299077937,91.2768892442658,52.60273415518501,28.218297318665797,57.663408678231335
59,24.361022794123176,76.04662115246003,45.93058576961833,35.108462626917735,0.944449657326695
60,-13.875497494733612,70.1801114575689,65.02650339650194,49.020360574066366,50.240172665919005
61,1.864316051099581,67.55827500252518,36.56104787788934,10.674016801345603,35.99152827584532
62,-30.706098876942303,58.81578604432237,56.14811700638532,75.9101360069419,71.95915133257857
63,-7.303563146941432,82.02564973447161,76.12038817978265,44.82700155842096,39.666959647233796
64,-0.4106859461169372,79.02492976487913,56.0182042349236,15.682701962440506,35.94143559119975
65,-4.417458983463345,94.34974416378918,39.27400465953543,49.72877525050078,25.315334158984466
66,-0.7325975974628516,74.3389212506527,58.176084122358205,32.427492457876326,48.72506076611485
67,-10.427714401779856,97.64450299931976,62.67030386645039,64.68997958282517,39.88812869791788
68,-26.893245594523112,61.79054984639477,51.74720375923405,61.03295116036715,63.481094707574655
69,-10.362076361761194,73.85290792132226,48.28111301970384,32.24727416460672,44.834859747727755
70,5.104429994579904,74.67800516006186,32.65842162375099,29.688363850948694,53.73352267560274
71,-0.10447054583962245,77.28717627830957,45.17649500646172,22.86992031954719,14.035687129265277
72,-13.160740702609235,79.6924408691158,59.577205516286554,62.59902456951047,40.04969009103579
73,-4.862237413188417,79.18970403396659,54.25023428475691,26.819467484351474,51.29946716409727
74,2.3060015358530737,90.9754256301437,47.08123323574108,44.090518947667704,55.2579184328923
75,-16.407324558129606,84.56406606354899,57.53054292881994,36.0594782155257,31.28061884967798
76,-7.110578658516234,89.6114712037859,54.878571030096865,38.74365720198747,65.33556262037635
77,7.9164285246125505,105.51982974893662,64.00761632310801,29.025981243636785,54.14208830714787
78,-0.9522246462133843,83.10647228000464,34.819816339360514,40.00173765080159,28.301919861691843
79,-13.528655284638049,64.1106564802797,64.06041468785523,29.726517446124387,3.310084471148919
80,-27.953979485677078,50.10258554986719,33.38099744079284,43.5742949485219,44.04219194404611
81,-2.73688533337472,77.5273880664059,44.923323459460995,36.16803460916386,40.37164238243088
82,-9.103939575189695,83.00353876548957,42.03472296864758,45.00761463428699,32.017057760274945
83,-39.31461173052591,47.92789559001752,46.629123131681176,49.73091633810456,49.90416778372706
84,-3.759394165821259,87.09744858746133,39.56284134338134,31.85716773097904,38.29652216430438
85,-13.246029906723772,91.01650246111787,53.28507678175832,46.04596971728921,55.87070561734448
86,-18.7286811663513,74.35005030142543,40.7195273991519,56.344109474141916,70.73203673577117
87,-15.535425084837073,73.24156677526422,54.21984299640304,37.46213364462198,57.575082763860024
88,-12.185312903770502,87.63443551192846,49.812159997880926,48.47956130742617,43.525279710571795
89,-17.711234041770815,79.9294401626496,72.16298887232186,62.107540654353905,69.36472759039206
90,-17.356341160806235,57.407277168624255,45.41880237413651,39.9621797708041,19.618552549507342
91,-23.222930405231043,69.9787252403614,39.35298249076853,48.91644323326896,70.60280750172382
92,7.847742366970095,84.74964117954407,42.41522280743512,40.28168611702313,51.05612680733674
93,-14.850321368670906,75.26020552193607,47.55816897557164,61.461684308641665,63.591605969884625
94,-13.54125289586329,63.317076891471345,38.954651553493484,21.794432789421474,23.59461252028606
95,-25.084304340041832,55.76644698999566,48.85155128662507,43.42107253195856,31.14932597811924
96,11.677117104828497,94.20912633905701,47.18462575153104,38.80946183339852,43.129453677259065
97,-16.362091812089503,60.76795342028454,31.04691356643377,36.75766474296036,37.19165060650187
98,-25.23894345413037,67.45669082499208,59.416618111162826,42.393952299422494,86.62342482688007
99,-19.29769889243124,57.74282403901399,41.008986439607725,45.86688615368364,54.3942936785144
100,-0.5385239979550271,77.22037250036809,50.121030022267455,40.13367963699869,12.38211269375073
101,7.733016300406058,100.05004445685493,50.82948881405803,33.040836971609345,21.399858386608056
102,4.060835674469272,93.96746817008652,49.29226392195722,28.704091556867986,25.240987212598533
103,-12.304920322372073,92.5177724153634,34.03268670165329,55.484231226633476,65.79942019246482
104,-17.223588589360617,70.04864250277176,44.83765801515,39.10408646001938,83.2637190645055
105,-8.430261773479277,77.34176291654005,50.15409864770934,45.336075102579954,52.450339476977746
106,-20.835089071674005,80.03661782003304,54.37224676324179,56.29679269868865,38.409963512159365
107,-14.663871365923228,76.76967143025033,44.08023631587959,47.819310271456665,43.569013622002906
108,-21.965617152450786,66.8399365726735,34.16733206967706,39.19372623742834,28.583875702738823
109,-22.525862256720696,76.54031755176014,51.27175540887684,41.92748692327824,56.23390296137395
110,-11.277942380842488,83.04986007424873,52.212916157606124,65.14477936838465,57.75340577897081
111,-27.322863331063814,56.08063666016047,58.34857238392003,49.26873272764333,59.35450804528291
112,-25.369713103416412,56.183728561237025,62.69010834173678,44.13409106919826,40.60238349605558
113,-14.651952181634456,59.60263488578078,45.887025915016686,34.6183914352607,45.77407694569225
114,9.113475482385729,88.26814245531575,54.35075362751112,38.55354538946273,63.633076006724096
115,-9.997828355686014,63.8322133600414,46.326903513744334,23.49518295717897,32.97137514911141
116,11.198809524230576,78.3050384188644,52.14169704629872,36.23803566595026,9.470047929174648
117,21.06523759764236,80.36735924509738,32.47335611321639,27.604359812866694,12.456419777960512
118,-1.3969491097190831,72.15989828772356,33.45450335804495,50.536143172979344,13.338617108417044
119,-15.075658932698325,82.37086691062599,26.741218952804395,38.94297216887049,39.347558609831424
120,-4.170441449788457,74.03572436724521,52.52099507069696,56.3501045114625,69.97451995139218
121,-11.528722082576415,74.21776568042813,39.51384001950785,33.94232045937355,60.16395223865345
122,-14.074396076229249,86.24868320410488,44.89872320815203,33.911509251014685,44.51810294535261
123,1.4196525221712184,76.194213459919,46.26182159032415,43.63037180280163,9.193453081971558
124,-15.118444357820911,75.21364962058,32.386401876130904,39.04087179264943,62.65647959382012
125,-9.107857450173903,90.12620886731216,69.17682820394259,32.590404612775274,69.83675647581677
126,-13.021143323797729,71.30189535660058,32.089873873819755,38.44519816730491,59.49642155524107
127,10.267599060929236,96.61762497289862,45.74919368617825,38.34570966169015,48.34878377855559
128,-7.851577002161088,70.17797809640646,39.80995407010653,47.160046035676885,30.76161429091737
129,-24.735577223810818,57.30804992545747,48.454950956582394,50.780792900599934,39.00314606593481
130,0.9947489544722927,70.51803919346136,61.453175702236905,41.64505941542219,19.826966484016946
