unit_id,CapacityRetention,AmbientHumidityBatt,CoatingThickness
0,-0.07472306720936839,48.27771929557728,53.45625754261238
1,8.055256020244013,57.847489070680666,56.792569693916604
2,12.38372828237288,66.04544103244017,28.319646665342837
3,0.35712993785732605,56.747465032717805,52.53635468216438
4,1.277480076079882,48.55993058063915,45.10687730178521
5,12.040982913279183,54.70606848906142,60.18394782672859
6,16.33886913451429,65.29394016522116,42.03545817040222
7,-4.233154553499402,53.07926775285786,26.054190473369243
8,23.55945384864256,55.449471773093705,42.859865120301144
9,8.628579293051871,47.34253544231109,46.489286146376394
10,9.159021248164983,43.067795718120436,74.44444174448444
11,13.400233783671446,50.80203680297178,48.933649719588836
12,20.158037788054777,50.922364613001065,84.73344336518242
13,23.17611992516231,65.77664134184954,46.93839382584122
14,26.665634515753965,49.30074448385567,54.269534198483264
15,13.978751660726502,56.31215049223879,35.444788394445986
16,1.1549439039378537,47.2565007659079,50.949657283250055
17,14.543190824143199,24.80385238184007,65.41685227494509
18,20.8758886997685,56.75354718841686,52.25709672129058
19,14.333749792406142,69.44801632272149,65.9883361829463
20,29.88743851681999,53.69102835462696,19.61857666703117
21,4.931289445582547,31.08685752761694,32.484715234612835
22,12.289800626180982,28.079268191535533,50.299569739176555
23,-2.969875093115861,40.4642419416262,46.56076977230227
24,15.66714430799766,56.85897271650751,43.17078733882198
25,9.545908642610504,50.05754584944433,47.0397530535258
26,20.917221379381996,44.95612266342832,43.42932754868319
27,9.513694017984767,49.31917060422765,52.50578290417769
28,17.96474326942709,21.371986341174992,62.42937628503885
29,16.922457672580386,33.09791234091012,77.77780767694597
30,0.9658234278967961,36.90041440597942,55.54885248585722
31,10.937873583322876,44.743459924282575,60.42414650668915
32,9.74369328948634,45.709347007082705,68.66809193588647
33,22.92323778873451,51.439073316016696,30.866323983931103
34,18.476451631795108,37.784916968423815,81.25467587125974
35,15.929048449702197,53.67636433357597,56.11949524143778
36,22.766328896269442,50.04203281800474,56.64761052817593
37,19.078125420660488,35.068701292641954,73.8624939753776
38,14.328325293632496,52.48200202229921,76.7856930308934
39,21.985897944665442,37.89043469716874,67.07609267289155
40,12.47101736041699,53.5446664802276,63.54190114062462
41,10.101450672811534,57.90986472972532,62.99126803088081
42,-9.27148140538393,54.95055205372741,47.093538859453865
43,18.589103594087693,66.23008904014318,47.17008516505827
44,12.144971296427173,58.5510755765603,24.524033504957618
45,16.12328694474637,36.60180505094563,65.57708920067027
46,26.25029880561464,48.24701656185758,52.73462440483294
47,19.6906679829236,55.40806372644555,34.18595578616573
48,14.57281839965745,52.06638086834835,59.63000499771987
49,13.279816051938306,38.61135307779418,65.31970188890321
50,15.592228626026872,64.7168074737819,52.84961209154398
51,12.995525605927028,46.231196295583196,54.47483398430191
52,15.324769833192997,52.07029230374196,50.200257846581756
53,13.706509552554838,54.99382782321338,70.43354472076334
54,14.248700509560198,31.38083835020778,44.63579624498366
55,13.81764918608135,53.91177710045461,61.250841108898584
56,15.002815498592447,56.11876576368494,41.84502344236789
57,14.522306784384876,58.93621343449192,45.22394011862686
58,22.899883243019367,40.859259416133185,42.28760886243356
59,19.746093694572647,50.33449665470792,60.83811317618669
60,16.650508805086442,51.895881697443286,73.93896287390989
61,13.725088566402693,43.356560568578324,49.93974131645517
62,18.268612813667367,37.16139604592702,37.783120834882936
63,-0.8518920635086615,68.54690702502809,27.21931070449142
64,21.714738358251985,55.413353886408785,42.64666425152805
65,16.40179005217846,46.32541321615343,68.38071403994216
66,-16.854655920303394,79.31318525992654,79.4722394356156
67,20.31730336758577,51.2941953951929,66.55673077431538
68,13.840125015596426,42.86928245133631,47.45458766160748
69,16.421903969207285,46.45722058288447,53.41830364355807
70,12.515163203364253,60.942177790000045,52.32547672195527
71,18.91418734456773,36.63996581200218,31.231627678840926
72,12.705712290749775,53.17744670687136,43.968023468698036
73,-21.582143793877147,55.99426298159421,53.62177028109012
74,14.667804380329727,48.70473683965569,54.7152181414549
75,-5.143597641822847,54.324327672252856,61.92079654882565
76,10.46788330297771,70.7610229357727,44.60120840019294
77,5.071126743792431,40.182957387837035,63.89249324836199
78,16.859603365752946,51.84377079561822,63.250941208410524
79,21.93850067058723,64.35619088221304,65.13591607333596
80,15.54314534320965,62.07208206868486,49.5158342246841
81,12.618716888985208,36.07128599159835,35.40286617204608
82,-1.8874047683903141,69.36450492783977,40.06859477371838
83,14.084726887550376,59.39890846174035,52.791516980734734
84,16.202424761265608,54.80027109182478,29.871751796508278
85,17.93683099419841,51.42919272240974,48.4864211955203
86,11.831439769189425,55.930804696216256,40.31347442402546
87,13.802945930464595,43.805115910092375,53.5638224280392
88,19.597786430951388,73.03343374352507,48.979480283580166
89,16.803088958436994,33.843563129630155,77.3288206341925
90,12.340472022285786,47.74951043636554,53.53052711889802
91,13.954905655497624,62.17044641296192,70.01307077237989
92,17.445670268845948,68.36745230612036,51.86660220206336
93,12.760130472612488,48.29713649982365,23.133794201468582
94,19.16864459600871,65.00708501117471,55.69648189715872
95,10.410358336728404,62.6529373200078,70.0659554348113
96,18.051388627823634,55.1564884726671,52.815720622159674
97,16.670236271830483,37.10980237068356,36.61721821183584
98,8.615205037008833,67.66666293066307,58.60650196677313
99,16.779949247995145,68.22093780047544,48.722953206055955
100,20.383642193435122,60.19630276223123,39.28155620724905
101,21.145064562265254,41.35403792167376,50.50833596190818
102,11.881191886766779,44.48903046659519,35.53068367493171
103,10.020040876819728,44.981718531794385,68.21735195214922
104,18.976289077271282,38.283660251265744,59.7382450983002
105,13.828411224245539,32.339693532879735,40.41258711712395
106,7.444573364240538,41.04945244344206,54.82151635705379
107,-9.993195781923582,62.659686589747686,43.49229293738891
108,19.193117287347974,38.74290314034283,51.20492023087173
109,-14.063384719164734,50.3859837864725,49.73020722497021
110,20.722800136577785,54.635672626757994,64.19467501803793
111,6.528732385481734,29.213439236974327,71.01467152476168
112,14.57762103202316,32.71608969827403,55.33991946624928
113,12.622785893343925,27.613604649332633,45.365850165854
114,21.990346545504604,78.47816617481071,32.18444703612367
115,12.959951136169035,19.052268817669813,47.16815859025488
116,15.100760072505961,37.36772465269609,49.75406204177856
117,16.357718183553846,52.35309307740698,33.50380301159718
118,31.713685296784963,29.639013315072056,54.11725400640151
119,13.837287064975266,69.24975258977466,62.99093729012152
120,15.502473006127406,45.20416070958224,41.38685253836233
121,26.582544422090084,17.57693347538179,49.748297304788835
122,7.847230245460208,24.7506235119345,70.66357591342303
123,9.806414293183803,56.54876876312411,32.60882610758832
124,11.056165431150617,29.604157015441693,27.71055390358492
125,13.091679894356199,70.02480674419527,63.196093148643875
126,9.832822030353785,28.716226600039565,51.26557035851404
127,20.504775057786333,59.803615814239706,39.25225480559061
128,23.813068353204745,43.194294945954574,47.026886994772134
129,7.404842240274068,65.10623604231468,59.65893771848161
130,17.074896455900532,39.19899643716553,61.57647189927156
131,17.601379551533505,57.87401042500385,40.23400242697625
132,14.224640962997036,65.59282136425749,55.27949853570082
133,7.261900771087639,58.07503074365568,60.720925672143736
134,18.057701408451525,45.39168580733543,52.3553706974092
135,17.45480897920674,48.93749722493516,53.23866364144059
136,17.992938216357764,44.99005626787276,44.79753503180118
137,11.891303808789221,50.82263732738998,58.297700565734495
138,19.76146973426326,46.542604322583514,43.666572413840214
139,11.646070042332312,66.71374856824288,47.45930719415363
140,21.16038568589521,71.6420627663536,37.51467901051205
141,12.630054167335668,26.47863229064821,45.899790112919945
142,12.325963625351747,54.6162214297861,37.78918777347419
143,18.470767588775157,48.492831946951554,72.61818356516858
144,7.427466145284397,45.38104471239093,56.24609027072877
145,6.40758871543888,34.870728323999884,44.316762191787305
146,17.414446577408064,49.552229583691336,34.87346587331156
147,18.093899905452297,52.887921360588976,57.81819116754285
148,20.334063365969417,42.83430301498457,29.019406693979228
149,17.00045473901359,46.90753494648165,66.6107949391811
150,12.063821338165774,31.499029093850883,45.4026393598806
151,6.967177805975758,45.13345961214234,63.849349281768994
152,1.5923766411829052,44.610224780478106,67.18825630211066
153,-3.4296380994674096,47.75083187785632,45.42083284725359
154,-5.954064785142419,51.144341411944644,43.99812655068408
155,22.462726904705384,50.79283504062747,53.361614697546244
156,14.543243213895405,53.52123022052754,24.442706279857155
157,14.900414081546174,31.360972561703264,49.800459534898714
158,12.785632253258326,57.96798268422735,52.105536199338744
159,9.637702707724877,57.456920181760786,58.32810508338462
160,19.08502890462889,55.75541406878757,53.24954160472188
161,13.474883249609064,45.79897753864587,56.06301931675483
162,23.95402706848383,56.09669482627158,39.3331613064729
163,23.760971540554227,46.62024062955214,44.60480595189956
164,11.64743141977077,55.583932648415534,45.310255299849395
165,20.725612269155434,52.609219086535475,83.70052839003012
166,14.160508344934406,76.440227816778,31.16995599989553
167,8.391634992642379,78.0419691085652,56.68432301500417
168,14.625326453148718,48.67876643059326,72.06578790141833
169,11.99880986536932,49.1799621349392,40.08385488569269
170,-8.371782233213555,53.38236052018667,62.2956629932368
171,17.851047871820917,33.68503184424848,46.22455254862857
172,20.297073454682977,20.688111819273228,59.10134194132145
173,23.45539084371887,55.07056321460049,23.24986192628217
174,24.421319782429777,54.978384944131044,61.44789775177074
175,16.399016763423965,32.83653267147019,28.95956052511832
176,19.403938134167724,34.13775377929366,51.37198631638113
177,18.94754171399761,55.85726341821929,36.886354546862115
178,22.13272806057748,63.62377258427349,56.45710826328218
179,-10.842486739873012,38.43469342576337,55.84999835595728
180,18.893180590076526,34.642655642358996,71.18886395462341
181,20.73273771451169,38.30351333883848,58.97851621283611
182,19.12365759181853,59.33992439022876,41.70089296616209
183,9.667849529704243,44.64111569605308,74.70261135499344
184,21.25940556838825,50.392368595989275,50.06742143180007
185,19.60156214765958,49.65793296141215,63.54549941464254
186,15.733460371281247,49.93828739537587,51.61193923523178
187,12.44708955305313,35.216320372588356,45.3026055846987
188,17.079290096040417,60.89588707483514,54.89058499122028
189,18.63939670149288,44.83666782853917,41.51884995471777
190,21.567368176086095,30.616004538869213,53.029461024115506
191,17.192838568405374,60.85721198679796,45.100442662819376
192,17.095428690963512,38.000753923760236,37.74688862082528
193,18.387453343833307,51.44740279264256,61.65891699720007
194,19.149866763442507,40.0072978615965,42.39181593564369
195,17.684881740280254,41.15398469403459,47.257421242030134
196,9.444294865679954,39.17702917064818,60.79655545458256
197,18.51787200579104,48.75813197465816,55.33951545235506
198,19.534556994928884,57.793658033505714,49.36929044379179
199,14.5685286426219,57.38021926634202,47.81896291457207
200,24.449263231182513,40.42597592721862,44.33773297676102
201,19.034857659276902,52.86606542590854,71.68663978176231
202,21.191235845549173,42.049181449934295,46.67093693557059
203,20.25005722441853,66.71310242875565,68.94571725702392
204,20.02938411527516,68.91004945034972,47.457439708063006
205,16.37197554907285,43.316615538727156,54.45219787391235
206,17.797294803217,44.87698911367504,37.338204034714984
207,18.558049145234982,42.6749272954684,49.99176839262272
208,21.96225240032608,41.2994604911217,59.4823162797346
209,16.76799539604383,56.927155859997015,44.226850710947794
210,14.972144550811137,49.04624695835047,40.30512996776
211,16.31732157332702,41.56379291416142,59.09684107061104
212,11.258547146719145,41.421489930730296,57.40421624694016
213,13.306852098150102,50.848261964652686,70.26962555389991
214,10.933823052029942,76.30593043674325,51.31764161593259
215,12.338941338370814,38.1388031484486,31.613778135185427
216,23.89957447426271,81.42738941463041,49.15945027570612
217,3.4218362934007382,49.02078767322643,41.18117546300766
218,5.633653594758357,50.34531448267787,47.2922427379081
219,19.282577319633578,58.03093869198869,69.77423979105849
220,17.544789072513318,56.169254590123764,63.56415631415069
221,26.78015229153908,50.77813773286079,21.19301732588988
222,20.425030173007634,31.25279213647712,43.226026754424005
223,-8.264647280024718,36.1849233065064,62.268765304552744
224,13.534076237500281,40.893416198866156,38.42566510256567
225,-7.343718312975877,28.269243326545013,70.16166657632513
226,12.137984032642299,49.296055362761244,59.81051689212445
227,17.14663523491687,50.31118760455753,60.1754707213653
228,14.72496349397175,39.12412926667411,56.281494204754765
229,6.746810526513801,55.29391321621296,63.34982880738401
230,21.34420053300029,70.40707983812226,41.66289797735936
231,17.242172407917437,42.66807156816702,66.92351251188207
232,25.778253441361752,40.92813482254703,33.797146019529585
233,15.170168614917621,55.968485557033006,66.72442686708759
234,9.12402740867457,37.89417343230686,54.47831456556947
235,-6.729387379605643,49.069006951471245,70.49243909508316
236,-9.9125996896605,43.87498844860828,65.36307152046857
237,13.032110521163743,45.37402691258303,29.29809811687504
238,10.989349286320701,24.284742919060676,28.54141668311037
239,16.939504958558565,36.96617634948541,64.38488518748304
240,19.58939006760559,43.91741925846119,25.62890199169944
241,10.05108974047651,48.241470627588065,40.886116903904075
242,11.689359876953569,40.982257644782614,31.103674761263047
243,15.895792192666617,47.838134518546894,47.00903772388755
244,13.798089595960423,62.5754379940509,45.952459486968344
