unit_id,CoulombicEfficiency,CapacityRetention,FormationCurrent
0,24.162550146172798,21.380581036977013,44.94523860864189
1,23.083905231421134,9.99523689621212,51.373539241584986
2,27.2410577502816,18.08938937887212,34.706882851901206
3,14.932966138872636,18.614831967868536,15.195686202699694
4,5.943397275995299,27.05264904054432,46.736529229742956
5,28.962510683552257,1.1227379435523082,57.147810480892915
6,28.041004038619214,16.06813936637065,40.07495201808861
7,12.819972509611624,14.707280901107712,41.89554038556284
8,20.333995975244914,11.281033939427738,31.395106100594205
9,0.3986656525881713,15.779036103469139,27.91115996539666
10,22.31249198044713,7.467293473287668,46.48838033724677
11,4.88488709865287,20.44764927956909,42.32668270811203
12,27.690694764950283,6.534880886790253,45.691541207264045
13,23.30581717066198,8.71620412988046,44.91755123044151
14,37.9892078804046,-11.720760018414976,64.47614830682794
15,10.664031641140804,19.07640673526633,46.16950993128357
16,9.150855668419945,16.660145847021333,41.496047885204476
17,9.963648627097514,16.817860330003676,33.521902456491
18,11.345680725134665,14.430475741962963,28.328841921301468
19,14.846591769480002,16.82768232788262,46.07631518487176
20,13.101789937325595,5.540080225935502,45.0166073598352
21,10.1677634157097,22.211083617797794,29.38002160746473
22,9.936145408348473,21.104989738042274,34.70150066787309
23,3.943118512857237,13.046720913777989,43.505472317816384
24,-7.840397118677171,19.135309698654282,36.7919222017333
25,13.086126486053095,22.164719378909346,48.412094619240364
26,22.260817532052123,6.058389027711384,31.866962347371725
27,1.3380512897510428,15.80515589024981,40.36236825721441
28,20.35243766768459,-1.7991212544881905,59.203015492571495
29,21.13325099833575,11.638712778344866,29.87318025949787
30,11.768778264841625,14.726651181413198,45.139405916836736
31,13.943075508806977,21.483607589079146,50.600003917473366
32,8.619695286885769,9.57544734610547,50.145207042392585
33,12.471487605971296,13.650019686322118,39.27353814995529
34,6.252159322564387,8.795795329841162,27.39612914228148
35,3.427418036447097,8.553088300687229,51.09312497156929
36,22.283999469109443,15.626059780644152,39.172745374596424
37,17.431610243989667,19.80653727763611,12.821073545607497
38,4.324364925671986,15.404716860679093,43.55327898969088
39,13.208563082560634,22.57158788550278,26.544599255577523
40,38.68927378913514,-1.4925020801519677,56.72735268354305
41,32.302935454990504,-3.6923481734401626,59.54767347361339
42,7.945044786569964,15.31821094891672,42.66751706624652
43,13.263687809891158,16.748097468922246,31.658920509623275
44,22.545527143014354,21.994847674858914,19.349539218113694
45,7.548024030461756,12.998227581537947,29.930590884465154
46,13.776508033531657,20.138471260090263,46.295168431722836
47,-1.2582133562790698,14.093145381102818,37.615727358910796
48,12.606024286733303,21.9152293846459,35.8029809720136
49,12.330474524876035,13.788625801068992,38.219711605026944
50,8.039115301031664,16.67953285705345,36.944696870881046
51,14.482791181896122,16.147043652730108,45.8489686024778
52,4.132833912881917,16.132382707194395,58.561836930717966
53,0.2418496235496388,15.887551450905596,54.6015275950421
54,35.62450548904686,-11.649545762676897,63.67370394957732
55,7.1063237225310925,26.480780295976743,45.143886728789305
56,27.365498164176962,25.09523051224407,45.42088517716591
57,17.11858086814957,18.110386766757088,42.435034754507384
58,9.978181456753532,2.29758275367411,52.46931559586381
59,17.036419212811538,20.26782193348495,33.46753061246971
60,8.71946254279245,18.834078368518412,16.883938266372212
61,5.661899422758962,22.376188769120244,36.14604643813652
62,17.039568219128913,13.059857260608931,39.346102685097925
63,15.72597829155393,16.032537010755426,51.20696722204214
64,25.72046628760674,14.79087021813852,29.519798650515643
65,1.1046721503911492,13.68228938399846,37.92889261352527
66,6.84191158482561,23.83637803972872,30.951135831719487
67,24.861244081208433,15.146855652319559,52.95190364542897
68,19.2646328069588,7.704237398894952,51.60494781819264
69,20.792929238446355,9.346454270444033,16.855408369784563
70,9.238507783071611,12.679792744069399,19.397283606620285
71,19.528845128896883,-8.327604141127486,56.839206754437896
