unit_id,CoulombicEfficiency
0,28.15100917069132
1,16.523441571878685
2,18.58046895180921
3,40.59234744681898
4,10.525378893805817
5,27.220576126495608
6,18.001581246812624
7,21.48078517794999
8,7.306531656339338
9,24.1597488694107
10,-2.882005464605543
11,25.575837231396974
12,16.570428830469453
13,8.347768557494529
14,21.37492697554799
15,17.314678092950818
16,11.333498479703048
17,16.874406533406326
18,7.542287381811823
19,-1.3932095563584106
20,6.372789188247363
21,22.18095113544009
22,13.176438555009323
23,14.727163742560855
24,0.35654339837810767
25,6.1309300450083
26,8.374600854292114
27,12.012165505085438
28,11.870077111705463
29,19.718898833293025
30,9.961940107308733
31,4.48331284779464
32,19.146712433568688
33,35.12296549853219
34,40.14080876776382
35,6.6615095531944135
36,2.4398930485385204
37,7.600336122797575
38,25.89490351632777
39,36.01119177376036
40,4.472796298275288
41,10.973038611454166
42,41.28645487250526
43,29.360447483683892
44,32.54478340638887
45,-13.234276906969505
46,30.865832108453723
47,7.038344714554419
48,18.28529855716144
49,3.714886014558627
50,11.244763876900176
51,28.749976302100162
52,14.835870042681279
53,-13.476865369192051
54,2.495020567851361
55,11.100193895857824
56,3.218835770034625
57,34.534471345436046
58,13.183441543857096
59,8.69818235378989
60,5.2351237584558366
61,24.52292685759511
62,21.00366445694997
63,19.57580368457046
64,23.464245367145608
65,6.0920834686854555
66,6.489797503220063
67,9.418737764148155
68,1.240615529311384
69,19.677818404435147
70,22.279827120862457
71,7.990160433380772
72,13.015954428398848
73,-3.242965157837638
74,10.615600919765823
75,28.415049764282823
76,6.374496759485224
77,5.932712210347604
78,11.006110235205135
79,-0.08649922055226433
80,15.2032002807709
81,33.420329863070066
82,30.557612821434876
83,16.903714246658232
84,18.25607788603356
85,9.74289286952056
86,8.757569192779929
87,-17.111974039278152
88,-0.14352397623328628
89,7.967643918015742
90,12.813636898870328
91,22.55864496473708
92,15.892382541522597
93,24.98098967395819
94,25.60671065285561
95,3.215712144658978
96,6.447431907625068
97,20.864454353478727
98,19.983754983914196
99,11.305943068022152
100,18.442074065215742
101,19.202242146904986
102,13.783440512632527
103,8.05038245049307
104,7.691505971212407
105,3.0699064231487867
106,19.365729308458803
107,13.678045460695362
108,17.1565262483709
109,11.193371281393972
110,43.65313953461741
111,-10.075796574587049
112,5.757935181492059
113,10.675964957894072
114,21.27365081327122
115,3.8607487724558984
116,10.508559848911613
117,13.059364884993572
118,26.32466543233451
119,16.517344999744775
120,6.747346683112341
121,24.374366146830987
122,21.159207019475968
123,14.318715493227822
124,7.416383478066851
125,3.380350867073785
126,22.26181180801691
127,25.388742809689262
