unit_id,CapacityRetention,CoulombicEfficiency,do_FormationCurrent
0,9.089155303689877,22.999987737809786,25.0
1,12.405728026023178,16.958593918457048,25.0
2,25.66763208041469,14.966906580883597,25.0
3,13.523768283130018,12.872940853130457,25.0
4,16.64496711444764,-6.77270385019138,25.0
5,9.430686104004591,18.098413496378075,25.0
6,17.80271770920748,14.572459012327096,25.0
7,16.027360048021958,13.441944344421115,25.0
8,21.50118111768299,-0.2715954858264613,25.0
9,26.504841232131128,5.058537708119073,25.0
10,16.131078097602526,5.951781651854266,25.0
11,18.367273526187123,16.044598446205747,25.0
12,18.537506699849637,17.22023314658413,25.0
13,18.11135651956672,12.412175004850567,25.0
14,16.661843085413146,14.02244118931593,25.0
15,12.945767397190464,13.786355893581066,25.0
16,23.75095191295641,22.62999234190968,25.0
17,16.326562871016574,25.692540965949632,25.0
18,12.301092730771414,10.836096973854204,25.0
19,21.614893356116,17.517359897803953,25.0
20,21.63777804929374,7.147574636726373,25.0
21,16.70966776349136,24.649102324356747,25.0
22,20.38805334430202,8.605585023568608,25.0
23,24.28805569424373,12.869632853142738,25.0
24,20.580147387549246,25.3571223787988,25.0
25,14.996790477793796,19.776877816639434,25.0
26,14.465367935018303,-6.04267417198705,25.0
27,18.8051300769775,10.191027201466547,25.0
28,20.63454228751039,-2.133325599789954,25.0
29,11.824486996688556,19.381078998367094,25.0
30,23.20708329664113,20.452450368810773,25.0
31,18.439837787195426,7.198822998946007,25.0
32,24.23022587349596,12.878125670412619,25.0
33,20.000509577914052,10.477831439877749,25.0
34,20.670239214251307,-14.726903816862738,25.0
35,20.74380802139921,5.966292889913737,25.0
36,19.32791322161599,18.204961719126395,25.0
37,25.22556132230479,5.8242242632624395,25.0
38,23.099503841548966,5.685243473183607,25.0
39,15.477716385539853,12.510332409322857,25.0
40,19.7837635936805,19.45994779583155,25.0
41,21.425539542484184,19.067537872619905,25.0
42,15.663578714853422,3.5906150681705196,25.0
43,21.2927052425117,11.27853816845709,25.0
44,9.644268059780975,8.669673055416387,25.0
45,23.94404635728268,0.05640766390683538,25.0
46,20.75624632048882,20.574113473935192,25.0
47,18.064097440791183,8.570476879432473,25.0
48,25.786489961040026,13.887964535070354,25.0
49,25.1795825186742,1.9374356755837372,25.0
50,19.864076170685777,8.142815702453973,25.0
51,16.363874648458275,24.79021413266008,25.0
52,18.19286050908557,6.869476725441177,25.0
53,15.829077568010227,15.606297970061231,25.0
54,20.043961877013775,8.575167743562421,25.0
55,15.998930938460898,8.09370863554351,25.0
56,11.104671700897539,10.593684365101753,25.0
57,16.38427272305318,25.39873976283414,25.0
58,11.45510052015949,29.379977384800377,25.0
59,17.533326398484498,17.57411795984362,25.0
60,15.662089026233001,3.8794910751505958,25.0
61,19.624644192306423,9.102051457885826,25.0
62,18.40929484832647,15.71668200762288,25.0
63,18.828182454991552,2.8250784390884673,25.0
64,18.166255621058163,2.01573117377745,25.0
65,16.79752959384502,16.9200099396909,25.0
66,14.77561686960448,16.795295673085526,25.0
67,12.928821625583968,5.811091522743729,25.0
68,14.855129860760984,3.572930771107769,25.0
69,15.893730421346392,6.709203620497201,25.0
70,15.29033264345831,19.875759775706452,25.0
71,17.66893203063859,11.806202733364012,25.0
72,19.446361117752488,19.573265100370214,25.0
73,18.503319411277403,12.933764250151125,25.0
74,16.03483489894827,24.64521023941922,25.0
75,17.28188574821899,-6.343197913039575,25.0
76,27.005126073130416,14.477846446616429,25.0
77,12.392535330280914,0.014649603943379219,25.0
78,12.590370323955964,22.173684753373053,25.0
79,17.778910345924974,23.87034032694438,25.0
80,23.636461775798413,-1.2195898948114987,25.0
81,13.85479947129365,6.99695276456072,25.0
82,20.208939675400025,2.7760147337932057,25.0
83,16.50364319671913,10.926649871627943,25.0
84,15.683661292688365,7.896422115096967,25.0
85,23.39207944861415,6.985036206403827,25.0
86,19.008184692320928,15.810940683708854,25.0
87,19.40266817969469,14.69614178020611,25.0
88,17.70965120881155,26.58345366914531,25.0
89,16.027199195302533,25.301802835246896,25.0
90,13.542221327682942,11.630006023263077,25.0
91,14.252854020489437,6.011637961125808,25.0
92,13.376074368845558,13.26583365242073,25.0
93,16.329470006735562,13.716890238684393,25.0
94,20.298985494563574,6.524530113517983,25.0
95,14.056286585090044,-8.943089904987659,25.0
96,28.26024974731896,11.558632927338946,25.0
97,26.885954475258217,12.97372531482158,25.0
98,18.878135115626456,11.771577864990421,25.0
99,11.631064963386926,12.887326605803858,25.0
100,26.37311028936874,7.407461469995903,25.0
101,13.497119757947878,5.49237314622662,25.0
102,19.203127529834447,1.7731461340207506,25.0
103,23.110139708264235,24.996286727994217,25.0
104,16.00186984839418,16.798635681282114,25.0
105,23.244670898777088,11.486596924094817,25.0
106,20.314116532200458,37.98896102315967,25.0
107,11.302618708746063,12.655161906815549,25.0
108,23.067016294069994,6.107814011959137,25.0
109,19.151261798445184,6.710859798260263,25.0
110,14.780575345893745,12.081989563136029,25.0
111,24.78470607457296,14.146151127081112,25.0
112,12.322683204889131,23.011202355166404,25.0
113,19.016973075015358,-10.006794121851835,25.0
114,13.31031527645018,18.581115907298194,25.0
115,14.955450615039288,2.662794129438451,25.0
116,16.94491763763942,14.847883307465878,25.0
117,18.00717006321659,2.129849842651433,25.0
118,21.994972915930845,12.206862632130825,25.0
119,21.3220331642385,3.8415679665172053,25.0
120,13.29036524451259,15.056886414034746,25.0
121,24.420599046883243,9.188598868032788,25.0
122,24.113776029428337,13.599809422143137,25.0
123,16.272631548716618,4.478234771186221,25.0
124,18.097512962891106,20.611430322574513,25.0
125,22.2931674883878,12.443890127179463,25.0
126,16.584565358549114,11.065446203361457,25.0
127,19.854541419372097,14.536540111335757,25.0
128,20.027046947554826,9.26859779339627,25.0
129,19.06820498746344,6.408126269465515,25.0
130,20.7549569571054,5.97807632727152,25.0
131,22.276983607516254,3.9670845682511375,25.0
132,20.10560831314204,9.556367840473893,25.0
133,18.704569938462186,4.750377291499831,25.0
134,15.559224314465697,18.37891689643652,25.0
135,13.299516862114507,3.0182568490789397,25.0
136,14.983389258587597,-2.772933919193724,25.0
137,17.179044499558245,28.67411155564777,25.0
138,15.93009602423126,13.018048968567689,25.0
139,16.879271286543243,9.140970783982509,25.0
