unit_id,CapacityRetention,CoulombicEfficiency
0,9.37081349054684,28.128110400276555
1,16.745053604042035,16.56064898639628
2,13.354437634779858,2.5459996115663834
3,7.440829800104921,8.74972857899679
4,6.233069786694656,42.65693282154056
5,17.681317479373334,14.536917713161369
6,16.95160559061164,22.51153511916085
7,-13.111999685097981,27.00521041744172
8,24.138051068642568,20.0936052359582
9,16.530010875732387,9.89075003792202
10,-19.105909329070272,55.33223652759641
11,23.530815699131047,14.269921010877768
12,16.930561725107715,8.834594916857856
13,21.07346732212042,27.66005644077934
14,17.596821016703633,3.8808627053362503
15,7.771490093335782,4.18361127307559
16,-24.743846073717137,49.26138448875072
17,11.088474083158951,35.66534948496379
18,13.244379970664905,12.97823594872725
19,16.985613060455872,0.6539161663404318
20,8.82950278551685,19.05781477430388
21,13.345398431864002,20.156324834199843
22,15.398821470989123,3.284789382944817
23,15.95395184521745,15.420517023769511
24,19.051847799549314,11.743517766828438
25,20.75974826101313,7.826401120998394
26,14.388680769213757,11.652679027226565
27,1.520181763402641,25.19566437585983
28,19.980447610852686,36.044882730038765
29,13.722790143376178,26.953340358891623
30,24.176216211312806,13.876052630018945
31,21.53702526898503,10.523215245565229
32,19.254257476156877,21.463235179113575
33,15.749900413033712,18.362752154890174
34,12.549729320539994,13.211027811477006
35,19.65724190362296,11.053915582536675
36,20.237834638334338,12.666362202662732
37,-14.26393000976291,52.48749875179078
38,8.55676164326448,14.942107367664004
39,27.502129688216314,15.070127175690153
40,19.972481785929187,15.572550776588752
41,22.252219667620302,-8.923150806919324
42,17.018474048115227,21.63650390643926
43,15.158173356314393,20.355299232678185
44,16.516781373595727,13.083244816968984
45,21.527597964476517,27.78726193467672
46,8.220885055365974,7.300080730525641
47,-7.259970894565594,30.53847088066383
48,19.21524971239148,5.8722643071600675
49,13.066901162753716,6.7620342422324935
50,10.838128215569672,13.949373184059233
51,10.450409662334781,21.55118549780127
52,16.001857397132262,15.078741217051823
53,18.527969610630354,17.671330513834587
54,12.33577329128725,8.256279486077291
55,-21.19299235857448,35.40635220437656
56,0.46338605446456427,36.90036323471759
57,15.892494753800738,9.000698988562005
58,22.00079147392157,1.2230874188255854
