unit_id,CoulombicEfficiency,CoatingThickness
0,-7.045040482063049,70.80466487702394
1,14.530447720158099,57.607601066808726
2,10.904143438391998,56.459196689964344
3,8.142842148040543,32.225099007447945
4,12.601226922025914,44.660019493999464
5,42.30762111769792,18.70437313485655
6,10.473828886835571,60.60738084673781
7,25.172878747627752,41.22893321110634
8,13.630102589810107,63.4775670993384
9,15.010630138786357,45.28693232670657
10,23.763835743775047,52.364213583678726
11,8.476992245008555,70.21379689631354
12,23.7225717698199,40.40018202138898
13,19.003995269209234,54.96553010353442
14,10.274444537202456,47.647780455793814
15,4.080899265011028,39.43841964254823
16,9.660572184557472,39.76628926325256
17,4.723562985990635,42.42874841482282
18,23.286602684845384,33.705832858468455
19,5.708008235561142,26.215710851576265
20,7.479496068424085,27.109863285851667
21,20.315591606024217,63.23036079652605
22,4.870932138931643,46.583310600822614
23,29.15204850465615,30.192720454147366
24,26.450424592349513,33.96089729108778
25,25.242364983694934,51.6772977793044
26,5.530798118339508,61.38191317160583
27,35.64343375959581,58.355648052898474
28,14.216921031319345,71.66780251473146
29,17.83868199201634,57.30667882926258
30,5.933767072836513,55.578366570784084
31,6.738856570711118,35.458622021742094
32,25.84652112715443,36.9333529394338
33,16.02967732268241,62.56188340248133
34,13.803856355413906,54.0425353012762
35,32.273552312215465,65.55733824965486
36,11.281882213779651,49.874265445798386
37,22.512746416757654,48.83294253164492
38,11.546658390451142,57.90137213891191
39,11.08564335397663,48.43505138790622
40,34.922607276861825,42.79887911497555
41,14.65979192392273,70.84342528082253
42,3.3642746389467924,52.79569303779935
43,3.4141967212123765,32.060637151359266
44,24.7998440145234,41.03165916709262
45,14.518050326181834,31.61393250601427
46,11.611362190188991,46.24085156438599
47,15.406372409736148,66.56922090282453
48,7.251430796177811,48.174266818216374
49,29.060069167004478,63.50282827045605
50,20.193718961691424,54.105251424982114
51,9.102112253705284,64.640827621579
52,5.685658275126737,60.25085112381701
53,2.6399484225410372,45.80012392039897
54,12.337705845807378,51.19689816666378
55,16.256325755324244,48.113683992669365
56,14.44475517157163,48.87487250361032
57,24.764854677177382,53.36697749927836
58,13.554875457327128,30.375874857294693
59,7.082141050599801,48.601411799702866
60,18.09164381425444,39.94407379764322
61,4.887487702955355,72.92340675431645
62,12.48499360943779,51.580436495612275
63,33.693108598967214,55.36359725919848
64,33.81654847387554,60.04224101375607
65,13.719433044350925,28.863840889062786
66,4.132017726697912,27.64799319226911
67,30.40209558072645,41.72933675084227
68,15.963329273732233,62.983981360857044
69,12.93771131151224,43.09229832225858
70,15.29571932374485,61.78998257742697
71,40.191130712486036,69.36941649467778
72,20.645338977787283,49.9521220176266
73,14.095534771887852,39.10123513710927
74,17.671406365754706,44.58686015716872
75,13.751679864191265,46.3634791079714
76,0.7999904640957247,44.83714031299961
77,5.154967752726632,60.33889994907188
78,21.763989313463455,69.78621204349251
79,1.8069721717160174,41.962816839821556
80,-0.7898145366019005,31.88136841954455
81,3.468805048196826,28.072160815495103
82,12.418698094538227,29.073671716277076
83,15.83013828733935,70.24267428615414
84,30.468770317830472,59.80422433465025
85,10.658840239780814,33.33291705431723
86,17.261651151201253,47.174772392423804
87,29.26002973349337,47.83804939395289
88,25.89858090150547,43.537246719120894
89,8.028362529139237,38.31311185176512
90,7.426163432532206,61.66359524794128
91,20.214476574672673,56.94977209163561
92,11.834763209830065,42.46812750847836
93,4.3717888329229595,57.72114261057457
94,19.26505101569723,72.75409983788244
95,21.097548182645554,64.5224433873075
96,24.155771647891342,70.63536932177307
97,8.717805856642842,39.27308530763392
98,9.373394140437128,28.979786161194056
99,21.870659926734373,45.15454184849336
100,28.55407000312913,52.724763785879716
101,7.05425664047428,58.28648256664625
102,11.520895474640083,58.25463500120866
103,24.106872306579163,55.7294174455698
104,13.801776161263996,57.107467914337555
105,25.414482928726606,37.215348104981565
106,10.431847111046203,56.253005619794884
107,24.565828954655352,67.72914562427889
108,12.360148709765,72.1360124337219
109,5.946640183709164,67.79952218099413
110,4.63386122439916,60.44278127416774
111,8.719343041422729,60.7504672215471
112,22.251928815700378,20.751694531618888
113,33.8094655085878,56.218995950492385
114,10.63327335367603,46.7220752957485
115,3.007081352801027,52.734613701766364
116,12.648828918148581,64.54597898309153
117,15.028045714733071,45.37739887533383
