unit_id,CapacityRetention,CoulombicEfficiency,do_FormationCurrent
0,12.658635002244328,11.767954226369975,50.0
1,10.221009724961084,33.07752978036859,50.0
2,21.236998610811522,17.122196675062497,50.0
3,7.038237943086861,18.055400902951234,50.0
4,10.234590001779448,30.413000515120252,50.0
5,6.757169381242834,7.656133597398339,50.0
6,13.675603249747445,15.517687905400763,50.0
7,-2.5399822963502094,30.088229037094855,50.0
8,-0.4206130903526164,32.50995268207316,50.0
9,8.546403275970782,34.992831408187655,50.0
10,6.766557361551143,24.408361277967074,50.0
11,2.7592154384470313,13.478530793052576,50.0
12,17.809766667581506,-2.5616458155560764,50.0
13,2.2024270108729525,7.4336466848609515,50.0
14,7.260164186064339,9.97079204013367,50.0
15,18.705115552967115,19.680032562653597,50.0
16,18.45495709873005,17.038104613565878,50.0
17,16.916490783343328,18.358806684924588,50.0
18,9.67139787884235,-5.855688754700022,50.0
19,3.9792843039024315,17.946253013235463,50.0
20,8.835334498509885,15.767341449444196,50.0
21,8.541490438881027,16.842893881875863,50.0
22,9.314505998276154,11.307175125095558,50.0
23,19.2894901909217,8.30198472156548,50.0
24,16.142878820647674,17.914506881606343,50.0
25,15.955978738637013,23.617691634571152,50.0
26,14.213034235693865,27.273587589557323,50.0
27,10.608171960069107,14.089256090814022,50.0
28,15.047067550862646,10.193082033139603,50.0
29,15.49068423577997,14.96507638254944,50.0
30,7.2451491047374565,24.630568732903274,50.0
31,11.109848697647006,23.41137418865266,50.0
32,17.424735771189905,13.712318461013172,50.0
33,14.81795504760205,22.284857129652828,50.0
34,23.151208710411584,10.584518316407756,50.0
35,10.64498154253909,2.8231571976678644,50.0
36,18.70148101964665,8.372562103877708,50.0
37,5.877917672489966,21.8809572026816,50.0
38,13.52900880530241,21.150117401685876,50.0
39,7.938321479611419,27.5454153732723,50.0
40,7.195110794238515,21.95338478754612,50.0
41,0.7702520111535692,32.35088903041847,50.0
42,12.463485442957323,32.36443440710738,50.0
43,-1.4457122959746922,32.11731514458579,50.0
44,17.436142509729677,13.443690236908985,50.0
45,7.04278439488656,24.741706530031475,50.0
46,8.608340144925009,14.082729833320073,50.0
47,9.657629761153444,13.78977934074463,50.0
48,6.767564828574554,18.609939058050948,50.0
49,18.409977365017763,2.9011721783024544,50.0
50,21.621763912128955,5.9858321130385885,50.0
51,5.765410271236162,17.051683847584826,50.0
52,5.3829268258871545,28.894666985883127,50.0
53,2.184895731982605,21.286543817953408,50.0
54,4.1944049016683405,19.833025318083763,50.0
55,21.408935976896988,27.81616507736919,50.0
56,8.381645789991808,13.127732680531206,50.0
57,14.394089824582442,21.32694701326666,50.0
58,9.329160164403817,19.64506563415917,50.0
59,7.961649713614253,6.636162465810367,50.0
60,2.748827911113653,28.651371328340048,50.0
61,13.832666161572055,20.87795095458443,50.0
62,10.385342598082053,15.719816056687337,50.0
63,6.815210070709162,14.869131298341145,50.0
64,5.118429935114507,20.64655760880312,50.0
65,11.002310919401708,-0.8945524390550972,50.0
66,18.633707279821362,10.224124401665879,50.0
67,1.28466215844682,27.610842178181155,50.0
68,10.308378435433934,13.946420998171051,50.0
69,9.375219134514598,7.703828650463336,50.0
70,3.3406258730039595,26.72715433267431,50.0
71,17.928356519042165,22.20042347222685,50.0
72,10.2930156468797,11.36734203689824,50.0
73,3.720388124709693,17.933424998076216,50.0
74,14.743589908144349,22.447938367433913,50.0
75,15.473297863526286,22.53929876328354,50.0
76,12.908379870098631,18.597637964733067,50.0
77,11.694144455181542,14.198904121763471,50.0
78,12.174984015037724,14.554799292947681,50.0
79,2.124643499732258,17.10809314412653,50.0
80,19.593746029116755,16.141032119553657,50.0
81,17.916680646434408,4.518047004949233,50.0
82,14.728922494034325,15.05540210092302,50.0
83,2.668499827339547,30.75402676117638,50.0
84,14.389347285151686,6.936333800101645,50.0
85,15.330489191660526,19.330266536319215,50.0
86,8.793246413425784,15.936646060185293,50.0
87,8.643436645677467,9.774538954650371,50.0
88,0.47461148577177426,18.015267682009174,50.0
89,11.942139796658466,23.05541842370441,50.0
90,5.4258279330779775,1.224441020823786,50.0
91,15.459726839965588,25.115857534436632,50.0
92,20.852575284060123,15.62963592164672,50.0
93,15.271727980749093,0.14601628829236546,50.0
94,7.876503661665467,18.870415116428006,50.0
95,10.786136806346782,16.313758881685708,50.0
96,14.324130946455107,1.9134637486620427,50.0
97,6.84856401288889,2.2829017132081564,50.0
98,8.317644992086603,31.4494300477887,50.0
99,10.020343813437895,25.95906581519847,50.0
100,12.845332534897937,0.42231054381175426,50.0
101,18.339459907503194,20.954010569913557,50.0
102,11.563413220429066,29.99083679319771,50.0
103,10.059958091120867,14.306502816382576,50.0
104,15.402020679743703,5.261639215544363,50.0
105,11.40905225240082,22.473801292515436,50.0
106,14.183255625836658,11.369466150033025,50.0
107,4.721053953594251,16.330733319035286,50.0
108,5.5045862943216,40.809712771972656,50.0
109,16.58484664935329,15.052085815372067,50.0
110,2.636220871690264,32.5625376824984,50.0
111,20.001086497313295,17.751713096031068,50.0
112,14.36685120356108,15.589032605975497,50.0
113,9.437849948194737,18.33152130775622,50.0
114,8.08481382905605,24.106507560228305,50.0
115,19.820069233006446,8.0087875362365,50.0
116,15.142191283179788,27.380469782682155,50.0
117,8.250907017578694,25.324583744573133,50.0
118,6.100499399250051,24.660417568988834,50.0
119,2.131138249749197,7.441582284443893,50.0
120,7.648026447091198,9.61617125434568,50.0
121,14.722019626542497,27.605439683605436,50.0
122,19.025752948150476,15.373510469812974,50.0
123,21.79923073284516,18.699883396697977,50.0
124,18.31586589253876,1.9170263557930287,50.0
125,21.082298404590443,17.429842300074256,50.0
126,10.639169646497946,25.048594925694132,50.0
127,19.482601874053543,9.919500976954541,50.0
128,8.068062240984759,16.657517580987978,50.0
129,11.376474001033547,12.06743998040404,50.0
130,11.193487968886604,20.990811503585054,50.0
131,6.8594229706273175,14.038723993606816,50.0
132,6.20332536599598,23.861002915126114,50.0
133,14.844812650799671,0.048623589359873876,50.0
134,-12.267463208881498,26.897762489917938,50.0
135,7.001462172599276,12.012655424652964,50.0
136,11.560607868681458,8.818565013082637,50.0
137,25.03600434135077,17.104604193004135,50.0
138,17.769964617060523,26.07184060249672,50.0
