unit_id,CropYield,do_iron_fertigation,do_ph_acidifier
0,62.0615625051635,100.0,70.0
1,63.755894983223925,100.0,70.0
2,69.55356023640292,100.0,70.0
3,64.01741278575874,100.0,70.0
4,67.64689406336097,100.0,70.0
5,60.79405994447799,100.0,70.0
6,62.1278288859836,100.0,70.0
7,65.07005351080936,100.0,70.0
8,70.11413722313142,100.0,70.0
9,71.07714953202938,100.0,70.0
10,62.7295670511891,100.0,70.0
11,61.348387672071745,100.0,70.0
12,66.28844154192673,100.0,70.0
13,61.38250684857745,100.0,70.0
14,65.0918722069629,100.0,70.0
15,59.61816899007894,100.0,70.0
16,66.03744003302701,100.0,70.0
17,63.253906213159524,100.0,70.0
18,64.42567162496226,100.0,70.0
19,74.46318464968138,100.0,70.0
20,70.48072361893558,100.0,70.0
21,64.13835965378092,100.0,70.0
22,63.90799911993675,100.0,70.0
23,69.90330697108521,100.0,70.0
24,62.376512046390445,100.0,70.0
25,68.14149373572602,100.0,70.0
26,65.70601943794057,100.0,70.0
27,65.80238858928594,100.0,70.0
28,65.4898069891965,100.0,70.0
29,65.8441384287582,100.0,70.0
30,67.7645207143723,100.0,70.0
31,65.24716849698515,100.0,70.0
32,71.95933419460681,100.0,70.0
33,68.69643159731145,100.0,70.0
34,67.69285181751589,100.0,70.0
35,64.57328867168745,100.0,70.0
36,65.01643149027169,100.0,70.0
37,68.77858151788226,100.0,70.0
38,68.84590895689149,100.0,70.0
39,69.28654466458272,100.0,70.0
40,66.2487330552475,100.0,70.0
41,65.6484408296193,100.0,70.0
42,66.68873228610833,100.0,70.0
43,68.91036482313426,100.0,70.0
44,66.39274730849975,100.0,70.0
45,64.68077410601303,100.0,70.0
46,63.74850552424298,100.0,70.0
47,63.35913795765282,100.0,70.0
48,68.15499617595732,100.0,70.0
49,63.4698909672972,100.0,70.0
50,67.58633556510158,100.0,70.0
51,64.94569401472803,100.0,70.0
52,69.82544290830405,100.0,70.0
53,65.37612541341014,100.0,70.0
54,66.62304380260744,100.0,70.0
55,63.98168472775552,100.0,70.0
56,62.89010041578404,100.0,70.0
57,66.49505263974822,100.0,70.0
58,60.5617849891462,100.0,70.0
59,63.30524330055202,100.0,70.0
60,65.43277703030674,100.0,70.0
61,71.103116353845,100.0,70.0
62,69.05751979720088,100.0,70.0
63,66.0849889265624,100.0,70.0
64,69.1306983451074,100.0,70.0
65,70.11169656833636,100.0,70.0
66,70.09618475012716,100.0,70.0
67,64.184523633617,100.0,70.0
68,70.16458981980075,100.0,70.0
69,63.842645396758506,100.0,70.0
70,64.7337527381324,100.0,70.0
71,63.40704608961501,100.0,70.0
72,70.34532708963386,100.0,70.0
73,65.21315461785149,100.0,70.0
74,64.57162735560259,100.0,70.0
75,67.17114713325728,100.0,70.0
76,68.93443140885746,100.0,70.0
77,65.77664389727049,100.0,70.0
78,63.10937075537925,100.0,70.0
79,66.36579515131123,100.0,70.0
80,71.5650441241656,100.0,70.0
81,68.50704788658472,100.0,70.0
82,61.35538565797713,100.0,70.0
83,62.48696211417782,100.0,70.0
84,60.05160814540066,100.0,70.0
85,67.316987782453,100.0,70.0
86,67.77882078353447,100.0,70.0
87,67.4110452161828,100.0,70.0
88,65.61800701020907,100.0,70.0
89,65.87387935853816,100.0,70.0
90,65.9699208622147,100.0,70.0
91,66.6645547736905,100.0,70.0
92,65.55684421612607,100.0,70.0
93,66.43445817426249,100.0,70.0
94,70.28981059605287,100.0,70.0
95,64.91982097770162,100.0,70.0
96,67.6371652648968,100.0,70.0
97,66.84765323150755,100.0,70.0
98,64.9697396552587,100.0,70.0
99,66.71833094262325,100.0,70.0
100,69.83663060081504,100.0,70.0
101,64.88704838270135,100.0,70.0
102,60.383267923212166,100.0,70.0
103,69.81638036055337,100.0,70.0
104,67.6692518153867,100.0,70.0
105,68.72726267471865,100.0,70.0
106,66.89342087204479,100.0,70.0
107,61.87791230735705,100.0,70.0
108,66.04123343835074,100.0,70.0
109,68.02283361846997,100.0,70.0
110,63.90980620104107,100.0,70.0
111,67.13808954626461,100.0,70.0
112,61.08003181148908,100.0,70.0
113,64.62307014960737,100.0,70.0
114,70.97952482864872,100.0,70.0
115,68.32718371833474,100.0,70.0
116,66.66984547339504,100.0,70.0
117,69.3307812123351,100.0,70.0
118,63.58049570761511,100.0,70.0
119,68.22320133598464,100.0,70.0
120,62.215009413621914,100.0,70.0
121,70.87326679294588,100.0,70.0
122,69.08707453539769,100.0,70.0
123,66.95663783346241,100.0,70.0
124,64.51872871413609,100.0,70.0
125,64.82132514074866,100.0,70.0
126,64.43233156917863,100.0,70.0
127,66.36355696845467,100.0,70.0
128,66.60999444807521,100.0,70.0
129,61.73126843648535,100.0,70.0
130,71.35193506158808,100.0,70.0
131,69.65181791504753,100.0,70.0
132,69.04419624366146,100.0,70.0
133,73.01432172652855,100.0,70.0
134,65.51806196895112,100.0,70.0
135,64.41952434788291,100.0,70.0
136,61.250722169899944,100.0,70.0
137,67.09094809115373,100.0,70.0
138,66.10658811402818,100.0,70.0
139,67.44357199820166,100.0,70.0
140,69.77010995924998,100.0,70.0
141,59.45064050482599,100.0,70.0
142,64.12690840729184,100.0,70.0
143,69.76065771603359,100.0,70.0
144,65.80697752501045,100.0,70.0
145,62.99691694518488,100.0,70.0
146,65.5347178312973,100.0,70.0
147,68.05270769807528,100.0,70.0
148,65.54809356061882,100.0,70.0
149,70.45845619599471,100.0,70.0
150,63.542828472456065,100.0,70.0
151,66.93169666535483,100.0,70.0
152,64.70753823764142,100.0,70.0
153,62.841579759824086,100.0,70.0
154,66.11541008703509,100.0,70.0
155,63.778879128906574,100.0,70.0
156,66.08771949491299,100.0,70.0
157,61.25658151981964,100.0,70.0
158,74.04446199537028,100.0,70.0
