unit_id,CropYield,DissolvedO2Nutrient,PARLight
0,18.98383413565933,45.28103261911485,38.283120449403896
1,17.730388406370878,27.147526699427004,47.678843845510215
2,26.432812120534273,54.486539007638065,57.332466998582824
3,16.180113642018224,63.65878258060051,53.62222481516175
4,19.439657153736054,55.204649562454684,25.69659188305806
5,19.102706048149557,52.077829301228,50.26683364872529
6,21.96958986296091,48.054147109946534,45.15770379435829
7,23.654860071908505,76.01175696283421,56.4254151321603
8,22.396500532091245,48.13029490817191,43.55969345695971
9,15.130608723977716,32.08480291310374,66.04513343428727
10,17.784888754766037,47.313355678569174,54.731011458601174
11,22.305126453926665,49.95391190596636,53.77246965654303
12,18.492195604347256,65.87584955154074,56.86263368753666
13,16.109887432751254,24.907590381728987,41.977879842125645
14,22.798143310759013,69.06425525266857,49.3435115580127
15,16.335927974679386,46.028521181931886,57.13521896846861
16,21.455123033396067,71.25290884793384,45.00609301692596
17,17.04903467582863,54.40104706240488,53.91006312462987
18,20.89518373267216,29.579436446977166,64.74504735978134
19,14.710458035089003,60.03096779138541,62.01533896446389
20,20.73398842266816,53.22679930441075,53.84074856060977
21,14.54428595733357,51.03690184977116,62.04049177020644
22,18.43281455017457,45.80351490017467,40.04346039953251
23,19.18416097341982,38.20959466999327,65.7372184342019
24,20.30159939768484,63.087972149651776,69.15963037058283
25,20.069161015595043,54.41241970817255,45.1565671678529
26,18.073961146525246,34.959086461179524,29.688091279910214
27,19.915665627097706,45.19879543083368,33.478952381580235
28,19.45308001928799,51.44028676620889,55.89457899050242
29,19.72197717912366,42.4343317110708,47.71140346584984
30,20.346225427349253,60.226615031852226,33.889779620010856
31,22.675705142976526,57.22519993803765,43.88704961514179
32,18.4141239322775,49.59940797452344,33.35464675010537
33,25.522583105864452,45.71272552687806,56.3199010598591
34,21.225606323087007,49.228852387986954,56.28076984441402
35,17.675997355815028,34.35490626740262,53.160943430311534
36,25.450662064291826,66.87711259118761,55.463660222776596
37,16.333145126567167,66.7678676933057,76.13181977692369
38,15.460879386757606,47.690021252780824,37.30282120254189
39,19.19917047883189,49.426200339805334,57.45809405819555
40,29.68940696006113,42.65113333286425,55.94890592660504
41,18.929359673395254,49.18753510578337,40.951186208876685
42,22.365744591784186,31.2364206722936,47.265286000323016
43,18.064502210834227,59.81204474327163,49.1541468870761
44,21.97857290319071,57.23961131084112,61.75520319827387
45,14.886923475612827,68.20697682686611,65.41125710500596
46,21.034503258678235,39.01732311422233,60.201948563720535
47,15.52553638637252,69.45632727192562,46.425250833050214
48,20.372475797348436,32.278869028871505,18.480684758608962
49,20.989036382982185,66.07091121526531,43.38902711261217
50,17.08644578771126,39.795680514895565,53.068770079329866
51,18.17087902595634,49.51764093029887,52.15592674041949
52,16.273553092623022,55.63525288493471,52.00696907340428
53,20.774127528930062,47.09273327981559,51.87241641161859
