unit_id,CropYield,LeafGreennessIndex,do_iron_fertigation,do_ph_acidifier
0,42.63162224417161,24.835929710857563,60.0,50.0
1,42.94036459578563,25.82371442687344,60.0,50.0
2,42.160680188649486,25.353150255585742,60.0,50.0
3,47.84377847974926,24.978845237882997,60.0,50.0
4,46.55482606587405,25.396489124263134,60.0,50.0
5,48.291227189296166,24.33744955521538,60.0,50.0
6,45.47319676780215,25.008205546162642,60.0,50.0
7,47.28081154370215,25.199978838352855,60.0,50.0
8,45.095367404741474,25.43162425687087,60.0,50.0
9,42.37579904343586,25.978558754962602,60.0,50.0
10,45.72627363307759,25.561403205992757,60.0,50.0
11,44.95162428356362,24.30059642824463,60.0,50.0
12,41.660958900936926,24.294294312312747,60.0,50.0
13,45.18388141889958,24.25079626067141,60.0,50.0
14,41.499471353868046,24.592781575096517,60.0,50.0
15,49.467695504705986,25.424556102652865,60.0,50.0
16,42.7242605403082,25.187807695873577,60.0,50.0
17,48.85810874172514,24.961744401672473,60.0,50.0
18,44.965264372186226,23.674056569380543,60.0,50.0
19,48.754484586057536,24.687062134059033,60.0,50.0
20,46.309921226202874,24.966321402269145,60.0,50.0
21,51.37917215679976,24.59073307672525,60.0,50.0
22,39.15120354388586,24.68694702978486,60.0,50.0
23,45.918341102360664,24.674921082168215,60.0,50.0
24,50.7274877975648,25.030788292395947,60.0,50.0
25,45.120860300442175,25.46365466465113,60.0,50.0
26,44.467348879594645,25.530448124665092,60.0,50.0
27,43.832510155538166,24.890577106454547,60.0,50.0
28,40.0956085796403,24.74682336541842,60.0,50.0
29,46.8205177268512,24.89517735165154,60.0,50.0
30,52.284925561426434,25.014894460633275,60.0,50.0
31,50.770108658417946,25.07649641224011,60.0,50.0
32,45.6451728332491,24.907553061676655,60.0,50.0
33,41.85544202736821,25.600036357041173,60.0,50.0
34,42.48088159767896,25.093616247697483,60.0,50.0
35,44.1489309615948,24.14315346985295,60.0,50.0
36,47.86425303455975,24.637214660584636,60.0,50.0
37,47.358535113839764,25.094315627900343,60.0,50.0
38,37.41448642010672,25.508196075007525,60.0,50.0
39,49.257943593338254,25.228426795132897,60.0,50.0
40,42.85448406568977,25.222612794196714,60.0,50.0
41,47.14099783583634,25.71603710039874,60.0,50.0
42,46.17722095390488,25.846325942562952,60.0,50.0
43,52.02022865703815,25.34999758824462,60.0,50.0
44,49.21512697971059,24.872300163159544,60.0,50.0
45,43.67987868633662,25.31239491897723,60.0,50.0
46,38.94268055017353,24.886403514867737,60.0,50.0
47,43.83441201791759,24.823422309972123,60.0,50.0
48,49.081011827265236,24.653716686181095,60.0,50.0
49,46.22860771310282,24.12692703432643,60.0,50.0
50,43.077158430085774,24.680281094044684,60.0,50.0
51,44.12165331152201,25.100936308704775,60.0,50.0
52,48.95289984704484,25.413175006263383,60.0,50.0
53,44.38240905328769,25.088372611732314,60.0,50.0
54,42.8114488107345,25.06681439957634,60.0,50.0
55,50.06955933093281,25.613519882202247,60.0,50.0
56,50.48043100356266,24.494601992283382,60.0,50.0
57,43.60050575203582,25.53706791479773,60.0,50.0
58,44.105142020149444,25.07955627135378,60.0,50.0
59,39.48391666427355,24.58778903920984,60.0,50.0
60,45.76684573178087,25.364454784114585,60.0,50.0
61,45.31501006694753,25.305289178724976,60.0,50.0
62,44.91731529775976,25.002724207397428,60.0,50.0
63,43.50049450310934,24.85269449002126,60.0,50.0
64,46.16685974356226,24.859924072849548,60.0,50.0
65,47.669203406531864,23.71376265617594,60.0,50.0
66,43.304780973679954,24.72812600430029,60.0,50.0
67,45.03715706763069,25.22956053952581,60.0,50.0
68,43.44630284518228,24.850802875207684,60.0,50.0
69,42.67380089503063,24.562821092546294,60.0,50.0
70,42.26314401938051,25.520580556777457,60.0,50.0
71,47.05363100001142,25.643683101947417,60.0,50.0
72,38.97578607883901,24.809369123425718,60.0,50.0
73,46.193406614750025,24.734920051724608,60.0,50.0
74,41.47662427995367,25.54590410727614,60.0,50.0
75,49.10545275800421,25.316478585536395,60.0,50.0
76,50.783803111486094,24.84420033531753,60.0,50.0
77,45.74195564310027,24.973742353431028,60.0,50.0
78,36.41451073740667,25.261758397141868,60.0,50.0
79,41.50696013746236,24.76973273980631,60.0,50.0
80,47.96255125746422,24.93336218667102,60.0,50.0
