unit_id,CropYield,LeafGreennessIndex,EC_Salinity,do_ph_acidifier
0,19.67029387424875,7.936959716215882,45.218043731345475,50.0
1,19.03850430568894,7.631333823491862,56.87109775329915,50.0
2,18.335459618453818,7.805292949516532,64.54264098912181,50.0
3,23.329596416973757,7.267677861033535,57.210920421427836,50.0
4,16.6556453012077,7.7975704290598555,44.01983259114441,50.0
5,22.040343895653265,7.801875792216609,46.592574440065434,50.0
6,21.75809386082863,7.627147024549824,61.189275534624365,50.0
7,19.272288440204484,7.082889947134592,44.965820610680176,50.0
8,19.26870420673469,7.79767594825987,70.2555613171275,50.0
9,15.704725715373296,7.270692746129854,57.45521519899149,50.0
10,19.998012470194364,7.689821945325063,39.043773681401305,50.0
11,19.880326734484207,7.29724819162256,51.57266526176969,50.0
12,20.98936630521472,6.584198496993105,59.388065270603164,50.0
13,21.725611052845057,7.942496906071025,37.4098977868442,50.0
14,14.359424335214051,7.225068777842118,28.100228014595054,50.0
15,20.086428219044155,7.690808462406462,64.76658455243692,50.0
16,20.666559265668678,7.281530872358535,68.12366258969615,50.0
17,20.061693288257633,7.982651848426019,43.146509797454456,50.0
18,22.672240335866523,7.592164765188644,34.041338019446165,50.0
19,13.710409878928807,7.610958209172741,47.67720053660459,50.0
20,15.628736353531398,7.746542709531857,47.35991165395636,50.0
21,17.284960658071896,7.734152716303514,38.90890632285377,50.0
22,22.400927458029006,7.135014193538421,55.118894226682556,50.0
23,13.070726203372857,8.046150977177273,42.04373121648093,50.0
24,15.645221961321802,7.458383847937723,53.05089667768901,50.0
25,13.496949415372042,7.817122909648401,48.27663332266258,50.0
26,26.622128738566982,6.957570591360342,26.709067348589322,50.0
27,14.907532700769234,6.400256359791372,53.10762154144688,50.0
28,19.668310707462833,7.379237142397967,56.435116164894374,50.0
29,17.710189065264736,7.3157501085612715,62.318889305779145,50.0
30,19.69827643565773,7.650836972357912,32.580173622681755,50.0
31,17.884456123093607,6.977583532691455,58.53335157715851,50.0
32,20.16999260144277,8.500171786421284,44.34886219925744,50.0
33,14.281733655093117,7.172956781654886,75.03270486403524,50.0
34,18.900422303293773,7.382111229430562,46.57337681787456,50.0
35,23.205454401873602,8.323459792583542,47.211674073981,50.0
36,22.735313416601443,8.474339743279954,50.08436172921935,50.0
37,18.336606031445,7.718685459517102,56.11909886223973,50.0
38,17.41658117315855,7.693383048677755,49.513809262265426,50.0
39,14.966655624898998,7.742950097163632,55.94066764256631,50.0
40,18.120633821354403,8.158574053905632,63.75914770527181,50.0
41,18.508436010151506,7.507454297751605,29.552415094191495,50.0
42,19.330066592005974,7.595920508311535,38.944302851645155,50.0
43,15.016149407856048,6.946618374686824,58.79247885841363,50.0
44,25.198729082378414,8.414228938308941,52.560386883595136,50.0
45,23.715632582245757,7.357137860522396,46.037938690232025,50.0
46,24.990510761088277,7.902544212635676,44.785479941075444,50.0
47,15.74020183023416,7.182548281541675,57.99242765770048,50.0
48,16.335100665296995,7.609139629489411,40.9735033635772,50.0
49,19.467772504586918,8.254818992625909,48.74404442391853,50.0
50,20.911174984803598,7.408658931241488,77.72095042405819,50.0
51,11.853605424398468,7.616228242408793,64.33026443800517,50.0
52,23.48263705571989,7.834402108276238,31.77278342940002,50.0
53,17.49652701577852,8.43472606580296,32.33690507006833,50.0
54,14.960402653461502,8.545172330272026,59.2738413544521,50.0
55,18.213429462455725,7.240422788191059,57.19778156553966,50.0
56,20.201199480592493,7.4956454230360166,39.367754937323674,50.0
57,21.535126433390225,7.400127672162355,43.930528746066756,50.0
58,12.972461552985115,8.210976490447546,42.84396596605928,50.0
59,12.770079307143051,7.094439563652039,56.69342071251942,50.0
