unit_id,CropYield,LeafGreennessIndex,EC_Salinity,PARLight,DissolvedO2Nutrient
0,24.416527541738162,6.390159417696459,62.073716881078354,46.211673255808414,25.91718695492038
1,25.757640855801586,6.92049690415732,68.85112153092089,47.279818026843714,33.629434367054216
2,19.672430141481126,6.994432013126901,47.49193148378386,29.9134697179547,73.28206073913368
3,24.028963054538522,6.504240083572792,56.813663012903056,53.26262600286428,51.499248211182426
4,17.811710609660924,8.085471377196741,59.20173223915582,41.697226984295995,27.583242346779365
5,20.144590560671173,8.035823573914426,44.223972460357004,45.23103966710464,50.59673259959017
6,19.17610009198221,7.572954861332678,58.60920024444774,50.55642300258351,54.05177979013644
7,22.165781669294404,7.697432481260762,54.51137876633596,43.28405316910054,47.08831910689081
8,13.910068357286745,7.264799498236949,38.33976281905452,41.099378120493824,54.29604463295973
9,16.434838123983234,7.3918555192051745,50.482337260957195,63.30967136190426,56.709865293389
10,16.127442293724883,6.662548448691885,81.94876129255064,49.94624733475411,62.95967968998977
11,15.676412866210766,7.000798086463977,70.85761081193874,61.77692752825186,67.77457820889764
12,20.89369846919684,7.239279432730844,56.02667227110066,42.15344276118196,43.9612043312223
13,20.77361548951699,6.534508479009217,54.76559312451996,32.887702045055,49.66258569936242
14,22.831609681396547,7.286969285011753,55.41714834920571,63.08138170731075,48.35386725216117
15,20.39725026313583,8.088515973601206,51.9763392947609,44.54029252244958,42.28052248954665
16,19.17907130195753,7.058650993447503,35.75432303606246,46.721638226646746,35.94688135334636
17,21.617953552517818,6.619183235596993,38.97372761980817,54.18304623070675,57.50587541196191
18,23.18977768327914,8.031259020155177,35.94365793939956,61.732048546821794,37.07809025567121
19,18.52895375552011,7.753272452843686,59.9304893733126,57.95320781005491,40.64157285177423
20,19.53979598177938,7.463318200833393,41.11991081995977,53.89984146143101,39.30304083554646
21,27.944824935858676,7.915190648991919,39.5334263145162,37.25552742340606,29.852099498115194
22,13.334938132246036,6.904392613686123,47.57811964036737,41.81131649802193,30.353737822766867
23,16.062477096734895,7.277947025859845,52.26508753687577,27.576338809655187,56.70957701736295
24,16.055474888124458,8.446212807730976,65.28303813217389,33.977431258630695,53.949057219366665
25,25.980734000407576,7.452582222902685,51.43891785252194,40.400381602573994,69.82717873955349
26,15.547618464679086,7.538340753490341,63.59954747385849,71.38042131675425,67.11657561132203
27,18.747423290904667,7.148869465455307,53.05050731614799,42.99566039177177,65.74674265009996
28,15.119324406118626,7.842412055344598,49.257241833429205,60.35113924308181,57.92448902119562
29,18.41206554532912,7.701394172799282,34.59873908094643,52.73379472620638,41.250063607460476
30,19.17637238924513,7.746693909896341,31.89344150308826,32.12466195250406,33.142912406786145
31,30.05679206474565,7.372512394286739,32.221366875787616,48.425337358764494,43.073020646350365
32,19.38964895324123,7.838018178056796,58.655174735662946,63.139670104157254,42.21089140685608
33,17.30201694274882,7.146121088501433,39.96431789897991,40.23522615378149,43.2047364581736
34,16.315419247269837,6.757861218585145,62.074422812182384,53.715371215342266,51.90499815966659
35,21.92478736193578,7.28497399779602,64.52878547726064,55.47265624016383,59.84136855894096
36,15.886672235821898,6.680320995334539,39.61584473517322,55.667129459077586,46.365982414243994
37,17.5205623617424,7.442660568390483,56.478598181027095,42.1152839352921,40.547929702071016
38,20.93713612172083,7.000776285154521,42.14827639032668,53.68264870850468,40.37792189907195
39,23.689822776652793,6.936003323009894,58.85166104318755,57.72190154032615,48.876175995430145
40,19.601630007400303,7.04075186783734,63.62363568043371,47.550026404385235,58.999140296916636
41,18.54965155940296,8.292439688213623,67.26936541184661,67.22504509946019,37.90033626488176
42,18.312075823602356,8.412803104785041,46.45238281571855,40.61083766551733,63.03915392444348
43,22.310558752186097,7.385739729621167,41.20729005529313,35.18400965600087,41.33443679065257
44,22.891808359733716,7.709525156555868,49.86510835709526,44.4994868903185,45.586535019522344
45,18.367173094405384,7.478319615782024,47.67557874490034,46.08471077600049,47.15042089541586
46,17.43516292685027,7.499360806659742,72.11630844722379,48.74914327918531,36.607824856188124
47,17.65758750099323,7.608043013196797,52.018065266173004,28.803881103321068,43.30286394519897
48,18.060738156221433,7.560428467689711,63.712463276149926,36.1666319202431,48.38401200488122
49,17.428154118317877,8.7874248495376,57.76822354131973,59.97581357324301,53.494039907931494
50,22.9875424931863,7.408126857699509,33.79685495149397,64.81964013851224,36.96994565384443
51,22.28544801471154,7.3041797750053865,47.13381210955616,55.23806831318188,48.45301554524074
52,21.130276355966664,7.8929097492866,57.247458419891274,42.210876327304966,46.55075893865544
53,28.331112983504852,6.785898602162066,58.20627230851544,67.8233458444938,41.1967215543616
54,19.827083857378838,7.57310669327357,45.081976598689586,54.714469880169226,45.807063525462915
55,24.036599818782566,8.638260822102158,50.76493957345686,52.35768463673662,30.415509505697074
56,15.183770463599075,7.463359528189661,58.43313540022967,19.183491988246704,62.250845333797734
57,15.43474489304208,6.9244067676586765,49.08980949165571,37.60951736032193,61.43733854582135
58,19.592440512981813,6.4464360874187285,40.29758776011526,44.66025094358909,59.785271068428074
59,21.220559844732968,7.966153379712516,47.69385256956828,54.14223090926671,27.26966842986587
60,16.614524000215642,7.825385173330634,54.963268198116374,42.875767511692864,65.21658892817275
61,24.75855494904244,7.07186376538259,59.37768470473688,39.372929648614765,29.698080170461882
62,16.83511655326264,7.1583975078079884,49.99727188166901,37.76013422676686,61.55846426281432
63,19.14022768990213,6.738194269737985,48.27578525829491,55.402386342741856,42.116059281028896
64,23.826581379321524,6.92792731683816,65.02105623261271,58.651080825390956,25.586512844509524
65,27.88996229890216,7.7205780792301475,41.12175111071209,33.41645969445231,45.060480842410826
66,21.705102390575455,6.761053551478617,60.16644219755559,32.066107472027866,41.932255698261194
67,18.004784309400975,7.059309035370584,47.32235641317782,21.080483045836377,42.76155930782325
68,20.93006657937045,7.200617983066716,35.901994358513456,62.08089345437778,32.41372119421775
69,25.33589619626938,7.334472801608074,61.98515535514384,59.41380367104811,55.355282500610016
70,17.530204263424295,7.725078274385508,55.70387423914425,36.97774025954142,53.80405524637229
71,21.874824337879943,7.620748684168446,57.18041758486177,72.97392713368441,39.42653925323729
72,17.201766459395422,7.2314205414705,64.85522149736258,62.16633326900217,56.44164262721305
73,25.940901424743245,7.806187913690077,72.53871434729108,46.74805162475037,39.735888532148095
74,23.91316403472308,6.764194874299924,58.25339537312971,52.35801824963351,41.654937839991284
75,19.618885037026594,7.57174164488409,37.11992769939147,28.50018035113076,37.76528180094081
76,14.937897972518389,6.902913211365337,61.35282304334055,36.89198077126624,59.689468725967465
77,11.172383606602489,6.509798292694074,63.811876315599825,53.017928713096964,61.0940010610589
78,14.392794114744493,7.5218873589636175,45.039563246177515,33.45223830218782,46.936736122072915
79,20.19578425479733,7.045621517874863,49.046122573700856,68.93067437009236,37.35043654945513
80,21.547597686761733,7.506193369476878,54.579770577830246,47.84493291100037,29.431029202216724
81,26.25723812610387,7.499933071741722,44.94995278237491,64.57774695669227,52.30374021112096
82,16.23043509520021,7.760115106636276,36.6911924770835,41.22840106648503,40.36166487739091
83,17.619598298831175,8.373772819682777,64.94498299083357,52.212688682777234,53.94153412651013
84,15.056081818647044,7.539052363496601,59.0028504095619,52.37588140706886,75.63419169633066
85,14.312288763506444,6.702438475714115,59.01955835595356,52.569767756166726,36.99429233714208
86,24.357068296756907,7.0926504288497,44.483456002066795,61.16339763328632,45.96245938007044
87,18.754197878333443,7.528160608478064,43.754183703707476,25.026292540706667,44.72708305414443
88,19.812718633528885,7.8559880071942425,53.863440906615004,62.70825257664499,47.95669488119852
89,20.577058468629815,7.817110541225114,45.60526295133376,54.160879263897506,42.52599335428804
90,20.15146964277754,7.5522959457056595,52.95106410510173,56.93201583101056,24.594682676725
91,14.002920971557664,7.262115391621843,53.96589480921026,54.54869786992585,44.284163706297385
92,16.458581654877477,6.844294137732739,42.91565997577227,44.58777276377923,34.93306900140335
93,16.651994246199695,7.875378235958556,57.90938873072837,52.124869039949004,47.645542726406234
94,21.77872360408572,7.681952664421937,47.75602661132716,58.627157273938174,67.22846349265103
95,22.547888779913354,7.428953606973736,30.858551775416853,83.83302866523226,33.54498633497754
96,18.191369800944894,7.836719284221979,41.32861994148028,46.700248717019946,36.7101337637589
97,22.3042049146175,8.271154618620237,52.56920469424104,53.90596773850631,47.036827724198616
98,21.514663201790118,7.854217486275194,54.13832732156558,41.27184477393608,51.162886343628195
99,17.53601696897947,7.161698360169442,55.810897055158435,56.7888545548727,41.59343290180338
100,19.317579365033563,6.860523773509428,35.223755063232126,57.103604707852305,38.15596242411984
101,16.5779625254425,7.243837787271523,36.501544816471366,25.386851107207836,28.878145359719944
