unit_id,CropYield,do_iron_fertigation,do_ph_acidifier
0,65.9177763781283,90.0,60.0
1,63.53841594350149,90.0,60.0
2,69.00733200655573,90.0,60.0
3,59.84657581043177,90.0,60.0
4,56.467986213998174,90.0,60.0
5,63.51526537320492,90.0,60.0
6,65.57838283191916,90.0,60.0
7,61.425017184057,90.0,60.0
8,66.42683765020945,90.0,60.0
9,56.87191397952565,90.0,60.0
10,67.38025855248206,90.0,60.0
11,57.674889013507226,90.0,60.0
12,67.25546701373746,90.0,60.0
13,62.52089097095579,90.0,60.0
14,61.93636995085575,90.0,60.0
15,59.43630987749721,90.0,60.0
16,62.44983590705543,90.0,60.0
17,59.212278082480296,90.0,60.0
18,61.48353323408471,90.0,60.0
19,61.67655160859557,90.0,60.0
20,60.24532568930514,90.0,60.0
21,59.58098547893776,90.0,60.0
22,61.31800709954654,90.0,60.0
23,58.000758784457254,90.0,60.0
24,55.62613313105712,90.0,60.0
25,60.75877775168818,90.0,60.0
26,67.03767907401209,90.0,60.0
27,57.50824785664893,90.0,60.0
28,60.24056204288333,90.0,60.0
29,66.69972606161836,90.0,60.0
30,62.57702170112549,90.0,60.0
31,62.99459110419776,90.0,60.0
32,58.85030554119018,90.0,60.0
33,61.487635688740305,90.0,60.0
34,59.110342073016135,90.0,60.0
35,56.532811191750845,90.0,60.0
36,64.6487218683665,90.0,60.0
37,62.043142135133905,90.0,60.0
38,58.79641779815664,90.0,60.0
39,61.32643188994793,90.0,60.0
40,65.35819059356038,90.0,60.0
41,63.700623459503,90.0,60.0
42,60.41659723983027,90.0,60.0
43,62.93023623924297,90.0,60.0
44,64.95726434086782,90.0,60.0
45,60.83077102425832,90.0,60.0
46,60.91420130942195,90.0,60.0
47,54.12703266889415,90.0,60.0
48,61.2712490392753,90.0,60.0
49,59.993884886943775,90.0,60.0
50,59.815944480082614,90.0,60.0
51,61.480537915690824,90.0,60.0
52,56.728404395674026,90.0,60.0
53,55.4240505791038,90.0,60.0
54,61.70977347887643,90.0,60.0
55,58.40361171730602,90.0,60.0
56,67.1399050126194,90.0,60.0
57,62.68087512504127,90.0,60.0
58,58.08657939304425,90.0,60.0
59,65.0106932298051,90.0,60.0
60,61.10116825636299,90.0,60.0
61,59.86863575485892,90.0,60.0
62,61.28731634337364,90.0,60.0
63,60.83968332896607,90.0,60.0
64,66.14503151762597,90.0,60.0
65,58.044543623338186,90.0,60.0
66,59.54842262231199,90.0,60.0
67,63.38562654698486,90.0,60.0
68,60.160194500171606,90.0,60.0
69,65.73936362278161,90.0,60.0
70,61.801986146688336,90.0,60.0
71,59.08842692958454,90.0,60.0
72,60.391953566238584,90.0,60.0
73,61.84023203218044,90.0,60.0
74,63.45306281687809,90.0,60.0
75,60.99577425271678,90.0,60.0
76,59.09588445066934,90.0,60.0
77,60.3096782683152,90.0,60.0
78,63.44199173838496,90.0,60.0
79,63.51552745892841,90.0,60.0
80,65.70870369382133,90.0,60.0
81,63.92790117655632,90.0,60.0
82,56.02218536816207,90.0,60.0
83,63.09392218733277,90.0,60.0
84,61.06338751893693,90.0,60.0
85,66.77051645953901,90.0,60.0
86,63.44636129897592,90.0,60.0
87,58.82428970985619,90.0,60.0
88,61.946155540038575,90.0,60.0
89,61.931477881155914,90.0,60.0
90,56.47989797209353,90.0,60.0
91,62.673000085888695,90.0,60.0
92,52.476466115247604,90.0,60.0
93,56.28428757081557,90.0,60.0
94,65.64634151089028,90.0,60.0
95,64.64638477745349,90.0,60.0
96,61.47534856378544,90.0,60.0
97,62.233692832238155,90.0,60.0
98,61.11290431835864,90.0,60.0
99,62.5537647123936,90.0,60.0
100,69.1805307979724,90.0,60.0
101,62.753267708684795,90.0,60.0
102,65.90922142228115,90.0,60.0
103,61.047152323753764,90.0,60.0
104,63.33573021752133,90.0,60.0
105,59.03403878174181,90.0,60.0
106,61.84385902179147,90.0,60.0
107,61.70290418886716,90.0,60.0
108,65.56845046316073,90.0,60.0
109,61.12103140002584,90.0,60.0
110,65.73743980800336,90.0,60.0
111,58.43079097214092,90.0,60.0
112,60.785302101831135,90.0,60.0
113,66.30295998847387,90.0,60.0
114,68.31497076891621,90.0,60.0
115,60.380437311942586,90.0,60.0
116,64.1467392239881,90.0,60.0
117,62.19323161518598,90.0,60.0
118,66.40073259675108,90.0,60.0
119,63.12381041004643,90.0,60.0
120,64.38789319798083,90.0,60.0
121,61.78731848120655,90.0,60.0
