unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,LineFlushRate,do_set_UVDose
0,10.772935828319426,21.87024298353401,83.10821188866706,64.44562858496501,50.0
1,12.07387695649993,7.295469153793455,55.937342404066825,13.430166259485837,50.0
2,21.193881346293253,4.763643383543718,71.93684682156636,51.82511067532472,50.0
3,9.40583403554383,4.5451590505105415,67.4428731626094,51.3033066962898,50.0
4,6.975431866755272,36.519216497966426,61.206018045342454,52.80426758928961,50.0
5,22.593500791568193,27.825101056948593,75.23693236225475,38.36766663995227,50.0
6,27.317710027709154,28.76056477610575,78.243376784459,43.773029789740335,50.0
7,8.709004703911583,28.913098599939822,85.4155187040978,61.501001006383454,50.0
8,37.7786034784563,22.02832321030922,92.68577019606803,47.93026071482831,50.0
9,12.662732197657753,4.422537551534703,54.229344136546416,28.611711210579436,50.0
10,17.2165914003692,18.84077682948522,69.47123399900542,40.13508070043925,50.0
11,22.55748105059427,11.627599130366125,73.88955828321177,41.31142484860608,50.0
12,30.08975556079141,18.91866501754646,79.78314362960771,35.07269152683449,50.0
13,37.849962677628156,-1.4915234324743718,93.96667806635126,31.553434317487568,50.0
14,39.117593977564425,18.949286983676227,87.13616180748372,41.8204971241896,50.0
15,20.99792257272028,-9.128874813784321,58.78495547018962,35.523048870746614,50.0
16,9.641285934741763,9.32806739380295,66.18558606465143,52.19044477613592,50.0
17,22.12330770755314,12.934101166468405,68.29147499572662,23.08199898414092,50.0
18,29.831045680197683,18.19692636631249,72.128543392833,31.38300214944114,50.0
19,21.81921264195338,0.7062132383881252,63.59960149195557,37.06236152099678,50.0
20,44.248982870813435,18.448392328301107,85.79328115009938,35.84327750734529,50.0
21,9.12920894639193,-1.0368880668767364,54.139495283045946,27.158043200050063,50.0
22,22.486779133310208,21.901198695772912,77.21128016817377,60.883799867703914,50.0
23,9.979066466436064,59.577727795455175,92.06568498775096,62.10078662014547,50.0
24,26.30307678267056,-3.188570208539648,82.47032576840826,36.80275169662245,50.0
25,16.550601935055866,-8.77332123852206,62.807113558226135,57.08069270169966,50.0
26,32.926626244644496,-6.1021187648918165,83.54941485900297,26.913299566758837,50.0
27,17.973228173974114,20.491322951578024,62.90820517677053,37.25286424216021,50.0
28,28.178391675973913,21.705681860736032,74.6336652575088,42.14034620620798,50.0
29,26.6569047183441,6.0064019034800875,71.99663279953552,22.835156030282207,50.0
30,13.54781460375346,40.13732622488689,81.84357879724472,61.78799462411746,50.0
31,17.88874133405495,6.940268298435615,67.7435747176729,42.47806712257888,50.0
