unit_id,WaterClarityScore,ResidualChlorine,MetalColorimetry,LineFlushRate,do_CorrosionInhibitor
0,17.6012297188986,71.91556919108082,-3.342874057142742,38.3119461333174,100.0
1,13.840313141182614,63.005291711565874,7.554215442714119,26.523553602663117,100.0
2,22.520429827881856,62.464121375052386,27.992427630242005,33.32484637698472,100.0
3,11.752714588391367,66.8438011459594,23.04492646092532,28.766941681007065,100.0
4,11.247643720485605,64.74387396509914,-5.690466907790656,32.93397979149289,100.0
5,19.206475616219187,66.57564504351556,17.307411478003566,35.16321830473485,100.0
6,22.339993454061634,65.6377425030433,4.186452717470989,34.027042509257676,100.0
7,24.27694212219745,78.99287127234658,-6.034308674261746,33.56809909983709,100.0
8,24.71336931377664,70.66856112768528,-0.2824358326971037,13.656998800668521,100.0
9,21.191903637600962,75.44268082718202,15.741164333752444,51.381687677352396,100.0
10,16.74890767150494,74.03705652763459,18.51441041492033,24.911957424516466,100.0
11,32.138808600939896,98.28822844771558,17.876531410813833,37.88617202877377,100.0
12,18.34807142939014,73.02799666960064,4.22505363461232,37.48014716657132,100.0
13,17.485562930516124,79.61755937698483,15.019298975745405,34.2011567161936,100.0
14,19.015462670461197,78.07998984587621,-1.7790240785713003,16.027743707023753,100.0
15,16.806719593627143,79.85369920031904,13.727313459012857,45.2743254916118,100.0
16,35.5100820035912,108.69347042993634,1.0360496214386465,32.53278692851825,100.0
17,22.758420730444577,81.68851929759802,17.004125130739283,32.09759448912741,100.0
18,29.327234031965542,86.21954291745851,6.362342916540136,31.11636578661389,100.0
19,20.874555351460028,85.98222718762207,20.384636586125364,28.878488848801382,100.0
20,25.97734887440002,80.18403147015853,2.5680795808758496,47.196583084248545,100.0
21,19.282100907120373,86.35805944448634,9.794155509359857,23.738883721311247,100.0
22,24.51104891103075,73.4716992342687,6.922214595728562,43.9908958789582,100.0
23,19.141138105127794,73.18032809202563,12.018798103583178,8.429931397975338,100.0
24,17.929295496049537,72.3288583551107,18.514978546740803,39.26468537708454,100.0
25,23.443032251164446,78.79969308152675,22.4987349927104,48.587733074278965,100.0
26,13.96386060158285,67.49868078981842,7.375752113676709,26.942496783386982,100.0
27,27.254814515181028,86.00321257144047,18.849257692301038,18.27641945044951,100.0
28,24.100470579469196,78.84140012617453,29.016578842297534,41.31789321078103,100.0
29,31.71249317207466,95.85352895572684,18.07445168602561,44.82789521740728,100.0
30,14.577064944943894,59.73056724121071,-2.711933206830862,31.123590873200154,100.0
31,33.136044334236836,105.01329662699325,-6.0567594904988855,31.39513929844077,100.0
32,10.009158838606185,59.988710120117226,10.900532610558752,50.088492016834344,100.0
33,24.848353568486118,72.77036955933043,5.00377151471482,67.28925915350929,100.0
34,31.35303641091364,86.30864609288061,8.94539705370065,17.353573138488102,100.0
35,12.853461116295056,55.94077396380664,11.44792498338639,50.350293362850785,100.0
36,30.682341513529895,86.02651718973901,3.5651488912948386,44.24367764752804,100.0
37,23.800617042553696,79.13075915663352,4.533103997689478,54.923256658159396,100.0
38,1.1321218712369951,54.08267512283494,-3.504190577854869,54.26227286132386,100.0
39,13.992771532090607,69.04095498304338,2.735010637501592,48.197116583467846,100.0
40,21.145257066416875,68.5375162831769,-12.75448351811982,43.98310853801713,100.0
41,19.696844382447118,77.61905140104025,7.809480837890893,37.25912195434832,100.0
42,24.091133824454804,83.04727038941498,-7.080525221495321,25.49144344192467,100.0
43,14.957157778620662,74.11538621204387,17.314230188393935,41.650974833117694,100.0
44,23.711427885775645,75.43897407421402,0.10244449664778621,36.4479571932517,100.0
45,11.201166360303619,65.91008792435035,12.129157036334867,58.67967912146279,100.0
46,33.427791987867224,91.40575573874484,13.61890513186955,25.404932918487532,100.0
47,13.325664426311212,79.55741067759236,9.746738714684394,38.98487481817054,100.0
48,25.50376462086526,81.88400741990613,15.476701173900572,38.706155499888624,100.0
49,21.625457044371434,76.8088712285214,16.760929312015158,46.17051594297268,100.0
50,16.519565301965052,67.18775244351545,16.282487685218975,29.060417043704106,100.0
51,24.798330721916592,91.92132431712552,0.8206577371366475,38.92774468536435,100.0
52,18.274862250070697,79.75725053343221,13.795059091308328,38.77917670221312,100.0
53,25.82412909514147,83.10080508952059,28.314392099217077,18.5749222111538,100.0
54,20.853995705211076,59.942448917980734,13.860475404704935,53.65185949857199,100.0
55,11.222691911420057,68.78153247712554,-18.546940255587547,39.68043761330407,100.0
56,23.470803834646624,75.91542202817355,13.923360261774093,55.38243817987749,100.0
57,14.981361897848577,71.47447110292663,24.506611186460766,46.8599605468158,100.0
58,16.8120917655313,71.52548951772818,6.454414612134389,45.61731318631837,100.0
59,15.340699013734994,75.10626875078486,1.287289535530853,51.575301393605756,100.0
60,16.369264490580775,73.45024042847058,13.7765965270212,49.32741298664909,100.0
61,24.764230590267246,75.28198605965791,15.245040013845651,38.48723172302734,100.0
62,26.323123129220505,82.0590426176131,-6.2647594308608685,25.985213446560934,100.0
63,19.97241069663402,74.85994923188365,15.774695375121231,32.548676934671256,100.0
64,17.664495274307722,78.0412367672388,20.211515330443106,27.10573439792629,100.0
65,14.301676937659549,68.39973867654233,8.669179936685438,42.280127603209515,100.0
66,21.645175906635814,79.02014603962694,-12.051143909369372,39.372957940830574,100.0
67,12.861054730700712,65.52360192826663,-6.019519823933374,48.189667868759926,100.0
68,8.387152172876995,58.2557730376362,7.522584315355758,4.788563411351561,100.0
69,24.330694342338784,82.87175447343074,-1.7918042142039923,47.00752592052727,100.0
70,19.734074933975002,74.1262557402589,2.896593464641459,21.866671330200003,100.0
71,14.487553126643824,73.17557790632752,18.672868915182093,35.950917186504604,100.0
72,8.187384404099056,52.977449500916606,4.367398201862045,27.031042927022987,100.0
73,20.51150292134091,89.79974575802309,6.23036893526403,38.25511333928201,100.0
74,17.270954464012462,79.20138160186258,-15.097353131896128,8.444958510362287,100.0
75,14.357831346119015,59.36557771559465,3.0291024511177467,44.70485129678541,100.0
76,33.139125020491356,93.213392230376,-12.20460054170541,32.51263729542008,100.0
77,27.148890109643514,92.70936339426417,12.078061590932641,26.631358849066388,100.0
78,23.230614707450492,75.17123836210513,0.5873480637479123,45.61404456298475,100.0
79,24.607563012191957,88.53757422251597,1.4026184146194671,50.49821997903466,100.0
80,21.709396200501633,73.26148278324418,19.811019009998034,43.6938840456092,100.0
81,21.774953632740175,71.41487514551076,20.616956907084628,43.578743185553634,100.0
82,25.37508672615241,71.41841724613445,-6.9090511955432365,62.65909126226822,100.0
83,14.115732174787874,63.846604964930805,14.984805731443146,35.16392907248661,100.0
84,19.04832115577553,73.97483596700516,2.984940258119183,41.133144633721265,100.0
85,7.356029755104154,66.86536043292814,13.387771930091763,39.36788713518286,100.0
86,24.581703960485726,80.54185573800991,13.378995916612233,27.88461440336235,100.0
87,8.107931032592058,57.42200319719128,6.119285459827694,43.67748860175364,100.0
88,15.899029835351556,72.6011377539705,8.650334193465584,55.15819034083615,100.0
89,16.214562815191066,63.89797474370069,13.190857021519239,56.285975103619904,100.0
90,20.75638722245181,73.28133748595187,11.810688207865393,17.884650032839236,100.0
91,15.195879249431153,69.43134777292371,2.817364131223778,39.626153366915844,100.0
92,23.34899312205199,77.65043166772679,7.082071435611454,64.58894709499235,100.0
93,23.000123223958038,78.492733171387,-0.11297941323120142,60.140696654246746,100.0
94,16.519923681674456,72.25525072303662,22.887100209479385,48.291527623964974,100.0
95,25.40869873936606,88.91752535779801,24.483934121617153,37.77830627684628,100.0
96,25.60920166511512,88.01442453660422,4.9845687049907115,57.78527841720242,100.0
97,11.992148224712128,81.60247393026307,8.131766019499342,37.87795029366828,100.0
98,26.38687662807591,84.81727117785535,2.0124849011933845,53.337299763503886,100.0
99,25.96812633237616,87.84595264286224,6.440877694749495,51.01507391798789,100.0
100,31.60448622717633,88.06709510319534,-3.938267925148601,32.9461420669645,100.0
101,5.898640075684334,54.96549544326663,-5.720253219012864,52.001956208221635,100.0
102,3.1567837024680943,58.39619212053662,11.07409664798423,46.75151349514646,100.0
103,21.461892573389107,70.65421288093943,7.359401474543974,44.2308348874257,100.0
104,23.890432884472936,74.36424077258069,1.1987695448404407,26.794871824132937,100.0
105,11.856862496463195,67.1349326339436,7.253272299074794,56.18466795155263,100.0
106,21.20754720014965,71.46448154937218,19.421205041430458,28.53047047898273,100.0
107,19.2417729480147,71.1702191516859,3.7399040302802193,51.18536008255021,100.0
108,6.200893535891124,63.16498432505758,11.837789105681823,45.77058386213035,100.0
109,19.023813107554034,70.01959426990881,17.751717371812653,36.10841074071729,100.0
110,21.539841764013893,82.50040628738792,5.504853277372845,40.34720670454468,100.0
111,26.092120450193,83.12552425602578,21.616935914814782,54.12673525197455,100.0
112,4.5421031291099805,58.77677695331776,28.25649591558251,50.026580790745435,100.0
113,27.037452745569926,84.87608765910817,-1.2086950682611128,33.65826992621113,100.0
114,26.412604293138866,75.89194334814468,11.89854271732749,53.85931371490234,100.0
115,20.426775024442048,80.52045416741035,5.013253584796923,46.227406714509065,100.0
116,21.08512836928122,80.10054000663473,3.80902889286948,48.048968114329824,100.0
117,19.241172069476754,87.5633437954599,22.298329380143304,52.516693472983086,100.0
118,12.381623844414031,60.80860645037551,1.6532105184385602,27.53685589465177,100.0
119,22.43241146212173,67.53495026681297,1.7059395314894132,47.9682152167312,100.0
120,17.15838274065382,66.61413382383992,1.562889777365883,48.81769310384627,100.0
121,15.277815458880745,59.936964379071874,12.249209586557281,38.45217149476492,100.0
122,31.25959074392091,109.01023067931908,-18.878699898437493,25.572254640019832,100.0
123,23.982946524912055,76.30424730246037,9.293226537534444,41.68085547769643,100.0
124,26.19741633221825,66.85421436830963,15.031456490066052,42.11611623741608,100.0
125,35.88368132094607,105.44563279550384,9.467207784964907,33.07654684087385,100.0
126,18.17875730728239,63.80307065509881,-0.2591483882514165,19.225573324977564,100.0
127,23.033798072438834,76.83762684185956,-3.5820293325065364,31.716475151217807,100.0
128,18.550250441553242,65.05801516673353,19.75769086670403,29.84778156451962,100.0
129,9.7732244158674,63.23652605347231,22.82522622811281,20.379634958333167,100.0
130,24.67013230452116,84.12892520139833,7.5416666779511345,60.64774855288056,100.0
131,28.669619863134965,82.1762231098393,0.7310204492928793,27.95855735237871,100.0
132,23.06747483653747,76.82548653492174,15.036556456448562,37.07392170304014,100.0
133,34.94052305771689,89.34215608545087,-16.59241978942751,37.84592852326489,100.0
134,20.305827943931234,80.57893441023329,1.0075745348779277,40.56867446384222,100.0
135,30.234178225399358,91.36360699131437,25.444207252071426,30.529645572412665,100.0
136,30.650923622564456,78.97155871918126,6.984184659270664,33.686645853422924,100.0
137,18.985725676350825,75.38704767312286,15.982806765300444,50.211005794277774,100.0
138,12.220041304119569,69.690647671194,17.13895189332788,40.91933701965421,100.0
139,12.023398474729388,67.40300785378996,-7.358192696440316,44.47775417408915,100.0
140,22.997215932372917,74.77088780608166,11.425769090146941,45.6996812945844,100.0
141,27.35019042371486,78.76180194950163,10.259266463631985,21.866517182695375,100.0
142,13.775431800039717,56.90838800960191,9.806371919190129,49.75442553182382,100.0
143,21.107205947728755,76.65437451174115,8.653378853448904,51.13562052598408,100.0
144,13.147326642778063,67.82198789204858,13.1163995495979,60.81905036225753,100.0
145,19.296166559746148,72.08834930991034,16.269317711212107,37.8562927089538,100.0
146,21.10336933131119,70.52645096933432,0.22868021468288724,49.63377172764207,100.0
147,40.713717537607394,102.26866444021739,14.616361561859378,39.357178864798016,100.0
148,27.32843951213207,77.04190516740434,5.025347640009692,56.940439910275984,100.0
149,13.9426171885856,71.44712438375177,23.57141868804021,33.830654555087335,100.0
150,20.680990205823875,75.95795849864382,25.396004283494882,38.70369974002271,100.0
151,27.185187994228308,91.89824288362651,7.688612956103521,32.269519692137656,100.0
152,23.311868126873247,78.20964733940332,-1.527156957556345,49.02541309228357,100.0
153,20.767892768288988,78.29238354368103,11.430484481684212,36.06765086333156,100.0
154,16.22786170906079,61.95478673412058,-8.642947295497557,48.93497241852161,100.0
155,12.634001184137281,64.2514500756174,2.8756349214714607,37.10182951810905,100.0
156,35.62334045424908,91.55335755206616,2.7804779612892077,36.362265705684784,100.0
157,29.841134154288934,87.29892202934452,14.471979029086665,24.878578976515712,100.0
158,15.750135462833274,68.7419925127139,-3.657248397672962,26.630787194103114,100.0
159,16.520186694386123,71.23609488893855,3.0662129253045203,36.830753816290795,100.0
160,19.196624822177185,71.62273930478742,27.66932590802527,42.00735265145263,100.0
161,24.658078698242573,86.89446583127038,-1.506659876645955,50.339716746759464,100.0
162,21.652508271625486,84.0675123085357,-11.807873381173817,35.58991436291422,100.0
163,18.14058905224565,72.11909154628205,6.14693010058913,37.040534944968584,100.0
164,22.945296123421443,82.38511400867797,13.004253444963865,41.577712097926685,100.0
165,12.914040602116064,69.08731842206898,0.1753033953693297,53.4486714385165,100.0
166,9.947776042237278,57.45123219907178,7.559797333050823,27.207494982780588,100.0
167,17.22431751435093,74.97997019906504,17.378716161828585,50.94959429317858,100.0
168,7.483191603940344,58.61176188837716,15.786847235025112,47.060371398265026,100.0
169,22.913959703337866,86.69828545149402,20.281079532188954,41.84320692285408,100.0
170,30.382892314819625,94.86353711634312,18.531346728028144,29.453419251113047,100.0
171,26.070938739590115,81.95847056850609,21.309834909782104,58.40600864827008,100.0
172,30.937686602183913,88.45679726698748,13.251259615362285,57.48461842822575,100.0
173,19.47210662143511,76.01823669230718,14.946821295075104,46.40011839450323,100.0
174,18.171794777665337,72.5160823609689,-3.8655370486947973,24.756743793748424,100.0
175,13.364452261334513,53.444005209328,-13.93820680964934,62.507234923034865,100.0
176,19.969341918049302,82.07785554883408,6.041118645480221,37.91955799431776,100.0
177,32.58498609061906,91.95575384166753,6.898463996397983,51.42768383625056,100.0
178,12.104695258930967,64.13221140206535,-6.016813388933375,30.43107820585763,100.0
179,17.55089570173262,79.81711551492539,20.702596213561804,31.788516889318508,100.0
180,8.781512160922173,55.277509833796884,10.613856459450059,37.22648490520234,100.0
181,11.947642907053536,68.44602946202012,4.381498362129816,39.279046444373485,100.0
182,8.667283547459498,64.97830095206014,30.187339281774015,39.576437851432644,100.0
183,21.793811661578854,77.67016564132571,18.542604704392005,31.260268244693755,100.0
184,10.763945882297154,69.09866442337285,-19.0953417988065,46.09389969000423,100.0
185,9.456804256857708,56.52047284349394,0.7264033642539918,41.071871707890516,100.0
186,14.30760906402535,67.83878886429446,33.127622993984986,54.770138353866095,100.0
187,23.44144444012035,87.91228988227381,21.973958295143163,67.96132968095746,100.0
188,12.485930859417891,63.344453541398366,20.56275948849574,43.90290781391494,100.0
189,21.648608272306962,74.90564879496605,20.92507060212334,26.53584970063902,100.0
190,39.651846022332265,97.67325476548733,8.780937834669132,48.764712123244585,100.0
191,22.009320649209045,76.7945282658089,10.641616541159907,22.558687789511403,100.0
192,25.86516130389749,86.6619918900995,2.9651885133545806,50.96267878770226,100.0
193,23.098669087821815,63.68052227940181,1.2050619205667354,20.253053035782294,100.0
194,17.066359562438112,86.85325935068988,11.400499657264643,22.578656748017174,100.0
195,11.958234452351647,65.02879365445722,-2.8165103806459193,32.17079463934253,100.0
196,24.311236734891544,87.06765059274824,-2.6096642137404817,57.619577252458285,100.0
197,21.31048472877783,71.7080773461893,20.864617020759077,44.66774566016622,100.0
198,9.855267388289848,52.27520664400379,-10.563000863419095,40.52089755365004,100.0
199,33.16551735994722,79.3901690099891,9.551249823447629,25.978000216861258,100.0
200,25.45091127937088,91.04014391429361,6.267693831440589,39.32473233414384,100.0
201,15.270744868284073,63.768007816337516,24.155818069464942,49.164329973920715,100.0
202,13.524863313077637,66.59955629876798,12.009804480688866,53.90941902918137,100.0
203,20.5222090294808,72.67240555194705,8.844465379781518,48.95448893294688,100.0
204,8.041934059810085,48.85636569913785,11.384003209418132,44.40372482406033,100.0
205,20.19306344803481,79.0198671580227,22.09648271580935,61.72651318543999,100.0
206,21.846223271616594,72.36506550786008,26.59357909082585,56.02104503066285,100.0
207,9.794138176202951,54.22570307301104,22.050168218503643,47.369811852650685,100.0
208,10.558890446498705,65.39127218056112,7.966461115355873,29.219174295153792,100.0
209,21.388893878608243,77.85858410353222,3.0659747070790697,40.23655438120658,100.0
210,17.918382382719432,71.46442327542155,18.36429278029418,34.166141926663435,100.0
211,37.78068457117322,98.90851901648239,-2.448710383995355,59.05644925207474,100.0
212,22.57014105505027,74.08039417484578,26.714216283253894,22.684740666079165,100.0
213,17.01167944004305,58.82058436662956,11.117316957361162,34.74980381315567,100.0
214,15.650958652722839,67.1570979107125,17.96066880563368,52.422199716761924,100.0
215,30.435492404958566,88.31123396682923,27.811590690446828,41.80667735591754,100.0
216,19.10355798059137,71.71556475876095,21.0477395507831,36.185820862991264,100.0
217,34.40688748522317,88.26014089244308,-0.15484060287437096,28.334842534682195,100.0
218,26.54108479135268,76.68176373327404,-6.975881041023721,53.996835367069444,100.0
219,21.17384581487594,64.6292181135296,0.5828698679020938,55.32972210209745,100.0
220,9.570875011649054,51.739329296108366,9.160784162447076,48.811878269509826,100.0
221,21.406471007464948,84.14054679903084,28.121479685539736,53.95298527044413,100.0
222,16.77341336873,68.32320080550167,5.999425480359504,46.77911048037066,100.0
223,27.50936156802349,93.48106441689046,11.783902594867932,26.002372924172473,100.0
224,18.160552403147253,65.18737723643952,-3.3170163636443135,37.628033780504445,100.0
225,8.999832150180918,59.635470173453996,-6.224536494679983,43.35075494496813,100.0
226,18.253269310253035,83.6757329162371,6.492601165100153,33.57941356956515,100.0
