unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,LineFlushRate,do_LineFlushRate
0,34.42259854539168,-14.162705781929038,78.77783020446729,15.199158543775726,15.0
1,32.880563391424346,-1.1773119494900275,76.6751083557206,18.359279515063776,15.0
2,22.704419463951552,0.9171042221107673,67.48077664285819,10.489159545166277,15.0
3,35.54560286509092,-11.26278880215304,82.77110995811209,22.459609583075643,15.0
4,22.724859042091396,28.55732393563123,81.4962663584068,13.228760812736725,15.0
5,32.09851355138585,27.69183396038983,84.99843968806438,13.186600151499775,15.0
6,23.12821293459372,15.070057642209761,71.91100074034676,15.923661741987244,15.0
7,27.35953332775905,17.843723778746202,67.92336531067738,20.556596563135994,15.0
8,19.931956416578593,7.7113636309916345,79.25063794310313,9.73929054237766,15.0
9,17.93666210944499,9.797805910986607,55.10096924529621,16.45412349065888,15.0
10,33.17234665526157,-7.60794695815839,86.99619248594435,12.683605488018118,15.0
11,17.50298159156557,0.24589183255670477,62.43019001067981,13.815521532529768,15.0
12,30.34571305229594,7.22749792645894,78.82508518840879,14.125409077989966,15.0
13,36.306985948523455,-10.889415491201117,84.65397947493082,17.911713009420538,15.0
14,34.57473731603869,8.41522620216606,84.87108649147756,15.76049966642918,15.0
15,34.41552146680661,27.51698868924693,87.17392441037852,20.678084801450517,15.0
16,23.866401700692105,2.1871917284803697,60.68087676741123,12.194345945713955,15.0
17,32.44011956988001,-7.488758577984793,86.61675196821723,19.301733223578392,15.0
18,39.40308360031929,26.65899061904563,84.74846214302713,13.439056624549389,15.0
19,22.73285384057409,19.28708174082709,73.05582380664403,14.144594146282095,15.0
20,23.888289429798313,12.27536583168562,63.638037830299865,13.547006657818397,15.0
21,31.42024183824097,23.53551511380203,61.134979682060965,14.446345450245143,15.0
22,11.656212564573762,-2.7277045460673186,51.997479092978814,16.29774052149305,15.0
23,43.86982563709124,7.997375233473814,108.03671429031215,16.968555792925876,15.0
24,22.47421696618189,36.981370865519295,76.13388232373846,11.605212686570503,15.0
25,40.8466574735877,12.91101967074752,90.59596635819082,12.536204009735783,15.0
26,21.504405800408495,15.136373640835037,67.71711398177986,16.332505764182947,15.0
27,32.11526094414993,3.421044504864371,71.91077258004076,16.551589960087217,15.0
28,19.579406222353153,22.52332699252365,72.36005912390483,14.838959644473075,15.0
29,28.312350260050348,18.51794884913314,75.54179413675223,16.293910222210435,15.0
30,17.47921722356432,18.892547061031937,54.372698330909536,12.474045160940342,15.0
31,31.848412668971918,10.256699141941747,63.45034688888823,13.83377349195414,15.0
32,27.014548605186796,22.677007046460915,81.02771802629398,13.95355939092864,15.0
33,19.529345093201826,4.994971052412886,69.75537081320003,13.101385426665725,15.0
34,7.5596986737274054,-4.72130980175514,47.66533777663301,18.204373091393606,15.0
