unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,LineFlushRate,UVDose,do_LineFlushRate
0,24.987785924565056,9.805365813971862,69.38184383931245,27.63375413254661,46.48542711768395,25.0
1,29.737264925490752,25.63658966774758,72.1621907791693,27.633368023513796,51.663732206814664,25.0
2,20.420349880495756,2.3826828532570197,66.74485550188606,23.200815460811572,60.76784229915883,25.0
3,26.17162645072974,16.737354434184276,70.87286765984197,23.357601415993166,30.968745148405283,25.0
4,27.278847388821422,27.784934258147356,73.04285586275523,25.755128573151694,66.77159750970408,25.0
5,27.690888239407894,5.498358133002445,89.61505038105216,26.252049247064182,58.551111526621256,25.0
6,32.367021158564654,2.2114545346161183,75.76718168922508,18.062359887649443,13.369795636981985,25.0
7,27.57524090008744,-22.319188782329114,63.360111759538505,29.12401903657343,42.21081648337188,25.0
8,21.607710154300758,1.827029508055185,67.46176327541811,29.180158860488838,67.29508053507794,25.0
9,26.260506109281895,19.5050818173764,60.643385881848666,24.93566988707609,57.50592637330261,25.0
10,13.952074810691078,23.305100955172833,59.19885121647317,22.22149627248278,73.69362418322179,25.0
11,25.350234902981793,-3.1003444259153845,78.12014994035154,30.39233643348266,45.16289331186218,25.0
12,29.63540672766616,11.984113976780167,69.1312846540755,28.73666621588767,65.42301249866169,25.0
13,32.7163091595291,20.191467508196727,83.29763392066356,24.18580984622847,45.49809652068834,25.0
14,31.101732510366308,30.257848012414584,73.67310252252427,24.826153772023844,46.82744769219077,25.0
15,37.78034412432857,22.437878535200632,89.06399667143823,23.44458844516141,36.77324360209013,25.0
16,23.424304856050675,-2.2373346142691872,70.59249800116353,25.424724977562736,62.04961814357994,25.0
17,26.84044418386331,-7.8906885657072205,70.62210691803892,19.899522323852352,55.34017866604039,25.0
18,27.350981666357615,-0.7785230600705582,74.35945625080225,27.957901979903905,27.40487351672811,25.0
19,29.116555909215705,35.38882023311974,91.77723304549971,25.218882451597352,33.297599088254756,25.0
20,30.599754101367115,9.811362954393786,84.29221328687161,28.38319257973313,44.49925976634421,25.0
21,24.71597275574669,8.385759722391413,72.2528013751748,25.472717115267454,48.74434513077802,25.0
22,34.22719096327411,27.682181703432686,76.07651795039656,26.730276307923173,46.77515536567781,25.0
23,34.81512156827095,-2.4074893318298276,85.20742849777521,28.819258337504454,57.17464112466981,25.0
24,30.227616302080925,29.315512104030258,82.62254106019452,25.408554739508986,47.79894820198839,25.0
25,17.010079110019973,0.3433348488101995,55.483252749311674,25.646420632475536,47.43685893945525,25.0
26,38.20625073817642,13.264632263327405,98.90984948845579,22.534808700790162,30.84666105847809,25.0
27,28.3564039967572,27.433507300747994,80.56872509687001,25.471100842811353,53.86075792242298,25.0
28,31.92870602699886,-7.856182298442853,83.25655075820383,21.978504143421752,75.85920477035482,25.0
29,25.961168932378307,17.31159906855333,77.01875228815696,23.14987064965882,51.94880233757791,25.0
30,22.690326423116314,10.790122357302632,72.10151083054946,20.91854613820842,35.49491750402791,25.0
31,27.462063494603186,-7.561897384179794,75.72223353386106,26.74536082341241,44.597435050310686,25.0
32,28.686035316633685,-19.944677024971732,82.52164679003278,25.498200475385687,48.31732874430166,25.0
