unit_id,WaterClarityScore,ResidualChlorine,MetalColorimetry,do_CorrosionInhibitor
0,16.835630086546796,59.6225364321725,-4.665099279075504,75.0
1,38.59793040269678,90.2951838866142,15.24164929833933,75.0
2,21.517197612169902,72.55870490550431,-3.8420638717978104,75.0
3,25.440307858993094,72.93766101605448,11.99688510032203,75.0
4,19.182002166888637,51.83770783565162,-2.059158316447199,75.0
5,15.619369483848278,52.47068976847864,13.445147838802818,75.0
6,23.883335981293115,78.4295408361045,21.873642051723913,75.0
7,39.24212719066253,88.14960405056769,2.147938543531917,75.0
8,25.63252778745058,65.850154613788,32.218539248502154,75.0
9,19.26909068610477,59.56633871253931,15.9662430395353,75.0
10,24.956517212609203,72.53160853726735,-4.069482953516118,75.0
11,32.1482820746609,80.63528742204879,13.838300080642195,75.0
12,24.171995233608573,66.03978894592969,2.1672729367200976,75.0
13,28.18296383578572,76.50714936087567,11.743644760955803,75.0
14,27.750584992649014,80.86353622617199,4.0719308367649285,75.0
15,20.510380619107366,62.326346857279425,1.399587794017692,75.0
16,20.86376810894133,63.50363991291475,20.317815294436723,75.0
17,30.796621506706337,88.1141295137866,-2.492453774364673,75.0
18,27.17546403262761,82.97277076009973,7.074635229776319,75.0
19,23.255486643206964,69.81496617351344,-8.520579149337486,75.0
20,30.496351168213486,73.96523638177446,13.143010408186521,75.0
21,24.356536388474314,70.76075872051257,2.1737224783986946,75.0
22,27.197561796494092,76.12261350554992,10.244383962979684,75.0
23,27.41115963672752,63.92818227772314,12.1598487772918,75.0
24,36.891149405950856,95.98300859570136,33.76673017321838,75.0
25,31.703994895040275,76.79864286204868,25.20827687917054,75.0
26,27.626168558154195,77.33027571709243,-8.503978424023092,75.0
27,34.692583857199175,92.77275693351656,-7.977734093786154,75.0
28,17.58528714769892,63.25886329211195,0.939628964504541,75.0
29,34.61657927858106,84.68892629272297,1.8883045141473662,75.0
30,37.44808635226407,90.22312247169074,-3.4471438470870783,75.0
31,34.31675201579944,85.53881277608953,0.7941204467655574,75.0
32,32.14397905546605,73.57155379389417,19.1648147344545,75.0
33,18.64852369808632,76.22012468706497,22.568366661446973,75.0
34,21.894562269143925,72.0542696300321,8.715435275015622,75.0
35,31.722813249390075,75.98382588570458,-11.490323395103736,75.0
36,36.22063441924796,88.76542626021947,13.397022014212194,75.0
37,26.888724046150077,81.4733365607714,-19.292811194847797,75.0
38,27.55146616316352,77.41201153574978,9.806974873994278,75.0
39,32.794189249386136,71.09533008702007,11.801246608478712,75.0
40,29.929585743391502,83.2016646745983,19.51680702886314,75.0
41,36.11622027523345,88.13624817986091,9.521647182207419,75.0
42,33.59695514829852,94.42032483391043,14.286092279422386,75.0
43,21.37803175911818,59.16602354064707,6.966132858585824,75.0
44,30.31882827143003,81.89831577664748,-10.14732249526234,75.0
45,32.82720492612817,85.30903983651882,15.083414312400873,75.0
46,36.70184565853635,84.52640167518898,9.52282305083559,75.0
47,23.28246741550276,64.14756305790912,25.98719067575069,75.0
48,34.38557074577778,80.23741280685208,21.53548454883451,75.0
49,26.655675444627803,74.12840135933348,0.4824280112441155,75.0
50,33.14970391321948,83.48297120401092,40.3063393650303,75.0
51,40.15446848559585,90.48952842165338,-7.985789062855176,75.0
52,25.054640110443607,62.08904696935601,-8.473128288192093,75.0
53,24.684649916885128,75.21382377782447,7.378781925974683,75.0
54,23.79696599809653,68.26823421574959,16.359559120953495,75.0
55,28.19054756496064,68.72240822254466,19.62832626837539,75.0
56,18.882473528031248,63.37495370244893,-1.3170139867001485,75.0
57,19.386098725737547,56.79997354219085,5.099931455871136,75.0
58,19.4434250529386,72.2176991529041,15.484765256830206,75.0
59,30.636557946034717,77.56585091050904,28.0168907800947,75.0
60,31.919364474977968,67.21247240763087,6.755896664681058,75.0
61,34.2759377530327,89.73860381566035,2.440877775938624,75.0
62,41.12036316960902,93.60850532044458,16.728876047290218,75.0
63,33.13917180885331,82.15030513381713,4.571883395662544,75.0
64,29.137320079386576,77.50175345025056,-1.7072391594074219,75.0
65,24.999923898689563,69.82035538893014,12.565862003554106,75.0
66,23.81362912248626,80.14640782052378,2.629040999675067,75.0
67,34.424212654737296,89.74083012812369,11.624128497067467,75.0
68,19.286175730669573,62.450189830306996,21.98868504381339,75.0
69,9.583988575539191,55.08632701330161,14.56119286802371,75.0
70,29.950017325390686,72.28614236232083,7.748097882303757,75.0
71,18.993021404411856,61.621622162316164,-9.0618431736154,75.0
72,15.699798430531335,68.17669646181474,8.185925893942073,75.0
73,25.203397917818155,84.83685755680096,1.8976231026074544,75.0
74,32.73024206385027,77.9850021468826,26.541726777360594,75.0
75,36.31931759136103,90.4659153825577,-15.310473089775826,75.0
76,20.239090506132204,67.81532563693175,30.673294556323363,75.0
77,25.582622006212425,77.66613881705352,3.4662712594283693,75.0
78,18.235515290757956,55.75851936972801,-2.4267473123305052,75.0
79,29.778545346397838,75.91307994678967,24.01823513844669,75.0
80,17.572988465747148,65.78522984522637,-5.043681152130423,75.0
81,32.08751176148245,78.20736316683427,6.416780362400034,75.0
82,29.566157631357964,63.13590566910574,10.82509424034318,75.0
83,29.728565148897815,76.73085401693818,-11.791005376023818,75.0
84,32.59477869876312,86.62079951360005,2.243174704269193,75.0
85,22.299972923524976,66.01755507699022,13.782372525502499,75.0
86,42.61425437047774,101.85830276217469,-1.0779135030220584,75.0
87,34.62893629326633,67.10057530316212,-6.463713375668219,75.0
88,16.218771228690485,62.74118261712151,9.725193497546284,75.0
89,33.36727342393675,88.45258003364982,15.699521760357442,75.0
90,19.42822416678242,70.12287969247119,16.25255138449763,75.0
91,39.734798583291145,103.18321153256781,22.437163325316853,75.0
