unit_id,MetalColorimetry,ResidualChlorine,UVDose,WaterClarityScore,LineFlushRate
0,8.924829839509895,70.51458323981616,74.0108108752414,8.91759709295814,54.29901936072154
1,21.832987234092567,82.01952729178292,63.22534605375579,17.225938421390637,66.52930569462156
2,-5.882323313553247,75.93401936047366,63.59193102244061,24.401667967699233,44.849205612682624
3,-6.567183850175491,55.317674065920585,55.866581245396894,11.437123008036398,29.98422528006995
4,31.565570052591205,84.17448413847055,55.36705302185137,13.921659084910113,56.279209717525674
5,15.116434276146848,94.93412090236153,39.982354235809865,37.93689033877038,23.205302814221824
6,31.702336179304858,74.15452979404637,33.0557515268204,-6.199834381712735,65.34037215741427
7,19.232293930612176,73.64069182228442,53.62900586367524,8.140134347434222,53.44351941624582
8,19.826012019253938,77.14269189003326,41.543415111557934,23.56664445707914,57.759365365389854
9,23.444985008132022,87.04801194373917,33.79963141622101,17.409565086571224,63.424053585945025
10,1.3151708217784819,64.126628444295,55.01503960665388,26.019932912518833,38.945267332588756
11,11.257883195899206,92.10884773503615,56.102757457584836,38.26997333006821,42.64508602731793
12,0.6788219111638032,79.81750828814536,36.978029119272875,27.05565466791609,61.44761803504629
13,28.171832805211313,52.76178653831581,57.686036104716536,20.84294647023102,21.70421138384647
14,21.18031752368276,76.81754613167608,39.23728189798455,13.76039867555869,55.02616400463889
15,24.835338984736786,68.38635938954744,52.805659974891036,17.78324535914019,46.45222449800404
16,28.13610352342932,101.71574866108935,68.34303372347046,36.43675630250682,43.87043636511893
17,16.275408889551986,72.43740884032304,69.29509751792993,22.093954987704258,67.63718155635556
18,25.82070011400325,94.22103005360017,30.522640749911577,36.286923336395475,15.257835837243436
19,9.376881485519695,81.78148619886784,57.76576144298156,18.462624103849,57.35485475377449
20,42.14776884675658,45.42555264524657,58.441054070329955,-20.18045390203391,55.492530747886484
21,13.920482314333295,92.46685565732797,60.89485252040317,14.900885567542847,58.84331704490631
22,10.518312071710247,61.03608865798304,45.13958863738937,13.486717363191275,52.91694023529438
23,10.190008229331251,98.44050811635435,37.9927440256229,38.69891172488072,41.94907361260649
24,27.103017476615754,70.15215019582494,46.604593592060624,29.987879708202815,26.095855299023803
25,-14.253645371826003,70.34512619384725,66.8641717206959,30.392748920345284,42.77367334760906
26,13.242381478740151,82.84585190160277,46.94334315089375,30.21455103121944,36.49217944981456
27,6.864243540232622,72.06851049148166,45.293900148612174,26.132132919007493,46.32504485035835
28,35.694341825746925,62.768912134967564,33.01106085646623,11.198736462507796,61.18446734341934
29,14.53285432711644,84.3228155862728,62.31435814367582,17.744700828541024,51.51121240541256
30,7.277376127192612,69.96811066752822,58.96687536205483,22.565741934882237,21.597753729564403
31,43.051428073821064,73.02300638905047,49.942584946927916,9.002683142264745,57.1623316406289
32,6.8309767259258365,60.49786306892375,49.166087699972294,19.916003660637212,45.61764179561773
33,8.223811602325952,70.65119959288029,52.59900963599944,25.03080891646507,44.88548949282042
34,48.51641341607025,69.25961989741907,54.60414238466451,5.896219892764972,50.44949720236853
35,13.400375510341938,86.62590856678136,64.74790076654924,29.91964820975207,32.518693370368496
36,15.769243103120967,66.49043707367366,46.16963508044889,23.845051599796555,43.07935337618834
37,12.651456974528003,53.15103789779867,47.13247359353047,14.866742097069345,41.498605208815626
38,19.97196131952373,68.3741223153245,41.51685183746255,13.112247632838152,60.644796519243144
39,7.573638082645605,84.02721335575166,48.59818303788109,24.39043445991587,40.417275814310344
40,20.615299153113334,92.55428849582123,38.67617780421871,3.33501823102719,57.20130509685339
41,9.178065267790686,56.09189607889065,57.75660227522654,3.707400824694532,53.023872560920715
42,25.955473577371713,73.89833006098762,52.62700962562745,22.575037360682753,49.014764056194636
43,0.7866260170362942,60.729124012319666,52.11129138901625,18.268512780697296,25.249502286823777
44,39.39406744471786,75.08390160810255,59.30949430616246,12.690232898828597,60.84370602473163
45,23.02251093660948,81.45659140308283,38.138115073987535,32.16052582832628,20.91325432109006
46,20.009661684370222,72.73871659049682,69.52261705400825,21.985983644045405,45.660678839178914
47,9.09664100560973,56.93179856600963,46.20778589021932,20.19162751962962,44.92796922348708
48,15.140486783706326,64.83022272914805,60.23247701945596,23.08395310303777,32.83008205259877
49,55.4682957927373,105.95792702964017,45.092032016665435,13.965710423288382,63.38930499418689
50,23.667530676397035,69.27224119263516,47.478523946136654,22.28785269922482,33.33889254318941
51,54.36428886454219,75.44504274315742,64.39730557817467,-13.99400344589397,55.63713770236533
52,33.554904042604264,89.32514939392932,61.48330781945973,23.405310641814374,56.39191313827497
53,-0.4665801136953114,61.92536539212113,32.20024829538818,15.191804573522374,49.494654406259805
54,39.46999826758747,90.11286439402646,59.03604221863008,-4.306629719517188,65.76888987006811
55,5.489806896216852,76.81753088766591,33.33140417084544,18.29018098303931,48.67067333688346
