unit_id,CropYield,LeafGreenness,do_IrrigationRate,do_SoilAcidifier
0,17.6012297188986,21.916217643948947,50.0,100.0
1,13.840313141182614,6.959381089978031,50.0,100.0
2,22.520429827881856,-8.643045392093235,50.0,100.0
3,11.752714588391367,4.390064174925463,50.0,100.0
4,11.247643720485605,23.889868662914417,50.0,100.0
5,19.206475616219187,-20.82114759307774,50.0,100.0
6,22.339993454061634,-10.873203106061212,50.0,100.0
7,24.27694212219745,11.251619298109198,50.0,100.0
8,24.71336931377664,1.9222416313145105,50.0,100.0
9,21.191903637600962,-17.427040170910477,50.0,100.0
10,16.74890767150494,22.937341378332036,50.0,100.0
11,32.138808600939896,17.227083967227827,50.0,100.0
12,18.34807142939014,1.5103957875921497,50.0,100.0
13,17.485562930516124,17.603404991557856,50.0,100.0
14,19.015462670461197,31.300169710119402,50.0,100.0
15,16.806719593627143,14.612089716046054,50.0,100.0
16,35.5100820035912,41.178268017008044,50.0,100.0
17,22.758420730444577,9.635245971008397,50.0,100.0
18,29.327234031965542,-5.174543102761737,50.0,100.0
19,20.874555351460028,31.387785131926428,50.0,100.0
20,25.97734887440002,-0.3297116456129956,50.0,100.0
21,19.282100907120373,26.26107931846113,50.0,100.0
22,24.51104891103075,-15.545831261773717,50.0,100.0
23,19.141138105127794,9.762157642688928,50.0,100.0
24,17.929295496049537,29.968922969246826,50.0,100.0
25,23.443032251164446,7.237031846950247,50.0,100.0
26,13.96386060158285,12.524452028026598,50.0,100.0
27,27.254814515181028,15.327279339497768,50.0,100.0
28,24.100470579469196,6.53375939635016,50.0,100.0
29,31.71249317207466,7.597955169968477,50.0,100.0
30,14.577064944943894,-0.9712828488347949,50.0,100.0
31,33.136044334236836,50.77715487610127,50.0,100.0
32,10.009158838606185,11.610735683696637,50.0,100.0
33,24.848353568486118,-13.996925378227665,50.0,100.0
34,31.35303641091364,10.06085877934152,50.0,100.0
35,12.853461116295056,-18.662494721601632,50.0,100.0
36,30.682341513529895,20.174214681815556,50.0,100.0
37,23.800617042553696,-2.139223241163629,50.0,100.0
38,1.1321218712369951,29.899594785521707,50.0,100.0
39,13.992771532090607,8.471675839654699,50.0,100.0
40,21.145257066416875,20.284763814768933,50.0,100.0
41,19.696844382447118,23.775179017195182,50.0,100.0
42,24.091133824454804,32.09222253151073,50.0,100.0
43,14.957157778620662,28.3418737146159,50.0,100.0
44,23.711427885775645,-5.537871011922308,50.0,100.0
45,11.201166360303619,6.208343338428719,50.0,100.0
46,33.427791987867224,9.061968107130808,50.0,100.0
47,13.325664426311212,38.05370817330315,50.0,100.0
48,25.50376462086526,-0.6410743128376932,50.0,100.0
49,21.625457044371434,16.549665763738492,50.0,100.0
50,16.519565301965052,-3.5559087289111666,50.0,100.0
51,24.798330721916592,19.469497827701588,50.0,100.0
52,18.274862250070697,34.39826584014568,50.0,100.0
53,25.82412909514147,-4.71341895680173,50.0,100.0
54,20.853995705211076,8.936657579321702,50.0,100.0
55,11.222691911420057,19.047787004634998,50.0,100.0
56,23.470803834646624,6.644805275379637,50.0,100.0
57,14.981361897848577,18.759465221613354,50.0,100.0
58,16.8120917655313,19.037964133330956,50.0,100.0
59,15.340699013734994,38.94059148116419,50.0,100.0
60,16.369264490580775,25.980732063738632,50.0,100.0
61,24.764230590267246,-11.952591373876661,50.0,100.0
62,26.323123129220505,16.109995665794134,50.0,100.0
63,19.97241069663402,24.531566917838315,50.0,100.0
64,17.664495274307722,6.266606824962727,50.0,100.0
65,14.301676937659549,-7.562261127651393,50.0,100.0
66,21.645175906635814,10.544522546803915,50.0,100.0
67,12.861054730700712,25.842719214529094,50.0,100.0
68,8.387152172876995,3.214985458331709,50.0,100.0
69,24.330694342338784,13.76947273436378,50.0,100.0
70,19.734074933975002,18.514777742697333,50.0,100.0
71,14.487553126643824,20.34640591490909,50.0,100.0
72,8.187384404099056,5.498503819106965,50.0,100.0
73,20.51150292134091,22.268169320255076,50.0,100.0
74,17.270954464012462,29.07786421946128,50.0,100.0
75,14.357831346119015,23.611666986835026,50.0,100.0
76,33.139125020491356,-15.6722640697994,50.0,100.0
77,27.148890109643514,22.087119603315948,50.0,100.0
78,23.230614707450492,17.343207313051145,50.0,100.0
79,24.607563012191957,28.608131706497442,50.0,100.0
80,21.709396200501633,5.479227976719501,50.0,100.0
81,21.774953632740175,-14.196383000680978,50.0,100.0
82,25.37508672615241,9.722051175528973,50.0,100.0
83,14.115732174787874,5.837384019983427,50.0,100.0
84,19.04832115577553,-0.5478160021456304,50.0,100.0
85,7.356029755104154,51.1322413454281,50.0,100.0
86,24.581703960485726,33.36226431431206,50.0,100.0
87,8.107931032592058,6.826742287357925,50.0,100.0
88,15.899029835351556,-3.5961716865697326,50.0,100.0
89,16.214562815191066,-0.7562608077515751,50.0,100.0
90,20.75638722245181,-2.687232692396,50.0,100.0
91,15.195879249431153,12.778366627772435,50.0,100.0
92,23.34899312205199,17.79296312159873,50.0,100.0
93,23.000123223958038,5.135994107274278,50.0,100.0
94,16.519923681674456,18.69770525072674,50.0,100.0
95,25.40869873936606,22.33110802546488,50.0,100.0
96,25.60920166511512,12.574333948808118,50.0,100.0
97,11.992148224712128,33.054554059110934,50.0,100.0
98,26.38687662807591,14.182194691105558,50.0,100.0
99,25.96812633237616,17.97268654728247,50.0,100.0
100,31.60448622717633,6.040883626174563,50.0,100.0
101,5.898640075684334,5.735339557252757,50.0,100.0
102,3.1567837024680943,15.774902535108145,50.0,100.0
103,21.461892573389107,-6.5263005658672775,50.0,100.0
104,23.890432884472936,10.993468235632745,50.0,100.0
105,11.856862496463195,0.9687409381240375,50.0,100.0
106,21.20754720014965,-1.3326551898097385,50.0,100.0
107,19.2417729480147,4.54942119216864,50.0,100.0
108,6.200893535891124,21.82297888826141,50.0,100.0
109,19.023813107554034,19.405838897425156,50.0,100.0
110,21.539841764013893,32.25700052909467,50.0,100.0
111,26.092120450193,21.969016564760736,50.0,100.0
112,4.5421031291099805,11.650647045566293,50.0,100.0
113,27.037452745569926,0.5203069424698761,50.0,100.0
114,26.412604293138866,23.949619648621663,50.0,100.0
115,20.426775024442048,17.00834995272765,50.0,100.0
116,21.08512836928122,18.288226823124923,50.0,100.0
117,19.241172069476754,50.147572855048395,50.0,100.0
118,12.381623844414031,-1.1335259761388201,50.0,100.0
119,22.43241146212173,4.392546493559643,50.0,100.0
120,17.15838274065382,8.772466490085966,50.0,100.0
121,15.277815458880745,4.192874721623527,50.0,100.0
122,31.25959074392091,51.72044957547205,50.0,100.0
123,23.982946524912055,3.6660244587816218,50.0,100.0
124,26.19741633221825,-9.857475939767887,50.0,100.0
125,35.88368132094607,9.412677914517158,50.0,100.0
126,18.17875730728239,9.756596830957825,50.0,100.0
127,23.033798072438834,8.336864893746327,50.0,100.0
128,18.550250441553242,-4.430003195001927,50.0,100.0
129,9.7732244158674,-5.180519936469972,50.0,100.0
130,24.67013230452116,21.43097911733056,50.0,100.0
131,28.669619863134965,-3.951558669376565,50.0,100.0
132,23.06747483653747,28.853242417256876,50.0,100.0
133,34.94052305771689,10.520432742314274,50.0,100.0
134,20.305827943931234,42.19950081559097,50.0,100.0
135,30.234178225399358,17.022053663393343,50.0,100.0
136,30.650923622564456,-23.204292479907814,50.0,100.0
137,18.985725676350825,8.793807512632581,50.0,100.0
138,12.220041304119569,27.97335342200291,50.0,100.0
139,12.023398474729388,18.77985161042131,50.0,100.0
140,22.997215932372917,10.594442069158184,50.0,100.0
141,27.35019042371486,-4.105395360983005,50.0,100.0
142,13.775431800039717,-6.344694034296296,50.0,100.0
143,21.107205947728755,24.512932480904503,50.0,100.0
144,13.147326642778063,-6.871077166472459,50.0,100.0
145,19.296166559746148,26.41400021687917,50.0,100.0
146,21.10336933131119,-13.82685404222141,50.0,100.0
147,40.713717537607394,4.209425367294717,50.0,100.0
148,27.32843951213207,-13.71451077349522,50.0,100.0
149,13.9426171885856,22.840393568929947,50.0,100.0
150,20.680990205823875,11.982924184099979,50.0,100.0
151,27.185187994228308,16.625967344239562,50.0,100.0
152,23.311868126873247,-3.766163592079712,50.0,100.0
153,20.767892768288988,-16.6442121889145,50.0,100.0
154,16.22786170906079,-5.25840472590812,50.0,100.0
155,12.634001184137281,13.538120692088548,50.0,100.0
156,35.62334045424908,-13.684538773578215,50.0,100.0
157,29.841134154288934,16.190852614748177,50.0,100.0
158,15.750135462833274,2.7365684268062536,50.0,100.0
159,16.520186694386123,5.146524728268956,50.0,100.0
160,19.196624822177185,5.538699379148442,50.0,100.0
161,24.658078698242573,21.97913428517024,50.0,100.0
162,21.652508271625486,30.342585077404035,50.0,100.0
163,18.14058905224565,14.316959435034263,50.0,100.0
164,22.945296123421443,11.021716330280288,50.0,100.0
165,12.914040602116064,-0.15904586214541716,50.0,100.0
166,9.947776042237278,-3.0919250126772457,50.0,100.0
