unit_id,CropYield,LeafGreenness,do_IrrigationRate,do_SoilAcidifier
0,19.02920785324049,21.112232538694343,25.0,100.0
1,25.114506711562694,11.932810095597013,25.0,100.0
2,8.057460798838765,15.13404515718668,25.0,100.0
3,31.24418926155743,-1.6487407591367056,25.0,100.0
4,30.033428499270716,7.777451837065383,25.0,100.0
5,30.51710782275731,16.249668584779545,25.0,100.0
6,20.34750125867374,10.325272118788785,25.0,100.0
7,17.058507824273935,-4.729646604109448,25.0,100.0
8,24.68836399305218,12.623140608164228,25.0,100.0
9,19.210934728338568,1.4578401686741582,25.0,100.0
10,21.73743869062164,11.917612096230425,25.0,100.0
11,25.47907854250018,3.0247058810549357,25.0,100.0
12,24.643752757611697,-19.223246332119796,25.0,100.0
13,27.64125365045668,21.2819623972724,25.0,100.0
14,13.585405575884291,-3.214488447977276,25.0,100.0
15,26.90714709112655,13.534324269561107,25.0,100.0
16,13.001440192016977,2.326717280386653,25.0,100.0
17,20.04516720972915,20.982497371837177,25.0,100.0
18,21.34551426085407,9.405101835952147,25.0,100.0
19,15.13137092698604,9.283864149382806,25.0,100.0
20,21.72137193691563,14.516106219383705,25.0,100.0
21,11.66363565033127,13.669288959651695,25.0,100.0
22,34.00267622383893,-2.331924022215585,25.0,100.0
23,17.68554214668001,22.321083303736984,25.0,100.0
24,23.664232546593947,6.181067568624503,25.0,100.0
25,22.452478712219843,16.285446573648997,25.0,100.0
26,34.03024924784244,-7.3221213381149575,25.0,100.0
27,17.985494651304542,-25.307459688087242,25.0,100.0
28,11.369198764678687,4.348950308592087,25.0,100.0
29,19.573964370674947,2.5070081790006533,25.0,100.0
30,29.50653055048819,11.13281502744768,25.0,100.0
31,17.09033286834071,-13.505581806207527,25.0,100.0
32,20.519730808078943,34.801199370757764,25.0,100.0
33,11.66594288411941,-4.40210197063047,25.0,100.0
34,12.733839207878415,3.787826698162398,25.0,100.0
35,32.875532485102944,30.650276141252803,25.0,100.0
36,15.818959895650377,36.437541516808636,25.0,100.0
37,16.80620277806863,13.490204456342347,25.0,100.0
38,18.491807601651946,14.507545771634756,25.0,100.0
39,12.217013859777751,15.142100227684853,25.0,100.0
40,11.935570676616562,24.151142675013205,25.0,100.0
41,28.21422825855756,7.567738457207927,25.0,100.0
42,24.439888604996117,8.15716819083265,25.0,100.0
43,24.748780194962944,-7.496267195998488,25.0,100.0
44,23.847106984606267,28.59511386792567,25.0,100.0
45,25.061668458813894,4.376769611573628,25.0,100.0
46,22.830296415092526,18.047251837634786,25.0,100.0
47,16.428314406964,-1.3316634992224348,25.0,100.0
48,23.688003932592437,7.453720332900675,25.0,100.0
49,20.85098240291894,25.614734569727467,25.0,100.0
50,17.191846296219467,4.976089785253173,25.0,100.0
51,20.26964941372698,12.805156488872932,25.0,100.0
52,40.69093512979923,16.577380083684552,25.0,100.0
53,10.520101209815776,34.69783634085162,25.0,100.0
54,12.924852225644605,35.821766423146514,25.0,100.0
55,18.605752641626392,-0.8480281039081028,25.0,100.0
56,21.6234889718871,7.753744361184092,25.0,100.0
57,22.688954017659363,5.133034153266671,25.0,100.0
58,16.448216601544324,29.534994703125093,25.0,100.0
59,12.458711545781698,-8.158055090997362,25.0,100.0
60,20.119862602142057,6.393000822995736,25.0,100.0
61,23.97511437124609,7.196840388904535,25.0,100.0
62,1.5377142617221722,26.129569973715103,25.0,100.0
63,26.702101420307915,32.9688112632354,25.0,100.0
64,25.292740821202266,33.04302210684878,25.0,100.0
65,17.26617684206489,3.446155431504825,25.0,100.0
66,25.48505404420017,27.943331679489607,25.0,100.0
67,8.73108549041484,-7.984264869225239,25.0,100.0
68,23.140867863207276,16.847391451581334,25.0,100.0
69,21.792982116748068,30.18535842670466,25.0,100.0
70,21.83561112658247,5.99153544541374,25.0,100.0
71,27.67760689439385,-14.009093050368058,25.0,100.0
72,8.05846971756393,-11.702777839599523,25.0,100.0
73,24.152341244472165,10.820362542565507,25.0,100.0
74,23.70473375731318,11.614537691313904,25.0,100.0
75,18.689410481841264,-3.6448886569949064,25.0,100.0
76,20.56155229040105,1.6250137341466555,25.0,100.0
77,22.56612792646611,26.600753878415745,25.0,100.0
78,13.95201793573936,27.803882301229763,25.0,100.0
79,24.229642939277337,13.972734515022943,25.0,100.0
80,25.76211465669972,11.607671613863067,25.0,100.0
81,25.1754401351013,11.294217934117615,25.0,100.0
82,22.58583973235706,4.55617339569615,25.0,100.0
83,20.27808035002991,-6.122963167342627,25.0,100.0
84,18.124542771850894,26.593251850480357,25.0,100.0
85,21.32204205438805,10.56666788919709,25.0,100.0
86,22.05160108029154,28.794382630364947,25.0,100.0
87,32.262502753029125,-0.6983647590503352,25.0,100.0
88,22.7308035799756,1.6468293286888267,25.0,100.0
89,22.595903782100635,-8.15156510523143,25.0,100.0
90,22.88963846506411,17.14446321986174,25.0,100.0
91,11.743501861421894,-16.4577160087975,25.0,100.0
92,20.005731297770026,-6.033004855117406,25.0,100.0
93,13.01522499450884,15.57001486134135,25.0,100.0
94,25.382169979768506,27.336765672810415,25.0,100.0
95,4.417906636814301,6.157866788570375,25.0,100.0
96,28.461595922346934,-32.747402341805014,25.0,100.0
97,27.758579905451633,28.78245612740776,25.0,100.0
