unit_id,CropYield,TissueNutrientAssay,CanopyTemp,do_FertigationRate
0,-19.031016457155218,18.20587455999045,73.86147960710898,50.0
1,-27.42655094153069,57.141191184750475,68.26088687798405,50.0
2,-22.35656932095678,50.76324266378202,66.95331143958691,50.0
3,-13.898552263492107,44.968240279530335,68.27013534501513,50.0
4,-23.53724485972367,46.70105985611857,70.19010464375208,50.0
5,-20.068429824943156,57.46237777604277,68.68506693079603,50.0
6,-19.11482317701176,47.50607625550062,76.12377490902236,50.0
7,-27.97448599179322,74.76449617088673,70.23047131807425,50.0
8,-15.341619964006867,51.459113294162826,66.32192684396885,50.0
9,-11.519087697931168,54.20600878574015,79.65261526528468,50.0
10,-19.355598226046997,48.48673387570435,80.37123377146138,50.0
11,-19.04350568088055,48.67424568140621,67.36593599515435,50.0
12,-10.173465714251606,71.71305692459086,92.7314466639849,50.0
13,-21.159125514887915,59.87410213651333,63.73397302360159,50.0
14,-15.785110086380188,45.65858131658706,80.1407687606823,50.0
15,-22.383408614961002,36.819017407960445,61.718825346874,50.0
16,-12.957544181310794,47.234870571240045,80.1057547618002,50.0
17,1.1784649915818872,22.623366236655446,63.52650799440406,50.0
18,-22.421780713333124,70.13498176809846,63.41609280670464,50.0
19,-8.284427798614288,28.940585735517047,63.7597431926835,50.0
20,-4.340477952066307,40.47846911767233,96.28516623810795,50.0
21,-12.151878344146958,61.909683640778624,84.04386706978961,50.0
22,-14.45497313684336,33.726963866060046,66.78820012454113,50.0
23,-12.527240408197576,77.31036180451595,71.03022182307706,50.0
24,12.051314035314167,60.40667982611075,101.53545878853186,50.0
25,-22.863012849078633,74.26739481447014,67.66673414408658,50.0
26,-13.371122997225083,24.182884308967708,73.29849089718482,50.0
27,-23.815776010383246,93.96218386667184,74.900220861524,50.0
28,-21.221022282306,54.15173863673591,64.98195113365948,50.0
29,-22.073949630639042,63.604948926848095,72.1681521022048,50.0
30,7.543349684555886,33.454177594446094,98.41305191694212,50.0
31,-12.27286373864015,34.32269833466944,85.57879425700034,50.0
32,-9.514089393530837,71.57414791879658,81.33640802274212,50.0
33,-0.8695028334295127,49.3989996499408,99.66734281788051,50.0
34,-27.538525310883823,45.74941828245465,67.85569946196718,50.0
35,-22.852641993700715,61.37376974919099,75.46194842396962,50.0
36,1.1101652510156974,27.689655408345857,93.65953381796905,50.0
37,-18.99950079981596,33.7925779119434,76.13043869667742,50.0
38,-28.5862471652781,49.62910985008178,56.25204367316415,50.0
