unit_id,CropYield,TissueNutrientAssay,CanopyTemp
0,10.542498421443922,20.971793099808835,78.36001034174622
1,-12.200202644103163,76.21363100560254,96.21161948581467
2,30.263227096263133,26.003940538420405,87.6406149997509
3,-9.068905987472998,37.00296199049615,59.58811904168378
4,-6.051234653627031,65.62031480790908,100.20966894112351
5,-26.045896109713517,33.47704174446372,60.7789201920529
6,-12.124647509973048,47.40832039894802,73.7940971811952
7,-27.578759943685228,62.61480681908042,69.42140912920271
8,-21.928030495378543,66.59912329716752,76.3431733162377
9,-12.270335518923254,76.69725784736715,87.25201774543385
10,-17.79324514847764,55.01751966693915,41.924305549624634
11,-13.24985962229071,31.813388762872943,87.7921734312584
12,23.30490532129585,-9.032532233560435,67.52508695254137
13,-25.81971031353691,28.284822107801602,60.68480638376
14,-20.42143898193151,38.22163997446502,76.09891715894986
15,-2.588424261373212,49.63257802282668,58.933272142126846
16,13.129827522985106,37.56545355440495,91.5605602116973
17,-4.649010426846374,50.608064672600776,96.41191753210845
18,-19.1736472080776,10.779357706609012,71.41293277735005
19,-20.97957435560767,43.97983380462789,75.5472890132731
20,-22.71764659083221,48.4948715869075,60.344799755817704
21,-8.819515996697032,37.348831800402614,82.38681082690327
22,-11.286260812217467,37.99738174692633,88.08073872383726
23,-4.184183366084037,36.46190476527707,90.43490952306146
24,-12.30514821607194,52.65294544985909,82.72145193051023
25,11.962073638437769,44.61390127365537,82.47394405184204
26,-1.1807979499988341,61.62289966307691,86.01664961428418
27,-13.057693572814458,42.11875185274617,76.45989947581698
28,-2.89830531772456,36.65429012772211,94.85710777121086
29,1.0393635735834001,37.610900799417436,93.38801536861126
30,-5.62518956060154,45.22839845252799,78.78745300529782
31,-13.359869685356697,56.88717086901221,74.81632125355522
32,8.645719326524718,32.2730147678212,93.06949225771066
33,17.17791441366775,36.15760979530911,66.13835706347294
34,34.57588990460125,11.619142695216052,80.68312060160378
35,-13.810423654506039,23.921634376079858,76.3272653846321
36,-0.03563928343442413,30.57523703989994,82.05788321514648
37,-10.71032568327478,44.54654793544777,72.76540577808274
38,15.78592715215056,37.390112989333424,87.34372275132174
39,-8.997863994017035,56.78062245405758,85.99549508149988
40,-21.560990679622087,59.42846455635779,80.52426048539525
41,-23.69875344355892,65.28516301219321,52.00084877675095
42,-13.083306516215277,76.22668670493644,80.50649983045713
43,-30.194047642991634,65.87676189834741,56.034239670428335
44,-3.09879774260558,39.297809726992654,75.14878377774555
45,-18.628838124354154,61.388406142112935,78.84176040910911
46,-16.65187616824972,46.13271955136226,88.44862604256971
47,-18.421274080457582,45.18457299167406,77.95765113723591
48,-9.531022274688777,40.33932403412214,89.3627242322283
49,9.051261741676166,15.900617252570289,107.51991146052056
50,36.00909966029833,1.734912735582057,92.32457241873881
51,-6.784435953927595,32.43088724176942,50.720449068826575
52,-14.985289276895102,59.125837365552826,66.62671788013076
53,-27.799123991036247,54.49952780388027,63.552903398453694
54,-24.14579424204525,53.06731202632102,70.99781041601851
55,-1.4387934053924525,70.08980397640505,94.33721905855322
56,0.23740240604437357,22.16509329123253,71.98350580413282
57,-8.046117073296319,54.697425424965985,70.99683699269158
58,-15.047984010398562,52.39543991861103,83.05219304385794
59,-8.201917226322381,22.610210077040257,67.32198121561434
60,-25.210816091865354,66.28284526048049,67.49537523811101
61,-0.20923516919453367,46.71110365951366,76.33517556593488
62,-19.38284604121695,49.03641289700606,72.13400877556765
63,-0.5724299664117218,26.779437935411547,68.31105546455686
64,-7.274994578192024,40.66233808831059,94.54987777764269
65,-12.550083681777082,15.962616801063163,89.28147093406693
66,1.4445234465191608,36.59046482975462,87.1534767193115
67,-18.899206471735788,57.645184812702546,74.39731011761708
68,-11.705329900267785,40.80247477266062,75.22425628095391
69,-17.46640063351545,33.31687186868824,65.11620026050743
70,-28.22553681903581,67.12292984063711,66.52711094316896
71,5.362546891604583,46.8007259344456,63.80428770019735
72,28.824960952916307,3.1030988520339493,83.90990345939223
73,-15.296510399544239,40.24109945882013,72.29460826456997
74,4.902163119113192,48.3094471817726,78.81795025975089
75,-6.570477865250561,55.679877337760075,81.4729555286242
76,-7.240744349337139,45.79142171998461,80.48693471692998
77,-6.881756140333106,36.24603876215996,63.61989297938174
78,16.33265001853791,22.065028260345876,70.16584078520205
79,-22.535398650770947,45.75125497191649,73.29736556678904
80,23.031518338457676,26.69333693421782,100.5900555580912
81,0.32911193765846014,25.16737685952359,85.77225102525837
82,-3.651865246720574,42.21304097956007,84.0777762141648
83,-23.85551160713775,70.80199704665172,79.20411542564683
84,10.941704528265308,16.952608349614678,88.138989603587
85,-7.422670601102187,52.363557692405124,85.08890736608524
86,-18.778716268614847,47.507296206659966,71.12321932490137
87,-9.402363462914257,29.729989810989267,76.55973285615944
88,-22.094431382005226,41.88849613563446,77.7201156544371
89,-12.39371288650116,54.024230768718596,58.30434534791988
90,-13.637737011751893,15.507919772219967,80.39628520320308
91,-11.188338967975278,65.84963953133152,78.12352423335811
92,10.70587877154593,34.835308623400806,77.32840973412915
93,7.494391107978872,8.650919564639924,77.93782079433883
94,-21.988774997018435,51.83328291987699,63.9083361011948
95,-16.86533043922606,46.545755760779954,73.40112529884861
96,13.626103098270274,0.9288083797818771,65.50227426732575
97,-20.966863091620684,22.14728507581775,67.04006395705608
98,-12.22225334538111,67.15097958523864,58.57377917380708
99,-17.086338104073114,64.75533926649045,72.11476861787672
100,-7.329989845121793,16.386823611565354,71.84000864411453
101,24.905513880018994,29.662022257060094,75.07067752682639
102,-16.506845033049515,74.93218117018374,77.14892272105848
103,-8.191957474344207,36.19595261367695,91.69635220654826
104,-5.294124016978938,27.198403006862353,85.95793111266003
105,-13.293055683098004,57.40128740640955,82.10708593219994
106,13.047143570811304,19.07622047225248,56.474003798650834
107,-19.975286459179298,46.85156804592947,85.90860118660379
108,-21.731190751265892,87.4585672940739,56.406450602653294
109,3.2627170861241126,34.96420345213913,84.78390096804374
110,-22.722859978220598,70.03212651174093,66.09562687629699
111,-9.95056015802677,54.43222006882399,75.19423121686043
