unit_id,TissueNutrientAssay,CanopyTemp,CropYield
0,38.832723207482445,71.91556919108082,-3.979277476431987
1,26.460023389730512,63.005291711565874,4.430423444749847
2,73.47115020205115,62.464121375052386,-4.300712587456259
3,19.776440735890823,66.8438011459594,-7.956164912867094
4,42.89883474408541,64.74387396509914,-24.501143753137082
5,42.449947812453736,66.57564504351556,-10.040182004087153
6,50.121600418637286,65.6377425030433,5.230677822797384
7,61.379408652292504,78.99287127234658,-18.68454504401329
8,40.50518436996495,70.66856112768528,24.037867622338062
9,29.1843729536596,75.44268082718202,-5.348385631886774
10,30.48181001549884,74.03705652763459,1.054492389645425
11,51.55441389304319,98.28822844771558,-4.365903001663348
12,38.96456194293832,73.02799666960064,-15.407650852628446
13,27.322595312709108,79.61755937698483,-10.584183547318363
14,43.796960853050116,78.07998984587621,-10.893737392104276
15,25.40948886077011,79.85369920031904,-15.289558223103288
16,54.73134627921694,108.69347042993634,-3.6692840554347943
17,33.6584994981389,81.68851929759802,1.311547340270546
18,48.1019858113427,86.21954291745851,-3.009814520856157
19,6.303201370478828,85.98222718762207,26.320836963690244
20,57.39995722095998,80.18403147015853,-13.870354885402287
21,13.571808440009313,86.35805944448634,2.0238118516166805
22,36.238185497488935,73.4716992342687,9.746849415910376
23,14.813599341854129,73.18032809202563,23.520830952201212
24,48.06907080327495,72.3288583551107,-2.6388463144835637
25,53.593927943560864,78.79969308152675,-10.003669004323028
26,34.179298192148885,67.49868078981842,-11.538259426736756
27,33.007254486467694,86.00321257144047,20.37628163596106
28,43.74340362472669,78.84140012617453,5.747788027625424
29,47.85053254575463,95.85352895572684,-2.905980135068254
30,44.22974097397979,59.73056724121071,-10.860611171545463
31,55.616181191933336,105.01329662699325,-3.2490571683348137
32,44.884773808568056,59.988710120117226,-25.770099942861336
33,69.40563774374772,72.77036955933043,-23.19556378780308
34,37.861061642923474,86.30864609288061,31.017251097892892
35,39.932765886562265,55.94077396380664,-14.736852632758996
36,76.03210562652116,86.02651718973901,-9.1288197340863
37,28.156443115335307,79.13075915663352,8.781982623866595
