unit_id,CropYield,TissueNutrientAssay,CanopyTemp,do_FertigationRate
0,-34.03667998269557,75.44709047744708,60.591849533134436,75.0
1,-27.704774418574356,61.04084187878422,55.93322669725869,75.0
2,-8.939168883766431,60.09480053549924,83.17569992711441,75.0
3,-24.367068577244456,56.99243687403277,90.12764784626572,75.0
4,-24.853518695178234,23.664829784507795,69.19633796510826,75.0
5,-30.66842091897952,66.57090829463105,74.04086854703623,75.0
6,-17.314482835839012,60.75438821550786,87.8975165983937,75.0
7,-21.497241539992995,58.38454524482193,76.11562930723399,75.0
8,-17.996705331787595,34.886772284066396,71.8171499672056,75.0
9,-7.455328675960054,41.063263164549376,85.35667149456752,75.0
10,-10.11257979770576,32.69469842388876,61.13114993004733,75.0
11,-12.666965700396872,58.66695927660631,82.13621488826303,75.0
12,-14.895529713772778,58.22868117419003,59.65744340408635,75.0
13,-10.325712694321314,49.34053189540383,81.74329317923268,75.0
14,-20.727719670375304,56.159179799622436,63.05186061149076,75.0
15,-22.887951896750437,55.981592691074546,75.76939245277269,75.0
16,-4.829527952373236,68.26719388404697,80.21088688988094,75.0
17,-16.23396243464814,72.91936001685328,69.12749947102337,75.0
18,-28.32397344307087,53.857150937617035,73.62582171155847,75.0
19,-20.449779454787404,65.7068928199777,68.14855473764734,75.0
20,-18.26410110984988,47.255636523274994,65.612739940973,75.0
21,-19.87419811414249,78.0974293935542,87.55318222513843,75.0
22,-13.72098157553771,48.81446921845508,87.63087357879016,75.0
23,-11.58848839876199,55.75771277805256,78.21239154827445,75.0
24,-9.450505657350599,75.06725835439627,83.11930905898042,75.0
25,-24.659796496283516,68.64276948381925,79.13018943643874,75.0
26,-27.835961428080807,24.627791762319312,64.0098008140209,75.0
27,-18.984358965133765,53.13136075663131,78.60940562055298,75.0
28,-15.287475691317715,31.40635250509671,88.90572378716753,75.0
29,-32.207676591212426,69.1314774024705,60.574073173893595,75.0
30,-12.40274713342636,70.37514563542592,90.14547302926432,75.0
31,-19.24651478521683,47.88739526972496,81.88197343892487,75.0
32,-14.496725336767728,57.01984787339105,78.49233525675606,75.0
33,-18.478951590034363,53.599730271169754,88.26459894354176,75.0
34,-16.802581961921934,9.826698379342766,85.76356080372341,75.0
35,-13.814551911049124,45.79949838128776,91.77274458230723,75.0
36,-15.646227442437016,63.81486314426262,83.31344734264496,75.0
37,-6.283633943110278,40.779859510861506,84.106774554293,75.0
38,-13.148819893564694,43.601134973353844,79.98581588341231,75.0
39,-27.568442290329138,57.00139143610264,59.40692754125346,75.0
40,-16.709704628754167,66.91304040169827,69.03570778257689,75.0
41,-13.752914230480927,67.68218742320383,82.31827225351476,75.0
42,-25.012594463292867,41.5884309385033,74.97454122599632,75.0
43,-15.409298546382406,54.814063233103155,88.80431278960876,75.0
44,-35.967270693655614,50.20726597353465,50.21204803530557,75.0
45,19.783719894708298,7.223644042237872,80.1401686989287,75.0
46,-13.023812289891584,69.96654052904319,84.78932091683181,75.0
47,-11.976601415977946,42.23405610887853,71.52119123366045,75.0
48,-4.818078175329146,55.11473555180618,86.91949510025677,75.0
49,-0.1976827385415622,33.09040595676458,99.40401988584611,75.0
50,-18.872461494917374,48.82766133124127,68.12323312912633,75.0
51,-22.34444174020861,78.558538465426,75.51174484379952,75.0
52,-20.952356023237556,46.59263017723476,82.21360154955839,75.0
53,-23.551947945101514,62.53251300208397,78.45904553703774,75.0
54,-15.363008687396118,46.531596389494645,70.02896142513355,75.0
55,-22.646295062150955,48.04010981189956,67.80704460712069,75.0
56,-31.658485272430056,53.718678139179225,58.74215881509491,75.0
57,-22.935121674187744,79.41700844656907,81.17864480053113,75.0
58,-28.606488302577517,86.42590308436786,74.99173192069956,75.0
59,-19.187887649882676,65.06933235864963,79.87465698007061,75.0
60,-25.01508487590121,42.09590033140579,69.6754372970245,75.0
61,-22.912059298029536,50.652848259149614,59.231510830830864,75.0
62,-23.318213116901582,62.3639298335608,65.19486111745306,75.0
63,-19.021926537003317,38.76387205997812,75.88758301942667,75.0
64,-23.87025499479828,38.59878210099451,61.294373274004,75.0
65,-23.766288377699684,63.97515790757216,64.09353840906854,75.0
66,-31.24747207991058,64.64620022025895,51.52428334609812,75.0
67,-25.567937904428828,44.64401451448409,83.43533000450172,75.0
68,-28.845413478791386,41.18268665005594,55.7678033744338,75.0
69,-23.130933033530034,46.59778293205424,70.88318986274727,75.0
70,-24.26726379649634,70.0066259444525,81.53629264697628,75.0
71,-19.13442765191854,55.66510758370374,84.40900306607439,75.0
72,-22.25796966585678,69.45025043162971,68.49502517017207,75.0
73,-19.05046940349049,57.88279771063857,81.34418704388654,75.0
74,-21.157765327525844,74.29650948267403,63.63586729192063,75.0
75,-21.68858355265038,20.86642441584073,59.83812148436416,75.0
76,-6.000728778998224,60.24837609633301,84.38067589738816,75.0
77,-31.80547417609082,35.41821940506449,51.02636776840438,75.0
78,-28.179084391571735,71.93039270851081,56.64051048739204,75.0
79,-20.52126442593251,76.88569675359409,84.99704245277123,75.0
80,-14.487031734762095,33.31353554455002,76.9365129251906,75.0
81,-30.1186837690708,47.43220821892864,73.24928125110236,75.0
82,-11.818727673103066,39.17717650206576,95.6330158250489,75.0
83,-15.585446866849505,47.71175941077937,69.7118126201917,75.0
84,-19.749188699864895,48.86408872879246,89.91067039874957,75.0
85,-9.852329546918668,44.33399205776715,75.16191592945903,75.0
86,-20.83563037344453,62.41100553905691,71.27730493896193,75.0
87,-19.378520118769554,60.97587443203557,78.94382603464584,75.0
88,-21.253516362995487,81.41026947100886,75.4327319871873,75.0
89,-24.203699651556988,79.4693622614719,79.73968188789075,75.0
90,-29.951333798686765,55.356076997927936,59.41219966208861,75.0
91,-28.179781484125527,45.87212689307516,66.69298884250838,75.0
92,-29.251114606557813,58.529527381190704,63.10409342340157,75.0
93,-24.817791986555918,58.61691474432025,62.44892265305545,75.0
94,-20.6140384920513,46.687166588478114,64.7596818007641,75.0
