unit_id,NitrogenPPM,PotassiumPPM,CropYield
0,36.41710861784621,54.854963706451414,26.019080239294844
1,40.54467175458994,57.6855751505017,17.73295517232484
2,34.91693365551298,38.658343523907725,18.334285313206617
3,37.71887280054466,57.268094845764246,20.739903018819483
4,41.18215722543809,69.37595123126674,16.045796307454435
5,69.1528263229642,42.7283611735994,20.310918277853332
6,35.43790083173706,33.23077739626732,19.071111515389852
7,58.433385148757466,46.02144089708221,18.87419097527296
8,58.42179093961612,64.34139749321457,20.47903933659102
9,32.82275702675965,56.55676938148437,12.887123030780412
10,47.707215214441675,66.01048715668598,12.091562222371062
11,33.56995446902869,64.3775852982526,21.25801968627716
12,35.164085310599845,49.115481439224,17.500366186252016
13,68.27102481836761,41.11867862035494,16.16060192135716
14,55.8842289090331,67.61772308951217,24.06582028175441
15,46.941460140785225,49.60671136089983,25.512832730043392
16,37.263104322163656,68.57497935136769,21.470881755430213
17,44.05972833305134,52.162282312945536,18.556272607961102
18,46.69214390347895,61.67034192178708,18.223851483360917
19,77.18140203804334,53.2666017970598,22.035727301411598
20,40.00155712384101,36.393959951015894,21.121623115730767
21,42.10060229482391,63.702783472570644,18.10340408293524
22,41.603881262054074,27.675318022713675,22.129113244483708
23,41.27995059264137,24.511518772330255,19.942479352359026
24,63.42450275990732,59.14369283697449,15.506070849150095
25,59.77358139258158,45.17697820373551,17.686007802752826
26,40.72897342771172,26.53028300641519,22.53731410127238
27,68.8788547035533,34.23019429482852,14.078337129954287
28,56.9771959313062,50.594497259990284,23.76560220474765
29,50.06109158726104,64.62984635602712,15.304545374903944
30,52.36247827782173,30.753308520619214,20.179184512743458
31,44.51367175587992,25.182046509449716,17.489790063929888
32,61.1604752464069,50.84997868600147,19.662395870313535
33,35.89235728700332,39.77332379045051,17.06782224668706
34,55.77319885651211,36.12508163504067,13.929940835412108
35,51.68286204041491,57.331527364077544,17.436283418882233
36,60.50233805324383,29.29001896548462,21.70144137883634
37,41.86449938355048,48.65554164336591,22.06649409949917
38,39.42540014653152,49.74277761133329,24.74905300676737
39,48.376651645395675,78.89645828037499,26.320188331569817
40,25.639238261847513,36.352775196762956,19.971851101157576
41,47.502943786922046,43.011044477538164,20.70201471176329
42,57.67944043481945,51.88757841760463,19.077867295340702
43,37.83545373299757,63.11264008089682,19.34646517616082
44,39.234574418690265,85.72805810666216,15.821088005029079
45,60.060018883129175,69.43364412875572,12.770669764851137
46,55.126957923537134,56.55740612437478,18.503232867439742
47,63.011824871657765,57.616477568629406,19.69162084697475
48,52.17207104053409,43.62338705524836,16.895218510357687
49,74.07567889416582,54.59366501434917,23.23357145972897
50,39.86976583284073,52.746013318161246,21.91995475119745
51,53.12071637377507,51.15844478250588,19.529140253800886
52,60.44307907538565,62.556400919148246,19.448012760494368
53,32.96121313504817,42.31137068463797,17.40924447217673
54,61.51882961872525,65.70178684759146,17.821895895429268
55,58.45181750610126,52.59316356261286,19.936461317244966
56,56.12751397687986,23.137723312134657,24.959631064687855
57,67.93350619730438,56.981358936669686,23.099852026012698
58,35.9545177591946,39.139620214723,18.874786563341317
59,61.71993620173594,72.25681138788666,19.94551891842773
60,32.78956030528218,57.68444370115841,18.948087144322173
61,59.09793129737669,60.187154165127104,16.85609385274298
62,56.75952887562306,41.338591828216956,20.43524918819759
63,37.006221935822985,74.92742439163791,23.352537664230134
64,55.643452358826366,51.002940939831184,18.839080486190948
65,70.12641271229556,48.8596760184813,20.41540470280884
66,37.16698843520773,38.699786750074715,25.831444916876936
67,82.3965378604845,50.203394256907856,19.528006956842844
68,52.948815640371116,64.71795540516138,19.378024866810712
69,58.057955057941484,29.837400943674574,17.500565103423256
70,44.12147107546183,30.861266116822442,21.03026034484132
71,56.261967870124195,69.24385333326629,18.811388166839855
72,45.1623690956111,30.026958790888827,14.077950439806314
73,46.24026875795251,54.076312005869354,25.980632553769347
74,41.35673638873107,36.780996237637765,14.274902340974204
75,42.76512647627973,43.72328861934893,14.899553705998052
76,56.7443065315064,63.715467779375686,24.45412806992625
77,28.905200010177527,51.25668479348301,20.54716472104735
78,47.69755143312084,48.03809862800925,22.35697030637746
79,50.646477811840406,41.12768289023469,20.218184155537365
80,51.351176449694435,67.63483547052662,15.698126851423211
81,44.265714102345406,87.7670646495169,18.005441730797976
82,48.44182058915186,45.707045031438476,19.12641403247006
83,49.657130941739645,48.13987631915893,18.458006115104475
84,61.65806164365723,50.531470628278896,19.16840151283411
85,52.85258448149168,61.938271422109736,23.231078433751485
86,41.46667132151027,39.828939523045996,16.57029576223848
87,48.526830300782635,54.60358446815322,20.5918247415688
88,75.27585843395057,64.5891355508588,17.933370569422625
89,57.34858353906606,75.07462795549894,26.43489866556971
90,61.746105681353754,51.62349096526464,18.5436146139755
91,42.020621667984315,51.736077083322506,13.72336600616867
92,57.90746378654696,45.852767617541105,13.4439671298469
93,34.54327868312453,64.86057228497015,20.604640055073048
94,51.97248208816878,59.40150773634578,22.345471977033945
95,49.168418703226735,53.92297325379928,20.94695654490805
96,55.52220763149807,40.788448000922855,15.858285948658674
97,43.9728014753345,18.167554087904243,19.50349102239847
98,46.11277532819265,50.945048127271576,22.402886043725474
99,56.108063041896756,41.5319373288564,15.747955845906247
100,62.01607150975972,64.7885554465055,15.118708426251139
101,59.87404844678128,45.509540960495876,20.97237766432481
102,44.52465077581285,49.42355971108181,19.479320223979375
103,52.3860296172222,53.25579423367545,18.58463634540435
104,37.58828083192217,31.74402079158059,17.18119891833793
105,56.837959004131086,46.54219252553643,21.595676672463227
106,53.10587714085419,47.56421513704372,21.93564892333415
107,51.57266623760047,48.55944810005913,17.34546931088199
108,33.18055984386592,47.39915247017241,22.331747332459475
109,40.434163372557876,50.965887127743294,22.781843514452575
110,58.55626437035259,58.38247704904901,19.5057383006788
111,43.064203357726264,24.320103404374926,26.110894868183586
112,35.833202816029306,45.78268767486697,22.457596261636954
113,64.61662027675352,52.99314327196235,14.401074729856433
114,20.25337924317362,68.80025332591529,15.25769766094045
115,43.82643747498192,37.79682121849483,23.232117000872307
116,61.46555985195836,54.18702909236183,20.25482685315965
117,54.21178490368623,30.657133599998406,17.664123931777695
118,73.11245920632562,57.17346152794257,18.399424447423012
119,46.66217831828815,47.44634639503306,21.38620568476232
120,46.62128371695554,65.13154254176766,19.87002981628758
121,41.56586013671592,61.94578969317232,15.65222668217878
122,49.84270080302493,62.436726863987374,21.103643791243943
123,55.61601508054372,46.112316833205725,20.041475335785048
124,49.05041621037358,57.13470310285797,22.42859597850705
125,42.02216650423535,31.46138468620303,19.976277246652664
126,46.186286943042354,38.414088767570824,18.59833745519233
127,53.912898489876845,46.712843707654365,15.781278215079379
128,58.54627859134123,57.01896904810035,17.396099141029687
129,49.111132558716754,58.5563544427696,15.372074360088199
130,80.86387286065634,51.95813137003733,16.95859564805052
131,36.330195365409544,60.96117657579876,15.603177303048291
132,61.51063959985628,61.91647810394029,19.899654671723933
133,46.482994475566635,46.47233305394236,12.839964036613415
134,52.78757543395334,35.941130048537644,22.04882509868709
135,49.69578136798912,52.536574285378514,15.346832487684546
136,30.802785781857292,31.045800199573062,24.90394165430093
137,47.87130897641895,49.86634895560283,26.449912929424638
138,57.93740079082303,65.56214125120606,19.793089360668155
139,42.10274271066828,61.83263829854252,25.02855607275129
140,74.51050017063417,48.909149078336355,21.03410620633279
141,63.92456464420261,49.42495998965194,17.8174332846004
142,54.650737384419585,36.53870104675093,25.726380883281223
143,22.22277037142244,57.087547611939726,12.056929519848685
144,30.952682043034358,11.02028653074905,24.551046864075843
145,72.38485627095089,54.6493579695965,16.150377205335012
146,62.95801039669885,58.429872740975256,21.75300164175722
147,46.23855849311173,51.05144083868024,18.723540610624315
148,34.95563926997097,48.51952674179716,21.58074777978502
149,40.67382344565985,52.52109167511614,16.783531851147476
150,31.71231028052452,38.62480603664711,21.958859279173634
151,47.008804381736205,61.511265708790724,22.080285891966493
152,53.92263268061183,45.79760010649187,19.280892159026624
153,45.3810336780555,49.89675073064216,17.68935634446237
154,34.58809610653754,59.064092493138205,16.67380524740568
155,64.05460970371107,35.77328024773188,20.31689350285722
156,63.50190050769262,47.47983484986692,22.720743606296423
157,52.5252126648954,55.559007200853316,17.518747820351106
158,54.59026126431327,59.87502378263586,18.494728588923998
159,44.38363515243688,64.49634065371883,14.559839768011095
160,48.00379249479218,52.390230358830195,19.273174220951162
161,18.033599018797748,63.41874966231615,24.914581873231388
162,37.74602397106207,40.33827258839668,14.977767260994435
163,51.33800826803025,74.34796427221634,22.44453541502124
164,36.402993940311575,54.07418533652274,21.051852743122357
165,45.99686144680152,71.71509894258749,21.47651175840501
166,41.17939364295406,37.756350350592335,25.74894915326645
167,44.65238870509007,47.55844867249738,21.147665919114306
168,59.6937878552079,68.84711495012871,16.89769707620559
169,54.94668681576194,36.47563827752696,19.21173509669449
170,57.499586014906285,30.56283449294377,22.20182680337475
171,55.30620929895242,50.64360655431222,18.104523472775334
172,55.44815033551036,38.482797962415745,18.567326470555297
173,42.44007011268733,58.3438861114215,17.312217662165953
174,53.11975864431625,46.57752035005381,17.7330280871189
175,41.104191278971776,35.7332098099336,15.384288351294401
176,70.96181058639893,54.47284079489323,24.61621708113453
177,56.52614782767482,83.765715845743,22.86204514406603
178,56.02515283823728,58.151367817075105,22.889464793194318
179,38.672431362103396,56.38262144756235,19.94378939997799
180,36.408430192816056,52.17911822410569,18.52353543258517
181,56.03409971033024,35.88205233884364,16.318291754076533
182,52.58144811655344,39.33094785003223,23.26585981324053
183,38.46157823216386,40.79521092846599,24.164395726254945
184,47.41745242533577,45.29508113545058,21.037879521053604
185,35.276787407906426,59.43073123774172,13.013240705821726
186,60.512571511751716,37.59958024381355,15.21846517819883
187,60.07876868062348,64.5762987082185,19.631973497353428
188,56.799235175784105,21.327721713417866,21.908451883038108
189,58.36787947962034,26.03870785030067,17.242797143308522
190,30.74398327778889,45.81233193847794,16.21160577214531
191,62.26282108144222,30.197459109656897,18.336124266329698
192,48.23250190354024,44.94349351855354,16.183178335758303
193,68.59202279845385,24.254936321456338,25.9046894070677
194,60.95340056169216,42.755159148057324,16.718966621740886
195,39.26272739004268,57.68621287921769,17.91291151501571
196,40.10389714642431,40.3152255517549,19.803501041709435
197,27.51988447339628,33.08318243587931,20.512792444094433
198,43.68392531598257,24.594721252078536,29.954932009444274
199,31.203371434329494,59.64739054077699,22.656618256821158
200,79.01675204663364,28.61112344017198,16.153519749399734
201,50.01101998916534,35.718646673716485,20.03503729809192
202,26.11738566425656,54.07625278270443,20.80839412162633
203,51.066138487079854,65.84125319661653,23.458497877985916
204,65.7876949447608,45.36999567989247,19.413038469129546
205,39.85420724105842,51.26882765274084,22.150540700640008
206,71.30081199977118,62.11082432402382,18.011519470573997
207,24.79225265933592,61.217309672783614,15.223756470020579
208,45.12907176832931,49.91896754376784,21.760904450071166
209,45.014254078366704,53.48063409880023,20.435665300869335
210,64.19051930212652,38.70599723113901,16.31266380183154
211,50.64635801054039,44.32499830894663,19.910152808321648
212,63.610807075430365,50.099689695763146,18.045599529422354
213,67.94928447115315,71.8220004861842,25.834503612170927
214,54.945744010743496,35.97120212694422,18.727263214485802
215,55.49828412800994,62.0542460223255,20.067485031342546
216,55.84607718764202,58.49019946339038,18.1661343168027
217,60.906138057583696,46.45968273270844,12.935170658106102
218,53.669552995645226,32.052115915727164,22.508758529530333
219,50.422338545543894,33.03131425672938,23.24535793588082
220,47.06640047397738,55.071974473359035,22.945507428690956
221,57.749135250493936,50.46081825702707,17.387524840070853
222,43.420724742371846,27.119381449111124,15.070535337202529
223,55.42347527473515,58.940513755728446,18.150797160987228
224,75.02617150829505,56.96960174615536,17.5115599060683
225,37.00004820710041,74.24176834753511,19.918833463788
226,38.519576976703924,65.58240098314796,16.414833690851243
227,51.59941902704383,33.768777720660296,17.67362902192218
228,43.356288103130964,37.88891349257337,21.780102797618316
229,66.73439145554023,41.62840987818564,13.462053588079863
230,55.020408967336714,59.77769873341283,18.725572975984573
231,35.60343617798713,41.69653910030958,19.167935882423897
232,38.01628149163418,75.38997748060905,28.5000228151219
233,53.81193690624175,59.049711884595716,17.676164136969547
234,54.82163847541323,50.09460355072252,20.699776983651287
235,71.68275966232959,60.2009518178943,16.40053897350491
236,47.045719265562326,40.72691184809316,18.101852108220655
237,36.119781001802004,59.526877722496685,16.77615377100439
238,63.71803545676849,61.647459319254764,19.802950989164103
239,53.09285182137969,45.63805614483949,22.594071980847232
240,26.666961641257384,56.78267062593595,19.09920726304118
241,57.62446822589191,7.957663847349934,18.539397289721002
242,26.46094132355052,69.00858708993212,17.69125534774037
243,37.10415763164559,52.29004209604624,23.30292454817014
244,65.04382781249026,55.178462884635245,16.621108160561278
245,67.20642538992064,42.477560479957155,23.745239881758707
246,32.47979044433259,40.743202110170635,17.28687166255074
247,31.639528862757395,63.03318708337858,19.367341577730866
248,39.382906566009304,30.053958730993752,13.72928046348638
249,37.874653064999755,35.35923856176623,22.076506157612663
250,60.60911613251036,48.67537151988987,17.417877788870072
251,67.00943018884624,45.4783829045159,19.41224488118114
252,34.33140903587732,41.4349148298572,17.615710919223275
253,60.88075014806203,62.06587966451991,21.190629776028207
254,71.0780775541586,48.18891592149248,15.541931703828158
255,49.7844449313496,49.2359304683674,18.872014780844037
256,34.32654205915498,74.86967376041598,21.136503119206424
257,48.795135962651656,68.49677366142565,18.30033544602496
258,77.93371254940152,40.22931788850692,19.41705336469832
259,55.8883622552141,63.697648126001226,17.63946012272839
260,53.208586961433916,29.884958494847943,16.72844199452038
261,45.84123291529276,49.248625261334865,18.833538117666066
262,64.74748083778331,67.90780242626924,20.113874399713545
263,78.17540032014617,57.79182741446956,19.49719948448733
264,72.81114075137714,23.584835256447327,17.52204805342347
265,40.193419291642655,56.50774700475873,19.168700677220038
266,50.34269051226023,48.31765190828915,18.91326239370532
267,53.90282734077613,50.5910170890399,16.73571221446681
268,38.16361338839584,73.26550701311733,20.698986614031515
269,51.12216404697218,62.54100164157549,19.15565320348211
270,72.85508726947411,43.226095195971695,21.79310367377327
271,55.362818413651844,43.21497173954022,16.58123664583784
272,70.285995099084,40.6651099220173,20.16427301187183
273,83.7480621620914,40.143589112583015,14.988674742924019
274,53.97222617821022,60.24942379946017,15.785908425755817
275,32.62975194173945,47.010010749838926,13.041469768874489
276,49.9549914721237,35.44277068665625,20.30239444879228
277,43.72380856142733,42.67825072488962,14.13739330971513
278,42.846004651653736,59.84950956696698,14.940822645189805
279,53.347326253341876,26.313622126622036,20.974831006393394
280,47.66108477762115,34.75989273408324,19.645556763306832
281,49.007559437176816,25.968032369182136,17.6210560052065
282,31.608549289327296,39.38925534104502,20.16415763505633
283,57.2983891913115,32.31957289506373,21.190588988342114
284,42.09364891148166,43.607181658678655,19.49151954688096
285,42.3987823583451,34.63778573856146,22.439059388199357
286,38.122577183198715,42.24135733600405,18.16388972444136
287,78.26476256076738,46.786841034021066,25.98982268405073
288,61.32810874205022,65.58249955499306,20.291580436323635
289,36.30679853397587,54.54274824630752,20.514744040770523
290,50.506541132972536,56.95869966396067,23.265843042710035
291,43.887151908781206,66.30385109661609,18.154152374215617
292,64.8038996535312,60.2142489587042,15.867143176825708
293,45.68850963574824,32.900014273448335,17.708737595438006
294,44.78084518433745,44.21951285636195,19.984923425658888
295,33.22359250496609,54.72293439442577,19.589911684549605
296,67.32911249911596,59.573820178727004,21.92127887773974
297,45.165116353482844,63.364719277107,20.486028599953798
298,48.63955516341978,35.09130611112788,21.86948040269437
299,39.65192274263683,45.15807588974375,19.285805176097288
300,81.25692580002772,49.05445301006358,21.933824805400533
301,62.61559433163079,47.7857105571106,19.1236823118471
302,30.88287288616322,42.195658434736245,16.236997901577027
303,70.46078390455315,46.75977188086274,12.732944906975028
304,47.291882764212055,38.08581555562127,17.363695818270234
305,54.6648655520394,60.38913669893069,14.585566251499156
306,69.32412355007676,76.6425527732232,23.370706445641616
307,51.86207160183123,68.86602205284782,21.7954318479288
308,51.077065262219605,37.09111132790747,15.407772483182422
309,53.29058729778085,47.59163039894832,16.96185497721307
310,42.47768659051862,58.63460000231799,16.329019150537068
311,56.45091969840724,45.034474461946,18.136392958742874
312,54.597135429623684,58.36375598507617,18.690502632050954
313,58.68880250721769,66.72133258340692,15.606535466451888
314,45.166793049741315,58.40453284744418,14.878925498723433
315,60.01183018142833,34.01512292793691,23.025509417708392
316,39.343645740756564,60.155334666014426,24.978711629214438
317,53.341375819170175,32.28894088701384,14.190544314303057
318,49.9149036440347,68.35024941344713,16.740330790698362
319,55.54184204130028,55.896631153718076,19.577306169986436
320,47.562948202723014,60.67505530860731,20.27069493055656
321,48.96542026210545,54.70021411664429,19.865525505163564
322,40.836219698962566,52.46254804372299,15.536051523312029
323,53.13974823378981,55.29337227709294,20.349629394208247
324,35.12510333648141,56.5370035063256,19.361865107645897
325,67.43136295047299,59.793139419506595,19.545413620337598
326,59.16477805222525,58.60215320198994,21.117538951080245
327,55.78525808470968,63.32856900999772,18.213058723608764
328,54.101166326591326,56.35792126851171,20.040704138197363
329,55.418884675803994,57.360878904094754,15.546000070713996
330,47.61434848717145,62.17194141644002,21.811275406649425
331,57.88356227597028,55.226617442220984,20.96019126225249
332,38.90833837708653,41.37694094174157,18.469054441638853
333,47.42374172325587,57.36434294693255,21.505082576765005
334,44.8678403269501,60.69253110133081,21.566149674125555
335,34.31215000307413,58.42188027830048,18.254394805538574
336,35.39666248013655,60.14343125594258,15.367808187461959
337,46.89447864777157,66.1459750530209,16.636820403422288
338,47.697807978657494,36.26426165716515,14.059698059794982
339,16.591647350517924,72.55263525283365,27.888537171875043
340,81.06766162373361,34.09710173527568,17.335243502253828
341,61.512807895725366,34.89603662004572,19.046574971165114
342,50.75263935281273,50.65546675670925,17.662304892107358
343,53.99838606458562,49.90040459768619,15.640805084122112
344,50.37160917753368,53.33967702001865,20.63108884959191
345,71.60026798479936,60.7758840614592,21.593512247494495
346,38.57738399725304,54.22738307213158,13.872284060838414
347,51.579415148106285,53.93352724751446,16.612429616698165
348,60.44058014735759,38.190545484118154,24.274049663026922
349,63.0454880193704,43.488154294793446,25.38215634571545
350,67.82505931225397,47.83794355761499,17.801023754744225
351,46.23453749183592,37.10234061670705,17.870037615590007
352,43.40533040365276,50.51785158233511,22.08016502321142
353,62.892846452582646,48.068207815022106,19.426686650780372
354,48.152613418078786,62.14876740070566,25.02810034968892
355,47.550860945451475,54.26053476586739,21.327162988912356
356,27.69558199885734,57.08574153771891,12.153818138426203
357,41.046084844991455,37.962265796034885,12.14967689163538
358,40.53832263849839,61.95883375479017,13.261031710327646
359,34.03587706504586,33.82815764635298,25.07323583315342
360,59.79171744298413,41.8027420766197,22.5412209138628
361,37.193284140771176,37.35983951865439,20.485845914627493
362,49.245453634248015,50.55917459044107,22.62258887647499
363,44.848239832842964,37.38008500467028,21.676632733530035
364,39.120921785586894,36.340563375436005,23.13449970812439
365,47.267882704079135,82.87294219465002,16.93181482067615
366,69.40700693582014,35.55481080241677,16.128292793399847
367,47.30254936584584,70.11424507657232,18.703449056062965
368,45.037008032863355,48.148722439788514,22.72604479613837
369,56.27175177217186,24.774331771479293,17.655674632704173
370,53.13377908848354,23.432114981795902,19.444223753651016
371,40.29961849640912,58.690219679705386,23.74254643235023
372,23.6104474527414,43.1437806581375,15.204684327926962
373,41.31096900430051,64.6029204605216,16.828566670088115
374,51.619333600983076,52.788839356869836,16.879004692568593
375,39.74934033938749,52.50345775843013,25.84693093025019
376,53.486874812407535,52.13269050207663,21.849225706457403
377,41.24053644411417,50.87941669729684,17.264917416172842
378,61.93768731853452,5.312988145499413,23.156609403980188
379,66.3800884220195,50.598175162513286,17.51614322901441
380,40.94313031732014,30.104157868624597,25.618203176433138
381,41.621442199396824,51.01283444198114,16.508546889382863
382,22.410260244435868,86.64046882547271,17.800591936656502
383,40.956808429702235,70.71891735019364,18.0189970070997
384,38.46762115616995,54.432885556897155,14.149680310700916
385,62.54716538176459,65.02065565071217,27.84066958746274
386,70.31913895601599,38.87832206674942,20.635283656873867
387,42.19714366687022,63.96487229091347,15.251356455738511
388,39.2024149658781,40.243898471113894,18.23732998928631
389,55.36396065598639,52.87620115397541,19.777289119540313
390,47.863735501850485,46.5474160492816,21.176583477562026
391,67.06970230806935,60.52517834601264,18.99005442454436
392,26.611093549141202,58.65441116335637,20.236745833529373
393,30.37039725551652,62.02377724121372,19.204980736964096
394,47.91554656368607,82.65917980881817,21.61126509318394
395,52.92235782020011,37.34014931665182,18.252055626910007
396,50.557554985961765,41.551227356825514,18.80471585491412
397,43.466346721463566,42.951495966265064,14.92470757236525
398,80.94715046373922,56.77351284377294,24.28609405226816
399,51.14654705200216,64.26162058092517,22.24961068279315
