unit_id,CropYield,NitrogenPPM,PotassiumPPM,do_iron_fertigation,do_ph_acidifier
0,71.95330040636316,61.047815670901215,86.0037052863212,100.0,85.0
1,69.57393997173635,45.991560008535245,55.28669432346615,100.0,85.0
2,75.04285603479059,56.38798162428043,69.4081902848198,100.0,85.0
3,65.88209983866663,52.97994795910675,46.101336685146684,100.0,85.0
4,62.503510242233034,47.47421875773319,42.09861999353821,100.0,85.0
5,69.55078940143977,29.041909951958406,45.681992550475975,100.0,85.0
6,71.61390686015402,49.45406742205722,27.663626279170163,100.0,85.0
7,67.46054121229186,60.6763706485466,42.124640467997786,100.0,85.0
8,72.46236167844431,44.4047821171012,73.10044577104816,100.0,85.0
9,62.907438007760504,40.81721302072173,45.21586619412228,100.0,85.0
10,73.41578258071692,45.80957737429091,42.41713821692136,100.0,85.0
11,63.710413041742086,46.49815659960789,48.18488757163133,100.0,85.0
12,73.29099104197232,52.88335094172175,49.85709705891032,100.0,85.0
13,68.55641499919065,66.69541994394166,31.617766940055535,100.0,85.0
14,67.97189397909061,17.895760470587692,46.61880292126598,100.0,85.0
15,65.47183390573207,56.25238310068403,71.08248842893957,100.0,85.0
16,68.48535993529029,52.43704462801323,61.21929972066806,100.0,85.0
17,65.24780211071516,51.28679218153197,66.79003394047832,100.0,85.0
18,67.51905726231958,60.352277850313854,38.37307561767795,100.0,85.0
19,67.71207563683042,63.969723302369125,53.02293376543204,100.0,85.0
20,66.28084971754001,39.37239237852462,50.317334708261455,100.0,85.0
21,65.61650950717262,42.522455318644106,54.52864751460873,100.0,85.0
22,67.35353112778141,50.394494121765256,69.60537348384113,100.0,85.0
23,64.03628281269212,35.468942811372784,66.420978397059,100.0,85.0
24,61.66165715929198,39.046240744170696,37.478850908165256,100.0,85.0
25,66.79430177992303,50.24996572313682,48.381584561208385,100.0,85.0
26,73.07320310224694,49.40318152778553,25.928642216713378,100.0,85.0
27,63.54377188488379,54.49267916956697,52.36680730661054,100.0,85.0
28,66.2760860711182,48.02300006879974,53.181998448156406,100.0,85.0
29,72.73525008985322,43.301471258336335,68.88559372092092,100.0,85.0
30,68.61254572936035,44.27461526750728,62.14986126964377,100.0,85.0
31,69.03011513243261,68.14574007932801,32.371035236375576,100.0,85.0
32,64.88582956942504,48.303176679459355,47.002266252322535,100.0,85.0
33,67.52315971697516,46.428261699279325,37.15103969494985,100.0,85.0
34,65.14586610125099,50.05122756600577,37.38901975226643,100.0,85.0
35,62.568335219985705,49.16082517637411,56.10604697088926,100.0,85.0
36,70.68424589660135,42.92215165897749,64.587631896696,100.0,85.0
