unit_id,CropYield,NitrogenPPM,PotassiumPPM,do_iron_fertigation,do_ph_acidifier
0,16.541721528503132,50.023393502585115,59.00759178085491,100.0,5.0
1,18.236054006563563,62.55967898788326,37.874230975367816,100.0,5.0
2,24.03371925974254,59.71693268230154,27.588635688208708,100.0,5.0
3,18.497571809098375,41.880475461498136,51.76744615582965,100.0,5.0
4,22.127053086700595,44.20972495451081,53.2586774924466,100.0,5.0
5,15.274218967817626,30.09047616220862,58.712397811519715,100.0,5.0
6,16.607987909323235,42.180148864709565,61.6164497154795,100.0,5.0
7,19.55021253414899,49.27759494809827,59.33366831364741,100.0,5.0
8,24.594296246471046,57.314202702094065,61.28469490869323,100.0,5.0
9,25.557308555369012,53.13771049436372,44.3422459141423,100.0,5.0
10,17.20972607452872,47.87245628341953,36.04724385880775,100.0,5.0
11,15.828546695411376,43.1632854555343,42.03136671760416,100.0,5.0
12,20.768600565266347,66.92683241898001,36.3045475608893,100.0,5.0
13,15.862665871917077,35.02659660153668,65.24035841645099,100.0,5.0
14,19.572031230302535,62.332828192992515,53.80068286933365,100.0,5.0
15,14.098328013418564,43.49285483726854,55.62323571993177,100.0,5.0
16,20.51759905636663,69.11752368285218,47.87061994899109,100.0,5.0
17,17.734065236499156,43.29246933240016,55.95900565554237,100.0,5.0
18,18.90583064830189,47.82532496931775,58.070514474416136,100.0,5.0
19,28.943343673021005,69.40339202375233,63.730589694813645,100.0,5.0
20,24.96088264227521,60.81292280254529,49.65063125863859,100.0,5.0
21,18.618518677120555,59.98828252435274,64.84410166084903,100.0,5.0
22,18.38815814327638,57.662437804504705,38.880031019687586,100.0,5.0
23,24.383465994424846,61.73045110423988,63.95339499366966,100.0,5.0
24,16.85667106973007,68.99179404625872,65.89192060301676,100.0,5.0
25,22.621652759065654,34.13439624942049,43.20488408219211,100.0,5.0
26,20.186178461280186,40.05704158825622,63.74769287538493,100.0,5.0
27,20.28254761262557,53.64686175651772,50.427623192913224,100.0,5.0
28,19.969966012536123,34.120835091440895,59.263962844424434,100.0,5.0
29,20.324297452097827,71.9073667358217,31.990579178499566,100.0,5.0
30,22.24467973771192,65.20475527880583,49.81896598419287,100.0,5.0
31,19.72732752032479,51.78427589107929,46.195587806906715,100.0,5.0
32,26.43949321794645,65.17035452110201,66.08765206367077,100.0,5.0
33,23.17659062065107,67.00478481362875,41.390926713320276,100.0,5.0
34,22.173010840855515,42.49635621912266,59.58347888741969,100.0,5.0
35,19.05344769502708,51.55522594318172,45.54791768977089,100.0,5.0
36,19.49659051361131,37.89109730880577,39.81268723108893,100.0,5.0
37,23.25874054122188,50.743753482268865,44.481478970692265,100.0,5.0
38,23.32606798023113,46.817369232745,45.26529120774007,100.0,5.0
39,23.766703687922355,32.638660539937945,45.443941892443185,100.0,5.0
40,20.728892078587137,66.68778233563434,43.52515657272113,100.0,5.0
41,20.12859985295893,47.40309522218692,59.63903350270155,100.0,5.0
42,21.16889130944795,48.52595124983356,63.13356090980042,100.0,5.0
43,23.390523846473897,65.04196227190634,54.820541151722146,100.0,5.0
44,20.872906331839374,33.450793779152825,43.79019749765105,100.0,5.0
45,19.160933129352664,44.475116232174756,52.178031031471086,100.0,5.0
46,18.2286645475826,67.73639872892807,36.39279205139342,100.0,5.0
47,17.83929698099244,67.5423016056188,32.867699857526965,100.0,5.0
48,22.635155199296957,53.501734865736275,65.95447425423312,100.0,5.0
49,17.950049990636817,82.15452935158942,31.91390637590479,100.0,5.0
50,22.066494588441195,77.18726386421685,49.908706669122225,100.0,5.0
51,19.425853038067665,81.7212293920938,55.34957455959737,100.0,5.0
52,24.30560193164367,68.45364921634909,68.85654227427123,100.0,5.0
53,19.85628443674977,51.2646709928612,60.3205241382812,100.0,5.0
54,21.103202825947065,38.62324783395618,46.53090531206798,100.0,5.0
55,18.46184375109515,37.03970923954337,39.29216998016179,100.0,5.0
56,17.37025943912367,63.81250324250381,61.69309268761099,100.0,5.0
57,20.97521166308785,63.93486781030337,48.59154190766812,100.0,5.0
58,15.041944012485828,53.274164850651374,39.085574385605504,100.0,5.0
59,17.785402323891653,47.37907927447505,43.58094071321261,100.0,5.0
60,19.912936053646376,36.89247318951359,58.38434792368844,100.0,5.0
61,25.58327537718462,53.69217294138201,29.426864429654653,100.0,5.0
62,23.53767882054051,53.83606334123776,51.38667092596412,100.0,5.0
