unit_id,DissolvedO2Nutrient,NitrogenPPM,PotassiumPPM,PARLight
0,47.16616804113483,58.25018839896688,57.313115531900884,56.958459495997815
1,54.862801016872574,40.08493469543172,40.560058875091485,44.22904740724909
2,67.79388625288038,64.87273303237737,54.62121817585362,39.34576332637136
3,60.28897507215681,60.95877922808221,46.419785151668194,56.012835694953154
4,44.32444473201658,44.34813990148049,63.241050059665554,46.54005040107428
5,51.80188144700014,51.400551392894535,54.48649118693974,57.16703072883196
6,60.03488325776101,50.173846531801516,54.193745876979705,43.95739540673345
7,50.74378160598565,26.114203809931272,41.36331538993496,59.190874920324895
8,55.25695740972115,53.47566650878686,52.863916491988185,52.78551149167241
9,46.24101787814122,49.769439736307724,22.34700462258876,42.8126868745365
10,36.07096719095929,58.589769685884406,56.891794028435555,63.310799361113226
11,48.499840735610704,12.813318876273842,48.217697587777614,27.761155902807158
12,49.44917871308719,67.02095563773848,34.478334833226256,57.38844510189842
13,73.21686972323462,40.115543059988745,51.03679462382363,31.432046767110403
14,52.655083895913535,24.15188618055037,57.88275620849434,53.59911766803053
15,58.5295588030896,59.43135507147175,64.7167469462406,40.40130114666796
16,43.74827121079984,40.76329144480604,42.56100315148597,30.573463037681506
17,24.779430938700678,52.52621298351993,63.949046389742044,37.79927562583883
18,58.18265589204322,69.51003490049565,63.53382187983315,73.54847047434194
19,68.14002428072679,46.97932178694742,54.34700518210563,53.40180484534858
20,59.09586446882972,74.55546802670902,47.94348854888994,74.46504317961207
21,30.268955005111618,42.03319477456373,54.88252893467177,38.70125476468729
22,23.749229933292987,45.08435339531843,40.264192019157484,40.51199812800453
23,34.47826519170529,62.65883445166815,36.710912333653695,64.3388440215609
24,55.506324299302804,52.8789916540339,41.36283291224431,60.40871814863275
25,53.09679799454069,46.25705479338318,28.683097875767455,50.23020009665176
26,51.511657814116106,32.85956881658807,48.09721929472721,69.2656598240564
27,40.82507792904592,45.78808824835167,44.131945500417174,43.439722897620044
28,16.80400552220943,68.98533722993032,52.288208290453895,67.07322908917575
29,33.84223591065874,41.256083754553266,54.507558026793895,51.19235347528582
30,31.58913007864644,35.28289976271673,44.58279978372497,47.365585326779474
31,43.60299491827227,39.95158468189895,63.30897697804334,34.80394524273382
32,52.54154448618949,57.55644410741756,47.09708164272471,22.91266202697197
33,58.52792602757795,39.04594305660227,52.53643477149026,55.82262140313384
34,39.920220044433975,40.36658545988693,48.08483479252228,52.322951829586735
35,48.612975355415315,50.59782195710203,44.05829986038847,21.501538092525273
36,60.617475066092304,51.55380080374804,51.366231753025104,65.82384388246291
37,36.72161926413078,38.56334535351409,31.828092278989402,54.05361143026804
38,48.67290028263238,44.155993862897475,33.71537283604553,62.67453322343061
39,40.50211383344363,36.243871840814215,35.51189311246142,47.74618104985639
40,56.376895972995285,50.856613546416526,27.642489886706674,46.91930141658347
41,54.75402255401745,41.30958715113648,50.709990061996784,49.25662526909511
42,56.67582194488371,49.665392929069554,62.12773446036781,52.2272610578211
43,66.44377442814131,57.408941198465456,25.81006678039858,65.04149383295733
44,58.421433029612196,57.612388627204695,33.64805619986045,61.73318798298392
45,37.65722051446838,61.88491681650789,51.97649445166204,37.50248721052892
46,48.23063007165504,59.11745469222202,31.540634422863615,77.45750949897582
47,58.27011294229024,41.58865485229466,90.21056962458168,33.111743879333034
48,54.88161758660302,51.60455197960466,57.90533229599377,51.34678706805631
49,37.90056615190728,55.7636654604519,72.7058911702346,31.789471662520764
50,57.171190913554504,22.923695202040296,42.640153024452694,56.98220296755797
51,41.75710185543533,51.77362218962313,39.03545612497221,51.55184013663337
52,50.63064655484758,57.363112363475715,30.807536578807483,66.57776754390213
53,64.10367863180949,62.8396847630417,77.12901753687652,57.68624351647256
54,32.07582651672945,37.72883535186741,27.45360442876689,48.64667091190772
55,47.07309027629079,41.0278698309874,49.75937611371489,61.00768179298335
56,52.065968833953264,48.506813928025565,47.84648817458319,42.7751037656331
57,56.58381523558744,48.7696068373272,45.65256698854877,54.710726513693345
58,39.07280185566667,48.51961639523029,50.31920495458,42.61429897132022
59,46.11194812092762,46.39288395580772,37.05149988293383,41.73088364452403
60,54.151760770537365,43.928021421972005,38.54758964286056,28.402083560893395
61,47.279980753031126,64.9979053848033,87.17337703074882,47.449594964344016
62,40.46140634407583,43.31684134570246,47.93115049813521,52.944001665777634
63,68.72449400463306,49.315013882567605,60.79490068032844,44.35462059956931
64,60.94474190203183,69.45162224945865,54.81326856588423,66.44413444908812
65,46.13918321631113,50.61103787394012,31.577129481910536,32.73641061370609
66,81.28754294032846,35.307610510704166,42.75307294009407,60.91204628614181
67,54.559520011662904,50.70362261295747,47.897460368145786,52.103027004496276
68,43.41166956895325,44.31971160896781,55.1101778771966,38.8434321650281
69,50.8998025070395,42.03369686643643,43.50666501226504,49.23478296917866
70,54.855109210159895,46.35220969939063,54.954548115323504,47.59400750093791
71,34.91681941102356,55.24274987448145,29.224571869041316,57.83511672044441
72,52.20086772471428,51.50231663690675,50.41014612066413,75.14888906414042
73,49.03411353924911,43.278768540250226,37.63157358802048,48.65997584147818
74,46.79930420572764,50.643816699439284,49.839154204913406,48.93829526654794
75,55.8308074797086,22.86191410107046,38.39004698268949,47.557479164634344
76,61.786112116710406,48.49830558627841,61.12673912512216,60.40340516002956
77,35.765202701949086,45.20882453861741,38.3848819900101,16.592874507384387
78,60.34989231063772,32.81871344749602,67.50827642521699,60.383795214085815
79,69.5286129217249,69.00460467247848,46.958995909462715,24.747577021310054
80,60.1024365251777,8.375246176423133,69.64196347654152,34.60790818274768
81,30.356642332335447,28.601154881329354,37.5641601506157,49.75003674012097
82,64.18714980214432,38.10666390542915,47.16838984469145,48.86226028850159
83,53.27325315753621,54.22060284233895,49.24948261783481,53.52760270193276
84,57.20375165251982,41.5626903850783,34.858123066073276,43.34207153444395
85,51.14382537996825,61.45979467785233,64.34580732075807,35.04162718216456
86,57.14963402971836,33.26643972472333,58.307698533585025,59.937615150190766
87,39.27936039233704,62.630432840880715,37.09540362031562,47.03280113692283
88,74.60628996618253,52.0917479885811,52.98815599506608,61.51365392957166
89,38.4417670658219,37.10434564337431,34.03706954403294,70.52695414301844
90,37.889546363756935,60.69836833760716,47.562654443709526,49.03246786162705
91,59.90067172910717,63.92778441860529,51.18316961896364,49.057712921818556
92,62.095221424420444,55.340611929533296,52.063769407504864,57.60305099475599
93,45.65991544501167,66.73871085177802,31.616007407054536,79.99314797549992
94,62.4817128416964,51.22089114124104,69.44634874677374,58.01471032777095
95,56.09487144145353,72.2574442831023,28.33805759457711,22.530067551776863
96,55.34365172641762,62.637082703842104,53.63927477922588,56.86474621611592
97,38.43667179723433,17.124836101577195,65.016709480857,70.08831222453084
98,60.70031839689191,64.26659626898676,68.67651516808421,61.187465816448245
99,64.62972791485399,45.1800631471417,46.354197515175215,63.008116923364234
100,62.326473879008034,42.451280256856315,53.69874314639774,56.45352969676167
101,41.59032300572194,43.60882042641244,34.10083175414223,73.3134226806242
102,39.91076769773554,54.74741451725204,12.671003508735105,62.93947552926468
103,44.935187592636126,31.661529886788177,43.72387272445585,42.650114173196
104,39.366352717446986,54.374290743847844,57.61757645007488,60.32560849124433
105,33.14229937306891,42.02264115866847,36.88874611333749,50.185766762910575
106,39.51889565099558,47.867213242718414,61.33745459106959,57.87308072419164
107,57.32026911033834,47.32328587529476,41.56362226431112,60.25405960462483
108,30.514357753056217,54.041124309055036,43.799711705647915,52.63416888231877
109,53.466644261424406,34.944088916277444,41.84952512136284,47.23406703032724
110,56.30677120022641,53.82083777397882,52.92017717830828,39.0112434273628
111,27.37859101356784,64.6844352752749,41.14267116593513,53.269284504095694
112,34.199189378238415,55.200840194033866,55.795039796406755,51.29956661180426
113,29.51446904676071,58.658133896214935,56.40429134890298,39.471711965433556
114,75.27156257475954,42.00131036791437,39.375472167081185,50.374578383184144
115,23.8716588401985,52.59695551938527,48.50644505292997,47.11674271711136
116,34.68844289871485,44.726246406557955,48.1373053442604,66.42908349688923
117,49.51404939630959,50.85617117065238,46.26929555782084,44.51923400288753
118,42.93431669307492,41.85706692095796,49.863596892656446,57.671203846567586
119,60.042256440828005,55.158539489821706,45.037734310013846,38.35852763682496
120,42.366533023538395,69.19933327154784,39.33811821724509,51.54393359907247
121,25.54806249659766,40.87772679636122,49.7624368854769,52.357804564304125
122,30.031200588684698,11.907137011429551,41.41819095531958,32.60388750255934
123,55.77437523827723,35.40930403845926,49.24985588637928,41.739110601468475
124,29.653503571423744,51.67901878353335,49.13765452742135,44.769875408569504
125,77.3393333608723,48.79425650366464,44.16032858896383,55.8334126268219
126,39.472272681034895,63.457029890784725,49.27060704975054,37.64126072145372
127,62.3963069592853,50.669311613992086,49.51619350803799,41.86716225893068
128,51.569289838560366,35.06600897739974,32.985570206145724,56.910915009629846
129,61.980969164457996,48.38755479669534,53.582826793082354,68.49074291532631
130,46.28183302044668,53.988556186257014,65.55122135154652,57.363108146035295
131,56.061216876173994,57.3548636580144,53.7476610833046,50.785453091206314
132,56.01937388903514,52.66349066613675,66.5011333752054,50.79401576460088
133,52.989563653356925,32.08309211787117,33.72045268946399,65.46589280414798
134,43.567900548987986,58.584267723063505,45.95025577539752,21.12080381018625
135,48.0163408928313,56.01677957641136,62.667117906378486,60.566809243169715
136,39.93589277579799,55.841014325621565,65.77586812901298,35.256568723451096
137,38.97838229283873,56.981373520187475,36.0506677668824,34.49384120762747
138,43.8301948703264,49.33182972118492,55.82710487684606,64.69323083136567
139,61.199445206186184,59.224654700252316,52.101132513527446,73.7453815278555
140,70.1478469355556,59.375510435306104,37.01833255452531,57.835503959585516
141,16.233763018514615,60.50077152052883,50.61968821237893,53.430125970679036
