unit_id,CropYield,NitrogenPPM,PotassiumPPM,PARLight,DissolvedO2Nutrient
0,24.416527541738162,54.748215807556356,49.51894070206326,46.211673255808414,25.91718695492038
1,25.757640855801586,40.679106157801954,59.86351935335288,47.279818026843714,33.629434367054216
2,19.672430141481126,58.16545223626577,48.32548059858982,29.9134697179547,73.28206073913368
3,24.028963054538522,36.111545013459775,52.839125074655314,53.26262600286428,51.499248211182426
4,17.811710609660924,41.79867490609726,74.67056515303435,41.697226984295995,27.583242346779365
5,20.144590560671173,47.953318819247656,47.18801290741226,45.23103966710464,50.59673259959017
6,19.17610009198221,66.3201755671644,49.2727518671329,50.55642300258351,54.05177979013644
7,22.165781669294404,44.418392739635834,75.60628858348211,43.28405316910054,47.08831910689081
8,13.910068357286745,42.49794332386422,67.076996373572,41.099378120493824,54.29604463295973
9,16.434838123983234,55.25786438395514,55.1373347224991,63.30967136190426,56.709865293389
10,16.127442293724883,35.067458995911906,48.95994798681876,49.94624733475411,62.95967968998977
11,15.676412866210766,45.192416790482305,54.92029885419886,61.77692752825186,67.77457820889764
12,20.89369846919684,52.722033198436485,36.85653856984831,42.15344276118196,43.9612043312223
13,20.77361548951699,39.602151345686785,50.72385039404651,32.887702045055,49.66258569936242
14,22.831609681396547,53.65603844157523,39.840674164594716,63.08138170731075,48.35386725216117
15,20.39725026313583,60.70462497107414,30.94854690446475,44.54029252244958,42.28052248954665
16,19.17907130195753,41.122073435163706,52.67339077021874,46.721638226646746,35.94688135334636
17,21.617953552517818,27.37927063032793,57.84232078880661,54.18304623070675,57.50587541196191
18,23.18977768327914,68.27049391431837,55.74529686561818,61.732048546821794,37.07809025567121
19,18.52895375552011,38.829868206180464,33.37441691298754,57.95320781005491,40.64157285177423
20,19.53979598177938,72.99411390808702,44.54054584886827,53.89984146143101,39.30304083554646
21,27.944824935858676,34.88856115069216,62.24659377429038,37.25552742340606,29.852099498115194
22,13.334938132246036,59.116397316400956,40.0723051720017,41.81131649802193,30.353737822766867
23,16.062477096734895,42.585255340371994,48.288825221982194,27.576338809655187,56.70957701736295
24,16.055474888124458,45.70509346120133,40.835394553980855,33.977431258630695,53.949057219366665
25,25.980734000407576,43.83250175831273,60.38295378043133,40.400381602573994,69.82717873955349
26,15.547618464679086,37.27155793129303,34.89634059468062,71.38042131675425,67.11657561132203
27,18.747423290904667,47.815168934432165,45.02769291585683,42.99566039177177,65.74674265009996
28,15.119324406118626,61.203132007285774,37.74840191362084,60.35113924308181,57.92448902119562
29,18.41206554532912,53.71408406613243,58.56340026244639,52.73379472620638,41.250063607460476
30,19.17637238924513,60.201980310632244,31.038368635614265,32.12466195250406,33.142912406786145
31,30.05679206474565,38.40975586477541,39.57966148332748,48.425337358764494,43.073020646350365
32,19.38964895324123,33.04606509483365,48.98957503490394,63.139670104157254,42.21089140685608
33,17.30201694274882,38.48804362387532,52.73937808955783,40.23522615378149,43.2047364581736
34,16.315419247269837,24.53595337820216,46.83720568478785,53.715371215342266,51.90499815966659
35,21.92478736193578,42.162472014856654,59.78277093922567,55.47265624016383,59.84136855894096
36,15.886672235821898,32.24070133118786,60.5166687109945,55.667129459077586,46.365982414243994
37,17.5205623617424,74.97552494143268,50.884544685226274,42.1152839352921,40.547929702071016
38,20.93713612172083,68.35459599247268,66.3063330171438,53.68264870850468,40.37792189907195
39,23.689822776652793,68.09441458748302,34.66200999695146,57.72190154032615,48.876175995430145
40,19.601630007400303,49.878874958093725,63.88604621988204,47.550026404385235,58.999140296916636
41,18.54965155940296,52.053799289724246,42.163599938938205,67.22504509946019,37.90033626488176
42,18.312075823602356,66.65826848443945,50.50581733456278,40.61083766551733,63.03915392444348
43,22.310558752186097,31.482473123130042,54.724207169385465,35.18400965600087,41.33443679065257
44,22.891808359733716,53.66981041724232,39.11303683050316,44.4994868903185,45.586535019522344
45,18.367173094405384,55.824588517762265,63.72657178527168,46.08471077600049,47.15042089541586
46,17.43516292685027,60.49179748665974,57.10690663937183,48.74914327918531,36.607824856188124
47,17.65758750099323,57.13448249537461,49.34991081069907,28.803881103321068,43.30286394519897
48,18.060738156221433,22.560170530484164,70.43099748027969,36.1666319202431,48.38401200488122
49,17.428154118317877,49.47545370766825,34.88304547203627,59.97581357324301,53.494039907931494
50,22.9875424931863,51.571415893178006,52.02021911090578,64.81964013851224,36.96994565384443
51,22.28544801471154,26.078550178317617,65.77342215252449,55.23806831318188,48.45301554524074
