unit_id,CropYield,PARLight,NitrogenPPM,do_iron_fertigation
0,20.10421864183604,47.055213691502225,46.6772907239124,60.0
1,18.621892873232245,44.94447153290348,60.29802826872564,60.0
2,27.38178972673328,32.69689212479345,27.655395873966,60.0
3,16.97074514707473,46.197691707003834,65.637363048054,60.0
4,20.54842653306196,55.255512043059035,50.38694235659038,60.0
5,20.35404250941597,26.73189529472959,43.6150955237936,60.0
6,23.07382043089177,33.44100681345805,53.573463408663365,60.0
7,24.83821237733892,46.59712302583969,36.452182483901694,60.0
8,23.05699527855758,56.788374083360424,60.844091586243934,60.0
9,17.116975520947015,48.198090932449006,48.142918983208716,60.0
10,18.790948952812638,65.54748128225076,59.765453794331506,60.0
11,23.443268411326805,59.12184368004951,64.71095432983856,60.0
12,19.653129552308243,28.525915945926,37.26379078977142,60.0
13,17.300089317312793,31.784173414280183,59.109035153493465,60.0
14,23.391738154546385,52.73884124139852,32.98770774174751,60.0
15,17.67216816783634,47.17409595428772,27.44082984066765,60.0
16,22.859052051366845,45.150094853279924,54.623773642326604,60.0
17,18.353196012534248,33.69893152802602,44.0276619064708,60.0
18,21.889514894371302,32.78754252193775,62.20484106278918,60.0
19,15.472237449718866,65.52967107216395,52.67156661677369,60.0
20,22.929104647580246,15.691107197498484,33.03094098408489,60.0
21,15.388427391391128,31.43209731537409,48.21610345429237,60.0
22,19.8360225526553,48.90410374468842,42.63209445467019,60.0
23,19.61621911726142,41.19510944988128,72.1428417816353,60.0
24,21.57483492874735,56.54340662230517,46.289987172667416,60.0
25,22.074033415998798,44.32622605989299,78.3121412690882,60.0
26,19.04537704478011,62.261399179436104,50.874890605718015,60.0
27,20.56900000574025,37.83004648304416,65.07152533220525,60.0
28,20.656608686973374,54.03246863520117,54.421437220512495,60.0
29,21.330171367634335,67.09229345458876,64.10186082466457,60.0
30,21.195579264406412,55.64573061292164,44.03700280341596,60.0
31,23.539852649911104,71.1298649487188,68.68817899091978,60.0
32,20.386827780876466,51.88609412103968,70.22826912326249,60.0
33,29.690273271317007,30.90699855903645,21.988569168296532,60.0
34,21.858853547296732,40.01790665539149,24.652531294778615,60.0
35,19.568347921496358,50.669606734397334,48.87934214082022,60.0
36,26.770987652381663,79.58858915094707,47.76001783420519,60.0
37,18.697101796323444,41.7426627252749,54.5800737122335,60.0
38,18.01548854808373,61.29147141213183,39.44483582591005,60.0
39,20.709305657764933,58.764728182840024,38.18637555762367,60.0
40,31.071669831184963,40.86674929912801,31.439225162745327,60.0
41,20.415877835604142,42.73952225663325,37.461446651679346,60.0
42,23.141453470903834,53.885365724168366,38.00531561356717,60.0
43,19.433028004548795,56.370571436613716,40.37972835473706,60.0
44,23.151935853733004,54.369265816988275,54.208698226274144,60.0
45,17.242687459410455,44.555214967336994,53.640513966582894,60.0
46,21.762400510243822,41.87043968686151,74.84278810537977,60.0
47,16.80743683031423,56.8462432450232,41.625263988064916,60.0
48,21.602750582092256,28.381321766897774,48.73980798657194,60.0
49,23.013532132036698,42.4306805303328,62.85033670230055,60.0
50,17.8245790285306,44.00152427734621,61.79007327792366,60.0
51,19.536932201854754,59.66380792671798,43.6010872810497,60.0
52,17.516476527128244,61.56101050728302,42.354140469362854,60.0
53,21.42465912776393,62.11621648904461,35.950903794370134,60.0
54,31.08004908492494,38.7466207781969,39.189331886031596,60.0
55,17.59061851062209,77.77510630612538,22.202317247160913,60.0
56,24.869917142878133,52.1941239083165,54.2193614736517,60.0
57,18.50111834946174,39.27087435232379,71.07005860593354,60.0
58,22.602719966814735,47.689253552403045,44.30133809636087,60.0
59,20.058906612878364,45.50453538022485,52.836806959930755,60.0
60,20.921855985254684,61.16587859181511,44.879739223813715,60.0
61,23.88069433285048,63.325382608464054,41.65031083029038,60.0
62,23.92236118981799,68.97238480521547,45.91314457807668,60.0
63,25.38548088693324,66.38983078730566,42.01908751384231,60.0
64,17.491258876920117,53.128232444975545,48.92496853917024,60.0
65,15.548238262900698,39.62174704260981,41.45554290737838,60.0
66,20.77064584122282,51.859872238305854,18.11691741220953,60.0
67,22.30769553391186,61.39451161790329,38.80470717212422,60.0
68,17.020937850137212,50.75543719196933,57.876327569860166,60.0
69,19.902251358760623,52.43316849020947,43.50007746496166,60.0
70,20.66081230345384,66.52203410558326,64.61743285477036,60.0
71,15.521214313991212,27.35095303647864,53.341192641627856,60.0
72,19.438187899892537,60.604496065138136,45.7320180643045,60.0
73,15.34440448242091,46.76477746395468,31.0333719244986,60.0
74,16.628139120951605,58.62137582984376,44.67587681667067,60.0
75,25.855764965689914,54.66890789717847,53.69468953980779,60.0
76,19.838314992525966,51.6275335476933,45.68694535228731,60.0
77,22.551483058517206,36.85693242750765,52.436800028766584,60.0
78,25.590659129885257,71.37057916069708,53.63495917969436,60.0
79,21.59546227290114,34.35716812116458,42.82988195071596,60.0
80,21.36836664852939,68.89048420202337,45.864506400534175,60.0
81,24.554850429545635,44.3357813157452,56.04024036541894,60.0
82,30.386241716339192,49.9753403887537,43.02096613430297,60.0
83,19.537105969217777,53.66356095128548,57.64377892882621,60.0
84,20.904473065034985,58.44728311658761,63.352256488776604,60.0
85,20.78317415229129,59.489883628645906,69.67250902413802,60.0
86,24.964211382381947,48.21192786980587,75.82313835268259,60.0
87,18.85002151820826,60.3261179370353,48.33456149363667,60.0
88,16.308089410226604,59.090954365948534,42.204001611175066,60.0
89,22.330926785976743,50.95381853105381,50.24656506932413,60.0
90,18.878903133045274,15.765660568716116,59.627901729714374,60.0
91,19.489327074215474,52.1764931289934,49.89574104598553,60.0
92,22.545833453688438,47.706183238168826,59.08754565267167,60.0
93,22.900431305389215,35.55549922434015,39.973683602737104,60.0
94,20.128653762163793,40.76165081737269,72.52326993038066,60.0
95,23.045244464113004,64.80375096922526,64.92056738186201,60.0
96,19.486912336854747,52.27715017208065,35.090839610734456,60.0
97,12.85380908818951,73.28990595389449,58.16156778790377,60.0
98,25.636596798419927,49.90339877331077,49.83412609129342,60.0
99,21.935401890876694,73.6764402124789,58.26352340372939,60.0
100,22.704591240218168,61.37566019188427,44.80802024056072,60.0
101,17.555185638092635,83.09417322142967,50.813199361179926,60.0
102,12.70613491289079,53.9207714607356,54.75988911160415,60.0
103,19.76217003742599,33.46923008745148,46.478677847005294,60.0
104,22.352672662843297,59.192588501943284,33.96358605018741,60.0
105,14.731420585590625,78.26331624561203,34.527189169297145,60.0
106,19.31872599618215,32.25006339279523,49.828654684579476,60.0
107,21.25783691801274,63.257539598610215,36.4906374153032,60.0
108,13.66669602166286,60.91364830612642,29.92608063909818,60.0
109,25.897000691218736,73.99445388155625,61.60028809774412,60.0
110,22.74588511168042,45.07287478399619,49.12552662218261,60.0
111,25.085704258308716,46.780325489154926,50.508109846049656,60.0
112,16.649484455379394,48.5204482373434,58.17242947293111,60.0
113,20.49294861363784,57.751566834231184,29.599653271599372,60.0
114,31.3368858392488,56.61451430634044,35.46398023697686,60.0
115,20.40084975031224,50.478556963375304,58.436213193251724,60.0
116,20.959496500224205,44.270689354723146,39.31531155024442,60.0
117,18.058960949770185,75.23475962509437,56.161094587266106,60.0
118,20.71150851114097,63.28085251368302,53.114691307905616,60.0
119,28.350053525991928,61.49824148660572,35.806848933050965,60.0
120,19.387694684303447,46.98965088233988,50.962837894979764,60.0
121,24.55761436434424,16.395662486913693,32.52395664744458,60.0
122,17.138193305894973,57.507217621727335,59.92933534783643,60.0
123,22.770519003809127,48.106200133569544,44.26715530377243,60.0
124,31.62230509409738,27.965012425877212,40.5252898591777,60.0
125,21.73198543920087,23.804579583684628,41.40084851346298,60.0
126,24.55176884567654,56.92174653989057,56.40467132094869,60.0
127,26.067480008285855,37.53456762860394,42.7992248995931,60.0
128,21.61671704618565,60.02618222389191,44.581546064588046,60.0
129,14.517186895341698,25.368419617404136,57.98419719886388,60.0
130,23.250864747687498,66.37061385197784,60.48758100491281,60.0
131,24.06982078247009,58.26061730558318,42.913746974270566,60.0
132,24.509628036202816,45.84136080520644,49.34529979685291,60.0
133,28.26804077258322,40.76985228842924,42.542846863762776,60.0
134,22.6869724949744,42.114365490197834,72.99295250300699,60.0
135,19.87355224627536,64.91879843716862,73.35157590788906,60.0
136,22.901842705490033,29.9385269836626,62.47303026306332,60.0
137,19.70320292642748,51.40846457493744,64.10991193044497,60.0
138,18.409601265141298,39.650695443907246,68.37080815074107,60.0
139,19.812352834236926,82.15660983658552,46.757741693312816,60.0
140,25.124553586301392,59.40111776535539,55.85906501820875,60.0
141,23.093353601801258,67.35016211812095,36.43981761464274,60.0
142,20.457816491791167,50.57173647840132,52.62938946649153,60.0
143,26.628927798738303,37.33135506240059,54.244349846108136,60.0
144,18.35020819864208,32.85324700382323,77.84091396337365,60.0
145,26.336899030384558,65.62472776307757,46.78598216942779,60.0
146,22.975987786496187,64.22011272224604,30.221791317298425,60.0
147,24.839740266422062,44.49458616018147,43.38764270944489,60.0
148,22.362401892211743,33.63655071697293,46.13228886994662,60.0
149,16.486790158701915,69.90323123555508,39.375502930037534,60.0
150,21.79619244718801,27.112555054478992,56.25737140481297,60.0
151,19.057164272727203,35.790960319408185,45.71397250019021,60.0
152,21.526824961036112,30.257281250388946,34.890161579642715,60.0
153,15.633482273882333,47.72025546091294,52.36213448123369,60.0
154,21.175963597925954,57.19048464304108,52.752415532762434,60.0
155,19.43710760079201,49.08854831224119,77.1192151051375,60.0
156,21.481254528723074,54.46712210566141,43.52564774087701,60.0
157,23.564737034160206,67.22446515333883,70.62885626417763,60.0
158,21.453616942398778,64.13663109606239,37.72822686425764,60.0
159,18.63451907383265,37.203896839180715,59.845690739785425,60.0
160,23.085693250289943,63.09404414033887,78.59529873349993,60.0
161,22.588827505152008,48.685576336010485,65.09195884711065,60.0
162,19.303715736658727,40.79182391620451,47.358023630756215,60.0
163,19.921749348084777,50.23394633803483,31.272698771189557,60.0
164,19.821252047368908,44.596412741858565,49.16640742625989,60.0
165,18.143440599106015,69.73371447217707,39.65615917085113,60.0
166,17.396802869200215,37.627039489310796,33.91797067379398,60.0
167,15.990124373438674,60.881894259258075,43.33848067669756,60.0
168,16.90406324196927,45.282684989031665,42.09354400556177,60.0
169,20.125268448476746,29.511987032574762,54.241171756772715,60.0
170,20.813058075209554,71.74429009359473,63.43036176660895,60.0
171,22.33559248748437,42.760466564593074,52.01199294770532,60.0
172,25.606137571568123,49.89383908231873,81.77330106200989,60.0
173,19.695757811995943,48.698884893900285,46.62539789650255,60.0
174,18.649560137775346,50.375610191849646,52.67444216629678,60.0
175,24.34463416338083,29.769018994232216,33.568960533947106,60.0
176,19.58097151542586,54.66879814420252,62.23262342931649,60.0
177,27.03129983785276,52.1325269077497,53.054181876596076,60.0
178,20.67463479115012,48.2249300212248,33.05592315390401,60.0
179,12.499540483905704,20.66881531248245,61.54122110294033,60.0
180,22.59146352587588,41.25472430363981,52.68319266406502,60.0
181,20.24034594808363,57.862103340454986,57.75299011473147,60.0
182,18.3519945449189,55.650713052007156,59.33784392113509,60.0
183,20.052450721415525,54.459353976667025,33.38284209621582,60.0
184,17.031404212144313,41.24152387103196,38.41349217626124,60.0
185,16.421617217781822,54.39545458714394,54.853593562084804,60.0
186,20.686749273867008,48.39894821545455,35.52007795433394,60.0
187,22.297193738506166,73.67949415891252,61.72114630350918,60.0
188,18.862278110445768,69.68268209787104,59.84683928917043,60.0
189,23.515225187710815,39.71164191086363,65.15646021012275,60.0
190,28.19957523976578,37.94455663016352,53.327259557400666,60.0
191,18.599941444880855,46.49987821215662,62.026493895178525,60.0
192,18.47362038097787,47.79659734339246,43.09374665589126,60.0
193,26.553253839031367,47.68732450602985,40.46450223290321,60.0
194,10.670355557311296,47.85575065916738,53.249108612193524,60.0
195,18.70388399001106,65.95952289882865,58.26619189284355,60.0
196,20.393941490805656,59.71890111333214,34.654922483962935,60.0
197,23.14958516337895,59.28183974666857,45.879292694520736,60.0
198,23.10407140261628,60.913927900099836,44.51929773731116,60.0
199,30.95228269609175,24.38366128661653,61.47930189059953,60.0
200,18.94586938910883,51.975526270842586,62.44916618248632,60.0
201,20.99830849428684,39.0185756716328,68.85052391524046,60.0
202,20.64749223495624,60.79377107024994,36.8652340077493,60.0
203,19.264430164853543,38.06711354535541,46.183645178862264,60.0
204,17.33328947626917,41.90930259851389,44.58501145821047,60.0
205,20.79802591435944,40.17238533189592,60.45334477544691,60.0
206,25.13772891880861,66.3389628502926,55.952232397227434,60.0
207,23.136244513633013,45.18621238003517,57.80850610717168,60.0
208,16.64683874457461,38.06647906821615,35.857634361803804,60.0
209,20.784242919840477,56.5676935949106,76.93108172031415,60.0
210,21.936084234206543,46.95129658657534,48.51564086065858,60.0
211,25.614232481452284,57.80172921969447,53.70499882866626,60.0
212,21.14481623844377,64.31846807522355,64.7560267783865,60.0
213,24.2401907180585,53.185482989357865,42.69927223858527,60.0
214,23.554245777250294,51.789528481753756,63.97315817238941,60.0
215,26.76631084720471,62.64185217774164,50.46276179554141,60.0
216,16.91029396782372,38.870750699618945,31.92781659931238,60.0
217,23.393099168317683,64.90905342853895,54.41846839284781,60.0
218,21.3408308787073,61.025808986534315,52.0923484287476,60.0
219,27.375744125506287,50.36743820247464,59.016665682835395,60.0
220,20.86424445919191,75.86355453444044,40.895763620400054,60.0
221,21.73092582401474,34.61421034546524,62.209893866099634,60.0
222,16.63656285337335,40.6136461331056,35.61211960483997,60.0
223,19.355259387808577,67.00196569192177,66.462132039623,60.0
224,22.307885132832407,27.9473229480454,56.8482895817954,60.0
225,20.837632579224017,34.76749589596062,26.928024061659553,60.0
226,22.21801707599238,73.92013517839756,50.9013773855768,60.0
227,21.08413346797588,66.89750085616572,58.90500788835244,60.0
228,24.264566974341307,45.70765661817657,69.17361330581492,60.0
229,19.708892043429152,57.63808218883049,53.70904685546669,60.0
230,19.386591712166716,36.51931794442,42.49230358376627,60.0
231,18.600659344650822,68.85764931118395,39.453925979613075,60.0
232,26.140832188591737,35.72059427350551,57.401859137252615,60.0
233,21.51513649239891,56.00351950302676,57.35779749818841,60.0
234,20.18950481907505,48.417488086261805,41.92015106200141,60.0
235,21.18292488284221,63.956743102195034,54.31824670239912,60.0
236,18.1272355712237,56.042594171293686,59.57127251959937,60.0
237,17.083019829940387,62.78242778881682,41.03246793296075,60.0
238,18.797030802990022,72.46458974915608,49.361880332847974,60.0
239,17.28851460825762,53.88536106139544,42.691362275881716,60.0
240,23.137619197317715,57.46887105074378,77.051777932575,60.0
241,20.341449900005383,42.0160595950503,43.3039200898056,60.0
242,21.483959042955384,37.2017922460978,56.271264519472396,60.0
243,21.011608578517762,36.438690675286296,39.12559341780879,60.0
244,18.601762184878233,38.97692066496922,43.63304532006922,60.0
245,22.376201049205303,42.42383843138852,63.94239871347743,60.0
246,24.728193897574375,68.97047981187167,45.90655478299718,60.0
247,27.928617633930244,63.55786606537876,67.22979783959441,60.0
248,20.110477877484783,41.37286761135639,52.45906185009035,60.0
249,18.27874222525566,44.34702927677075,50.40308218752491,60.0
250,19.371314371479794,44.63486566776041,45.98697221944876,60.0
251,19.556999535988282,53.931835789709446,69.72239464845376,60.0
252,21.603192924809104,47.49239260656196,60.70037752221186,60.0
253,29.419092805574174,57.61290737996648,56.08369897747639,60.0
254,17.371551853286807,44.58172359601277,51.45994404095565,60.0
255,18.049002561922997,37.8876738835765,40.40837880948737,60.0
256,14.795868997838548,57.4509888047486,41.11296679622446,60.0
257,23.195629472173135,57.11519486442908,42.09586030105163,60.0
258,24.27377622995682,56.10580388880777,44.43949055317814,60.0
259,24.094506300436812,70.3184313802125,47.6447020888263,60.0
260,19.729786937006338,50.22858672132939,22.326898002961904,60.0
261,16.781750787327915,49.77981452023794,46.77649969726693,60.0
262,26.456668198700243,35.94385311706149,20.195094451481225,60.0
263,23.69596988845498,42.90516318764912,57.151946555668246,60.0
264,17.938159456697193,62.90630495063014,40.76337741112,60.0
265,13.969373501583465,74.6232939805717,38.63685530339566,60.0
266,20.24276965444916,47.880477395128445,53.956374038529155,60.0
267,25.426315613774594,50.48678136908332,31.151550964338803,60.0
268,22.980441866344496,40.713730790285275,39.63779102380065,60.0
269,13.732094827475292,49.70639032730393,52.47981823782653,60.0
270,20.23162068387033,44.89903582127841,37.62478696347949,60.0
271,26.65999658626108,42.52490137892349,66.97719907394739,60.0
272,19.77902708722816,39.75575188583073,57.85105549114483,60.0
273,23.03257796615324,36.61356426740247,46.92536962278229,60.0
274,22.372854159124724,44.97860602267531,49.39040952787773,60.0
275,22.01984116273976,44.62848639079102,53.1065501100762,60.0
276,26.95895468352213,43.59211485567731,51.5226752645607,60.0
277,25.591930093283896,57.24012503944722,53.7499697753573,60.0
278,20.63938261465292,38.373760260462504,56.25583975469916,60.0
279,18.06476532670691,52.178730384904426,54.97038465919487,60.0
280,19.726195476391865,53.44726868664905,72.25201000839363,60.0
281,23.483173156642046,62.95702042944423,41.114151432751584,60.0
282,23.214431415156554,53.21460282886136,42.275483831856924,60.0
283,20.124930662841315,35.47596038419439,45.28594915998191,60.0
284,21.832162071103138,45.90497919641261,57.33458250755135,60.0
285,25.695753308088133,52.20774083753424,66.14501775611488,60.0
286,17.72159127000188,30.18802768098621,51.80505834411884,60.0
287,22.119644033115392,64.0147132399785,47.26728801273854,60.0
288,20.976845840715622,37.56356770822901,69.70909170149758,60.0
289,16.13955335698498,24.57717101410391,42.46826512865771,60.0
290,20.03734722256584,51.49324940216588,58.61139306451367,60.0
291,20.210568714999425,37.28022959085069,65.13967652465706,60.0
292,17.092929949470474,45.50149312049068,22.57654615383101,60.0
293,24.480573803644646,57.8433523633505,36.58338896958169,60.0
294,23.29578646548984,38.6903928946444,30.091227719055226,60.0
295,21.134397903023267,30.550163007875014,39.38847349383966,60.0
296,22.548152211367146,51.21545104412409,43.63517259563839,60.0
297,27.585371249465425,82.18185706291361,54.862371262521506,60.0
298,16.91306645960632,38.18375024898865,57.94138641342256,60.0
299,17.771765357124206,56.951706636483365,47.77228727487282,60.0
300,18.499655908773374,52.16385380462413,47.01320922943925,60.0
301,16.984681777367726,51.375724080287206,35.73168557901667,60.0
302,24.15531866368939,49.47682588726005,63.86246142149506,60.0
303,26.58626921670231,57.30343214055843,47.84749755568682,60.0
304,26.684657728132233,44.66858237384297,36.99896956799967,60.0
305,20.271964695990118,61.32836097871452,49.995485706841656,60.0
306,22.03994069894204,65.42850641335833,51.111001555592864,60.0
307,22.266233676641836,64.24599695667636,54.938347189505144,60.0
308,20.52460201789464,45.6143385372384,61.76753111804486,60.0
309,20.163193886966944,47.695683559682934,45.48325914026344,60.0
310,19.92263552437425,46.99757291988636,52.99889672839754,60.0
311,16.756353337014517,63.27962095211498,48.73046410728095,60.0
312,22.049156087146383,55.30542471136722,43.656768191714555,60.0
313,16.41242838753111,29.880381178832163,69.56757523094765,60.0
314,19.337064428868068,48.36709715191437,30.93446941972414,60.0
315,23.317691068250554,55.82689026739079,49.92589147761013,60.0
316,17.54020444775338,53.79005736703018,42.86840528753461,60.0
317,20.658847317984684,30.486457153223437,46.41767768673725,60.0
318,20.469011195215497,58.92562298688553,30.547897040012796,60.0
319,17.575738072008573,52.163014909435745,26.845444293843148,60.0
320,21.20408271765146,52.63199495055391,66.34025391493523,60.0
321,19.0396786242847,70.3478481722251,36.02527332277075,60.0
322,28.90668501433015,49.06033384079123,47.29717357106213,60.0
