unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing,do_feed_flow_controller
0,65.28359468735107,15.458859814492705,62.291326992789585,90.0,0.0
1,65.51889725933084,3.3476163298687256,67.89481404059681,90.0,0.0
2,63.72423309022506,-9.286391228711011,59.80328735561091,90.0,0.0
3,48.349097651670874,1.267121391311473,51.038712647693075,90.0,0.0
4,53.68679398707219,17.05701648071775,44.65725763404387,90.0,0.0
5,55.451469374556254,-19.147564773299933,55.030790055399514,90.0,0.0
6,69.92439040675289,-11.09225324943408,67.03425116817544,90.0,0.0
7,51.59089089762511,6.823240459683883,35.70057610903807,90.0,0.0
8,75.45186977863334,-0.7311888526138182,72.72183452767847,90.0,0.0
9,58.60299800119373,-16.399198749876106,64.52532208226563,90.0,0.0
10,60.492355783641926,16.285711009290228,64.32060146266569,90.0,0.0
11,45.73380943561409,11.66185103621319,37.13032564659775,90.0,0.0
12,52.26672010200992,-1.0646795124504163,47.21523607652904,90.0,0.0
13,50.90406733723021,11.966575603978423,52.12563088114835,90.0,0.0
14,46.63808784853703,23.05748054631164,31.351575142552118,90.0,0.0
15,43.61348081098122,9.544369042432486,41.17185090513061,90.0,0.0
16,54.53477025488781,31.056234382263526,45.19201674169292,90.0,0.0
17,61.55716925893147,5.514388092679029,66.38203588757878,90.0,0.0
18,54.71130414667444,-6.47778423474632,47.94797963861697,90.0,0.0
19,65.7511496821987,23.128426812434416,76.59756891196476,90.0,0.0
20,59.601148749085105,-2.5546997504196014,53.81039837231164,90.0,0.0
21,53.474899798875356,18.97709560299957,56.21836580898886,90.0,0.0
22,69.06967774147796,-14.875896742677917,71.70617128851093,90.0,0.0
23,59.246619684186186,5.6171543528582575,58.51336478121726,90.0,0.0
24,66.63964474527177,21.97950838564513,69.42707226138751,90.0,0.0
25,59.32151404905509,3.5724430109149865,60.80131139002568,90.0,0.0
26,56.17262565881228,7.85391208945011,54.2722643890954,90.0,0.0
27,64.52512482488952,10.123491214159406,67.09919045631635,90.0,0.0
28,64.39509598351283,3.002970726150029,70.86839403103087,90.0,0.0
29,53.568867815562186,3.864699346576611,51.78827812955609,90.0,0.0
30,62.10147828585894,-3.074209676659951,56.14557977972861,90.0,0.0
31,55.673957264101524,38.82889777350524,42.80145799001881,90.0,0.0
32,55.91213366995271,7.1140336343952075,54.611849489011774,90.0,0.0
33,45.56870692994483,-13.621675890380615,28.253411150504856,90.0,0.0
34,74.89919172680325,5.859026501562926,76.58847366695905,90.0,0.0
35,61.4325736693653,-17.39960353625019,63.50794360851999,90.0,0.0
36,63.184793561648384,14.048279311777215,52.53818784205136,90.0,0.0
37,67.93342713839967,-4.019945121182564,72.26700484416536,90.0,0.0
38,54.11623031670174,21.923370143416445,51.55253512061124,90.0,0.0
39,44.39253976210564,4.572191450935348,34.72911927966024,90.0,0.0
40,48.552077034296204,14.137796066298208,20.820877230742525,90.0,0.0
41,61.11842108344105,16.964146961186756,60.151221196759906,90.0,0.0
42,60.13575757542814,23.698842410362158,49.130160945424606,90.0,0.0
43,54.47063977673353,20.662011225520082,55.16494980715716,90.0,0.0
44,52.85293871129378,-6.771987675208118,41.81409174364606,90.0,0.0
45,54.86064354362241,2.739466268033402,58.44728086587513,90.0,0.0
46,70.68803287720955,5.050178447229419,72.46442170881639,90.0,0.0
47,48.18419828018897,28.52613352083893,47.41850842410893,90.0,0.0
48,53.54097776881995,-2.8068245270174383,49.99453589051478,90.0,0.0
49,59.32770076023351,11.113314133120689,57.65849322719867,90.0,0.0
50,61.50287184221217,-5.167100993437414,65.993043631278,90.0,0.0
51,45.53659688653752,13.477637426570112,37.14566022874074,90.0,0.0
52,66.63901322298892,25.566152512748143,73.53940035275349,90.0,0.0
53,46.92715320092793,-6.104390650601134,44.31850371845638,90.0,0.0
54,66.09607598359094,4.948708707421379,55.08097265578096,90.0,0.0
55,50.980753813014715,13.136158635929407,41.135286224137715,90.0,0.0
56,58.33633762689668,3.0928897189823097,53.527317084838856,90.0,0.0
57,59.205419770887524,12.902691130718956,65.65389442899989,90.0,0.0
58,52.61224514160196,13.128204601956242,45.04657962991038,90.0,0.0
59,61.04258566327848,29.244284023132284,58.96873009849361,90.0,0.0
60,57.080515204820415,18.750085442800376,56.08151242567476,90.0,0.0
61,52.040717561590824,-11.966283936256602,45.00670426395315,90.0,0.0
62,58.93674027164956,10.757292885586306,46.66929080328056,90.0,0.0
63,49.59487705556325,17.576629286607393,39.11944252427273,90.0,0.0
64,45.00798272526266,2.786644912336307,44.62553993718839,90.0,0.0
65,55.947167571312114,-8.411230138745756,59.969785409822826,90.0,0.0
66,56.13393255318483,6.250671461464051,46.5253796633374,90.0,0.0
67,55.618014741240785,18.638330044875694,45.36520761126339,90.0,0.0
68,53.434170678422646,0.3156057149241409,52.52965755374931,90.0,0.0
69,64.19085433448888,8.862063035235824,62.23598371402799,90.0,0.0
70,63.10481165268337,12.70455634305198,59.884170913471394,90.0,0.0
71,63.094831534868106,14.187710530563901,72.71394550257008,90.0,0.0
72,60.80055254312367,2.164676323482476,58.861248814826645,90.0,0.0
73,49.6716369687884,15.743851392169164,50.765757252923656,90.0,0.0
74,59.63556175742668,21.2579768345838,54.554702753688176,90.0,0.0
75,64.40698658402818,16.831743694947185,55.49262335263367,90.0,0.0
76,54.66935501805478,-14.97827524477081,44.99201894498361,90.0,0.0
77,42.297039046333786,15.59724704861298,31.095202499154244,90.0,0.0
78,60.609299472938375,11.755881489139544,50.008569904245014,90.0,0.0
79,55.72397582514626,20.877612656863413,49.671780892979015,90.0,0.0
80,65.396876487888,2.1490677808816785,68.52841098082075,90.0,0.0
81,44.491496293455405,-13.783185967841142,35.497318529246854,90.0,0.0
82,64.13011523808095,5.584678288328868,48.273352832341374,90.0,0.0
83,60.80569343924415,2.4390833219224937,62.710357759865204,90.0,0.0
84,47.6266511369118,-2.7313089523382175,38.964775736981125,90.0,0.0
85,48.76195985763603,39.116427738320624,43.87046431651643,90.0,0.0
86,63.81832393118829,24.72725408094828,58.492813948304,90.0,0.0
87,54.88072516406342,3.240212546438694,53.29743198509246,90.0,0.0
88,54.58170316387121,-5.199703775573488,57.92111935842233,90.0,0.0
89,59.88917907513128,-2.900096368359586,58.664960679685606,90.0,0.0
90,61.43362752800709,-4.463693762267255,62.87187224809741,90.0,0.0
91,57.04715726473941,8.059518504331084,54.03632162081155,90.0,0.0
92,73.9667801508666,12.12006960380458,77.63794938563458,90.0,0.0
93,54.26713259729499,1.8711354153028696,45.66759257302617,90.0,0.0
94,59.847406775326746,12.852681221049089,64.35804591438804,90.0,0.0
95,45.48675372297936,15.79481577762944,39.88039507748762,90.0,0.0
96,60.24059519348621,7.894303791658375,60.740442592035194,90.0,0.0
97,47.773478451703795,24.478086831576476,51.890708058492365,90.0,0.0
98,48.11784931585753,9.196263124373193,33.5763780318552,90.0,0.0
99,55.968474159788826,12.265599987886272,51.49745545948532,90.0,0.0
100,66.4016696101148,2.603866380874329,59.94017553465496,90.0,0.0
101,58.092251476096585,2.3564531928889143,56.787217836760604,90.0,0.0
102,59.83590680215437,10.485952453328558,70.82183348729833,90.0,0.0
103,69.95875177239432,-7.572364877434586,73.51365309550226,90.0,0.0
104,71.87505701988903,6.614203584661228,69.655361694824,90.0,0.0
105,62.54689908503697,-1.503282538087812,71.79674107278038,90.0,0.0
106,69.0830878582516,-3.3668296029634277,75.75328942210862,90.0,0.0
107,62.75373131072422,1.3961601509349535,61.17725541226077,90.0,0.0
108,59.74622212889798,15.383360074406601,68.7386613087627,90.0,0.0
109,53.37168153928211,13.426089841506483,44.55703985334546,90.0,0.0
110,52.89093532416683,23.832270788913107,44.39855756967607,90.0,0.0
