unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_feed_flow_controller,do_chelator_dosing
0,63.240397954378416,11.649868204324932,68.33008804532217,50.0,60.0
1,68.3736770895983,-3.601764276552343,58.97288216633362,50.0,60.0
2,65.50873912541996,2.078626779482968,56.746658903046566,50.0,60.0
3,59.69890145772307,16.645796461312656,55.09363134753137,50.0,60.0
4,60.96207848621621,-7.6537344820715605,52.95701463243587,50.0,60.0
5,71.2916335323746,14.328642732639217,62.52353130540447,50.0,60.0
6,65.09754904293243,17.23199359925047,65.72860029465156,50.0,60.0
7,42.655533840721674,19.000416466210083,30.766791433800066,50.0,60.0
8,75.33508126362307,-2.4601102196467117,80.97940142739284,50.0,60.0
9,63.41915888936609,10.866284297369878,61.24453967155127,50.0,60.0
10,58.93754411574259,4.187760134154605,52.86219018278626,50.0,60.0
11,60.58284139686849,-1.4743064798979777,60.83688696892885,50.0,60.0
12,62.5276540104457,-6.193598255970327,58.97355009748345,50.0,60.0
13,66.81956948279459,-3.4666598014386913,81.26226241812071,50.0,60.0
14,77.41090885295019,8.346801212884667,71.93908614812086,50.0,60.0
15,56.0885229722614,1.2734630265862625,38.37949658420544,50.0,60.0
16,54.57541498028614,5.541455749563827,37.67816467526164,50.0,60.0
17,57.77663122823141,-4.1060065252161415,62.319209147118585,50.0,60.0
18,65.59806729480269,24.967277755443927,63.21962441280504,50.0,60.0
19,72.01737275020022,-3.063753597913795,66.9330484199679,50.0,60.0
20,60.69747181531342,-2.272498894557458,56.4591575571082,50.0,60.0
21,61.94405701445883,-9.281937811622196,55.839744654235226,50.0,60.0
22,62.4452415773459,5.513338229677069,71.9148095502826,50.0,60.0
23,56.82306477920722,15.996907025136586,51.769365813175604,50.0,60.0
24,66.9800279873853,13.625688261190117,59.98574825071103,50.0,60.0
25,51.24200924768161,-5.885225974150195,37.406465238619866,50.0,60.0
26,58.82884477066434,2.1881679721680314,50.010528721726686,50.0,60.0
27,60.69037636827821,-1.4088766492184863,47.6829111706824,50.0,60.0
28,62.06212834840781,-4.2172086494209395,68.2230318322891,50.0,60.0
29,60.35595449813015,-0.5215753137258456,68.47239904426665,50.0,60.0
30,61.2647601995167,-14.86347716354977,65.79302258718754,50.0,60.0
31,53.051465793420356,6.441219990525473,39.945915431430684,50.0,60.0
32,58.755807377289514,10.190685940457268,52.91004411951922,50.0,60.0
33,61.62520923718218,47.21982154283552,57.39069604272107,50.0,60.0
34,57.626004406355655,9.971725033259453,57.298791742952034,50.0,60.0
35,59.254923662997435,23.0893746747443,55.43011053211574,50.0,60.0
36,63.44780452161333,0.39601102112195274,44.43938816088195,50.0,60.0
37,50.43782264465082,14.476067902337721,46.85598977773721,50.0,60.0
38,49.02611477431846,8.043826959515625,38.390086819735615,50.0,60.0
39,65.89747176064628,9.932840711945843,75.53624925034329,50.0,60.0
40,59.27103954086811,-7.850436515156812,54.36532102029439,50.0,60.0
41,80.10907454779706,14.518388070666141,64.83888290022126,50.0,60.0
42,60.77707247798616,8.331918353388044,61.10287176576628,50.0,60.0
43,61.59135990196879,13.065069925016758,52.73114169173314,50.0,60.0
44,66.70933719804806,7.607841705923099,57.73483735987276,50.0,60.0
45,68.07530319760299,-9.689952751270528,63.14120385486889,50.0,60.0
46,55.11317918378105,13.233941386046935,48.12924983175666,50.0,60.0
47,57.00877879701529,4.804707591945389,43.42531117654192,50.0,60.0
48,58.927308263373206,12.597804240879418,55.72854779623637,50.0,60.0
49,56.57645090643844,-12.438688323267915,44.13384795523936,50.0,60.0
50,72.54647027511803,6.4540516724428825,65.91811599099222,50.0,60.0
51,62.16476773762237,-3.967855332248085,66.97331452696135,50.0,60.0
52,53.666471732180725,16.621018521423128,46.22889534816494,50.0,60.0
53,57.87127627404146,12.30093061520228,48.68088054134194,50.0,60.0
54,61.60619558803511,-0.16107228958689213,53.60403991379492,50.0,60.0
55,57.50303139243861,26.578474283932813,40.91052670071689,50.0,60.0
56,57.903186399779045,25.281734033187874,66.44162315555403,50.0,60.0
