unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing,do_feed_flow_controller
0,27.41728857301094,23.607199795922092,38.30339441003057,30.0,50.0
1,31.858491370368657,56.66595964432024,77.99785211484502,30.0,50.0
2,18.05321890579618,41.96612708035258,41.66405300652215,30.0,50.0
3,24.19078448772368,53.9767211232524,37.07535452963989,30.0,50.0
4,49.65031054180456,10.46414189969509,44.658098186779114,30.0,50.0
5,42.806993686718755,8.77840494280184,41.11452564371275,30.0,50.0
6,27.040795406975363,58.25225165031917,63.81732208895413,30.0,50.0
7,29.45258984567028,45.507475404849075,71.68013002046274,30.0,50.0
8,33.815085029339464,30.76207469205422,66.43560480458609,30.0,50.0
9,26.743640956538094,17.51710868275021,42.29855284791444,30.0,50.0
10,13.472750329679224,34.958405582714015,36.14398655538602,30.0,50.0
11,21.57356104184155,42.19047099828176,60.04553325400905,30.0,50.0
12,35.15770410348117,24.55275407827977,69.29001296256246,30.0,50.0
13,14.546734833574833,40.8926286388114,43.39233219128168,30.0,50.0
14,19.1448421438705,43.36125934261546,60.947834724210146,30.0,50.0
15,28.768512045771978,22.590027317761873,50.3823233985265,30.0,50.0
16,47.30698253138103,37.14239048575482,62.77818475218312,30.0,50.0
17,17.467351999792463,63.604482420956685,50.227369670576046,30.0,50.0
18,15.968558535468972,59.750905854839004,47.3682136008243,30.0,50.0
19,33.726366556737375,41.35027210197447,55.182984777641586,30.0,50.0
20,29.518188710741907,44.33706211963598,57.750943944492924,30.0,50.0
21,31.13511255073167,41.28602152081406,57.10159076280775,30.0,50.0
22,14.43405676168146,45.54247622506203,41.32789895037704,30.0,50.0
23,57.50643938734857,33.255213397579595,79.69287034387078,30.0,50.0
24,12.819756680769686,58.350035159658596,62.998122558162805,30.0,50.0
25,23.884066022172785,39.10004778933259,60.940897671827045,30.0,50.0
26,28.788472584574418,56.73351962203533,51.72114697732367,30.0,50.0
27,11.290580755135991,59.79142929863456,43.43095310052439,30.0,50.0
28,40.65682521998439,34.64754007575701,59.4521764831277,30.0,50.0
29,20.488315873596264,43.05393778530678,58.00775992815456,30.0,50.0
30,19.07174267455767,43.329614866850804,58.74739264666992,30.0,50.0
31,22.407060953017364,46.914711967774885,61.94372707643246,30.0,50.0
32,26.60966148431268,30.918256668050617,62.258564703813185,30.0,50.0
33,23.879813721188036,58.08092286453645,61.206405575254784,30.0,50.0
34,21.08469929653257,47.13759011852653,45.80878658571782,30.0,50.0
35,29.82905640341328,38.66439573117548,57.77085395871994,30.0,50.0
36,16.5337453494513,46.332134413255126,58.84500560819598,30.0,50.0
37,17.936700411045983,52.3280307156881,45.6657332650878,30.0,50.0
38,32.34542697229802,54.31789722940844,65.41542452652102,30.0,50.0
39,27.081808659337625,27.516350854447317,56.645789481625954,30.0,50.0
40,19.995222616668634,54.20345943700895,58.9499510244291,30.0,50.0
41,15.977695195197889,50.17200848966888,52.651097806794695,30.0,50.0
42,12.396102789873517,62.87165346506498,56.01132975484103,30.0,50.0
43,33.47568604441382,18.54897862859429,47.99861051013586,30.0,50.0
44,21.320803948079273,50.368038655276465,51.01121097310544,30.0,50.0
45,21.65928705849121,63.3101635244813,53.83554087783473,30.0,50.0
46,16.133481032269984,47.89365801137256,45.504299840674484,30.0,50.0
47,30.352840129402825,22.579690530710415,63.400619654081865,30.0,50.0
48,13.132035542326163,29.836115838233386,51.69699620205341,30.0,50.0
49,37.15153026997067,48.977991070065684,64.61064060140988,30.0,50.0
50,25.324569829424057,59.2476928186107,66.52873198824821,30.0,50.0
51,20.4524579847255,44.53884521306413,54.60374052046862,30.0,50.0
52,31.426231887005166,21.14183679071268,46.03363432163874,30.0,50.0
53,30.608081987975527,47.685155071280036,67.07564662845078,30.0,50.0
54,29.2632018448284,34.14464806006067,59.49069102454695,30.0,50.0
55,21.169666533662095,34.03999177693177,42.3840506891888,30.0,50.0
56,29.391693921151486,34.67174667339847,32.46918959237918,30.0,50.0
57,47.28570536116858,23.463986516424303,40.711679823154945,30.0,50.0
