unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_feed_flow_controller
0,15.124707322424058,48.69030245732181,70.86959496687474,50.0
1,33.57548497561522,26.19958357345377,58.13808864593413,50.0
2,22.015399341439856,40.59698826720934,71.06138039576726,50.0
3,14.662809109053999,30.726833728021113,54.94458780543747,50.0
4,24.14063646067855,55.57312652808038,56.800568582233595,50.0
5,2.323231342879008,63.39279303542928,37.69153898377499,50.0
6,0.7911493161668777,69.0360656320159,39.21294107759828,50.0
7,3.1154669711598526,52.34214843852285,49.17408404848084,50.0
8,7.549415963409012,64.9200761229991,52.09451850749885,50.0
9,31.96126835581214,23.06007536897518,51.92781799224429,50.0
10,7.691406310069834,55.01385352992453,51.75011431522927,50.0
11,12.683808808676751,50.08815040141386,59.80308944988595,50.0
12,19.76148535082893,60.741514108826124,71.87842287652231,50.0
13,1.8298917948394937,40.047453564271066,39.64246190157559,50.0
14,13.348101868859587,62.43790636928338,55.4672061978033,50.0
15,29.11544654408874,27.3581483691836,71.62392756884826,50.0
16,12.233472451476722,39.646861437399,57.53826790064958,50.0
17,14.424503884953268,48.3340207572209,52.03662497893909,50.0
18,21.350867197458324,57.90185951027174,63.23423331390033,50.0
19,20.742065573890745,39.059541761063734,64.41000703252536,50.0
20,26.055228967292706,62.51420978252286,68.48335688063258,50.0
21,26.53501879843296,17.0214064589875,47.1097809449141,50.0
22,21.404026847518793,59.67864877188306,77.47037320832813,50.0
23,5.183447841550293,80.62049926303774,53.57810614601674,50.0
24,19.489311878575077,39.87235727442628,82.34489492098896,50.0
25,24.154311888477523,23.840961595023227,66.99280504128484,50.0
26,11.582934393281363,35.808346927833625,55.535854820052734,50.0
27,7.995132456632719,58.201901155766336,47.510023980321584,50.0
28,11.787489946809204,63.77067106479589,56.69663207808414,50.0
29,9.4874036558201,46.29669221761302,48.5726548853128,50.0
30,5.094579787560912,67.30881359488858,48.53244278705495,50.0
31,16.661510427896747,40.395941697368805,58.755802796965625,50.0
32,12.381661856438177,33.31427576016874,51.11441378062786,50.0
33,14.26095741643601,45.80589077463439,39.46427282005808,50.0
34,29.41874838642446,45.56154208918288,63.098902286230576,50.0
35,14.798023309093335,55.43198973818974,64.8258357035307,50.0
36,25.413743412967115,35.19127442003092,59.878412519978156,50.0
37,21.873811543258554,42.76737166101648,79.82865903791136,50.0
38,15.176645840996994,61.372030766164514,51.57788003490132,50.0
39,11.74737837662759,48.431592602464974,46.66380411481094,50.0
