unit_id,CropYield,LeafGreenness,SoilMoisture,do_IrrigationRate
0,-8.289783861784151,65.20432465703453,66.36110885058353,40.0
1,-7.538544312312602,34.55740276016057,78.73338900504821,40.0
2,-7.326911491538124,45.138337448912765,91.64340960623404,40.0
3,30.650566157622734,-0.6231259839918266,75.3444035111824,40.0
4,33.60843847860427,30.404871820372943,91.06205063711069,40.0
5,-13.254042840133032,44.469213410440446,79.35751531644897,40.0
6,8.406063988209828,27.33328988088693,63.09192921185966,40.0
7,-14.00291868617061,46.673119728333894,72.1202246745795,40.0
8,-22.326611979903486,51.165231873906585,64.84945579316884,40.0
9,-5.459047897300715,19.369865965664633,75.45896223877735,40.0
10,-18.014505988609358,29.021807727498363,79.47041918789212,40.0
11,7.02298086338754,27.91119689269083,82.22157349514767,40.0
12,-28.335584357420046,52.42509534659313,42.90012133795899,40.0
13,-3.219325081826124,31.63717888779444,74.67406937821977,40.0
14,-16.630049535005085,56.54398865564351,64.41959460857176,40.0
15,2.7590817260104155,38.69673730838899,82.99803935313898,40.0
16,-18.304201106318942,45.749924403674775,76.35635736739593,40.0
17,3.7572873284489487,27.719018722929977,61.28466400475947,40.0
18,-12.620775574644162,31.35724026299649,66.42034533522467,40.0
19,-1.911514956252354,31.11401015663889,78.20583052971723,40.0
20,-24.10600791754284,56.42342132340891,62.566395488182856,40.0
21,2.0645604989583686,51.462463002226926,76.36681334263565,40.0
22,-18.74665470005299,78.22721525838686,65.35692493901338,40.0
23,-10.832283496293964,23.376594398949102,69.18134714975533,40.0
24,-17.443686042668297,48.98458461287412,90.10604863740849,40.0
25,-5.186544112884877,69.02970862391582,79.86784482568196,40.0
26,-24.70549038742568,31.320580145754764,60.343065306621256,40.0
27,-13.987116295333013,38.29087189067386,74.25388039975113,40.0
28,-21.44735182454715,38.438066845246496,59.36911219563967,40.0
29,-18.545629891403458,56.14734352370596,73.24758176126956,40.0
30,-15.763138385631391,39.04559222344147,80.5231856088179,40.0
31,-15.00508758813452,68.81296737951145,79.68441620287301,40.0
32,-18.79565003109845,41.7663467598211,61.82478060608484,40.0
33,-19.55345029011384,52.38961653248096,59.45632998339466,40.0
34,-22.500140107300798,29.662240435801,46.851907932721645,40.0
35,-8.29284690054508,11.721279723195739,76.10183605901909,40.0
36,-5.884368836760738,37.17341536891576,72.74383761013918,40.0
37,9.939854197113343,27.62457734692117,76.96522923784318,40.0
38,-15.107211476951319,40.35227998428558,73.7141670473911,40.0
39,-5.662704968740044,65.12122557957264,71.68262502331771,40.0
40,-3.0784774671333626,30.156243683871722,80.2697113983757,40.0
41,-11.855107231542128,26.66114672845824,71.81372593872179,40.0
42,-16.306117896038167,46.58822330514424,75.23281049018098,40.0
43,-17.827604287535678,55.39986915637702,67.88137456786008,40.0
44,-1.047584540047792,54.56759346641651,78.01640555287659,40.0
45,-22.117610644739262,40.34114056954928,61.70596649664554,40.0
46,8.321423139943649,28.335068967673358,80.79348409792807,40.0
47,18.912683335423008,-6.227794955998398,67.95352994383416,40.0
48,-0.520351854388743,46.06158209939038,81.32043873373648,40.0
49,-4.850164396431404,32.244637409570444,65.20223566422843,40.0
50,-9.26041414865924,36.85259037168984,79.34772241365334,40.0
51,-6.503258483757405,40.33368724043136,74.10468612010283,40.0
52,1.6204385804639339,31.774643023649038,71.11880203827552,40.0
53,-8.238095597094478,46.0697159885461,90.33660675282995,40.0
54,-15.988643902060979,52.47085461026887,78.8422569010427,40.0
55,12.30906557807335,46.53289402669418,89.2703996628405,40.0
56,10.24817967600388,40.818842510273114,106.48683474640134,40.0
57,-6.3102120714712715,47.56866278719696,69.56593450252402,40.0
58,-27.57528821878739,44.55580145265319,44.95557186766251,40.0
59,-17.32007659703817,73.4790296298017,72.79412385019702,40.0
60,-13.9097887066439,52.632017649730635,81.55737301708962,40.0
61,-2.6226610492920734,36.83616591168878,98.25215658586426,40.0
62,0.4355208316808681,26.300109101756206,57.03690409459214,40.0
63,8.364096357285128,20.068142788127243,84.24072045146042,40.0
64,-10.1402461196873,50.18666307161661,73.55996477348151,40.0
65,-20.380881150227257,40.467157002864894,69.32190939585598,40.0
66,-1.1205191295885035,49.42081881685211,84.7334728743976,40.0
67,2.396613096668904,44.96348869653554,83.67680492624486,40.0
68,-16.652901212985896,71.5679781365271,65.8464043652246,40.0
69,-21.692273310112775,36.79351542715243,56.1924909885359,40.0
70,-19.128447489389902,30.145130117839788,68.44515082755964,40.0
71,-20.990736628268014,28.68542050559999,77.72028880748337,40.0
72,-13.397634144933713,28.923427256982674,64.78260616027862,40.0
73,-14.365306348404292,47.46010028193825,72.28934493718685,40.0
74,2.0604161594571786,46.52538929354888,81.35937917187879,40.0
75,14.14076673479554,50.42360080147036,86.26823738440795,40.0
76,-8.830160876203479,43.84102556680049,72.58816728869942,40.0
77,-10.218065975925661,30.713619587643063,73.93665721345715,40.0
78,2.910851157546908,43.90214158657665,72.7202636313603,40.0
79,-8.24522073753959,66.10686583062318,85.84483481067232,40.0
80,-13.22786746228022,19.672413242367373,61.11920350513261,40.0
81,-6.899184723675244,59.857766367420076,67.3641970210626,40.0
82,-18.10104979888952,44.43064357337433,69.43596596341368,40.0
83,1.906433131829612,27.45280750601338,76.01586059530119,40.0
84,4.1537875851733395,35.66195461334094,60.79357444311637,40.0
85,-10.713765382823413,59.81992161065386,80.0773416456229,40.0
86,-3.4300286121916503,52.18242348457801,77.62789009899748,40.0
87,-15.9038312954988,61.65302513690732,76.68115848501265,40.0
88,4.038282116833986,14.070668481110793,102.16768844986161,40.0
89,-30.858723534300523,43.143439611457055,65.24724529237551,40.0
90,-19.705679076914766,67.99454235392781,73.17892285833867,40.0
91,-13.986926300487477,72.7779916330735,80.10872742592238,40.0
92,-24.981424977035346,51.53739727493748,83.08542334901804,40.0
93,-24.48074519385299,67.08472141709159,59.43434875849909,40.0
94,-19.975439230648245,23.369548241378556,66.50710599169679,40.0
95,-7.1580330422518905,65.63713710981497,84.07108023532311,40.0
96,-13.87678030445204,50.81645040714524,84.95420845499198,40.0
97,-12.05799203880565,71.83147465237644,78.38749618402959,40.0
98,-10.218340526373977,53.72399552288666,83.61423109361687,40.0
99,-10.542790924284878,54.27072510970914,77.79943656054598,40.0
100,-13.085823431700584,86.02662171179949,72.58605641741808,40.0
101,-17.928442035973802,38.23197937071244,77.35029763677865,40.0
102,-4.178126346939548,38.45787834398708,79.45816722760162,40.0
103,-0.8539505018872116,61.756947040357005,70.75461709611669,40.0
104,-11.073062089191954,43.17992518469645,75.44966011585579,40.0
105,-4.536346620636258,49.90334785953551,98.32071710730152,40.0
106,-24.137769213063642,57.98494246410249,61.04734135967329,40.0
107,0.978548236539535,48.48982973775075,76.21621074230329,40.0
108,-0.36906026282741067,80.45735478200231,80.67182390777548,40.0
109,-17.980300106711656,49.265821336973524,65.24815521892299,40.0
110,-22.603251301546305,78.7987807254503,72.72022062224542,40.0
111,1.0193536587224261,59.83776757387106,91.73594016073477,40.0
112,-23.48958041717321,50.17303760932068,64.72503939953734,40.0
