unit_id,CropYield,LeafGreenness,SoilMoisture,do_IrrigationRate
0,-15.944916702220793,15.462674777826514,73.86147960710898,40.0
1,-24.832735628405675,54.835577573083796,68.26088687798405,40.0
2,-19.254675750755943,48.00600393471461,66.95331143958691,40.0
3,-9.715015257868608,41.249540718976114,68.27013534501513,40.0
4,-20.398143755973756,43.910747763896424,70.19010464375208,40.0
5,-17.436937188586302,55.12327321039223,68.68506693079603,40.0
6,-16.087490062070213,44.81511348666369,76.12377490902236,40.0
7,-26.235450481434338,73.2186868283455,70.23047131807425,40.0
8,-10.653526993089535,47.291919542236315,66.32192684396885,40.0
9,-7.226182121557249,50.39009271785223,79.65261526528468,40.0
10,-16.510245078926292,45.957531078263735,80.37123377146138,40.0
11,-15.889404798639475,45.87060045274748,67.36593599515435,40.0
12,-5.946636808534159,67.95587567506423,92.7314466639849,40.0
13,-16.44406036647923,55.68293311570561,63.73397302360159,40.0
14,-11.871491229270996,42.17980899915668,80.1407687606823,40.0
15,-18.18700737587562,33.088882973217885,61.718825346874,40.0
16,-9.260726211275426,43.948810153430834,80.1057547618002,40.0
17,6.590194170574901,17.81294029977277,63.52650799440406,40.0
18,-18.7283149148988,66.85190105837906,63.41609280670464,40.0
19,-2.5114999419037938,23.809094307329943,63.7597431926835,40.0
20,0.04867711443283573,36.57699794745088,96.28516623810795,40.0
21,-8.397560233133284,58.57251198654424,84.04386706978961,40.0
22,-9.03519587763488,28.90938408009696,66.78820012454113,40.0
23,-7.611934598685812,72.94120108494994,71.03022182307706,40.0
24,17.56986228290057,55.50130360603394,101.53545878853186,40.0
25,-19.870188872872337,71.6071068356201,67.66673414408658,40.0
26,-7.853826540876508,19.278620792213417,73.29849089718482,40.0
27,-21.321177652501284,91.74476310411009,74.900220861524,40.0
28,-17.389731963813535,50.74614724252039,64.98195113365948,40.0
29,-19.823914451028614,61.604917656083266,72.1681521022048,40.0
30,13.270172396571427,28.363668517098947,98.41305191694212,40.0
31,-8.98562713236131,31.400710240199352,85.57879425700034,40.0
32,-4.86982212353996,67.44591034547138,81.33640802274212,40.0
33,4.593541715422555,44.54296005096118,99.66734281788051,40.0
34,-24.818654467109685,43.331755310210966,67.85569946196718,40.0
35,-18.932851047524046,57.88951113036729,75.46194842396962,40.0
36,6.885029679187777,22.556442583304005,93.65953381796905,40.0
37,-15.698164619038236,30.8580568623632,76.13043869667742,40.0
38,-25.284485992978812,46.6942110302602,56.25204367316415,40.0
39,15.724511440091108,27.90015104771052,92.23586492258214,40.0
40,-22.152270895881454,58.95637549882177,66.71367330285138,40.0
41,-13.201950793790814,42.821764113680736,88.37369855452108,40.0
42,-4.4103375124626485,16.914041492541074,66.0029010938593,40.0
43,24.32240810080774,8.08210682001584,80.28258404144609,40.0
44,-14.98295589627248,54.597233565290615,62.887206964793094,40.0
45,-9.067954604036553,46.1297885196571,64.53330641384305,40.0
46,-4.274984532282157,47.45684868143559,86.17998649950917,40.0
47,-1.6008247359282066,33.68102634492009,70.80452404493131,40.0
48,16.21219184500812,21.987652465526917,88.65697143609584,40.0
49,-8.627647312266397,69.64182624087167,93.90698651485945,40.0
50,-1.3039741583213442,51.901356747481415,71.14730780931598,40.0
