unit_id,SoilMoisture,CropYield
0,88.11596620273696,-10.264736385920063
1,78.77779239863905,-2.2363378031569336
2,86.9224881635239,22.272130902179185
3,70.02518708746179,11.720256167834785
4,78.51671051043365,16.55495978539344
5,84.213069478883,-4.907439435693663
6,79.76357914381045,-13.380173723393261
7,77.24529219386811,-5.356312420653106
8,90.95422065324884,-3.2575543225219143
9,70.8822534874648,-6.801685544634953
10,64.88306480823576,-17.37285964718419
11,72.38010965211242,-24.256601054887494
12,64.07502596032633,-9.385979041359848
13,75.5648489421798,-17.187429728009043
14,89.21708615062418,-18.858783344420885
15,80.95411271529466,-20.924914247766058
16,69.87875990494625,-20.38717739176301
17,82.90002739204458,-7.2487154163276
18,51.62239166063582,-11.23291211828884
19,88.91337328512618,15.703907688238361
20,80.3135542984737,-7.462355263834747
21,80.2405585275907,-2.6278671168167644
22,52.60386315025217,-32.49668442119385
23,73.28354255622257,-18.927971377099652
24,92.13153517344995,9.045310758574297
25,85.30837662286847,4.673256272596603
26,58.06213692261744,-32.31438442461676
27,67.18791527081922,-4.529351458398082
28,89.69193188926651,-15.596166106841402
29,75.47113305638977,14.665988522568462
30,75.37763478288066,-11.256216244667812
31,58.072829685962496,-29.008646085746424
32,89.83395907359824,-8.200910104462725
33,57.43487873600821,-28.977044628811186
34,62.48087667948616,-8.661720048341419
35,84.39084947608686,23.357513412490395
36,69.27357071350825,-12.248305192080043
37,68.53886068929049,-24.997836574902685
38,91.27906822990506,0.5917460758539212
39,85.13313374597475,-17.615910681162426
40,83.37942604292074,-7.772157820921619
41,62.355419532284245,-16.067349958223925
42,58.805280710496454,-7.034930399358249
43,75.2611177268962,1.6595996670685538
44,72.11717172570097,-10.283013715431615
45,64.37986451962779,-6.433288038812726
46,69.64698197484127,-14.087221031642212
47,61.763191858587646,-18.97637474255302
48,76.44674041923882,-18.76609865670406
49,69.1178807137023,-14.326108114301253
50,76.83208145276367,-16.43210596537271
51,90.4245526124487,-5.432865314407042
52,72.5104868457977,-16.25142698353041
53,53.66841174052073,-15.305355518687644
54,93.4889538996312,-6.339853800230027
55,62.39693415768337,7.48075361274536
56,72.41398734660488,-14.157764311866973
57,84.59721743490526,-9.711734939019143
58,88.1667559865542,-3.987740320555766
59,85.71274441951138,27.252023449709533
60,69.66322368529892,-16.5833817997745
61,58.96360221568091,0.8251118714547576
62,59.18906558795378,-30.15074928389675
63,82.30477682219284,-6.471297671629849
64,76.46872003803378,-1.984271105377431
65,100.20933252402747,-5.803710629471697
66,88.30341052584443,-2.0066624612637707
67,91.93747200628674,-6.416970252358372
68,60.827934421461315,-27.608414895362518
69,80.59807150811356,-14.397810493055893
70,87.29365905639727,-1.7997968013340673
71,72.62875533106717,8.376471071375722
72,70.28327948574089,-10.083544226612556
73,90.53992092589648,-8.61120466182301
74,86.40059446053594,1.525250770628722
75,72.55307178352831,-3.2730736802229785
76,89.71567388921066,-4.1234357834858235
77,105.57665523222312,10.622864773727741
78,88.76016803607094,-10.329725517491713
79,66.33636184457197,-14.719961997516403
80,45.47219050643151,-31.441467254079598
81,69.31346678323139,3.7930791705962257
82,82.91684468808417,-5.9840939724047715
83,43.740341076130605,-35.999585039704634
84,84.01533467752924,-3.09805208699973
85,85.06662566824191,-5.935444961212924
86,72.6994648281367,-17.895994716121713
87,72.43331497543512,-11.323327686768792
88,84.20355192567412,-10.009631945531861
89,86.13553233997034,-20.288226699343536
90,58.23265399229972,-17.22396776114037
91,55.873725420122405,-21.734527323759835
92,83.03756671726008,3.0935451996219374
93,79.4400537095196,-16.09406437296193
94,58.956767838159564,-8.856154186483945
95,57.48580386981733,-21.90681113393352
96,91.66136106816056,8.107359379724763
97,63.63303621611817,-20.399441966571743
98,63.09887846911457,-22.118564571664514
99,52.202358205299234,-15.964580003899373
100,71.653311253844,3.7425766177389477
101,95.71649640615631,16.35275157847474
102,89.45730728328856,4.940206219539471
103,88.31434720047727,-10.394797482172608
104,71.14242746824102,-20.93180284810197
105,75.50855342314398,-16.995753796443697
106,79.88097334561182,-17.750885364545532
107,66.38351430869294,-8.903392652472254
108,68.6560024228249,-18.874936921577255
109,74.5748434044469,-19.44663377555813
110,81.18905543891279,-15.468625902256203
111,64.55494930502391,-34.469470659851446
112,65.01239902484238,-29.72953356688873
113,54.18868335158893,-12.113391155489921
114,81.25324192922137,2.763090762954845
115,70.20409387541856,-11.843029972341974
116,72.95061721785936,14.107397732930066
117,84.50534141530522,20.76626696111102
118,79.8900454823627,-5.685197938546814
119,83.96600160705998,-11.336538314111294
120,75.39085043101075,-2.939754563636029
121,62.05546607692206,-5.841557336104793
122,82.13840181236685,-9.141100109781206
123,80.26038015838557,-0.21086460893868098
124,77.75016602984083,-15.000963661565649
125,85.79002038382254,-5.935495001920231
126,72.90422882447741,-17.564285898295072
127,90.23175620359845,15.741762169731192
128,76.33183575652806,-14.886812918295686
129,51.13536030211574,-28.582417438471918
130,64.68503526308109,2.222539338691508
131,76.62421724335958,25.073642424764156
132,55.3584878774028,-26.415097344277452
133,38.98355720845238,-20.81806496015464
134,62.29467480554945,-9.109240133857766
135,59.102000373560706,-9.309932986516495
136,73.53272132330255,-21.041882522477255
137,54.95922076929813,-32.23929274449536
138,79.1312022995784,-2.3051547922254882
139,86.6376302518041,-13.970975203228427
140,69.4518007876698,-20.40404208111102
141,77.1663416871541,-16.18644227785554
142,70.47266165661603,-26.92364661312223
143,46.11702718036874,12.049555304961702
144,80.47268822850211,-19.563030936355446
145,56.083617677104044,2.206109898118398
146,61.675715863594185,-24.44329663760783
147,75.96788526609097,6.009629172746045
148,77.34110545966071,6.468786871149498
149,91.91483712912539,-7.210987199156838
150,72.45377269687522,-6.113735976745017
151,84.10489114793319,-15.396931262007902
152,71.32930600636948,-20.108431487087742
153,86.2551849784348,-6.204296413226554
154,66.23681584487957,-14.604033534390766
155,59.30120050656242,-9.140654901458586
156,100.82720988118729,1.3163512768295536
157,63.214445777824004,-8.584062243401299
158,65.98547494602495,-15.470013567198105
159,90.72275013649165,-1.4111587487511335
160,69.78574814227657,-14.473665667295656
161,79.66745427563303,-1.467475720325413
162,65.28448407875834,-9.511172197947083
163,94.79746426805589,-0.9681525244055122
164,86.5746478059443,-0.527896906243388
165,71.60851694781637,-23.972144842528607
166,71.03530955443125,-6.690206932005654
167,70.40401079863297,-16.151956628926516
168,47.39534062263354,-26.843202657452895
169,76.84919813535372,1.6987339866061715
170,61.35075513227544,-16.691376889511147
171,70.38585136844993,11.707873257850316
172,93.72067638810483,5.214252173182743
173,68.49764438215567,-7.97217687444121
174,47.11243449829684,-26.002393974412396
175,77.52657522351167,-17.736794637254956
176,81.25153263057533,-21.21553488730819
