unit_id,CropYield,LeafGreenness,SoilMoisture,do_IrrigationRate,do_SoilAcidifier
0,-4.2494871703184565,54.82918494057857,67.47405391080632,25.0,0.0
1,5.307136345270355,27.634288539543732,75.82628306650098,25.0,0.0
2,-2.013589940558992,78.53403470570632,69.17657539490307,25.0,0.0
3,2.6406377358233692,39.568071619743094,65.57629245728464,25.0,0.0
4,-2.0632652791486756,25.281300667985143,79.70845061644113,25.0,0.0
5,20.415598629931907,42.78766780650966,81.29780328413632,25.0,0.0
6,-21.930200315261857,34.936081041472264,63.88207659842389,25.0,0.0
7,-1.0796744126720617,49.25125410437693,77.94114168563364,25.0,0.0
8,-13.945395734844228,43.42506215630275,70.78693664356493,25.0,0.0
9,10.451255202495826,12.351754972349985,75.98684414347478,25.0,0.0
10,-3.3374925136948326,27.52884208334318,67.94961704308021,25.0,0.0
11,1.8106159383552125,39.304274343455724,86.11544474955603,25.0,0.0
12,-5.056156709466883,42.58899332466688,71.2912240095209,25.0,0.0
13,13.509711155607429,57.9768800740939,91.4688694829242,25.0,0.0
14,6.311192219094976,38.062351519547335,79.25403004230544,25.0,0.0
15,16.56553717656515,16.06894836134325,92.68141074283832,25.0,0.0
16,7.881909873191366,23.506549610912423,83.84712993184613,25.0,0.0
17,13.08820029145209,42.89098296130391,69.04509345672128,25.0,0.0
18,5.478735990020556,28.729246138313602,89.68996501060187,25.0,0.0
19,-3.1093282397974047,51.141856026389846,52.17432308432361,25.0,0.0
20,2.2171808142484246,49.80701480596363,65.12152643113025,25.0,0.0
21,-2.5321039931076124,58.59832249839063,83.09226790685355,25.0,0.0
22,8.318581685983172,27.50361844435734,86.97981718801914,25.0,0.0
23,-2.66352927226816,51.503451420253256,73.68619098406724,25.0,0.0
24,9.174195985269838,28.621585512909693,58.03973631385715,25.0,0.0
25,-7.613720712653221,39.15181196581552,74.79407801582953,25.0,0.0
26,-3.3842113838637387,14.791502036194103,82.33160804618466,25.0,0.0
