unit_id,CropYield,LeafGreenness,SoilMoisture
0,-13.556807189379228,42.592845950162236,83.10821188866706
1,-4.797246856600466,21.455688957600266,55.937342404066825
2,-5.407811009104542,26.326491254680356,71.93684682156636
3,-19.363273550409897,25.817709520247018,67.4428731626094
4,-26.06781104995588,69.03314874014447,61.206018045342454
5,-17.467406047978024,65.77053893032799,75.23693236225475
6,-18.99992083726569,73.39563532121447,78.243376784459
7,-17.3807608772399,51.6487224060906,85.4155187040978
8,-3.9190283630916687,61.214562892065004,92.68577019606803
9,-21.696966891622335,33.42183051637257,54.229344136546416
10,-21.14543967389624,54.28393778345046,69.47123399900542
11,-15.389805932107251,45.2037280390036,73.88955828321177
12,5.417259463102992,42.76506225692677,79.78314362960771
13,-3.476706107920446,31.95129696386959,93.96667806635126
14,-1.0336240024728802,56.4296745384127,87.13616180748372
15,12.44378662023547,-5.578458791722223,58.78495547018962
16,-22.530331237425358,35.762403055381945,66.18558606465143
17,-9.034715556451777,40.77167766302914,68.29147499572662
18,1.9378003157506791,44.59316967355676,72.128543392833
19,1.17095941038344,17.25090019610417,63.59960149195557
20,29.048453651280674,33.548634517825356,85.79328115009938
21,-28.956312438443486,29.680002850797166,54.139495283045946
22,5.734817086345158,38.4093517295911,77.21128016817377
23,-14.66339021659624,87.13394161122602,92.06568498775096
24,18.255078529083942,1.2021124449521032,82.47032576840826
25,-11.87448647138564,11.690009592644113,62.807113558226135
26,1.885401326435633,17.594161736949303,83.54941485900297
27,-21.104065203851583,57.08277860797009,62.90820517677053
28,-8.929773291882197,57.1879652771576,74.6336652575088
29,-4.361315534710225,32.42753683609898,71.99663279953552
30,-16.26140230049772,69.45892578125242,81.84357879724472
31,-21.44098984775987,40.70824670515027,67.7435747176729
32,-18.03984790935239,31.291240652373645,74.46182152572587
33,6.106662024709344,28.14408598932957,65.35286870717857
34,-11.706664566094343,46.94354582697559,64.4327958240277
35,3.84476463509867,33.28262749214707,73.13457039784755
36,-4.008561695407307,25.483762575378606,68.34171995848254
37,9.697027379612553,15.596934404079184,81.66871693259179
38,-11.023988091970564,57.8810950999101,65.18548769377233
39,-1.7426957022381737,36.33010121198175,74.47769862831834
40,-23.65108658543176,41.44670470333134,60.00759712370881
41,-10.889978727984634,48.72237648370096,83.48817434413331
42,-23.102178429061333,34.91907219111539,78.33028549092228
43,-5.276275966012364,41.82245443855487,71.70823004073614
44,-9.674223710589,55.10521537394236,67.2447941921361
45,-3.9209410316068465,31.324324233215066,67.21152119240705
46,20.81241158468767,36.63536255008318,89.67777588263327
47,2.3607350392229747,14.957602997154183,87.73786194931792
48,-19.623895079489248,40.87687866506188,70.53939298511106
49,-17.483598742526965,33.18313987349728,82.95552875621708
50,0.4050629150934828,56.07857582858245,80.98294872657627
51,-15.840502114862858,59.40511813237629,88.50063888974509
52,-13.224039991183707,52.91997849850808,80.68572502638379
53,-20.93856125796061,3.3520195494597544,69.5177270975841
54,-7.667034271391056,24.982399375694783,72.30160590803284
55,-8.216578375181033,46.014280784602846,79.21409079877238
56,-8.908243813853776,38.271053430207296,84.02510052978663
57,-18.378862232338733,63.07360307836065,66.49982589426433
58,27.188793870214084,40.051588999758664,84.02451309434004
59,5.295376793326366,47.772549788616594,88.2759992714221
60,-5.490973769624265,40.1894175129359,56.44201020007563
61,-20.93520189748372,60.70264202716843,56.5095913045313
62,-10.283135452087343,46.63672040614545,76.26649859024529
63,-15.609970616620352,51.45898281444521,86.31678884271602
64,7.721495812605275,17.735520520643977,83.26252219075235
65,-1.6431391236451238,36.95379741095033,79.23837884114279
66,-13.038343886235449,44.44156482380637,95.43142900328755
67,-5.957172125885766,21.838585448448093,96.21803490753146
68,-9.654598337006197,35.15375496058432,59.33797505660484
69,-11.825075139301454,18.091172698005806,83.83503186227813
70,-14.184410768373828,60.40439685194255,72.15340970197009
71,-9.722412437886119,67.24785146269355,67.36519881306964
72,-17.18370292786598,52.85560066107654,71.3718886430694
73,-28.20420961580956,74.70738357052578,67.8749230869143
74,0.466186416756611,34.33790550885472,79.42911212258464
75,-20.645812811673753,44.9002700431859,72.2629856665221
76,-14.653218855748838,60.34335577422401,68.53948622678337
77,-33.10785515058805,58.755616570273645,43.26779123000628
78,-2.2162509939792607,18.073753986571237,76.99840288665814
79,15.58242166286232,14.647836273561733,80.65635603841835
80,-12.274778994037684,39.41619486124397,78.97757946062144
81,-15.87477687472531,65.0562809429763,62.277715945298375
82,-30.317381280410103,54.7390832323411,55.690528674368906
83,-16.455827070187492,64.10398769419726,69.03751462967018
84,-18.1102991892349,38.1780506624164,65.18331337202197
85,-8.850306604838918,54.61496998082751,61.47042682645757
86,-9.528373334361422,21.489630042698458,67.43166822017437
87,-16.929060681952723,66.40199826746759,56.17550562329163
88,5.181700609929342,19.167192789050418,82.11743916342954
89,-8.851895878495487,24.027567108959204,83.6266642066771
90,-8.68969928859829,70.79935788862758,76.11866959233024
91,-14.458004925020767,48.17350612951966,62.83324272559345
92,-7.675777380337763,69.55520716634238,77.12728467697406
93,-3.0414849069287477,27.714406083448633,63.32205960133476
94,6.087736608253831,43.321568608429644,80.15752968724507
95,5.1362864977061315,31.616901279062613,60.62186395206037
96,14.224994327285504,9.405558145750392,82.12394215126166
97,18.818051059086052,0.5215679535493543,75.19079076709374
98,-18.400243309393822,44.26684597148902,81.5512171823926
99,-16.381589511882787,77.97748370755639,74.36175975952354
100,15.490213728265473,26.1668806228221,69.26900240298244
101,5.275534812021046,31.695721231227687,85.22371592330191
102,0.5202466388172899,24.842235963445866,60.5351791666629
103,-24.98999330767297,39.19587257385298,62.37681017566999
104,8.010087141540131,31.155312928188444,78.48263358826358
105,2.055876939851271,34.11308036148809,87.2502631749788
106,-16.209129047421285,47.22850419383332,76.7198675485215
