unit_id,AmmoniaLevel,GillHistologyScore,HarvestBiomass
0,22.819874517416604,9.873678573744915,28.011138371798054
1,19.482507213815335,10.269333712370221,21.217195114592045
2,17.47101659777683,9.138680224656358,23.980512329253585
3,7.323916954189134,9.617750560043035,20.707995148513376
4,22.999537335343238,10.589167191404048,21.53097955413874
5,15.373459204806087,9.521799997739743,24.346623201600565
6,12.295359122476402,9.47234309812051,22.215686287922438
7,19.269910650210196,10.391466807687594,22.725429919208278
8,28.915062227429637,9.585671062576674,25.591664762118057
9,28.956159583666366,10.09366170470322,15.256843984495266
10,18.040748320962933,8.681065768664148,14.391887005522173
11,24.93880246930452,10.123621119970608,21.1247251146778
12,17.708149377134756,9.70727283038851,18.952890751772937
13,30.82150565231344,9.043486164994047,19.714318981545205
14,19.714619389351395,8.942352129668423,26.42376325787294
15,19.360975046423572,9.512754923742415,26.519557248322748
16,20.33114462804228,10.046093294410177,21.21323245976761
17,3.6208741208121022,9.032576513258862,22.58078228939509
18,21.76644221855287,10.097293401474548,16.719470898656937
19,18.75346955563267,9.810603694174018,27.219489862014186
20,31.176195917431443,9.369925065004,24.45912228690338
21,29.108161169856,10.43753142097408,22.712246116687542
22,13.928576379022967,8.923352114596428,20.346759181522405
23,2.555587583491868,9.750858813802218,20.61322462612635
24,38.31034797908013,9.162581768899466,21.39062428690539
25,18.067799272010053,9.250813697378595,21.992461305571187
26,29.21370284167445,9.986260692511138,21.476597449801737
27,12.773751787814744,9.590848554972778,17.15823956973277
28,16.93449780288376,8.640748896911763,25.878619844447037
29,15.94800475272317,9.292333148321426,20.80794505845986
30,18.883912861409804,10.200062960123178,22.962809183696383
31,22.96869950988728,8.758210505078015,17.948340428705908
32,27.03677135473415,9.491402493378287,24.76180153659147
33,21.88562700528576,9.786218890624362,18.648703969140268
34,19.782128679007613,10.04796310128998,16.719511806513157
35,19.8786141904313,9.441643266769653,23.87800089741238
36,22.278189736573584,9.233987186864002,23.973741211383185
37,15.484732849308914,9.740548129664981,22.659485869273944
38,20.863269056446924,9.52271211448261,27.931230456286396
39,19.82469392438461,9.901250017425031,26.849615122330686
40,12.80494206192358,9.20698547310659,22.58090604478097
41,14.493727363454955,9.54311383671619,19.037593750996674
42,11.37032282184147,9.220649655040079,20.139000981911103
43,8.525103047405441,9.840458580712314,22.87656536459775
44,19.63720077298754,10.331986156404096,18.792989562171385
45,19.440949390152113,10.095903743868153,14.339081244520946
46,7.909549441191363,10.248797256628798,20.654904892045394
