unit_id,CropYield,TissueNutrientAssay,do_SoilAcidifier
0,12.490786382885517,35.52550060929391,25.0
1,14.700486996490968,15.261448774148384,25.0
2,11.028853135679052,10.638356112087031,25.0
3,-2.8656451204254125,26.450828360540378,25.0
4,-10.022555083909003,51.86337871126518,25.0
5,-0.7092810062683294,5.948413849133388,25.0
6,21.53796873743294,-1.0936255801690322,25.0
7,-3.232000763944381,44.770679641346376,25.0
8,33.79331303054822,2.917847216406435,25.0
9,1.9561793594173835,8.738048076363821,25.0
10,10.569054141762216,37.497211182547794,25.0
11,1.9187335865507111,53.156039535573775,25.0
12,-4.9841691825020895,31.316831887051908,25.0
13,-4.571334159496307,46.276202404902236,25.0
14,5.243716655330192,52.60838839023585,25.0
15,-13.031242305293398,50.2013891817532,25.0
16,9.433793545545333,73.42385775749325,25.0
17,11.34955999045691,28.843122184330767,25.0
18,10.508752230278347,20.61966294318244,25.0
19,26.842675162844607,35.14945641069569,25.0
20,-1.0791677389424446,32.78719201069141,25.0
21,10.104040715899286,43.48602171065765,25.0
22,22.807923318450364,-4.965275179480045,25.0
23,26.617872353950144,12.182838310402394,25.0
24,10.361170953667843,45.76281145136389,25.0
25,-2.072663671009777,38.98431711110511,25.0
26,0.5303596351829056,33.53200844260433,25.0
27,28.92360681361429,22.91057507422376,25.0
28,15.236549864976016,23.479466698121875,25.0
29,3.767332331094912,41.50476480639492,25.0
30,6.49122636231243,15.282795891282062,25.0
31,15.037632416048426,75.93129880337986,25.0
32,-17.963157461948338,45.541683506411765,25.0
33,-17.35387855709852,32.58283651118091,25.0
34,39.178069451702974,12.171940520862108,25.0
35,-3.189487421312281,4.664570645160445,25.0
36,9.951600433968501,47.66820675253679,25.0
37,20.991949105712443,9.424037147139709,25.0
38,-27.9987037265064,64.86032865018251,25.0
39,-20.122640752093194,47.86315342559586,25.0
40,-14.06408472028254,60.64862318072397,25.0
41,3.096663624485129,47.5975619131614,25.0
42,15.933779678402393,48.40987066133509,25.0
43,-9.463314972586868,59.11562727124481,25.0
44,-2.1903156155741392,26.552567655944173,25.0
45,-15.02481065548173,38.58698957468236,25.0
46,38.79946659950125,13.353812896789453,25.0
47,-11.276452298497857,68.9889230398001,25.0
48,1.380764481743975,29.868259144159005,25.0
49,-4.876281578706276,49.173433428696455,25.0
50,17.15793249797993,4.943320430186716,25.0
51,-6.644417429934981,56.485273962680765,25.0
52,17.811469204276282,43.876837436407385,25.0
53,12.401251962691429,16.28469404982053,25.0
54,-7.287800076042625,43.01825382932499,25.0
55,-11.275489320677291,48.112836988721526,25.0
56,-8.443418458114241,44.079669535611515,25.0
57,-1.70272182257583,42.65642852865727,25.0
58,-14.402858917381257,55.851253629253236,25.0
59,-1.8210048496419164,63.26210602638811,25.0
60,-7.6103909043614,56.36264797035389,25.0
61,-5.603302043745071,24.10743763413429,25.0
62,14.415315829585188,35.76137993213664,25.0
63,-8.458081078738761,58.86978182928078,25.0
64,0.32786209556967894,30.7436140949521,25.0
65,-3.272263116317239,17.12568558699464,25.0
66,-3.531860744378432,41.99077734770546,25.0
67,-12.526864672328657,57.4764253505552,25.0
68,15.929895029390252,5.576991808097704,25.0
69,12.947144574346895,32.954850305912124,25.0
70,19.585843975686306,27.713205261176174,25.0
71,13.759018094218362,30.060659277065056,25.0
72,6.839092861785298,15.763651856719193,25.0
73,-4.3411238080055625,53.42605974634083,25.0
74,23.164986201107205,32.905391564265955,25.0
75,-4.235465005145631,49.205708187959154,25.0
76,13.53718817950336,10.818346455523265,25.0
77,5.754636693470468,50.17090041769199,25.0
78,-1.5517612601151534,48.43865261755394,25.0
79,-4.470117204850958,63.52162523275781,25.0
80,12.2394830327006,22.96359523698709,25.0
81,-14.801474407628005,27.382664146312965,25.0
82,-8.124460373517987,48.56609304190266,25.0
83,3.078127689222158,24.71525467381962,25.0
84,-12.226917335574454,36.31906265683214,25.0
85,-21.441297383062892,85.79653213490991,25.0
86,16.162100583009394,49.913022872068794,25.0
87,-17.023930087925276,38.232841061151106,25.0
88,-7.995232346137089,26.709839141420176,25.0
89,-10.422144150749943,31.98747871752932,25.0
90,20.034150244623042,7.021422399007347,25.0
91,-3.0221890501951543,38.03887178299582,25.0
92,26.873440613261707,23.72678757385676,25.0
93,-10.016683529711642,43.550933443869546,25.0
94,-5.073038508811226,46.958116086714014,25.0
95,-7.914499612921494,61.01839544972048,25.0
96,3.22618108343708,41.53701891029971,25.0
97,-10.000878889884547,61.67057816097465,25.0
98,-10.535197175358352,56.06848251638046,25.0
99,-4.1957497096646,53.85168747354092,25.0
100,25.713853004529806,20.34366871297147,25.0
101,-16.55782273985768,34.763306504401214,25.0
102,-4.2549366447033075,31.42976506592717,25.0
103,23.791568347677142,0.46954319032113645,25.0
104,27.92619831205128,16.47278785556311,25.0
105,5.311136979868158,15.853830286208515,25.0
106,24.71067130489459,4.620123383750318,25.0
107,-1.591558334405266,32.13460455431972,25.0
108,1.371980048818946,35.18201309899223,25.0
109,-9.799470347222691,54.0932019683378,25.0
110,-4.880400820466439,64.80832727085497,25.0
111,-3.024325959116892,56.91696892859175,25.0
112,-27.336085434618234,49.05348132443582,25.0
113,11.663603905614616,23.252617022430158,25.0
114,-7.376672989547963,63.0511994554544,25.0
115,-6.649968508113758,50.14323309277725,25.0
116,-5.961192490702021,51.39606758755448,25.0
117,3.948240648360374,72.80795634048518,25.0
118,-8.79958044867371,26.76087783993917,25.0
119,-8.568116161541063,41.01523771459323,25.0
120,26.142366628934102,9.853369700503494,25.0
121,-8.464825923490173,34.364111505953225,25.0
122,31.589051325707636,60.49426239166163,25.0
123,5.937882316365803,28.772748199711614,25.0
124,-6.661557513030025,28.41716747823058,25.0
125,10.079943480887648,41.41600043901353,25.0
126,12.276055795967846,24.07010928545964,25.0
127,-9.536260204777799,46.35469447349445,25.0
128,8.426785031102636,13.635299392065281,25.0
129,0.8564926737896386,11.812130500932485,25.0
130,-5.252664660099697,57.09568753032687,25.0
131,9.005611907058526,22.594226180469157,25.0
132,13.312772715590508,46.59075541365418,25.0
133,11.437452880130904,40.478717344612924,25.0
134,2.436396981755191,67.150106115303,25.0
135,33.973892820475186,22.7645295788815,25.0
136,23.023252429266613,-7.357473641420842,25.0
137,-5.352045745950862,39.49404877690075,25.0
138,-4.8843988301837555,52.243966874716975,25.0
139,-16.876100968456818,53.53496222658683,25.0
140,-5.417310257308263,44.91846534887479,25.0
141,18.12898563661605,13.157897783104827,25.0
142,9.721938419321638,6.3250778596753285,25.0
143,-16.335508761833665,66.86201222273777,25.0
144,-22.84763603642515,34.19111188170818,25.0
145,-10.71570136685001,62.15788281829798,25.0
146,-12.436397295342582,25.052938514804165,25.0
147,23.14072505439293,28.896529796818687,25.0
148,15.685233929493462,5.701671966627988,25.0
149,10.43647397100381,35.02363198455821,25.0
150,1.6484722733582826,37.96738456851384,25.0
151,10.728308140058209,40.32097165905743,25.0
152,-6.688875864637585,31.967831067041033,25.0
153,2.3362952290035075,8.806096734894815,25.0
154,2.915263047540687,15.641682973220862,25.0
155,0.32647700233108523,33.54480885369405,25.0
156,32.383498826002985,-1.7380128818039111,25.0
157,24.425479870741956,30.07143420012327,25.0
158,-6.783765160266982,31.833368980673146,25.0
159,-0.9605990956653447,29.751667652759153,25.0
160,-11.672044385477857,42.04418311928626,25.0
161,-9.176655081133884,61.1211198668382,25.0
162,11.106123595516948,48.78381590061162,25.0
163,7.6129079958303665,32.74156481851452,25.0
164,1.7947096025431843,38.88890434883874,25.0
165,-22.261342071665737,40.17462762566063,25.0
166,2.9711268330958363,12.176207617670704,25.0
167,6.107900155451718,23.208244080062865,25.0
168,-10.18336591831843,33.72014992098188,25.0
169,-5.0170651660070735,57.22863782643123,25.0
170,27.102698916534944,39.836994078387974,25.0
171,4.910457745536684,34.17468726094291,25.0
172,2.3763835206132775,49.198177417627385,25.0
173,-7.18390543737372,38.074489409761604,25.0
174,24.42888647974478,22.40651279985671,25.0
175,-7.832602457583316,24.506628202459932,25.0
176,-2.3508909055104947,52.122463062726155,25.0
177,2.844793626821154,59.42000244080866,25.0
178,-11.464836400081179,33.96664241111413,25.0
179,20.950051318833967,12.704162263609017,25.0
180,-22.44624952615591,41.423330523497796,25.0
181,-15.612964959335516,60.78494561980796,25.0
182,-17.183949304886312,58.427969091093615,25.0
183,18.969831596634503,27.750211609078235,25.0
184,-4.7932996633633085,52.654304796550534,25.0
185,6.607334536962075,8.14029439701022,25.0
186,-5.988360666411798,48.1066425977407,25.0
187,-12.988648139041983,67.49423381294514,25.0
188,-13.750290366602346,31.123787785463907,25.0
189,4.905328299866145,40.66608651318746,25.0
190,7.314278062260921,38.67981249535078,25.0
191,28.78230133498569,14.956882813083462,25.0
192,24.95503173415444,22.768957826653953,25.0
193,17.122824525580366,0.04357631329063949,25.0
194,13.321879424405747,28.557051457037634,25.0
195,-12.919151474602582,32.21932535550755,25.0
196,-6.927177064665484,51.91647577896953,25.0
