unit_id,TissueNutrientAssay
0,47.14348463791854
1,36.03042732101853
2,59.56672961530137
3,73.26987531022694
4,32.380395950394345
5,38.150524817789616
6,53.120515107362365
7,42.71785038761239
8,37.32515885298771
9,48.0177616926217
10,12.972896944331211
11,41.158525200451095
12,48.41087951302191
13,24.647557696637122
14,59.098409865333295
15,51.81855775454784
16,42.85160684053603
17,40.789351036017344
18,43.285566662785335
19,16.51746757805595
20,34.686521044752965
21,43.78016487738016
22,16.624662224033866
23,48.705369831456565
24,15.741699818074846
25,13.42775698515675
26,32.95880318396616
27,31.371275262639305
28,36.61911804045621
29,59.051625313595885
30,46.260163477536196
31,28.59534502738665
32,41.58384080490106
33,46.056586532152686
34,57.697949903965544
35,38.351594055126284
36,25.78301590420645
37,19.86238575328414
38,53.69842921353135
39,49.43651373949983
40,30.412089601628757
41,33.055768802706304
42,73.0500101018556
43,73.9816717045681
44,55.79644910803293
45,-5.534520806382687
46,72.78771949852772
47,39.46346571392589
48,34.99296527225125
49,29.836492000503952
50,30.58503210190604
51,53.552836789502244
52,36.936611001375915
53,-13.550685250238438
54,27.091096138737687
55,39.83135305425874
56,18.41946614397237
57,66.50849403609011
58,34.31133598837014
59,26.17153882680877
60,32.54332044766913
61,38.10193600727855
62,48.18082983514447
63,57.45516157840069
64,63.386252723772955
65,39.50968415223016
66,27.333159960132562
67,28.258573635242097
68,22.63348385605017
69,52.34007576711629
70,50.06816815747639
71,27.643312280286946
72,32.51451426041501
73,6.091392326769935
74,32.56175430592147
75,68.68376788745272
76,31.840544619867835
77,37.184810222317026
78,45.38273522993694
79,24.447701976765135
80,51.14861525260014
81,86.23938645322453
82,81.32331096544459
83,50.247567107610294
84,41.20106960948345
85,34.17553610300594
86,33.43450479450865
87,-1.8801391829801872
88,17.63276516603009
89,41.342577832483755
90,48.71058331393499
91,38.3438090428855
92,52.37454220417834
93,61.035389498543225
94,66.30371065137307
95,15.07227652732169
96,34.193493914013686
97,63.70954932846785
98,58.675049145830975
99,29.618928871755525
100,38.80173944772276
101,54.250663744026056
102,37.51435046093478
103,25.988747802938455
104,28.80777474765862
105,32.488040350277075
106,51.93260633812669
107,49.67270638269288
108,53.3811875591345
109,49.4045285706271
110,70.75560300189454
111,5.173582186696933
112,40.068569747175985
113,12.86856785725392
114,65.66857527443244
115,25.498431776176865
116,41.83291789157644
117,44.71204834402765
118,61.31485635234334
119,45.56531761141075
120,18.345777449363148
121,69.39775110646708
122,52.332405312537304
123,41.63421303378336
124,36.381893207378184
125,33.192837233700565
126,61.73965061728672
127,57.47732596750846
128,0.44611677385515236
129,70.51365936856646
130,43.122158259772974
131,60.50277473877914
132,32.8556267400935
133,68.63720874670356
134,30.03235702430559
135,67.04554888553501
136,22.928399005362095
137,47.242070721918346
138,54.05196190760858
139,60.854062751792135
140,53.616177240483886
141,51.70379851864648
142,40.46503078357638
143,40.36451187957219
144,74.41487052948294
145,40.39469976780199
146,68.50096828920088
147,39.05298497530629
148,66.34028946472776
149,41.74205252994913
150,27.189944271556012
151,38.83023732525109
152,47.06515545802569
153,34.871533260921005
154,47.8429123179566
155,46.96495937793709
156,36.74339412480171
157,46.9361596244416
158,44.852095643459144
159,56.680128078548435
160,80.48954248780228
161,27.62754910660735
162,44.210754046312545
163,42.524659227347904
164,25.302392476531796
165,36.670620716761526
166,40.33128826895819
167,48.145661646508664
168,33.78854502309001
169,38.06204449734979
170,50.84263007369884
171,45.05006768234457
172,66.79480382518818
173,41.85631192016675
174,66.05081390837823
175,51.24090744690654
176,58.18680230582179
177,42.80490115704223
178,11.13177159889447
179,51.06308748908455
180,25.405071484403525
181,47.65637457310698
182,38.107117788313985
183,38.67822730843301
184,56.09819989294335
185,22.420772702030376
186,33.75294965035578
187,41.033426327341616
188,67.20119209336582
189,59.29518532560602
190,14.5604704173705
191,87.73424715946852
192,60.65183478609846
193,31.866726579613815
194,65.81918149902671
195,11.02712395900334
196,43.636315141031815
197,31.965277281802422
198,27.63420321882736
199,21.512304230010635
200,56.87969997519242
201,44.84166198478563
202,28.958432044075025
203,48.27287920621216
204,93.14552400904927
205,43.26240230376122
206,50.79460459505875
207,15.464511556823147
208,50.45155039616527
209,30.222364212853225
210,40.76052471407988
211,59.182781041243146
212,41.23667747965138
213,63.35102760952253
214,64.42216226642608
215,29.668236078880657
216,15.664311545755456
217,44.488087060697296
218,46.74516403000308
219,19.72333224358483
220,46.0056509094332
221,63.7531280954256
222,35.418089158230984
223,41.03447066893037
224,17.73683018493534
225,27.61793882003902
226,36.84026440892654
227,18.95040861403277
228,26.72293998675878
229,61.72857064904672
230,45.175798139342106
231,40.322192665525506
232,45.344589990361385
233,43.4545896217592
234,51.95568811867174
235,34.299360822041976
236,50.57905647294565
237,50.863348024833684
238,46.02347306004863
239,20.626844349635565
240,39.8737222182535
241,39.24890853034801
242,26.8363316680905
243,55.76336254526058
244,18.433691945880685
245,54.649181782363655
246,55.75717913004926
247,46.36403536963261
248,53.29818773028339
249,11.329665357956651
250,63.05566504923633
251,47.0681488530226
252,44.87826667851077
253,43.22903649776793
254,50.431459679951075
255,65.67870515164047
256,80.97575379085511
257,45.59169998903731
258,63.54274727890017
259,46.30662288264707
260,45.66279823347158
261,34.236788820387325
262,36.71076960428896
263,65.97817181268749
264,17.651836891507344
265,47.920529424179904
266,57.78851676700614
267,42.727947671691766
268,33.16918348565632
269,55.91279713280322
270,55.72098046496733
271,30.999624977057707
272,31.28046814156295
273,60.61565987906954
274,56.46763082252477
275,41.525149704115826
276,45.74583965882178
277,47.92502869938243
278,56.622130729799366
279,64.14532883592287
280,42.29316280447791
281,53.848311191533014
282,76.13273501424558
283,55.642261329424144
284,36.578173698936894
285,56.992507388371614
286,33.13555684461716
287,14.211094852158716
288,36.58217588355378
289,72.24167314824221
290,37.985592931732526
291,60.46786691331905
292,34.99412992594006
293,46.94758676647388
294,10.43825974924183
295,70.58721706416954
296,61.68192925345744
297,48.09585569951156
298,27.373430431970895
299,29.9053303751746
300,35.55171501621597
301,32.375073560507914
302,68.29153525681212
303,48.19569198973259
304,58.67829374146861
305,61.514319389220525
306,29.565759653912785
307,30.787401377209168
308,31.558980825243623
309,58.23899374093114
310,50.63521188036548
311,31.71769893353396
312,29.009324535861357
313,41.68220586683122
314,37.55930276900496
315,20.333983962477504
316,65.41439435395398
317,45.41004658282683
318,67.88466526499795
319,40.64825367242785
320,40.74113039851523
321,12.109438869487544
322,49.55726287741534
323,55.58716053610374
324,14.198643001070991
325,12.782772148038894
326,31.268036923820834
327,71.73966805906349
328,30.40823115894481
329,21.742950606110174
330,19.526113301377723
331,18.51642894438118
332,40.22260172973546
333,33.042988506084576
334,10.934909483047303
335,2.390918883887405
336,2.4310185845345584
337,15.324557104035105
338,29.83811436782541
339,49.00303167794195
340,20.523091218432103
341,21.1361438628341
342,26.35181717793412
343,39.10868419139925
344,53.88554758173817
345,62.94738512911883
346,55.09933358238054
347,10.223241360581085
348,50.16929193276966
349,39.55521282920397
350,9.598962038410164
351,62.41518640541202
352,56.158521097630675
353,1.885972540829524
354,13.176232276788038
355,50.13489271033599
356,39.74199051798301
357,36.430670305697404
358,48.857548272663124
359,26.45538747217997
360,57.80231844797334
361,60.77792199699024
362,2.493736403827678
363,40.92731385002056
364,38.08704778692268
365,25.141710551796958
366,43.61180439653014
367,70.4657670549878
368,70.56766033888559
369,61.18512159963772
370,14.664044546116653
371,62.57488696218759
372,37.452509375733534
373,5.0621356503612915
374,64.5580181197676
375,48.858900910062665
376,52.704228800309465
377,51.03123950276746
378,45.950267010423104
379,58.485265546785584
380,21.977462828381015
381,27.087908709684633
382,37.42245579958388
383,33.931033532323156
384,36.83658564743684
385,33.91927178290976
386,51.841815573396914
387,41.63932878101409
388,54.030085582399295
389,43.47953431497764
390,43.46365769222953
391,57.30951304277139
392,6.156539776799761
393,55.54335788943397
394,43.75453063658794
395,51.54709704914273
396,64.1412608185706
397,60.706205289998735
398,49.90968666242901
399,55.39620824955236
