unit_id,HarvestBiomass,GillHistologyScore,do_set_WaterpH
0,14.51619027605132,26.710803103496648,30.0
1,8.400898296301397,8.127719582219727,30.0
2,17.859284645000024,6.487844799818612,30.0
3,15.726067867058863,-1.3113681285612806,30.0
4,14.339676190124004,24.62399558160063,30.0
5,-0.8283374903710414,21.655749638476987,30.0
6,15.087478191571305,9.044337709306664,30.0
7,7.8006291537870425,13.188500964057466,30.0
8,7.316619115904842,12.652246506700646,30.0
9,8.588864268320261,-4.312325439952616,30.0
10,8.599048483398064,-3.676334346153208,30.0
11,11.983418670685616,7.008965618172056,30.0
12,4.198716281126757,15.927454333485718,30.0
13,7.245918387556976,9.189901780993772,30.0
14,-14.964728848478352,44.51117537221886,30.0
15,10.876580061196254,14.562542877101835,30.0
16,9.916642649707866,6.666095379821589,30.0
17,9.474409058133805,9.411955379712909,30.0
18,10.162658503864781,-0.18313082296938177,30.0
19,12.56463402552415,4.540048184832693,30.0
20,-3.35095098287062,25.17397930519214,30.0
21,11.348810895021803,23.737385122321168,30.0
22,7.374954659612635,35.06083887603317,30.0
23,6.508941616124782,-1.6276986144389394,30.0
24,5.434016214481408,11.270943018294592,30.0
25,10.047549192413959,33.68931335934331,30.0
26,6.738660575117095,-2.9521571901394736,30.0
27,6.276306554021188,6.95470973343343,30.0
28,-6.270559540635902,18.309577033770957,30.0
29,6.785168068309041,18.589612633712633,30.0
30,9.905265279148628,3.2899562923462344,30.0
31,11.053286349984258,26.960474046219293,30.0
32,1.4173611510733304,13.10204108999729,30.0
33,5.544137786699431,17.106251028636574,30.0
34,2.49654428391362,0.923976719472515,30.0
35,3.645485192510715,-6.914442498752583,30.0
36,13.475670445276325,6.709535860404675,30.0
37,16.013534995408065,6.04540415107654,30.0
38,6.875265639278558,7.387904245475858,30.0
39,11.450591348920398,29.219949820539732,30.0
40,1.9520277802358343,14.94176343378039,30.0
41,-1.6612678697540892,10.72977808620392,30.0
42,7.236639029770169,11.147365253477627,30.0
43,9.06734608080187,16.25078831395522,30.0
44,16.626575598806568,19.415552301667717,30.0
45,6.197666230649169,4.652368342115727,30.0
46,14.931162510520533,6.348944676033543,30.0
47,6.3514779200653235,-4.541825953608242,30.0
48,14.277727461113418,14.411395846890336,30.0
49,7.88804658004548,8.348077550957132,30.0
50,9.719503201225848,6.0035384972946355,30.0
51,10.373446460774364,10.672910120847828,30.0
52,5.511403412085291,14.692024106900805,30.0
53,3.6359640474866275,18.146587471840093,30.0
54,-14.413550510474263,39.94403430664044,30.0
55,15.318658456748983,20.76203882603074,30.0
56,24.586009164558554,6.8931393726635415,30.0
57,11.478062423574965,16.575225074167708,30.0
58,-6.663488982897796,19.34494975089865,30.0
59,10.651312370268476,29.10993377122715,30.0
60,9.954320398914192,14.626437380793854,30.0
61,15.245412200555624,2.92326318210041,30.0
62,8.981619959687707,7.33028497345162,30.0
63,12.748766020025897,2.458271623966642,30.0
64,11.9969136709315,15.269285005017544,30.0
65,4.3719436386662185,6.286343049036166,30.0
66,14.049946829505338,15.239088403530037,30.0
67,11.104066225316796,19.902910733771897,30.0
68,-3.3148895902111364,42.62299407624151,30.0
69,8.148520195874095,1.7301734981303554,30.0
70,8.738939915985902,-4.231927892894507,30.0
71,-10.757216930116481,13.072533706308786,30.0
72,9.422658029400086,-1.764015051481918,30.0
73,7.128719184357345,13.72697789914979,30.0
74,17.556860867872164,13.471521695446409,30.0
75,16.902400826121028,25.227922697254026,30.0
76,9.110090362875077,12.57260720118789,30.0
77,8.652764739911662,2.093618651119076,30.0
78,11.684196861559952,19.65596458658391,30.0
79,14.100690876899291,25.120770335468666,30.0
80,11.85858961808962,-9.24278440384311,30.0
81,14.034082546368229,22.77937378617115,30.0
82,4.262107304182398,10.273792495026678,30.0
83,12.85200289538811,4.935620419009552,30.0
84,9.173342043699048,17.269754799734912,30.0
85,12.347228554247028,21.822989374087573,30.0
86,14.676904110174904,17.4222869139026,30.0
87,7.478096978471569,22.18051331579879,30.0
88,20.644460494292236,-16.66584633697014,30.0
89,0.18252639836656215,7.330208532342315,30.0
90,4.200045109878289,27.711266241377686,30.0
91,7.8741133817290905,31.72403482712229,30.0
92,-0.22285891605700314,13.608069938312156,30.0
93,0.6398901967318293,28.266756259727543,30.0
94,7.62002025913641,-7.330184139474104,30.0
95,14.199370047927241,25.714146603660055,30.0
96,5.245839796283924,17.651981133636465,30.0
97,11.860301001355596,28.662218213394873,30.0
98,10.288735482674122,17.86640385950517,30.0
99,10.552323719937213,18.33857132660021,30.0
100,14.109248966738432,40.43426804000666,30.0
101,4.555547808861525,8.04611496370973,30.0
102,16.88291300645964,5.101148053941004,30.0
103,12.087424848197834,29.849381151212782,30.0
104,-4.078703001894404,25.89152295285178,30.0
105,12.68220121575498,14.532903510141516,30.0
106,3.012618048555882,21.25282379390619,30.0
107,11.697212952364636,21.800844920123396,30.0
108,6.334821777315977,51.30995153901313,30.0
109,2.7724475107596227,19.175949591508367,30.0
110,7.474791051996755,33.88739153438098,30.0
111,10.407155374909285,29.360891057322295,30.0
112,-1.7165707593613262,20.153781419088315,30.0
113,10.804757005557722,10.478968251947384,30.0
114,10.32997967509291,20.054351487213165,30.0
115,3.623582946272112,16.06772418440016,30.0
116,16.88630100435916,21.485268594822585,30.0
117,13.233950296587663,6.236869223604495,30.0
118,-10.758323337708259,39.55678777619369,30.0
119,-0.7028994973378095,39.71158266719407,30.0
120,-19.113493051875242,59.22294256085961,30.0
121,10.279440267064599,-4.178901311990169,30.0
122,-21.281643722076208,36.55854713649318,30.0
123,8.969450619469663,7.185705404231691,30.0
124,1.759156712961805,19.212367691731423,30.0
125,15.624886766161518,18.593626259365628,30.0
126,12.352752685028396,20.35944676690421,30.0
127,6.677944631772762,45.248801279920634,30.0
128,-5.116822810154666,21.501778306898714,30.0
129,10.611630464537306,14.814358654929851,30.0
130,14.875390282845672,28.40421264387411,30.0
131,5.393170543222034,8.627527445107054,30.0
132,-0.11162085230647367,-7.300788174992405,30.0
133,12.384556182513547,4.62881102689459,30.0
134,10.422968474359234,26.32393381874506,30.0
135,-0.7158567268534024,27.538321427630684,30.0
136,10.062910400565613,4.888125772381937,30.0
137,0.14824387551411355,1.4637551321779796,30.0
138,12.802520523819947,-5.758532960640878,30.0
139,10.571869143056736,3.880066031486905,30.0
140,16.92150136023058,-0.4474764384282839,30.0
141,15.164126480902624,-7.563610085032096,30.0
142,11.820026616414385,5.862502140304958,30.0
143,20.0861508065747,22.56857368600607,30.0
144,5.143316657023663,13.87378139947472,30.0
145,9.035327905565877,-12.518527213377828,30.0
146,17.610857163384086,13.005924127031088,30.0
147,8.53097787363689,6.706585969741151,30.0
148,11.098027878120805,-1.9051050875650315,30.0
149,8.873314263318608,-16.660837988365735,30.0
150,9.731056327477244,29.825535632732908,30.0
151,16.75036944964486,5.933620623502658,30.0
152,16.02321313795704,6.141724306524071,30.0
153,12.53544096717274,17.43437700823719,30.0
154,11.18727800525708,12.716565840935935,30.0
155,8.87533445469916,26.96163500298762,30.0
156,-1.8701393395059625,21.770061161624035,30.0
157,1.907070208619296,16.035412365649744,30.0
158,4.244805938306113,10.290674217961634,30.0
159,-6.298268046165461,40.500931306861624,30.0
160,10.399710360123475,12.41418431094593,30.0
161,7.637646937729643,40.88569000825399,30.0
162,-14.123853675741826,46.44611683605422,30.0
163,10.14877238226414,-5.14864367058885,30.0
164,6.101773556614641,22.524508642498745,30.0
165,10.42595424295064,13.054640313765567,30.0
166,13.332063167811663,9.473301219820854,30.0
167,7.767875189538557,23.406606896021966,30.0
168,20.148619607268706,7.741622753482824,30.0
169,4.742771545784432,16.351336540278368,30.0
170,19.138091289680354,-5.622986881188822,30.0
171,0.2352519434246545,12.956048455238083,30.0
172,8.371860454030736,17.750242243763378,30.0
173,9.638712098156102,5.646445952218217,30.0
174,14.585007636108259,12.726758876537348,30.0
175,-0.1149590453915259,11.313759832215808,30.0
176,11.210564690810228,29.576660567656727,30.0
177,11.284206049600055,-9.742959056675637,30.0
178,15.65722837016692,11.045187048078148,30.0
