unit_id,HarvestBiomass,GillHistologyScore,StockingDensity,do_set_WaterTempAqua
0,12.724511184028472,18.300685736297744,32.28189905613179,5.0
1,13.223925832035015,14.227549297947967,27.517870452456922,5.0
2,-2.9351950832833413,31.385298182990024,62.591704832697225,5.0
3,13.272378861876389,4.478406953827803,42.97322751633119,5.0
4,9.458756007279504,36.51009677097676,36.75672345245727,5.0
5,14.692201683456616,17.778257127428873,39.15870972624741,5.0
6,8.924355413721333,-6.749574295412298,39.021893498492474,5.0
7,7.114929206538879,13.69662140765878,21.0898686260092,5.0
8,9.683537825027939,22.39698781323987,35.326306336472925,5.0
9,6.22196016188905,22.365514436896838,39.567161107263075,5.0
10,12.555994298121274,9.890969701666668,18.60665485989488,5.0
11,15.009293710933834,10.777375510560518,67.31129703907622,5.0
12,-2.19815296007345,38.03465471376852,57.362300008560396,5.0
13,13.917492521036422,-14.097033119730941,28.428863085924093,5.0
14,5.934235004033683,2.5058304433262713,39.76750226848024,5.0
15,1.1408669793805348,8.300419372695039,37.12956735501128,5.0
16,5.059560970257862,3.3569038623129828,40.750669060122966,5.0
17,2.8643563620379826,12.592826949990265,8.223467557012263,5.0
18,3.648051134214235,36.92079347857042,45.48462406541598,5.0
19,14.333493769891918,0.623852974447896,24.096047754788255,5.0
20,-8.554608518426601,30.101544445873074,59.77897633164459,5.0
21,2.633505831678818,22.20385077813617,36.60559983389685,5.0
22,13.223907010643497,4.55846155204833,44.40553734306003,5.0
23,9.742566445696173,8.800783807145073,34.6156357741191,5.0
24,10.135343895285006,25.17940539132032,36.95278528673523,5.0
25,-2.6830726728608374,19.40244170283432,64.04136382896169,5.0
26,10.700964945610048,18.323371799943388,36.09545547027005,5.0
27,14.651880493496408,16.451663712732987,51.35742894849744,5.0
28,6.45096761628694,18.342029227106114,41.613657072745774,5.0
29,2.1024326516531464,26.420152822996812,57.127313564125565,5.0
30,14.108511401154667,19.417813293918616,25.711707898312962,5.0
31,16.987305585067702,13.391786936047325,38.740759329627636,5.0
32,10.092069630577598,20.612317676338947,46.28208513214289,5.0
33,5.271774666678895,21.12742033505157,30.256973317653827,5.0
34,14.555564020922152,6.8839592321641785,39.64198567042191,5.0
35,5.628959214580614,-10.41071627607704,43.256942154305364,5.0
36,-12.727873224662595,35.20685226214912,48.335221588397154,5.0
37,14.407750514699135,-1.5176064000418918,29.732215824362473,5.0
38,6.343764013622082,33.9369468844028,47.38983231033836,5.0
39,11.541005719393528,20.15907678548747,23.28165802075429,5.0
40,12.491271396853659,5.607003019592694,37.74614778330483,5.0
41,13.470245657521136,27.74085824803156,44.851246777225604,5.0
42,10.85727317410375,1.0003943808053357,56.689945475486354,5.0
43,7.347484912021308,-2.9789457984326084,19.14502324541385,5.0
44,3.4160187337697216,14.525562693805728,41.667272504102655,5.0
45,10.645026819025258,0.891322788747253,41.01279594826368,5.0
46,13.80529418117527,33.38673758183558,31.514278980085606,5.0
47,18.805765224791944,23.890420989226655,35.30888489284961,5.0
48,-14.273880297344618,37.50963589968252,54.25740755641942,5.0
49,6.162529180188823,18.465420576362135,20.32031937862984,5.0
50,12.776821942103972,9.670076171320707,51.21315505485794,5.0
51,0.22550319829662713,29.149591659864914,46.1603774588944,5.0
52,0.038987154839006055,33.203917723114586,53.51717106016048,5.0
53,16.31195734011317,5.94306652165882,11.142913604277835,5.0
54,9.318911622051683,0.6978338203416339,39.6567009986651,5.0
55,16.80185244453699,20.21093568128752,32.48217553668749,5.0
56,5.600628601024982,24.09976518198937,38.426330871923014,5.0
57,9.015262892537047,24.105362487645206,49.22883236745946,5.0
58,11.355308663726692,-1.323170403067909,41.14273710237365,5.0
59,7.88358480411196,8.591012741612788,31.801549776099026,5.0
60,12.902586824976263,21.784515998742705,52.851018209695226,5.0
61,6.589415034388044,9.843119481300853,41.948950158150865,5.0
62,2.531697818228166,-1.3331203182035338,50.05650717583294,5.0
63,6.70922616865915,2.4252316928274986,50.87902001957239,5.0
64,10.421980178498101,10.637823156760204,44.45979856461442,5.0
65,-9.76534791044394,38.901676154427676,51.42364357481946,5.0
66,-0.4732819506149002,14.670413162887076,50.28746463605872,5.0
67,-4.940435708015227,40.28576551283642,51.263081443515325,5.0
68,7.3313323513977595,-1.2103963643133717,14.148604592803256,5.0
69,9.158275926858895,8.293872199638624,39.059436669879865,5.0
70,13.687457061768947,-12.43126503464595,48.86348370762707,5.0
71,11.697269935373656,0.6859530739930779,26.10851918580852,5.0
72,11.831795711822881,17.312677015818284,46.53156151263089,5.0
73,5.340717625804123,4.954682784129087,48.22761719319182,5.0
74,9.273043272536407,-6.911768455104827,44.5972775194732,5.0
75,4.523344570711321,41.505674751652734,23.550318054836723,5.0
76,3.312612259113884,7.704529388810706,38.063897283797,5.0
77,8.429920970190302,6.1801145961408634,38.88487847010768,5.0
78,12.176862035687723,-4.346595379190127,22.262159019246738,5.0
79,9.006039232075999,-28.330065293280104,45.19749692347864,5.0
80,4.6719208516595,20.704558036635788,31.4926994826425,5.0
81,9.438426628076657,5.076792830326536,26.96880493237169,5.0
82,8.589372457991612,27.478531961895143,38.47707253615344,5.0
83,10.495697118768266,8.393906225699627,34.317032221928514,5.0
84,4.373849865999132,25.00913805294153,41.06291723392852,5.0
85,4.917042236912304,20.004229934231066,18.98258057806382,5.0
86,21.24893710441873,19.150871823605943,27.944403195249294,5.0
87,6.67888271525126,7.5689493762608695,54.071114825814654,5.0
88,1.1895023980005124,31.2841518214288,50.11413117957334,5.0
89,9.518772869155661,26.921283062406694,30.5307660564817,5.0
