unit_id,HarvestBiomass,GillHistologyScore,TankTurbidity,do_set_WaterTempAqua
0,9.409631297148405,-14.122782246287715,73.86147960710898,5.0
1,5.280951939818544,15.082265907895701,68.26088687798405,5.0
2,9.243356337334703,10.420088590620361,66.95331143958691,5.0
3,13.167964265568965,7.144722651930566,68.27013534501513,5.0
4,3.189644241368237,11.31522771769502,70.19010464375208,5.0
5,-13.306165460662768,42.942377214222724,68.68506693079603,5.0
6,7.581120959565113,9.291932344543692,76.12377490902236,5.0
7,4.361357204477255,28.91243870119964,70.23047131807425,5.0
8,11.216254702362024,14.343677625619048,66.32192684396885,5.0
9,10.71755003455312,15.960608251748045,79.65261526528468,5.0
10,-3.356516954682659,22.687651250335364,80.37123377146138,5.0
11,14.01309602215808,7.598102157992834,67.36593599515435,5.0
12,12.916370712467199,28.165234016569173,92.7314466639849,5.0
13,7.889946599528109,21.443673512592163,63.73397302360159,5.0
14,8.19196199097381,9.232052684168782,80.1407687606823,5.0
15,6.760295331870985,1.4436342299402014,61.718825346874,5.0
16,12.96483079969484,8.80015791798668,80.1057547618002,5.0
17,9.838406886436731,2.9167776952136544,63.52650799440406,5.0
18,6.411875505268432,27.05613735598046,63.41609280670464,5.0
19,5.9113250067065595,3.989677049276416,63.7597431926835,5.0
20,15.944699373092105,5.725642849072228,96.28516623810795,5.0
21,11.521716509906057,22.458906099017007,84.04386706978961,5.0
22,8.141087132908842,2.8408580979824007,66.78820012454113,5.0
23,11.514925036138026,35.308461777392736,71.03022182307706,5.0
24,17.718356953143545,29.99089508730755,101.53545878853186,5.0
25,6.361529774375371,29.455627864562807,67.66673414408658,5.0
26,1.3711989373515077,1.7418832966372797,73.29849089718482,5.0
27,6.9456995824805,43.596306981923846,74.900220861524,5.0
28,6.831722954434866,14.839433013306792,64.98195113365948,5.0
29,10.185664346146112,19.5396186632299,72.1681521022048,5.0
30,18.186593525578324,4.591327282888373,98.41305191694212,5.0
31,8.841380791280107,3.029251127009804,85.57879425700034,5.0
32,10.930890663695596,30.590448843115116,81.33640802274212,5.0
33,11.189730605582612,17.24217955345393,99.66734281788051,5.0
