unit_id,GillHistologyScore,HarvestBiomass,NitriteLevel,do_set_WaterpH
0,14.98305251139532,11.730858025466535,62.879077415964545,30.0
1,10.615733931759715,7.94630830286556,56.04749943849567,30.0
2,35.79873052367515,6.275318658920999,62.48318964572559,30.0
3,-5.726626236885956,7.094129756848232,27.055647244799683,30.0
4,9.2995521274401,8.19576197662361,41.851350038148865,30.0
5,7.704200506399557,4.947711154640917,55.17095260411993,30.0
6,26.70044009489808,6.9434112835257435,40.47187564650815,30.0
7,20.504834231158522,10.949891552669717,35.19552253761013,30.0
8,31.584544839618832,10.64671559353008,42.21470191798019,30.0
9,3.171691040689426,2.968326036331293,73.35516696614455,30.0
10,6.370214722551932,13.563215452750175,47.35882975135194,30.0
11,12.97697881457139,16.100109768771635,50.401852564916865,30.0
12,6.332690609594377,6.7859473976083855,56.51534038542265,30.0
13,-3.2757791260547044,11.738570743815211,47.22392047804546,30.0
14,15.771886073161498,11.54498529885537,47.98635896287563,30.0
15,-8.712579439936665,11.898463366835195,41.75994542423383,30.0
16,15.422546614527391,23.632350595984157,24.30153777505574,30.0
17,7.2141787016999,11.943617336375912,61.84480747607486,30.0
18,13.905423710087904,11.385772129725162,41.6308930238096,30.0
19,0.9800993474790562,17.947558855512668,54.18462163512563,30.0
20,26.698877413747205,1.56761018556942,58.82448931036067,30.0
21,-7.552751736649318,16.039454264606654,45.14961260921063,30.0
22,16.553429098426296,7.176637098796458,51.08316683733863,30.0
23,9.822479624595786,11.62035325253875,50.463283829105656,30.0
24,20.61039007462402,12.388604112631072,47.616868464683236,30.0
25,21.598453036464612,4.676498316269947,35.028417343695615,30.0
26,5.724518833852659,8.737960315613677,34.86352118398407,30.0
27,17.140856214949416,15.087529242577611,59.28857504290912,30.0
28,16.316485442452862,11.275222653428651,45.915265950513636,30.0
29,10.151497996652035,15.00235552321595,49.41117244831199,30.0
30,18.55572117663069,3.7347385173345726,42.1622485157009,30.0
31,22.19422483656772,21.820208352237746,55.15301921532485,30.0
32,16.011968591378935,-2.1979094092315297,34.319215199087616,30.0
33,60.23502533556687,-29.19142286296937,37.73076385542251,30.0
34,28.80778706831422,14.922035707104772,52.719595625659174,30.0
35,9.20319735259828,0.9997491566347296,79.80652769508004,30.0
36,35.00073785197544,14.106569411093304,55.401043774510555,30.0
37,10.417009654074779,9.33482832834991,71.0458070798526,30.0
38,11.197361230207765,-6.817824672176038,39.36595718413098,30.0
39,5.155924704585436,3.994139414829715,58.79934771845825,30.0
40,38.283184461394015,7.806412568131374,51.57602641137667,30.0
41,12.475973801719682,12.76455356630569,58.14359971810173,30.0
42,21.753557251683002,15.948950724667068,43.83942923403643,30.0
43,7.810661214106342,9.36542315178634,64.33545171199138,30.0
44,17.600072106617645,6.623036045048904,24.03383157385836,30.0
45,5.311918628480772,-2.0887982117984696,53.262144284354754,30.0
46,24.42190696946256,16.74981699093474,35.64363675629498,30.0
47,-8.352996728481148,15.32953261524237,56.14516088352831,30.0
48,11.938213783723747,10.18838469962756,60.7629932174616,30.0
49,24.619244053832173,5.12944478226161,40.84776317597664,30.0
50,5.293751667378117,8.037254541275084,64.65185387672157,30.0
51,1.893771031370024,12.778469542526304,58.26991527563465,30.0
52,7.595794094971122,15.5229354030493,55.70061666207385,30.0
53,7.643646843771423,10.421941536482578,55.96297353196775,30.0
54,55.88534797901668,-1.882875045388192,53.42352744148789,30.0
55,-4.796572545381586,10.736154766058629,45.528191672682205,30.0
56,38.541139846669,-6.054031608823631,53.40253799581887,30.0
57,4.219605094706836,10.94688927925231,40.81827578157256,30.0
58,17.59033943178643,5.331901060144141,76.26342243117735,30.0
59,10.192651683026746,13.863884143980252,37.77418938243645,30.0
60,10.950708612892768,11.084047251876218,69.19383655945694,30.0
61,17.63827988257774,6.32697205510804,22.206016936801078,30.0
62,23.992692024417586,12.910742652877634,48.60749180525927,30.0
63,20.887710561716837,11.361593772146339,55.59954048514709,30.0
64,-3.789545744762954,8.052251565846861,42.027235623260346,30.0
65,-5.561035170075465,5.326567509039314,62.704146889378414,30.0
66,10.563804680725983,10.187207835141866,60.80559127954906,30.0
67,13.535319275252014,9.983453057102235,41.86860487434859,30.0
68,-2.6632554967547737,6.520849166155985,55.372739786510714,30.0
69,12.248713098005226,13.605293187566051,62.13258481248511,30.0
70,15.81450014260869,12.422693532205358,48.96506020553656,30.0
71,-1.3193970560938446,12.350404376262267,54.661432467497065,30.0
72,10.19837061252174,4.765487839601089,37.51187685058372,30.0
73,-12.050871991583215,15.865820357858416,44.10566465587898,30.0
74,1.1464825457784364,15.284773133369717,35.63225162218157,30.0
75,31.893021497543433,7.748922254668828,51.0029920755101,30.0
76,6.521359255315627,12.495266179951782,53.52825685686614,30.0
77,9.06720442982294,14.922142997219751,49.651632008039144,30.0
78,28.02740897229989,11.066244699131962,51.63869131816349,30.0
79,19.19922810697918,8.267146874420824,37.870177486251364,30.0
80,18.144640693478582,10.134918269615671,66.62081710134822,30.0
81,18.35650749756313,0.3228959766070112,58.6726970724569,30.0
82,64.76997047206085,-13.379785137120795,44.4721785285803,30.0
83,10.715896480183071,6.625030433312003,43.532163070549416,30.0
84,6.124436440135684,6.443574516421868,59.37566806102234,30.0
85,6.872700690259656,11.04201430425752,51.95633591074288,30.0
86,29.549247379438896,15.768269550359486,53.21600919304935,30.0
87,5.086415851571097,2.314293383037678,53.064215780839284,30.0
88,-1.4674400319738972,2.5873139030605876,62.34879593228142,30.0
89,26.028772472945743,-4.3718248314955455,55.2661766200516,30.0
90,10.483214617315646,8.294326705797351,67.79466074087598,30.0
91,4.7257046678110814,10.82006401224871,39.05630752395689,30.0
92,23.060086405885336,12.00910657507167,49.803391240342506,30.0
93,29.064478379285607,-4.554372564917787,60.61691926702503,30.0
94,13.533983275181338,6.503617927161386,68.65125918590928,30.0
95,10.887852682222599,13.849785115673315,60.682761156685594,30.0
96,15.331920949478311,5.602378489379689,33.3066772394669,30.0
97,-20.18080556844928,14.528555238760731,44.67151297297224,30.0
98,32.15762793217224,-0.36774455636082304,68.99534038341604,30.0
99,23.337630132343698,3.4500391820173144,26.269424316207715,30.0
100,23.719785223888945,14.730117677544648,52.23124368991152,30.0
101,7.451629300996979,-4.115190115660917,46.92631130583166,30.0
102,-13.042906501017882,5.575975611464747,50.126971027729,30.0
103,14.261141075428778,9.356204275947837,42.09794476576531,30.0
104,26.014018494117256,12.420900099247676,35.147324539737,30.0
105,-5.506465503403879,4.486814918795689,82.27581789284764,30.0
106,15.797656279594515,9.097015432469107,63.54416484767946,30.0
107,21.712650190571996,1.1696533878628723,48.93655381023697,30.0
108,-10.589294705623331,9.84346517257187,44.024926438933555,30.0
109,25.931573177975928,8.407106456133407,55.913440727423776,30.0
110,13.641965513225275,15.3781082293552,28.92356068401354,30.0
111,35.661875290778866,3.4976999214868285,51.36643508268224,30.0
112,-3.4734483921943564,-1.6426505915680223,53.49788282592435,30.0
113,11.17341825364928,11.888185520454348,26.9449184171117,30.0
114,49.07778648519992,6.267402962537698,63.26890604124084,30.0
115,3.862279703959733,13.672103149857533,29.29635720396374,30.0
116,14.271017430756963,8.092401916397241,39.80787390047791,30.0
117,8.438290895487599,15.079880960862614,58.26593333689821,30.0
118,7.723212038570674,3.865880926741305,40.56503749876289,30.0
119,37.65679074112872,4.12340144672079,31.65617938186387,30.0
120,15.488510095999345,10.180329424896007,55.2828966833392,30.0
121,23.336591159629542,4.9239622438971775,43.23476629429215,30.0
122,2.1323836567732526,27.159605948239804,45.70506376918968,30.0
123,19.59596604583169,10.369735303233782,45.22787929837957,30.0
124,44.096955558728,3.2930663507356726,52.685332272393964,30.0
125,5.400466735331476,18.64457838007726,45.78519930722118,30.0
126,27.824754026104614,8.075776254313272,39.80196038906004,30.0
127,22.249344062429365,6.769672331851304,80.58938838103816,30.0
128,19.584001311929384,5.309493861607895,48.79720726589975,30.0
129,-11.330926013663657,5.109950694653331,48.275603453713124,30.0
130,30.530772156718513,1.048242403286268,48.411943052601885,30.0
131,22.38322622129814,9.160455710732059,69.17780904414653,30.0
132,29.01243144452842,14.358730255576228,50.54541518295197,30.0
133,37.06426935410246,15.12522248351279,45.40124444447608,30.0
134,18.419896135633074,16.590722664151425,66.19773676310346,30.0
135,16.7718655091662,17.78372757709071,65.17546636749431,30.0
136,22.536200542512653,8.811832563557132,68.7070492345057,30.0
137,10.791287543954567,5.717679765358794,65.20265747645732,30.0
138,3.6749374158516,10.887521496524386,43.72199295967653,30.0
139,3.8750265908387007,7.878681421431718,53.85414581283273,30.0
140,27.49975644064387,6.938787856452556,28.31191425399799,30.0
141,23.981674642284972,8.859614475597445,45.4633374824934,30.0
142,17.561972152528135,3.136468863595801,73.5887816055252,30.0
143,40.23744562882666,-5.383689308008499,48.1264062334982,30.0
144,19.28476558866459,-19.934774719290406,55.77169059263856,30.0
145,29.178625909033016,7.472229097642597,54.32576036047552,30.0
146,23.77595332214819,-5.203782095497276,68.69153593687919,30.0
147,26.302756286509293,18.733486265240437,64.44397791391361,30.0
148,24.80780070932274,4.638072442474389,44.62213243838272,30.0
149,3.1931266846738566,10.964599295031434,46.67248302634869,30.0
150,12.737297387675408,11.063756659882731,49.55192242066097,30.0
151,6.065636204888026,15.56941937996713,42.027736479098664,30.0
152,13.98632871707988,4.872644818410234,34.96911521052854,30.0
153,-7.586431076664956,6.848628549967086,65.60602309452334,30.0
154,15.507257574090145,5.646699080772473,52.612717556160284,30.0
155,7.530787584795947,8.695440880974369,42.06924838229787,30.0
156,19.984599955193183,13.20857133199202,71.16222930047456,30.0
157,24.052175730496742,16.259244896550136,74.05823497374837,30.0
158,6.215974777263445,5.955176441517729,41.6515651188833,30.0
159,4.557271309762278,7.461798360422689,51.19838248112526,30.0
160,16.199453556318876,5.9053048926031675,81.56710492774485,30.0
161,27.27805042324371,-0.46391811148688955,63.119078846178326,30.0
162,8.662956927697214,16.325049696584617,43.629202034275565,30.0
163,12.881955084921298,10.157624654362087,75.64454791730505,30.0
164,7.494525661521545,12.060391579463365,44.617370807905324,30.0
165,9.42655836804068,-9.518052530517206,42.36788699639646,30.0
166,4.211250927273445,2.985495600482161,29.91491068961105,30.0
167,-4.022594334152869,10.687458123299974,37.07118499484128,30.0
168,-1.3806973988672127,5.343381313530849,51.472101680897,30.0
169,7.38316073696699,12.738171563670527,69.1079556156475,30.0
170,16.206805830198824,19.94021993441342,63.65714759299393,30.0
171,26.456488025381933,3.4390328271077903,38.879093949098305,30.0
172,39.041380895092836,3.5087037146555033,51.397144071655596,30.0
173,7.733131595361453,6.820215896789988,41.96524947815142,30.0
174,12.814902029247612,12.682211213798919,46.31702473166193,30.0
175,32.790379610200326,-4.231531875917548,57.84500786925543,30.0
176,4.5058753401679965,12.88500002112268,60.24808460606042,30.0
177,39.36111250067309,9.05866253158883,51.137239046097235,30.0
178,2.976863765131629,4.818791486214507,46.78173065286351,30.0
179,-13.250780474022093,13.451928023181072,40.451569753580976,30.0
180,10.426134769185119,2.071734889955694,71.9447081075679,30.0
181,6.3743642196527635,9.12370357169918,33.4674955283139,30.0
182,0.6835596849404713,8.170897759750185,68.43836171047658,30.0
183,14.808195389343064,12.921278631689544,39.68793261899128,30.0
184,4.382057566321828,7.30649095741621,31.80653600054744,30.0
185,3.061135161843625,3.6684876359499228,44.919780233373196,30.0
186,15.77897983440248,5.823834016323458,80.63075200882787,30.0
187,33.101565803713115,-9.140052269197028,33.97908119523074,30.0
188,5.934391108042023,1.37937116011221,54.82678671565771,30.0
189,21.468744221144753,11.494321463367172,74.58305616050838,30.0
190,36.41601444382475,11.518357647316103,64.62906348473162,30.0
191,14.098961255791572,13.020334886875403,44.43563506600172,30.0
192,9.521237139825304,14.359967367187387,51.81059283986019,30.0
193,33.3852294580048,4.632682992092429,56.754153035507365,30.0
194,-23.21740343763501,14.92041866053313,51.32412420743282,30.0
195,-2.570322753355093,5.869996818999532,56.30159084364172,30.0
196,22.66093878563956,-2.359055728976335,52.60767670606411,30.0
197,20.364742950492506,8.453234564113739,57.62366654074345,30.0
198,13.425472000220484,1.1672221787864818,50.56228282156607,30.0
199,45.96155053961445,10.386252706084822,51.11880736704861,30.0
200,10.679470619398066,17.795333661625865,43.026955196705025,30.0
201,18.128891176046437,-0.49533244730378545,51.12789780690841,30.0
202,23.964691722333775,-12.38587795828449,12.165086359713936,30.0
203,9.621630330927868,4.901006889096685,34.58239594598266,30.0
204,1.3772530657450606,-0.2951313022323223,58.3552907059932,30.0
205,24.230680189990537,-5.856533764054759,48.50471466112623,30.0
206,36.596985949025296,-4.126079975949691,58.23594726027974,30.0
207,20.0050623753543,0.9376469864711197,80.61652407187177,30.0
208,-6.237793163243854,7.967055354553413,62.731181767549444,30.0
209,6.897690505950503,9.699853729628266,30.91808797007306,30.0
