unit_id,NitriteLevel,WaterpH,WaterTempAqua
0,28.61325981395933,44.33303189981654,60.771285840366254
1,59.8535134608304,61.878147196210335,63.48372032413846
2,18.121999111793677,46.870287077094424,54.973156133785665
3,48.926699702129426,57.68293945015422,48.76330350528872
4,54.44530309966886,56.605234922837404,59.917818183096045
5,58.87546873688654,56.97686894872792,42.78278711880269
6,52.328924895909125,54.59776100310834,46.61170553080588
7,31.193438755516677,54.88407599743698,41.57231002779922
8,56.69250626694896,44.8744200218409,41.54855340757471
9,45.01900675181652,59.877717199430194,69.78628297021943
10,66.64648520676249,64.59569936891482,66.77958366400793
11,50.084221132225,35.831057239295596,53.326078679960034
12,39.63267738877731,56.036761991439086,55.33340768679206
13,64.74308476382322,51.679079608088216,64.43270907319634
14,65.3297973766483,47.72328814837999,45.80999402744808
15,66.20658821707005,29.50478246131785,62.27718041158513
16,52.45082248468396,59.17232716012403,56.9304970687014
17,79.14019046716491,56.18881991980028,39.92709216974271
18,51.400820387701984,41.78933711291576,48.821323579988615
19,49.873447714070274,59.37204116373464,52.22333625252577
20,37.88212150862854,63.768650442570404,33.80701105258445
21,81.1418616412069,44.13841311077348,58.12355113729774
22,30.2252355504187,30.27416534319078,47.032453321178735
23,55.13576634894494,67.1680919067591,47.52389276836954
24,43.016108964323685,50.49226488423892,39.822090627305755
25,62.208951491858706,48.030343106962206,52.540573162822945
26,44.819759196069015,46.47501953778023,37.169488396516364
27,57.573933136519976,47.00260023332595,42.218114190247746
28,48.85968372694703,32.35152188694567,53.79646865545193
29,63.69571613920855,33.37165928446247,62.77266883283889
30,45.622149538272765,24.38914489366677,52.573876421634445
31,35.13243322823585,56.10538631538199,49.78086469266505
32,41.970648087434995,40.61445747590092,57.87110784146724
33,71.16440059890076,52.66282367891195,62.09225678864511
34,74.57334621162464,59.2686167709229,58.464184897968295
35,53.332333081302785,48.988155650502165,75.83456459390003
36,70.00925711013286,41.66601762672182,43.13285041562544
37,32.94791645315558,44.49958430582715,62.221033826633274
38,45.5063964670844,63.72669901107746,60.185624566580316
39,58.62790148272693,28.286304438227585,56.86044483194918
40,44.487256538895714,44.231558602879424,55.69148663226748
41,49.65460400261345,70.1123244344281,45.47905217233956
42,51.87746296697318,63.98450635738717,74.93906789084005
43,49.79470856302552,35.76979662687995,59.260496931857645
44,66.10075326341584,46.971974034546406,47.24983092600351
45,82.54169165718889,42.10197284554385,52.32960981625033
46,81.35497250600507,54.661127501029476,47.13035788363907
47,54.74693265387363,41.424416915639085,39.645273126538584
48,39.455478136766715,41.451769302999246,30.855967844658093
49,47.047686795004665,37.018181266805314,43.438976499392986
50,48.74429637682773,44.04201197005414,50.33492149593207
51,35.11340591193078,70.58774490551356,73.17525767383314
52,38.63575183809905,79.46926640516403,55.64462451086562
53,72.03770160832049,31.07750132503602,41.34638147653962
54,52.83788920889621,59.402232176332184,59.61328945280546
55,66.12498234691928,55.89200835317941,59.19201207360342
56,42.21429404386959,46.894691393361114,47.55958148659012
57,27.095900332205325,34.29989112527232,35.015302193011884
58,51.60800638750608,75.04517936259721,60.35658176652797
59,42.12771456547749,45.524955967519766,50.710167194377895
60,52.75518801865564,44.111938540883045,73.49891003993699
61,71.92228778976725,24.362663855724836,41.96566133324891
62,51.54931456147124,61.235025832391834,72.92331310162697
63,39.71798631866572,67.30922452192677,40.33272348443158
64,52.7540358878204,49.8439675742277,74.89729117574004
65,65.89308733935205,52.88465972872558,30.36086691496974
66,39.726849398275434,62.07674878087106,56.35423037459313
67,58.740032749853036,46.48716956569114,31.592854085082326
68,42.60643120194514,37.75417763205021,28.746418657753832
69,61.252455191294175,58.102614819418335,47.10045541213399
70,49.19426903955323,56.626099596826585,37.329870278941634
71,38.06394940847586,54.77373634076347,48.854660194290865
72,61.19664227223566,47.61729618324173,37.01080727972002
73,48.003762631498724,67.70982091648663,55.28631061519574
74,41.39426039023581,62.25433967976425,47.041661758493994
75,38.151319476081234,60.08917009309076,48.598479683348614
76,52.96691915686261,50.80289595945396,38.30112230423439
77,63.05320893055723,42.84381202458674,46.42805349812062
78,41.750198250437165,80.39501054570229,49.899151889651726
79,44.612817907635446,44.58545969968878,56.86151676540682
80,56.17837099116671,36.131433775736994,72.91527993189997
81,54.25235982981825,52.49627394516537,55.85044314387037
82,50.82093675551443,44.796133260283575,41.465250224857705
83,47.56386513863273,62.524389650177405,65.15613097661945
84,44.094720632973704,57.66946264670764,29.07853570706331
85,58.184478368979946,51.94803899231848,66.75085468966493
86,47.62016071753677,28.638812707605684,53.23058612331919
87,63.905747708214804,34.887978997147236,46.07044479285317
88,50.919833746400336,35.00980057407973,57.18830948547189
89,55.9045615111151,71.83951641041965,49.10358100343998
90,48.97920598991604,57.00285501674235,38.68264863028589
91,47.85685436103699,54.97101423011848,32.37119744125016
92,43.370450355456214,55.12317019653031,67.97784375342471
93,51.07808848017124,29.496948874020926,62.655360559381585
94,36.09897072783551,38.560965640335,40.9786886808897
95,52.03687943767469,43.7523607939216,46.10805161418735
96,59.93980260544076,66.34792741093867,48.15190830106725
97,41.39706665656962,47.008111043101,49.63898191183994
98,46.521930063839015,45.39905824471481,62.71989935531897
99,57.47856071685904,61.32176818447097,52.842146743008286
100,29.98862575326962,32.14861488721224,16.81868449301426
101,35.53845321003297,35.88803530755343,57.71010661949386
102,50.85148410669465,32.02548702630842,80.88292213090585
103,60.13778260555582,48.015066545204995,47.408903698834756
104,60.90558792051911,45.562191906793956,39.308155202670086
105,68.99472699727447,52.25910266676998,44.26059062544116
106,51.56955223274922,63.28037067226025,44.936566913911236
107,65.4153979859832,50.27591893188971,77.60498125214335
108,67.0890423229825,57.65505908075108,48.54747129663635
109,55.54205985622844,49.76748573744878,69.01312327294755
110,61.84300065690581,58.45722072214841,31.980620966274248
111,49.60580243605734,50.958982764438154,72.4625383555261
112,40.094538478181704,46.489410476908276,51.22863288622293
113,29.432528232718834,49.99780099365652,57.09250127571059
114,51.518989134255804,51.43692581290565,59.573109664879375
115,58.921458390424995,52.533866043165936,36.319706227669656
116,61.31813579454017,55.32142318411661,66.71219296301408
117,49.66141032598576,62.31569059415971,42.625744066363836
118,64.87377786268776,69.96049807993397,53.31747486924492
119,51.16567573496895,50.01607748657376,55.52044950147015
120,39.20134457069147,58.834374660507024,46.777188655985164
121,69.32620674635864,43.16831447204229,75.75558552931429
122,58.78013443284867,57.09361469815196,50.31027739313906
123,50.79110923325632,46.181805574185134,59.17977779296333
124,49.84430585279161,63.01318593635784,43.43660198882015
125,55.1666388612602,39.110606658906974,49.43164837201318
