unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate
0,20.297396256290913,75.27152833759408,10.0
1,29.173381138691518,83.09629060846298,10.0
2,-4.970957283060161,64.1799789630793,10.0
3,21.446328093329573,89.95525717514661,10.0
4,39.09890022281418,92.42666180799888,10.0
5,24.324811661944175,93.67342936777082,10.0
6,21.718620604592623,71.20757808419017,10.0
7,17.72355334842683,65.95939723083724,10.0
8,22.298635223604023,86.02566514779794,10.0
9,25.651972400317643,74.30502800056873,10.0
10,27.695588192962266,74.6225346616269,10.0
11,28.64114104999326,80.21790952575404,10.0
12,28.425771607601057,70.66267365427247,10.0
13,35.22269402126843,83.03833183726158,10.0
14,7.320628249777332,72.63373478482293,10.0
15,26.659512206559242,87.09255374326555,10.0
16,10.295040838152026,59.79273383599202,10.0
17,12.888552443444802,80.63952188872997,10.0
18,19.21624972545622,72.81619800870158,10.0
19,20.874832728654088,73.53675861686706,10.0
20,24.053607665752583,84.87380763631876,10.0
21,4.026302481363697,69.09425322973733,10.0
22,33.39196478901413,91.28844302832411,10.0
23,24.546357151680695,81.86688453517645,10.0
24,28.638820922506326,84.51402697968076,10.0
25,28.829335553957172,88.06458318480809,10.0
26,30.881150458853224,83.799045824564,10.0
27,22.124498599397327,67.91176229284335,10.0
28,11.282329397580385,58.07944590979477,10.0
29,23.430808272458734,73.31682967961713,10.0
30,25.57602662571239,93.63395699565298,10.0
31,22.637962516343332,64.23848840050249,10.0
32,15.44426025437445,84.204610643385,10.0
33,17.66753966639278,62.73428228824444,10.0
34,1.9859690016013474,66.96056332463856,10.0
35,36.30521595272741,95.02094967971676,10.0
36,14.071865303256763,69.98176587065386,10.0
37,23.367814730112183,68.82150981520115,10.0
38,22.107367314417168,75.17626096575864,10.0
39,16.138369101988207,68.60472839415169,10.0
40,8.934940534992107,68.98799952309952,10.0
41,23.7430236598582,92.65764144488304,10.0
42,28.21425269710208,80.94398608872285,10.0
43,26.730533760285137,85.26826192852293,10.0
44,23.911713152030135,77.59815136293929,10.0
45,22.823826557084477,75.91487992263663,10.0
46,20.751461908374054,73.73466890504764,10.0
47,21.10827828692702,69.744378882895,10.0
48,28.334926074736526,84.34307198265024,10.0
49,26.76617190484191,78.14323711876894,10.0
50,22.36010000587976,63.493726900744605,10.0
51,22.63125802117076,88.15290466007035,10.0
52,42.61164040877234,105.17221109993861,10.0
53,2.7414343773077103,72.40154061264202,10.0
54,14.924189345061093,76.88562358192891,10.0
55,23.520291967608877,69.39734514136575,10.0
56,27.700524993280972,72.64266556965786,10.0
57,17.9837321963901,77.0420543551857,10.0
58,19.056055634689564,84.00153570114865,10.0
59,16.02980495808996,67.39602317159812,10.0
60,22.996102702081746,78.95211321980759,10.0
61,27.479334012721804,69.62442183421916,10.0
62,0.8078634019691098,56.39402718980504,10.0
63,27.129452692686584,86.37752066052101,10.0
64,22.924627481713056,83.02009860421695,10.0
65,25.748692919727624,66.64871679418934,10.0
66,21.362063515398592,86.50703806560036,10.0
67,14.722498662513178,51.64898335281646,10.0
68,20.434807867990372,89.44702968219336,10.0
69,15.055659371039923,75.58264135367577,10.0
70,25.050488351620466,71.53929432606341,10.0
71,29.056785278782016,82.61895576651396,10.0
72,13.32390551210267,50.37350547931876,10.0
73,25.153726701743096,78.68480733121906,10.0
