unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate
0,22.092534731861512,71.91556919108082,10.0
1,19.208676107644163,63.005291711565874,10.0
2,20.896941912168842,62.464121375052386,10.0
3,6.405407869185584,66.8438011459594,10.0
4,7.419530487299585,64.74387396509914,10.0
5,16.902934635813477,66.57564504351556,10.0
6,27.8020089605398,65.6377425030433,10.0
7,15.883524843535007,78.99287127234658,10.0
8,32.71112652968545,70.66856112768528,10.0
9,23.89389600977901,75.44268082718202,10.0
10,18.926287071743758,74.03705652763459,10.0
11,20.62581473812702,98.28822844771558,10.0
12,14.180765443625297,73.02799666960064,10.0
13,14.056618402789805,79.61755937698483,10.0
14,7.783487548184314,78.07998984587621,10.0
15,7.946883857613569,79.85369920031904,10.0
16,30.82646240864953,108.69347042993634,10.0
17,26.13457829811902,81.68851929759802,10.0
18,25.181325420498705,86.21954291745851,10.0
19,27.966534310917453,85.98222718762207,10.0
20,25.500022837804654,80.18403147015853,10.0
21,18.84011995454331,86.35805944448634,10.0
22,31.4162235170908,73.4716992342687,10.0
23,19.495713989786363,73.18032809202563,10.0
24,22.44750361971147,72.3288583551107,10.0
25,23.24055317587599,78.79969308152675,10.0
26,12.927395422425766,67.49868078981842,10.0
27,30.68602711543982,86.00321257144047,10.0
28,27.749980636085386,78.84140012617453,10.0
29,27.59262390340808,95.85352895572684,10.0
30,16.121655893799,59.73056724121071,10.0
31,28.402884691170378,105.01329662699325,10.0
32,8.560907107453295,59.988710120117226,10.0
33,11.121591700821678,72.77036955933043,10.0
34,39.606169353962564,86.30864609288061,10.0
35,15.730361053545243,55.94077396380664,10.0
36,29.388629950301713,86.02651718973901,10.0
37,31.1634325742472,79.13075915663352,10.0
38,0.5055857568209285,54.08267512283494,10.0
39,3.696413154364517,69.04095498304338,10.0
40,6.653925956935031,68.5375162831769,10.0
41,21.533980918626714,77.61905140104025,10.0
42,22.81653972725735,83.04727038941498,10.0
43,12.722026686324735,74.11538621204387,10.0
44,17.431282502180554,75.43897407421402,10.0
45,11.50458723959703,65.91008792435035,10.0
46,39.819775829236306,91.40575573874484,10.0
47,8.33366741519042,79.55741067759236,10.0
48,20.88740517905564,81.88400741990613,10.0
49,20.767769829325765,76.8088712285214,10.0
50,19.824221996637025,67.18775244351545,10.0
51,16.01437468974919,91.92132431712552,10.0
52,25.040616183046325,79.75725053343221,10.0
53,16.17667141931957,83.10080508952059,10.0
54,19.153676176129323,59.942448917980734,10.0
55,7.727344959913527,68.78153247712554,10.0
56,20.955403835361725,75.91542202817355,10.0
57,16.866520179731758,71.47447110292663,10.0
58,11.141335148484531,71.52548951772818,10.0
59,17.625080288687073,75.10626875078486,10.0
60,15.19821239132445,73.45024042847058,10.0
61,17.604424654249073,75.28198605965791,10.0
62,23.639101552779913,82.0590426176131,10.0
63,9.759966996737266,74.85994923188365,10.0
64,9.48965475345203,78.0412367672388,10.0
65,15.915151387835019,68.39973867654233,10.0
66,19.85707941438153,79.02014603962694,10.0
67,9.457243120527224,65.52360192826663,10.0
68,6.428307917785556,58.2557730376362,10.0
