unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate
0,15.592109839329462,65.2382107374582,10.0
1,6.0200273058072264,65.49602679519307,10.0
2,12.294175419000233,65.23444905989321,10.0
3,21.369061731291655,71.7599290454949,10.0
4,11.176261607087786,68.16711801326655,10.0
5,13.491466889799252,68.22383871592939,10.0
6,15.400349953180308,77.28462326614749,10.0
7,1.5373112447255264,73.28980525911601,10.0
8,19.362327334045236,66.04875169570454,10.0
9,23.675940224244115,85.43857690734326,10.0
10,14.771550964368425,75.23792376532816,10.0
11,15.694395597440787,63.23826800057867,10.0
12,25.06848629721884,91.87467755690099,10.0
13,13.496858707939907,57.645032855868195,10.0
14,19.554482138718264,78.89487434987912,10.0
15,12.876995932491564,60.24656800714674,10.0
16,22.332372369781645,78.59781526711566,10.0
17,23.254158579772163,66.45093832776571,10.0
18,12.866619546716588,73.06251085251859,10.0
19,19.134381169727604,68.00640738703287,10.0
20,30.769026190476186,86.7965654176949,10.0
21,23.160491998156218,82.98317512959433,10.0
22,17.930629091343377,62.953184224397724,10.0
23,21.704383756442237,77.6972911884906,10.0
24,43.83727207068658,107.83057556091717,10.0
25,11.584901115303492,77.69748709745153,10.0
26,18.42334490357298,66.73345664794009,10.0
27,9.311957780925695,82.7245150971886,10.0
28,14.110914806827594,70.37451096795836,10.0
29,10.131184842280678,71.52538084057575,10.0
30,37.18345743754411,94.07798954855375,10.0
31,22.659201778453653,79.78388120680515,10.0
32,25.263521418724252,91.074082273196,10.0
33,31.26979494788847,96.49711242335458,10.0
34,6.271102400998706,66.76813457293588,10.0
35,12.48697083303429,72.17231984852108,10.0
36,28.88579463614847,82.5154234571938,10.0
37,15.950814404519802,71.2218709469142,10.0
38,6.364611348608752,59.035332511499874,10.0
39,35.02647910888071,89.27932872625782,10.0
40,9.383000118576636,74.0955406811855,10.0
41,17.88018163754024,86.6325176537603,10.0
42,16.420645643483894,60.12036852463279,10.0
43,36.24248085180214,77.45246333126755,10.0
44,16.549889911242854,66.769490051901,10.0
45,18.50012720349793,64.32348449245318,10.0
46,27.34984959458351,90.23193451513414,10.0
47,21.684654136243232,67.64513617109705,10.0
48,34.40811848088348,87.5041837821485,10.0
49,22.968533051242133,92.49755069799802,10.0
50,22.093451198449905,72.37840388008078,10.0
51,30.7084087451276,76.85408860545326,10.0
52,24.539775005081935,79.84655864342946,10.0
53,21.13799380642559,70.81530129092468,10.0
54,31.799255355396266,76.76460664989449,10.0
55,23.69880270811511,79.89002051836214,10.0
56,16.073851760191385,78.80982436912896,10.0
57,18.122734966450864,82.13588119908071,10.0
58,14.682562779133855,66.91147086749504,10.0
59,32.77657930212686,88.07780183345773,10.0
60,17.030000038266294,73.03636961608836,10.0
61,25.24973189358168,79.10017012771951,10.0
62,6.044963368780648,76.57436067713984,10.0
