unit_id,WaterClarityScore,do_LineFlushRate
0,36.161163941954314,0.0
1,34.554528038852126,0.0
2,24.647675238529768,0.0
3,37.31487992315862,0.0
4,25.556509210145315,0.0
5,35.15886124841619,0.0
6,24.85952813752978,0.0
7,28.8589149941464,0.0
8,22.056957743829606,0.0
9,18.84861098094437,0.0
10,35.13429031727094,0.0
11,18.456558973804494,0.0
12,32.519626609796084,0.0
13,37.74596159659924,0.0
14,36.741829057790085,0.0
15,35.757648830497835,0.0
16,25.52650793949399,0.0
17,35.41146281619156,0.0
18,41.43440217493252,0.0
19,24.39456987335393,0.0
20,25.57329768804269,0.0
21,33.20262467094861,0.0
22,11.98664534832409,0.0
23,45.951978651535796,0.0
24,24.59342613683735,0.0
25,43.47652579266186,0.0
26,24.210472611106912,0.0
27,32.53282252682701,0.0
28,22.119266640374235,0.0
29,30.325399871292777,0.0
30,18.82762425336021,0.0
31,34.0754817099538,0.0
32,29.94110731394478,0.0
33,21.901793253908057,0.0
34,9.723716208120166,0.0
35,18.688385026131144,0.0
36,23.973982459138966,0.0
37,21.277299666491288,0.0
38,28.19147275083465,0.0
39,38.43788016252202,0.0
40,31.880554695323273,0.0
41,24.67566845441079,0.0
42,35.50968563406155,0.0
43,27.94847394409877,0.0
44,39.32775265767168,0.0
45,25.73903729127456,0.0
46,30.252643692710198,0.0
47,37.18589340442675,0.0
48,40.42506786238825,0.0
49,33.93638934659335,0.0
50,34.75226896127927,0.0
51,24.14650789787672,0.0
52,27.995895619333947,0.0
53,35.2236427000336,0.0
54,33.03354309800931,0.0
55,32.161384023757066,0.0
56,33.97736822998054,0.0
57,23.093026366661057,0.0
58,39.12189077123722,0.0
59,33.08183618598442,0.0
60,22.088141682202785,0.0
61,26.47418018507619,0.0
62,29.115127333547942,0.0
63,18.240248343621023,0.0
64,36.149658200542284,0.0
65,35.13610473380024,0.0
66,43.996706954838835,0.0
67,26.9323654342308,0.0
68,38.66027675420151,0.0
69,40.221213991726906,0.0
70,30.004857797089194,0.0
71,39.56022509052531,0.0
72,17.161133367445544,0.0
73,31.57994592823975,0.0
74,27.10283943905572,0.0
75,30.619088495601453,0.0
76,29.4736461041034,0.0
77,32.46109011673648,0.0
78,32.71342961333987,0.0
79,31.78580058414667,0.0
80,28.819385806910017,0.0
81,35.24740401676152,0.0
82,22.594449062967428,0.0
83,22.37968696182671,0.0
84,33.419372991888636,0.0
85,18.30129532396675,0.0
86,31.25803214660818,0.0
87,30.074466899388216,0.0
88,27.732664826517954,0.0
89,31.876562458843413,0.0
90,27.5592842010684,0.0
91,22.23097844933035,0.0
92,32.762977417253644,0.0
93,13.277448422241923,0.0
94,31.089737013828348,0.0
95,27.59663502050538,0.0
96,39.10564914744401,0.0
97,23.48342407930613,0.0
98,27.364394695967423,0.0
99,29.68726986272914,0.0
100,26.700574977829813,0.0
101,32.3370893635775,0.0
102,24.80493480628249,0.0
103,24.433954655537793,0.0
104,29.815578690102598,0.0
105,34.43642990674058,0.0
106,33.847677740423485,0.0
107,31.017725262568565,0.0
108,39.22184850881169,0.0
109,31.45996407674454,0.0
110,24.130926975280282,0.0
111,40.144284347741404,0.0
112,32.3741730349719,0.0
113,34.48620409593512,0.0
114,43.177803576410064,0.0
115,42.331426940606164,0.0
116,19.963767114683073,0.0
117,28.969787223138603,0.0
118,26.304367908096523,0.0
119,25.03171570902645,0.0
120,33.476978324520005,0.0
121,18.924220950787532,0.0
122,28.330462446192392,0.0
123,25.524813148982055,0.0
124,24.21769103015655,0.0
125,27.757907235551283,0.0
126,19.312235948747293,0.0
127,33.322814428988735,0.0
128,29.69138639586378,0.0
129,42.41521702575076,0.0
130,36.89840281541097,0.0
131,23.11720625730076,0.0
132,27.371498995997616,0.0
133,26.349559077607193,0.0
134,31.06389378032556,0.0
135,32.08287976887582,0.0
136,30.183795672113888,0.0
137,39.76636279834452,0.0
138,19.75260570773898,0.0
139,33.45230757733635,0.0
140,32.2651455339223,0.0
141,28.083352706449183,0.0
142,42.29338560471284,0.0
143,15.918693289500744,0.0
144,24.56872026047722,0.0
145,32.601263904716035,0.0
146,37.29881397837093,0.0
147,34.842897008882176,0.0
148,27.691261589481215,0.0
149,34.4285436794019,0.0
150,19.054232340440045,0.0
151,31.835144466618505,0.0
152,32.676368255988436,0.0
153,29.289978911752378,0.0
154,36.94579129992162,0.0
155,36.46641850666998,0.0
156,24.928492515963683,0.0
157,33.32456100147143,0.0
158,33.70024903245481,0.0
159,39.1127400827928,0.0
160,36.46344093560522,0.0
161,21.912630073236855,0.0
162,29.865294477179937,0.0
163,25.61122596756091,0.0
164,33.6972199143111,0.0
165,26.986974970398155,0.0
166,23.0930547399116,0.0
167,26.874248388768493,0.0
168,25.790499507107313,0.0
169,31.744230174146406,0.0
170,29.567892098101474,0.0
171,39.15527868510433,0.0
172,32.581843553284045,0.0
173,28.224057657357484,0.0
174,34.600623601738036,0.0
175,31.566126832456217,0.0
176,31.93863251509599,0.0
177,21.78208138149804,0.0
178,30.703743681320553,0.0
179,27.91266013400387,0.0
180,42.6759465706648,0.0
181,30.828744577432662,0.0
182,40.68381587773521,0.0
183,25.656411875203602,0.0
184,30.234925439022554,0.0
185,25.100491232943433,0.0
186,44.1551491456909,0.0
187,23.974913134631407,0.0
188,26.349612077981973,0.0
189,40.240872723480315,0.0
190,36.25611265717465,0.0
191,37.6313450171061,0.0
192,32.481272267678285,0.0
193,30.362962033329257,0.0
194,26.343753163171794,0.0
195,28.82776739008786,0.0
196,21.111698722433722,0.0
197,26.294937385055505,0.0
198,36.29747605000828,0.0
199,28.72182294779092,0.0
200,13.884110581512735,0.0
201,33.02881687261358,0.0
202,26.19884635051843,0.0
203,34.302823789264025,0.0
204,33.11264520259439,0.0
205,25.305632773320042,0.0
206,27.41175018670914,0.0
207,28.53421642705452,0.0
208,17.47765817081857,0.0
209,27.135343026706558,0.0
210,18.63162276754191,0.0
211,34.98847247396672,0.0
212,34.12410440240437,0.0
213,27.279953571118277,0.0
214,24.789781727922403,0.0
215,28.65273376321798,0.0
216,22.287850653801144,0.0
217,24.876065646960274,0.0
218,23.964127223855485,0.0
219,24.266369610243775,0.0
220,37.30614473633195,0.0
221,35.532488660947216,0.0
222,33.220770593048364,0.0
223,18.825721653662878,0.0
224,23.450415828247994,0.0
225,34.80989332296489,0.0
226,28.606504932323684,0.0
227,29.15674055392597,0.0
228,25.240330333636336,0.0
229,27.564484925800222,0.0
230,28.84068870560087,0.0
231,34.364693688034585,0.0
232,36.034899477703746,0.0
233,20.808353152159732,0.0
234,42.46012089013531,0.0
235,30.260050326624782,0.0
236,36.02687259881636,0.0
237,33.513495803437536,0.0
238,30.227435209737422,0.0
239,22.452969542862704,0.0
240,31.660579606128415,0.0
241,36.348766742461045,0.0
242,30.83475565814294,0.0
243,29.527992013386655,0.0
244,24.346652317882402,0.0
245,33.358043452942155,0.0
246,37.73736906440174,0.0
247,23.817948383558967,0.0
248,33.30443382113583,0.0
249,15.457191020607638,0.0
250,44.813543077208,0.0
251,16.853775299702118,0.0
252,22.724539536036982,0.0
253,43.67746695795462,0.0
254,33.48402638846384,0.0
255,25.84322063411802,0.0
256,30.750249376030556,0.0
257,17.679418721563156,0.0
258,18.151992989150592,0.0
259,36.251953182899676,0.0
260,25.27196146531964,0.0
261,32.15159356467703,0.0
262,22.698475637554417,0.0
263,41.53928154614772,0.0
264,35.58968329326966,0.0
265,31.45819593571814,0.0
266,28.52981537879365,0.0
267,26.201537589957166,0.0
268,30.805009092478457,0.0
269,28.677846664106866,0.0
270,36.028043189095385,0.0
271,35.39329028891467,0.0
272,29.373600607617373,0.0
273,28.889378773698834,0.0
274,40.55440913936268,0.0
275,16.804668132281943,0.0
276,26.137050592830732,0.0
277,44.68445496139065,0.0
278,35.295650963182,0.0
279,24.11119639135584,0.0
280,36.12766917774179,0.0
281,32.50809651237459,0.0
282,23.45501465558438,0.0
283,41.88221054067222,0.0
284,24.432482419041396,0.0
285,30.48630156285617,0.0
286,41.272312264245215,0.0
287,30.78672135929939,0.0
288,45.497014131771245,0.0
289,30.754541288648632,0.0
290,36.975465290024204,0.0
291,9.986750982174115,0.0
292,31.025173682899897,0.0
293,29.408646445280766,0.0
294,16.82654156964215,0.0
295,39.574331285412555,0.0
296,18.201853143269478,0.0
297,25.947997449366373,0.0
298,32.27466455528279,0.0
299,47.57342895244293,0.0
300,35.24699629625044,0.0
301,17.86387003117963,0.0
302,28.136668159767545,0.0
303,38.911090903798346,0.0
304,27.32352047791039,0.0
305,32.039747420088695,0.0
306,21.77030725995631,0.0
307,39.74617644787771,0.0
308,34.543917981993786,0.0
309,28.428423758950107,0.0
310,28.71785554707958,0.0
311,29.33808846917138,0.0
312,38.68791610343357,0.0
313,36.15374888725281,0.0
314,30.08456671306441,0.0
315,26.607283006407073,0.0
316,28.11595546054489,0.0
317,34.14802938235623,0.0
318,23.906765374588545,0.0
319,17.86976141560102,0.0
320,28.530719246275947,0.0
321,37.10765013598041,0.0
322,29.131695780292528,0.0
323,26.438513006488154,0.0
324,30.081665773915034,0.0
325,35.60646466801285,0.0
326,20.102686063067388,0.0
327,20.62026506302605,0.0
328,35.164682999437346,0.0
329,24.12426328535105,0.0
330,43.30161969673018,0.0
331,36.990714956725476,0.0
332,23.75618965066271,0.0
333,35.908166407002625,0.0
334,31.828620609442744,0.0
335,36.610815107829346,0.0
336,33.35516455444846,0.0
337,32.45226717362735,0.0
338,33.68703270321097,0.0
339,24.053317798148388,0.0
340,28.727270458637474,0.0
341,23.789012659215494,0.0
342,33.16303827446141,0.0
343,33.885508848665296,0.0
344,32.267151853611466,0.0
345,33.09292433982247,0.0
346,38.9509479082143,0.0
347,22.406044994057446,0.0
348,25.867299797715877,0.0
349,7.134575912161019,0.0
350,38.56831759846921,0.0
351,27.615362191997708,0.0
352,35.36496726668314,0.0
353,31.162671971261545,0.0
354,23.36831438832199,0.0
355,33.192181176864295,0.0
356,41.02412192650484,0.0
357,42.33487080134726,0.0
358,31.407562503976383,0.0
359,30.717882106789077,0.0
360,21.53155276684257,0.0
361,23.288034034185713,0.0
362,45.35925396665874,0.0
363,15.849251143534687,0.0
364,26.72694538968144,0.0
365,19.869933382528504,0.0
366,11.77978319626976,0.0
367,31.122681317315642,0.0
368,23.58461645070132,0.0
369,37.547314762520585,0.0
370,22.33087018401836,0.0
371,35.34108549826229,0.0
372,40.71365807634365,0.0
373,30.84122104969059,0.0
374,29.617650660638375,0.0
375,23.77283592789342,0.0
376,21.75625149061964,0.0
377,35.829201331047926,0.0
378,30.778455999434005,0.0
379,32.7665891297549,0.0
380,34.12344681896542,0.0
381,33.770946420158204,0.0
382,24.142170979767254,0.0
383,25.517143185764215,0.0
384,24.14490190537301,0.0
385,37.38597493539304,0.0
386,39.15940972751397,0.0
387,28.009918294664367,0.0
388,25.379624361246602,0.0
389,42.79405787833456,0.0
390,29.112320514188365,0.0
391,40.49934133495551,0.0
392,27.94018486714463,0.0
393,35.002078058937954,0.0
394,25.445897919692808,0.0
395,32.38540462686712,0.0
396,6.020567285688521,0.0
397,39.37192733510867,0.0
398,20.96325637992493,0.0
399,26.22495918074233,0.0
