unit_id,LineFlushRate,UVDose,ResidualChlorine
0,60.12187700356202,65.76922997478358,75.77010565116048
1,35.32433739238466,45.91975545808875,75.58485925877996
2,40.89409506263194,79.04340832883648,59.53158469420069
3,63.702099284051506,79.45327061426343,62.748779170292174
4,37.525600893535604,60.605298873203765,73.92827832042384
5,64.88486289617062,24.899576765256548,84.87127616803181
6,21.164076288169813,57.166124692406385,72.48708800146541
7,25.511227272345074,32.038626003328126,71.37131607693449
8,37.8057224843768,47.99111456325387,77.18048629953167
9,16.446679861932786,42.371989827933135,62.75452802355944
10,40.12888987569859,56.60009856894064,53.1878914370254
11,60.2520034283039,62.87190593400643,83.96532034055102
12,44.17468578207942,40.39183421433903,80.5126728818895
13,37.08294650808568,50.30840277424302,81.13421305350752
14,39.38463251809509,71.85524275527527,72.90889287263273
15,36.68049023215553,35.13857735391612,85.01444861307453
16,37.74912038463326,33.974906919302065,68.1875570754065
17,28.311435045770253,51.66217906882999,61.999226285513416
18,42.95877849576183,36.73314158251064,80.33363708987262
19,29.829053215773733,46.116412228657175,86.19237829609781
20,35.44185653990419,51.5503130206031,86.96934894854753
21,57.057784290531465,48.01585633934397,72.86328122982738
22,26.812241869811757,41.95042385676021,82.17344039409781
23,46.02160650275436,50.80128344614967,93.25773084982238
24,34.329830675738286,44.002207330450254,84.69780699403695
25,27.529407513135812,25.076267201067303,56.40040817982039
26,31.501336333305463,51.10852609519145,90.84572489067321
27,58.2137875493315,40.50243354912281,73.42705188887903
28,23.917539227751806,39.29550590812953,78.13889214571091
29,29.893389576587317,65.82498974068307,68.84985803641972
30,35.8719400370657,70.13288631027996,63.85984287629206
31,35.23861722322645,69.79685342534677,81.10918897084164
32,41.311031111998005,28.02727863955209,69.27757920270763
33,69.29291014712109,20.485740469319026,83.59671348595307
34,75.58426731373127,40.87274265259243,54.60412104205488
35,37.132393763533834,22.422444229957918,82.82815431896796
36,45.46457093458112,38.53919451054819,85.15984167854059
37,57.23113101037735,39.663608001954756,93.65283987216807
38,57.54809034247974,56.56835201821468,53.49751011794108
39,66.1230426766305,32.008435520079786,89.71879616430768
40,28.158980828390504,62.31841412156954,83.04572476983776
41,20.903050138948966,41.061123584640605,60.329866393670684
42,55.7765367151529,68.16536483981568,77.81503747329461
43,40.6741463816621,51.749802626597614,72.89952742296869
44,63.34602637723294,74.02246536244095,55.66821554731245
45,39.69115366651832,44.76680932930759,63.11842599528926
46,54.7447635788519,44.31829532949436,72.8559023141569
47,45.74280311253193,57.34010214870011,71.51631062428199
48,53.6276592767059,47.84679885041746,88.55337972456434
49,35.74090304679488,64.25448279176206,60.20220440211279
50,23.059970952990394,40.587548359347785,75.0422522234823
51,51.56096517786498,34.35337071846472,53.91905408791654
52,20.780349342808808,52.72341116089455,71.80972125953086
53,43.93607531566124,43.16465768024156,65.18272369779757
54,24.99115700373741,38.89554213263036,79.15003987717469
55,45.40953597252961,23.226086730746676,83.24186167136105
56,22.358472158651047,54.71787807609144,62.059234006436284
57,58.591090051892486,47.33737458052389,70.65428638663904
58,22.746164680955363,66.9132216335161,89.75477666815594
59,62.8363881653443,40.75505640486152,87.32347492663024
60,48.42178527395471,55.16908311932809,83.14641921080597
61,55.736162201205524,54.35860300301389,53.81402346895854
62,42.98925061839102,44.61231112177572,73.20012143757187
63,28.11435607569322,44.528660460535484,80.76064054542962
64,30.594128137801842,43.62940423055671,81.60209475635516
65,44.27580560585016,58.817216570526895,56.18348599294999
66,22.909279752959904,36.82898879645322,66.01258276602036
67,53.9983355739303,41.732494386914425,87.35215449558268
68,29.62757596101284,67.7749161378278,75.40008875632265
69,54.75975759878368,36.79099191948763,83.39875681133788
70,55.035062231843796,46.47758357945708,75.0167300028954
71,19.42321453174539,53.99096448245613,47.40946986489942
72,32.726068985711294,44.610037525969524,71.50040969840218
73,32.702141226302906,79.52043851261725,58.58378490449319
74,53.539282741029105,79.77460340323287,81.70160861928346
75,51.13905849506929,50.40796087695809,80.14556967875106
76,21.042389468957253,57.98438961904801,71.55679180858003
77,31.95790866040842,46.252853648701624,69.39883477876835
78,34.39234386028202,54.19071085798255,83.66095500557931
79,34.490008217073424,44.733143996696676,74.02844004578637
80,36.191755767029676,52.12186374378686,77.36445263642618
81,41.01036756022307,49.964877398320866,73.69224229915103
82,45.33525181528813,61.41062330513784,84.66934529985369
83,21.694695173979756,42.16499745018728,73.16703161756143
84,44.83563059058407,56.64882284135519,74.40736851552015
85,53.02493225310858,43.723673168768826,71.55082725651532
86,43.95516747001457,41.66644066327171,74.96544166449479
87,39.849671472810414,67.89465704712075,91.82818146103342
88,28.21726725636334,58.98307598186359,60.66297676802692
89,41.68982647463271,82.54597109505512,65.89444321090296
90,30.68105197380034,27.241081915052135,43.085941740637914
91,65.95856480993577,49.88587504500717,89.31956756781905
92,22.92843959705469,56.08849603120355,102.3820664487292
93,57.19070734370998,21.892773533240412,59.9593196423689
94,54.03962912491185,45.25069916924321,78.71730476276548
95,60.927176280599326,21.829746622557806,95.1841888355266
96,39.78934309422002,40.81243466914884,63.991719220423185
97,42.36733810807334,44.25909718057177,75.24779336302761
98,46.03115886418948,34.34062188495074,79.03131325764659
