unit_id,WaterClarityScore,ResidualChlorine,UVDose,do_LineFlushRate,do_set_UVDose
0,19.1220968612635,59.6225364321725,46.68322833032148,0.0,50.0
1,40.8843971774135,90.2951838866142,51.51496342192702,0.0,50.0
2,23.80366438688661,72.55870490550431,46.88299420587432,0.0,50.0
3,27.726774633709798,72.93766101605448,50.72739929619467,0.0,50.0
4,21.46846894160534,51.83770783565162,47.31573827270699,0.0,50.0
5,17.90583625856498,52.47068976847864,51.0789193783502,0.0,50.0
6,26.169802756009815,78.4295408361045,53.12467040090386,0.0,50.0
7,41.52859396537924,88.14960405056769,48.33687828726503,0.0,50.0
8,27.918994562167285,65.850154613788,55.635567778762656,0.0,50.0
9,21.555557460821476,59.56633871253931,51.690835689207596,0.0,50.0
10,27.242983987325907,72.53160853726735,46.82779539963201,0.0,50.0
11,34.43474884937759,80.63528742204879,51.17434467976752,0.0,50.0
12,26.458462008325277,66.03978894592969,48.341571101145654,0.0,50.0
13,30.469430610502425,76.50714936087567,50.66593319440675,0.0,50.0
14,30.037051767365725,80.86353622617199,48.80386670795265,0.0,50.0
15,22.79684739382407,62.326346857279425,48.155239755829534,0.0,50.0
16,23.150234883658033,63.50363991291475,52.74704254719338,0.0,50.0
17,33.08308828142304,88.1141295137866,47.21056947224159,0.0,50.0
18,29.461930807344313,82.97277076009973,49.532678453829206,0.0,50.0
19,25.54195341792367,69.81496617351344,45.747432245306435,0.0,50.0
20,32.782817942930194,73.96523638177446,51.00558505053071,0.0,50.0
21,26.64300316319102,70.76075872051257,48.343136523883175,0.0,50.0
22,29.484028571210796,76.12261350554992,50.3020349424708,0.0,50.0
23,29.69762641144422,63.92818227772314,50.76695358672131,0.0,50.0
24,39.177616180667556,95.98300859570136,56.011342275053,0.0,50.0
25,33.99046166975698,76.79864286204868,53.93404778620644,0.0,50.0
26,29.9126353328709,77.33027571709243,45.75146154756721,0.0,50.0
27,36.979050631915875,92.77275693351656,45.8791907539354,0.0,50.0
28,19.871753922415625,63.25886329211195,48.043599263229254,0.0,50.0
29,36.903046053297764,84.68892629272297,48.273860318967806,0.0,50.0
30,39.73455312698078,90.22312247169074,46.978848580804105,0.0,50.0
31,36.60321879051614,85.53881277608953,48.0082816618363,0.0,50.0
32,34.430445830182755,73.57155379389417,52.467188042343324,0.0,50.0
33,20.934990472803022,76.22012468706497,53.293292878991984,0.0,50.0
34,24.18102904386063,72.0542696300321,49.93093089199408,0.0,50.0
35,34.00928002410678,75.98382588570458,45.026620535168995,0.0,50.0
36,38.50710119396466,88.76542626021947,51.067238352964125,0.0,50.0
37,29.17519082086679,81.4733365607714,43.132812816784515,0.0,50.0
38,29.837932937880225,77.41201153574978,50.19586768786269,0.0,50.0
39,35.080656024102844,71.09533008702007,50.679914225358914,0.0,50.0
40,32.216052518108214,83.2016646745983,52.55262306525805,0.0,50.0
41,38.40268704995015,88.13624817986091,50.12661339373967,0.0,50.0
42,35.88342192301523,94.42032483391043,51.28303210665592,0.0,50.0
43,23.664498533834884,59.16602354064707,49.50634292684122,0.0,50.0
44,32.60529504614673,81.89831577664748,45.35259162736351,0.0,50.0
45,35.11367170084488,85.30903983651882,51.47655687194196,0.0,50.0
46,38.988312433253064,84.52640167518898,50.1268987987465,0.0,50.0
47,25.568934190219466,64.14756305790912,54.1231045329492,0.0,50.0
48,36.67203752049448,80.23741280685208,53.04259333709575,0.0,50.0
49,28.942142219344507,74.12840135933348,47.93262815806896,0.0,50.0
50,35.43617068793619,83.48297120401092,57.598626059473375,0.0,50.0
51,42.440935260312564,90.48952842165338,45.87723566435554,0.0,50.0
52,27.34110688516031,62.08904696935601,45.75894944461357,0.0,50.0
53,26.971116691601832,75.21382377782447,49.60650046746958,0.0,50.0
54,26.083432772813232,68.26823421574959,51.78630075751298,0.0,50.0
55,30.47701433967734,68.72240822254466,52.57969084183868,0.0,50.0
56,21.168940302747952,63.37495370244893,47.49587039157763,0.0,50.0
57,21.67256550045425,56.79997354219085,49.05338142132795,0.0,50.0
58,21.7298918276553,72.2176991529041,51.57397214971607,0.0,50.0
59,32.92302472075143,77.56585091050904,54.61575018934337,0.0,50.0
60,34.20583124969467,67.21247240763087,49.45531472443715,0.0,50.0
61,36.562404527749415,89.73860381566035,48.40798004270355,0.0,50.0
62,43.40682994432572,93.60850532044458,51.87594078817724,0.0,50.0
63,35.42563858357002,82.15030513381713,48.925214416422946,0.0,50.0
64,31.423786854103273,77.50175345025056,47.40115554383315,0.0,50.0
65,27.286390673406267,69.82035538893014,50.86550048629954,0.0,50.0
66,26.10009589720297,80.14640782052378,48.453650728076475,0.0,50.0
67,36.710679429454004,89.74083012812369,50.636924392492105,0.0,50.0
68,21.572642505386277,62.450189830306996,53.15259345723626,0.0,50.0
69,11.870455350255895,55.08632701330161,51.34980409418051,0.0,50.0
70,32.23648410010739,72.28614236232083,49.69614026269509,0.0,50.0
71,21.27948817912856,61.621622162316164,45.616057482132184,0.0,50.0
72,17.98626520524804,68.17669646181474,49.80240919755875,0.0,50.0
73,27.48986469253485,84.83685755680096,48.27612211228336,0.0,50.0
74,35.01670883856697,77.9850021468826,54.25770067411665,0.0,50.0
75,38.60578436607773,90.4659153825577,44.0993997354913,0.0,50.0
76,22.525557280848908,67.81532563693175,55.26050838745713,0.0,50.0
77,27.869088780929125,77.66613881705352,48.65686195617194,0.0,50.0
78,20.52198206547466,55.75851936972801,47.22651764263823,0.0,50.0
79,32.06501212111454,75.91307994678967,53.64520270350648,0.0,50.0
80,19.859455240463852,65.78522984522637,46.59133952618193,0.0,50.0
81,34.37397853619916,78.20736316683427,49.373004942330105,0.0,50.0
82,31.852624406074668,63.13590566910574,50.44298403891825,0.0,50.0
83,32.015031923614515,76.73085401693818,44.953639471838876,0.0,50.0
84,34.88124547347982,86.62079951360005,48.359993860259515,0.0,50.0
85,24.58643969824168,66.01755507699022,51.16077003046177,0.0,50.0
86,44.90072114519444,101.85830276217469,47.55390448955775,0.0,50.0
