unit_id,WaterClarityScore,ResidualChlorine,UVDose,do_LineFlushRate
0,7.533316008990395,73.45526296540878,55.60487159763799,20.0
1,2.7084399857356187,58.53243750038425,62.3602504177782,20.0
2,4.0484830592066965,63.904698807419805,51.58087559844697,20.0
3,-7.411282537477903,63.30340168206772,52.075859074294534,20.0
4,-2.4890113422716356,63.49626957003873,51.4510617349913,20.0
5,9.400874002591152,66.97686377675917,56.403102875991735,20.0
6,8.251060066668249,75.12284941433353,52.72143209710421,20.0
7,-11.884960358655537,82.76337465329243,44.77121089849482,20.0
8,31.323756001085677,76.24717444602541,40.42423223265534,20.0
9,9.456058799477674,76.04287670330258,50.21901607722803,20.0
10,-8.854275184549483,61.288853671881796,75.63510061929648,20.0
11,24.360447607758793,92.29341713953282,36.73238945850409,20.0
12,9.544951403935812,72.22205249691304,40.99699627982783,20.0
13,29.94058291028309,84.68561845901249,58.194870424229514,20.0
14,20.413933676940726,63.84693867769342,48.21950506756842,20.0
15,-16.39721642757452,54.42765120170801,41.065309031840336,20.0
16,-8.870133923223833,67.61287700188262,44.10476526009895,20.0
17,-3.6168529300658787,65.95684467652694,57.310679942467054,20.0
18,5.374914806357837,72.19956341653467,44.99659550237363,20.0
19,16.151595539363484,63.501887645905484,24.402552845585657,20.0
20,9.249799551212224,76.54388125227909,55.89575352443683,20.0
21,-3.6263321717621495,58.60259452290816,49.89532200857957,20.0
22,23.884153876986066,85.26411429096369,31.394752249124295,20.0
23,0.37177295357252804,79.09504428463678,40.30092094708388,20.0
24,10.112892718557564,74.40854848594915,30.61258734680568,20.0
25,4.448471730203077,83.9719070875073,65.151564688112,20.0
26,-6.6612542383594535,63.65920123859238,45.88472595379224,20.0
27,-5.287248348682365,61.82253406537914,52.77558263784917,20.0
28,12.806301021478799,78.55384824091075,59.65217880609151,20.0
29,6.233021389439406,72.20018586058868,47.352696793201794,20.0
30,24.313983459095127,85.43492019138168,53.756083508441364,20.0
31,3.340747027298947,84.90771316863326,53.2508077452503,20.0
32,4.394785390781933,79.9686252838767,70.38384690218685,20.0
33,3.5412864907740538,86.23999301730498,62.903758015868114,20.0
34,0.9054564541163845,74.80586137079965,53.39499025764073,20.0
35,15.363524713256126,93.59064559973106,42.07997035932929,20.0
36,-2.1033138393744313,63.5443021718801,43.66282677295325,20.0
37,-2.986587276708854,82.862333822603,57.116923275094535,20.0
38,-10.115881232576275,74.31238870021389,47.333702881354,20.0
39,39.185623937100324,100.49181885756973,63.70416020028396,20.0
40,7.762711680169108,76.33728457011337,56.52705295325855,20.0
41,22.413272404331238,65.58784302361916,59.691353189793595,20.0
42,7.617691187078116,78.32707064465228,51.46186585247835,20.0
43,-3.167035267558618,68.03307864425074,68.18366535437477,20.0
44,7.276264503580765,69.85343640235703,29.88240306641426,20.0
45,12.813360177118376,69.87941972753144,52.21394217285984,20.0
46,-10.658500485142662,66.67268387960145,50.4696403342639,20.0
47,-22.247390427066012,44.867854655622125,51.53805303508561,20.0
48,15.4532294030766,89.90849183879747,55.93581164446728,20.0
49,-5.438671156452631,63.562291311852015,47.9462130536087,20.0
50,9.264853381601274,59.34094016634574,44.07929032698728,20.0
51,0.8493330225740054,61.71866680531879,32.701346471428636,20.0
52,-1.3726716449444092,81.7696775235612,34.20696467361552,20.0
53,6.983474509937292,84.8039611365584,40.54187109673529,20.0
54,19.531557003863835,86.55247504024388,28.070758555501076,20.0
55,3.0335346741468974,84.88544608209568,48.29788711942285,20.0
56,19.99688452755268,97.89979350130571,51.99789883827593,20.0
57,12.84784048853991,82.77056624935611,67.74070007926078,20.0
58,8.352375958870002,96.78000952650133,27.50997956898112,20.0
59,13.564471269304741,77.41599516927974,39.565548067387695,20.0
60,11.23935394075412,76.9255872670094,43.66997728627334,20.0
61,9.879729963430183,74.62946271887617,48.63797364561322,20.0
62,-12.010291450552224,55.4830232029923,66.6237471105411,20.0
63,11.534751315808277,93.4006749694235,67.83567763004024,20.0
64,2.5216539340395245,74.32285443464555,43.35360786341894,20.0
65,6.405967328291977,76.6259574760675,38.639006319535234,20.0
66,5.499347692191513,80.97548837621521,48.33080891845646,20.0
67,25.58372681577059,97.54793178364432,47.670346932653636,20.0
68,4.50973388458529,68.8839051949768,44.747996336586915,20.0
69,12.36795209409171,75.1977781745446,49.000683872238945,20.0
70,-1.344368247141718,73.50537387402989,43.20252190332478,20.0
71,13.063239327604263,70.39581788815069,36.914098729473054,20.0
72,12.23443105177769,87.80071473273358,49.63618130518968,20.0
73,0.08122861592238761,77.907901005092,72.54650026998961,20.0
74,10.878397540261462,79.85207266024477,26.27006991674214,20.0
75,31.917901416558422,74.05112263523094,45.73012529058535,20.0
76,20.682209042485724,83.78659173637318,50.561935291790086,20.0
77,-14.926071729104592,63.08545715780508,66.98983574164212,20.0
78,13.182477733134288,108.99883841934593,21.216787044649415,20.0
79,9.379144343153458,61.65612625408022,47.91250595409821,20.0
80,9.13918010766352,69.93406857839737,44.22985875463079,20.0
81,8.160379512923933,66.46317153201942,62.09031616748771,20.0
82,16.557721824654475,66.48229254716537,47.89866964234243,20.0
83,1.3739328580703463,76.31893597594171,59.76293973252078,20.0
84,6.030510571194664,77.12569842683106,50.90704088776549,20.0
85,7.9370298187271935,85.75603562987494,44.44897448613506,20.0
86,-2.969628766297377,55.97358477587797,40.85835161158542,20.0
87,11.400528644118664,78.49292532244017,39.174347732824266,20.0
88,7.420765568060497,68.13794062368434,48.89205726062114,20.0
89,-0.13271702414983189,64.19505534563643,61.22427856867251,20.0
90,12.29811827488113,74.60129281285616,48.52920761418222,20.0
91,3.683597096624024,80.104054714402,76.06219208183646,20.0
92,36.969021106808,98.52131962568929,39.46556726613138,20.0
93,2.050413481652089,52.47921814478732,63.76470191126721,20.0
94,3.8819583153434363,77.4463872514356,34.70357434872272,20.0
95,1.975462238336834,59.08768500372752,57.86894345157158,20.0
96,0.2165324228065475,79.1102828787063,60.89857336637497,20.0
97,4.056900861264779,83.61051605335093,31.287995994988403,20.0
98,5.952913947986809,89.15106129075485,63.29584532283816,20.0
99,9.861340833198899,83.79917949073835,67.08781518702061,20.0
100,-0.6671790901898236,68.59752508649113,56.95521384166088,20.0
101,-9.47947809303179,78.25390979945153,56.96172458104273,20.0
102,8.66370812818285,87.69710766381651,56.23360835333295,20.0
103,8.182637619154892,69.96247512283178,42.11552264832013,20.0
104,-2.6482266768774814,81.77551392272117,60.47940081278685,20.0
105,-0.35955949566930556,70.66285105784314,43.85232268539457,20.0
106,11.073556095086818,71.75932765602265,51.37142847242714,20.0
107,8.788187512887967,90.81804114621073,50.32767910714497,20.0
108,14.404150675891511,76.33334149744334,34.114971681776346,20.0
109,-9.435881069900294,68.40273784055003,43.20772475553112,20.0
110,-4.831898647539569,70.17594569607114,40.487443066703726,20.0
111,12.29832899964756,91.87648310296873,58.536003722138034,20.0
112,6.75207401499582,66.14701717782476,41.10647321953892,20.0
113,11.822517491599553,79.00812519780956,30.13633685736035,20.0
114,-1.1683073835479916,60.97215331674641,40.39595895462419,20.0
115,-5.735268833919716,66.10341013778896,42.90289732446324,20.0
116,25.584238130890483,88.51917517380605,46.95469271145935,20.0
117,26.418936813052795,82.99533287126438,66.52319531110663,20.0
118,-13.820499718187051,69.63361338801249,39.0895204563343,20.0
119,-2.1350207488062747,69.64882115204232,44.234078060672836,20.0
