unit_id,JobThroughput,RackInletTemp,do_cooling_setpoint_controller
0,41.78806907685473,47.16313865295189,72.0
1,48.144355445399405,41.092402952156974,72.0
2,41.735432540727864,51.63203579056355,72.0
3,25.30302246596676,62.275613499937215,72.0
4,40.20039457814062,64.56447884296146,72.0
5,25.83560637899258,49.69476936773754,72.0
6,43.743022614747474,36.101370249740974,72.0
7,18.846781268567824,70.03518528553309,72.0
8,47.66253278470222,32.38421880317572,72.0
9,23.06870317172166,40.59966495994292,72.0
10,34.96740780319092,52.48008224185707,72.0
11,3.876484336464038,77.93915638918949,72.0
12,22.223291121307238,59.23957952185525,72.0
13,18.97653110424209,62.11966671850601,72.0
14,19.26951909473892,81.11471900844269,72.0
15,10.896544510085763,71.85657933208626,72.0
16,11.40991136142093,70.82298094712131,72.0
17,26.642728672262752,46.377920962334116,72.0
18,15.231775595603231,57.41348492772253,72.0
19,31.849806614015584,43.06482626198386,72.0
20,23.958457704209433,51.61682921877515,72.0
21,18.41253802860374,58.64774239799241,72.0
22,35.15324949886431,31.067112188670965,72.0
23,31.05824229775091,52.667105923094226,72.0
24,45.18767387726169,49.25138718464988,72.0
25,25.936331590958204,53.09645875050921,72.0
26,34.930355022673695,56.143197731472824,72.0
27,27.913245733843052,47.77779877348437,72.0
28,30.846632875792782,44.950920982223145,72.0
29,11.664889908485986,60.77405983470854,72.0
30,46.311459722293655,47.40159173590769,72.0
31,14.61891621057198,73.48125287583768,72.0
32,44.58275065254823,56.70033529148651,72.0
33,12.44262257545461,74.3126099869672,72.0
34,37.34776948695969,33.677128848954226,72.0
35,44.359367998554596,39.89775117961461,72.0
36,27.318493253714486,58.68672960686299,72.0
37,32.645028859136964,33.31297231253129,72.0
38,57.690970851785444,59.98146742631826,72.0
39,20.093992488542863,73.10230153013374,72.0
40,28.595863930369777,85.15212490909244,72.0
41,32.28103532393323,53.408805669787895,72.0
42,28.554405645848366,61.83193312328994,72.0
43,30.429335741727243,62.6904588571416,72.0
44,19.431703389364387,61.42449893070343,72.0
45,33.49886796384906,51.819955623495275,72.0
46,30.612195883990243,39.04691648708543,72.0
47,21.137392768869738,70.58115410258252,72.0
48,16.846865323116514,59.52709824255491,72.0
49,29.48842172046182,56.869066495015524,72.0
50,35.741115569310445,43.0110358886696,72.0
51,6.454443974145866,73.00289698568321,72.0
52,38.452032718367555,44.79431214788382,72.0
53,8.992569253784819,68.27031449742158,72.0
54,53.7846457245918,56.475082866855395,72.0
55,30.30407703172688,62.6328335633802,72.0
56,27.02514746684216,57.43711294106555,72.0
57,35.25607095365576,51.970425067379814,72.0
58,28.68907010839428,66.80997058327016,72.0
59,39.1300808901027,56.53006458242813,72.0
60,33.07795909727851,59.99855256459462,72.0
61,17.54730809089861,61.41952682790812,72.0
62,24.927609187343243,60.289187818807136,72.0
63,23.653350451411683,77.22029641186646,72.0
64,11.98394101586129,68.27290415885719,72.0
65,27.905403824872742,45.50065344746211,72.0
66,23.229835932567852,57.07437498074346,72.0
67,41.76003919619326,64.27149466985918,72.0
68,41.35548490497895,55.447484208276634,72.0
69,29.225252709476514,45.545080485227125,72.0
70,36.271512648149915,50.68127822907613,72.0
71,37.74987815052655,43.44618069498576,72.0
72,57.47069572978833,48.704548348771326,72.0
73,11.998561379481977,61.88082436936038,72.0
74,30.646104186462185,53.00804653958176,72.0
75,58.79657533246005,56.47669406897755,72.0
76,11.632285118502168,51.55759629135162,72.0
77,3.173910111029771,83.39549190955373,72.0
78,32.45252093704855,59.49671473383242,72.0
79,19.70226714981508,63.105335774839304,72.0
80,36.08083473462595,44.03017463197092,72.0
81,12.34013802803011,72.0682537025468,72.0
82,37.66063795515042,56.77089096241194,72.0
83,41.919522620662576,48.38198232559964,72.0
84,16.331625696127368,66.53911940865223,72.0
85,42.926450701205994,78.79979131110066,72.0
86,34.650745121911825,59.42961435428172,72.0
87,45.469467429876694,55.189988801629916,72.0
88,23.745114637593964,48.60225645165697,72.0
89,38.713525903560935,50.086160655742184,72.0
90,30.23773811353504,44.91697919300009,72.0
91,33.60199422895467,54.971734994157266,72.0
92,43.68740015336741,34.08928248530488,72.0
93,20.701289716864814,60.35144587642114,72.0
94,35.01861874119582,52.72566868321964,72.0
95,8.293259825300973,78.69029525690799,72.0
96,22.154946056199254,48.91449337021932,72.0
97,17.599553066571268,64.25142196908942,72.0
98,12.017779541637402,75.54605382338958,72.0
99,18.724896907753006,60.0702605802777,72.0
100,27.443991932231793,45.082531507329634,72.0
101,51.92534690090422,47.57720773405077,72.0
102,52.5464264967092,41.65844794772701,72.0
103,40.11323025315186,31.809534219937717,72.0
104,42.8930648527013,38.35226951948398,72.0
105,38.14072443683554,35.49344642717326,72.0
106,39.74740162818748,34.860215388503576,72.0
107,35.1575763761046,45.93204260124596,72.0
108,47.75492335630373,45.60374344800089,72.0
109,31.304354779478295,71.05382630697031,72.0
110,21.786228099417983,70.68047398987162,72.0
111,26.445584081640767,59.89652655274178,72.0
112,37.171654039638845,64.51785126557662,72.0
113,19.03530110656938,53.50340850322224,72.0
114,30.363448155750348,73.29623784474603,72.0
115,18.714420294694403,65.08829214837138,72.0
116,23.825554051409917,59.408619155066646,72.0
117,30.736085246513344,55.08085247410955,72.0
118,32.841717850344374,63.278242373215825,72.0
119,33.53889372330898,64.48459278792176,72.0
120,52.844637783318525,29.014036554700233,72.0
121,42.982906341331194,59.898349686969084,72.0
122,18.44033817684496,57.73383455108336,72.0
123,28.761347798350354,51.68409572787936,72.0
124,26.026486185228013,71.51068286133233,72.0
125,-0.4156552622700773,76.04469644474447,72.0
126,45.359290411530104,54.13475191575456,72.0
