unit_id,CoatingThickness,AmbientHumidityBatt
0,49.38379015012735,58.84050977629891
1,66.08640136898832,51.037541323024406
2,55.61412822136272,45.65066706386351
3,39.1148107275603,52.63058728732317
4,44.49301144532629,38.298507045742326
5,30.391257673550246,35.764883144498334
6,29.26721166433573,40.51186161333311
7,45.43903947886432,45.6039740155963
8,46.472011943396275,65.31967964161073
9,34.76593826810749,52.21609911459908
10,81.83499351813013,50.19887474376273
11,49.15733395774732,70.28515291666918
12,35.11739595769067,39.85489317215077
13,70.55242355154382,52.19604418564394
14,52.967450387830155,56.461290077926265
15,45.83802352596173,59.66513252004091
16,54.51910254433346,62.47429548460671
17,67.02554190903977,61.06488846244222
18,82.68266884679306,55.29039378197309
19,61.92392348920696,51.76552982037317
20,51.41530370549925,45.39360965522515
21,45.32925051109458,47.402742045649774
22,36.01944266032401,33.44035487552837
23,48.15824362023593,40.07669401626609
24,42.30407364796112,60.128639493830526
25,41.11938861813082,41.0999212476233
26,64.12007439595712,30.05542735568978
27,57.60242191399131,49.35468056426467
28,55.46917512805161,55.13028791485994
29,39.57643331587414,51.12278740980499
30,48.663709717468144,62.142923555324366
31,55.953375248530094,44.65247850967009
32,29.157232012954218,56.98051474974102
33,75.41453908639535,48.73209572311609
34,44.40114071621483,67.19067534792032
35,51.83670967172685,63.309888604683785
36,35.7922111307569,59.82192627517763
37,51.51209461704471,55.672715351526655
38,42.224891124596105,51.21936080820278
39,59.20118749608457,52.37683867548676
40,35.3809650415954,57.419500014915926
41,60.830492560481794,31.652974080805176
42,55.53126909334759,66.61280819691298
43,46.83183233754269,58.98523909109613
44,48.340817434655555,25.31819535888866
45,53.47585414797068,50.35900005390329
46,58.70136595450481,59.410286496668306
47,72.56396389418204,59.72174984121466
48,25.202751879675258,48.16370707772793
49,47.2228795493682,61.13828214949645
50,71.68386473252416,55.01983720488484
51,43.830951578854595,27.758059552650238
52,44.739873060676416,59.465621643473455
53,31.679617343663555,52.40199766700167
54,57.59870758539626,36.01304941546318
55,44.74685892616954,29.980798924804446
56,33.547980054792205,50.44951606189538
57,27.795289025972693,62.90638626673078
58,51.59213938192959,24.804975287695676
59,27.748942842304285,56.44339591000547
60,30.067766430647186,46.95450688791388
61,54.286249022689496,38.62432834932649
62,47.47742159492439,39.349349440683746
63,51.85583507334295,30.946733147099803
64,23.763574627132414,50.538454360549295
65,68.25571205568467,32.51651985507879
66,42.827602659265025,58.51826686970048
67,54.481744881481724,44.4383176335091
68,51.75880832664942,49.059492967966804
69,64.2341013389412,62.02719796242534
70,63.99334919447295,45.41551284669658
71,36.20081553893628,41.069204026611395
72,48.82398237101812,57.454019218487666
73,43.84658349645614,31.974510841472625
74,40.753619190961956,42.27991852338969
75,58.884155517938694,59.06614364191338
76,50.02007508917164,50.261764210271785
77,38.98491728964381,47.36170422057076
78,54.57974861973602,51.66111359642144
