unit_id,CoatingThickness,AmbientHumidityBatt
0,56.95117292363495,69.81330265178407
1,34.69302444638637,64.13995876015869
2,39.40156772390554,57.716194552889874
3,42.865966130347346,53.25576407626664
4,68.83195285740223,51.38023780246999
5,44.097139119402236,31.873547388178842
6,42.41154886082308,62.4696494997296
7,44.588391196717104,33.16436507954337
8,42.814789541926714,56.13255921971741
9,53.020854973579965,33.907850302467025
10,50.24625909070396,41.59017586398438
11,83.10035929277163,47.55281895857945
12,58.9676253102257,54.87567657064057
13,31.870179594220854,39.54566369079465
14,54.497561800111285,41.582262790754264
15,51.56326400402753,56.44426539864553
16,71.53367628409877,44.648964452889885
17,62.247640205734236,51.24279362254744
18,50.25044454272961,52.846822573851746
19,59.47988182169645,48.94067699181637
20,64.0013951666351,67.96337051388373
21,64.99914242431174,39.971372667543974
22,35.72268393210368,47.70924005976403
23,62.32797070487567,53.628569338621986
24,30.105336393922556,48.77010988703185
25,39.10397522783222,46.63677908477213
26,58.03479769260477,61.62521984039695
27,64.50216609494481,70.31887230590358
28,45.07130404084948,55.67143234713316
29,55.34602336061627,45.549569592367746
30,47.949484067957094,45.47363492889195
31,77.68181699321873,67.48636530255467
32,76.61003154385291,59.14454980714416
33,47.584150786824296,56.40558088252897
34,52.32220593762638,50.32742286429016
35,69.00437070907773,36.905664583490605
36,65.41241448061247,41.907316349545866
37,55.41106993370839,65.18825840543431
38,62.46307596323063,50.601904964705284
39,48.95957045177422,39.718901090620385
40,47.702029669819694,54.596289138865714
41,61.97121193043203,45.31129211692012
42,34.95169132030314,45.40581190326639
43,62.068914838608464,48.62570439275062
44,51.66688857562919,69.55792806214528
45,37.482944978416974,93.83281076723912
46,75.00857809614882,67.21389553339684
47,31.685357049221437,42.06975705888487
48,54.48097408917501,46.57028608791046
49,42.246945389911396,65.09967939373108
50,23.119062046848896,50.25606504379092
51,44.66989765227768,37.97952097850794
52,50.07808519797113,60.14897655024993
53,59.72139447241161,53.30678496052876
54,32.72747861118483,31.586117326986106
55,35.06128830394607,46.158730067077464
56,47.68190636320872,47.71901276404897
57,44.84823730320156,56.353016979063575
58,44.89377865687603,79.41413662498618
59,46.66604107671608,50.94233703084838
60,35.81557926657121,43.78374312032211
61,56.603805472233276,52.968894900654604
62,48.62679831711269,49.21202628257641
63,52.57862168844684,36.06678944136475
64,31.57562079888852,51.40817584727805
65,74.59989609186815,46.69214936098602
66,64.40172244851713,47.51510106717426
67,63.03196065525176,45.584986063353725
68,51.301832502428034,49.55693128175796
69,47.20183958373345,60.198091650329445
70,61.38446749370676,53.22305121206303
71,58.89992400837805,56.91570907924143
72,70.00655868762016,42.66597497297535
73,55.73104970643419,68.57637793598664
74,42.146634926809554,38.878832228490936
75,52.21261201978831,43.12881829931488
76,56.17593999780013,56.607154510718985
77,35.73605778975276,59.26705630213973
78,53.912871566960064,48.59153083264142
79,42.66951054362723,65.56438948295836
80,46.86151354043583,38.10632075919263
81,83.9834051557482,58.20908866779507
82,56.39476686508237,40.9482672886221
83,49.33186375800702,57.70737641759895
84,63.18655510206532,53.082074921628944
85,78.04304361755086,39.04999686697314
86,73.12678296264534,47.17376404517052
87,63.95479726640945,61.48101036017396
88,61.67208065416785,69.61060096622474
89,36.31529821234129,56.311660195685135
90,54.46367855157327,53.25357998441103
91,37.691651776671286,41.48199292068734
92,49.32347940629817,55.6853673843649
93,49.67799148133328,60.804946286199666
94,48.149691431402005,41.541541181199676
95,52.0445991321903,54.027236132624516
96,35.508068422960704,49.670443354351704
97,57.76540162981547,49.23455751786434
98,62.297860804382516,31.44964673645912
99,44.64249350008794,62.67370676709712
100,49.115379090496894,76.63221624918225
101,35.06418426111343,37.627469282991164
102,50.66363532815723,44.57287157517591
103,29.297523314261035,53.52441266726642
104,80.68263723067975,51.73062027534212
105,60.788820197328775,33.16550915634072
106,55.07001755015901,42.38869246004747
107,48.27163675368199,40.19102535021398
108,41.99978856610378,29.426713681119686
109,63.73274821437879,42.971873337062576
110,46.819237153979856,40.73542885410747
111,29.698640501279904,42.91810289121932
112,47.78337144585797,38.19069018256421
113,30.349756231127422,49.603792232644416
114,53.56652000085321,26.408586698742766
115,51.33385562351944,41.99827933293723
116,50.032225050485145,43.38517791053068
117,52.44739236482759,30.497993704842056
118,48.63264339944549,49.253642533945815
119,18.474665336682193,43.23951352423393
120,68.74024106800152,51.53144436962581
121,49.222089478209426,34.718881017710146
122,43.22747130737345,54.89232225578442
123,58.837851352136894,54.5164706458755
124,37.24290723066286,49.298621876657634
125,53.254668465072875,29.058317835708472
126,37.40829279665426,56.90450167298076
127,41.10312016051605,47.808009904853506
128,38.56508275701077,41.68507613222663
129,42.198376779511655,46.22658682500021
130,27.009453200465803,56.77239518105184
131,38.50124930745763,19.221714770214376
132,31.975122343381667,55.957696889480445
133,59.445473756092476,35.31663445659112
134,63.86029830832581,51.79171693314553
135,53.20815766893689,55.103513521767326
136,42.40524930963516,59.5334542770653
137,40.68205212552174,62.405170239436536
138,57.27874720961411,69.63289761524378
139,52.917158792854806,44.535850916329146
140,27.887620621095753,50.16433195317647
141,47.006959686396655,33.9142454583702
142,55.2558480587112,44.009825176711566
