unit_id,CapacityRetention,AmbientHumidityBatt,CoulombicEfficiency,do_DryRoomControl
0,18.49086757068526,40.8032072705527,-0.48130296601105016,10.0
1,21.65709361885436,58.40843513741399,11.168432071829072,10.0
2,4.623098819417982,57.645222338782396,13.730526240875314,10.0
3,18.150980272380227,44.715462320801954,19.551390334413277,10.0
4,23.342235856106957,61.39462374300928,18.215885476822702,10.0
5,23.13460919782252,53.29554605357312,20.238380479163226,10.0
6,19.196170196806264,47.650510341682775,17.116812402492013,10.0
7,17.374558765158742,26.583297297611068,15.451712811813646,10.0
8,6.617888491219239,43.91557479689744,33.835944650393614,10.0
9,17.69213217485548,41.93770539946286,0.19432172103539358,10.0
10,21.665732731908673,63.682957956889666,13.771709534139053,10.0
11,22.696506220575763,44.81751482128671,20.046570199011605,10.0
12,22.174554414595463,55.27034813449856,9.201193820901443,10.0
13,26.20820394473025,51.096305919225784,12.68067787671567,10.0
14,7.097577719484537,48.39860415919737,1.1121930451488762,10.0
15,21.425930108565463,45.5932301335487,25.156431263314055,10.0
16,13.457860675022667,44.21406353107948,-4.092332125048104,10.0
17,16.19847112612925,54.28095603973493,8.567181917498242,10.0
18,20.31301398724579,44.58418082277915,-2.4999265251193865,10.0
19,14.74053812436864,43.70603254465784,12.091479543950804,10.0
20,17.791223783828304,77.84412075439727,-0.789351474613099,10.0
21,10.805835703361806,51.74665870790996,7.8167632266471525,10.0
22,26.70494749267614,50.77544120808149,14.00656014708962,10.0
23,16.060507932706976,42.50917556271054,-8.196211264083527,10.0
24,19.446706338146555,38.99077497850511,0.9065814709741868,10.0
25,18.558661333203425,56.15559205390358,9.498723499947985,10.0
26,29.60617026504585,29.981445339907083,4.222556438771536,10.0
27,16.396009078879803,45.51623205141579,23.191540295851624,10.0
28,13.81163597698576,63.68459096970362,12.15913973920032,10.0
29,17.592103943556868,66.7730627845882,-0.29530949667820217,10.0
30,22.802036753960504,45.309326402984794,16.130938234362826,10.0
31,9.807059608816232,37.37551446137921,19.72606111001019,10.0
32,11.316227184822594,41.040578702544785,1.6551108993507668,10.0
33,11.37725591854927,42.81695150808242,14.707380749765518,10.0
34,11.016200342614127,41.356368991422435,18.43415338262649,10.0
35,27.823021902991044,66.05895805650974,26.709430737792065,10.0
36,17.04234592199178,64.31811159940223,5.47906508314165,10.0
37,17.987948106896837,58.021288745991235,15.833937877680683,10.0
38,17.92543760804816,42.173781173523544,9.840789878347332,10.0
39,13.045951678129512,58.84869953438585,5.956059758344767,10.0
40,3.80218348285425,34.763615710524434,26.43697570317643,10.0
41,21.90830611035545,64.79209364806412,21.69734497281985,10.0
42,21.19359214584706,39.36688214906708,11.330692033538151,10.0
43,18.975897465389803,35.75460099265248,8.354848903849732,10.0
44,3.6537401796309776,70.50120417696476,30.54036748111186,10.0
45,22.659398454622732,69.95656043759342,-2.3256004305090148,10.0
46,21.6514293177085,40.25064958661291,11.109563721275952,10.0
47,16.11655638179932,48.317675753816175,25.91872249589,10.0
48,17.045593321973456,61.231570200765404,5.894155538673576,10.0
49,15.751312143730651,41.78553513411279,12.978920262709025,10.0
50,17.577524859247987,38.79468684842753,8.45999915831915,10.0
51,15.280872537073856,41.0953227558815,20.682651841851218,10.0
52,31.910261892059495,39.601582947179516,7.891236077814002,10.0
53,11.080588325138814,60.76322498626979,20.090005132835074,10.0
54,7.9909192324290235,70.27904471422016,13.743054030208935,10.0
55,17.923214003271365,51.99807817585072,4.320952913051431,10.0
56,21.927234296688376,79.35965442080277,14.7150198928762,10.0
57,19.65896458063277,52.16526122144794,3.0640307086158547,10.0
58,14.415709067241336,64.18943332952952,-1.0448744324051944,10.0
59,6.567761817074574,59.31273196028792,10.051719317034296,10.0
60,17.428163257328247,44.111086204695276,16.25281797759758,10.0
61,24.47602523832057,41.27594035094207,22.648993982248665,10.0
62,-11.158624051638816,34.736940967789685,23.24651282509057,10.0
63,23.883522972282215,67.89642172744573,16.890583652280416,10.0
64,21.119970408305928,47.841900495191595,23.580040478990067,10.0
65,18.479261790174895,55.435506840576906,19.288343018985678,10.0
66,14.957646942943612,38.90116458277625,17.838365540290617,10.0
67,13.206668281114059,45.91194378913399,16.393558196090527,10.0
68,6.5127369166264995,57.856847512481195,29.131741463186643,10.0
69,21.05394653692351,62.181882076222784,9.682759764401847,10.0
70,16.634435828092236,33.592417116511996,11.313654266822278,10.0
71,9.416414309977668,60.535431867715594,24.6168041233495,10.0
72,11.454908351363077,48.29183357040668,7.2409646032719,10.0
73,22.375842143878835,50.86742817404314,12.150770642997923,10.0
74,7.736028594680591,56.444693370980886,4.379537066321058,10.0
75,16.385081607984198,36.96437923502739,2.432473044972177,10.0
76,-1.5281080519341783,48.33332324121256,31.891333892606003,10.0
77,20.284503476704295,49.02717130981024,17.5103284539115,10.0
78,12.458685327860938,45.6164411116633,15.17792252467909,10.0
79,19.179134731290322,61.51677617827025,5.293762348182449,10.0
80,22.425149574131822,47.80424925252379,3.5378856552994753,10.0
81,20.919465824265682,72.57884745355044,5.042201798746054,10.0
82,18.571853674128544,43.940127946028994,15.580576734331746,10.0
83,20.342580194566953,63.33011500896087,9.172513610883927,10.0
84,15.788703486573322,53.223794070631605,8.775465739318225,10.0
85,17.07934221035376,31.878985025929843,10.498385422187656,10.0
86,20.16416107617816,40.073266913616976,6.757564465894115,10.0
87,25.144275352800456,43.915815533553,10.892437832295412,10.0
88,19.142082201556978,58.62657683581101,4.300289093590169,10.0
89,14.12238134126441,36.70450687766025,11.612391281420491,10.0
90,10.272198318278875,48.84825524292761,18.79453756917549,10.0
91,9.848934412290674,44.44490747897349,0.004720172609950168,10.0
92,19.971159227422987,35.257012105554665,-0.04083217501961123,10.0
93,12.304463188992473,62.77466820774975,39.2424292373464,10.0
94,21.161864659098057,75.46940829000111,9.868458656427508,10.0
95,9.425396379054092,58.04031318930462,11.290061186337766,10.0
96,23.975026775007866,55.64054425311351,15.477428850804404,10.0
97,21.71311108266156,46.86767784216986,26.959117768027433,10.0
98,17.157457280760873,54.683351311100516,20.61682697595221,10.0
99,13.309876356386928,40.0757854783404,9.272962611295103,10.0
100,16.64940617908855,43.6285914729868,11.934096188452234,10.0
101,10.398139466532026,29.50592512412692,27.068259595634224,10.0
102,20.23156218162382,49.31581027403495,17.15473725738745,10.0
103,21.982616034126583,39.22650318685073,9.037193346315265,10.0
104,-3.495905774473216,18.174281675123094,31.02574118453896,10.0
105,22.601555850798256,57.321294251599305,26.283042660506666,10.0
106,21.34880995717265,55.419786379005416,18.29692251867776,10.0
107,25.738162224464126,26.821227825178944,26.347850668672272,10.0
108,17.35731829045992,40.16116019270903,6.395036433477054,10.0
109,20.61015527863527,52.16808018711652,19.24049892495264,10.0
110,17.492957761420595,63.66208291410173,16.13915776812384,10.0
111,21.592038430252327,62.678704861608864,8.790020687292191,10.0
112,18.57339256888974,65.60508249827274,-6.242226933365309,10.0
113,12.919455289203977,48.223849175898444,7.433559414927128,10.0
114,8.283955986261681,44.6674666787728,16.865440093315645,10.0
115,18.1147572911384,40.65373672584242,15.677793581132594,10.0
116,13.496598393259259,61.48126777323776,15.64834822828761,10.0
117,18.621679900662695,45.84249220647457,12.7313552099356,10.0
118,8.23046018491985,49.86624456965684,24.6060018720687,10.0
119,15.556103447205018,34.83318099804295,21.76610569790111,10.0
120,16.73433196362257,54.011183807755096,16.643719336612,10.0
121,-6.322637193778272,50.92205653833966,20.521520652372764,10.0
122,20.320820479569292,52.694469965446494,9.73378280640479,10.0
123,13.406151291799931,43.62043166917379,19.184038637037666,10.0
124,14.247652131273982,48.785575453930704,-2.7106708988282104,10.0
125,12.74937275940675,66.98595499958023,20.682402585009196,10.0
126,21.308121184677283,44.02532952931041,4.735004291428007,10.0
127,-2.085850456225448,58.767116472068004,31.51081882116025,10.0
128,9.873601766652985,46.34523378048683,25.615474401224827,10.0
129,18.569746748292285,50.609927042941045,28.494648281434173,10.0
130,16.22083444865079,40.36532321351803,17.482108176531053,10.0
131,20.78358002661239,59.048285820132165,30.77687699680014,10.0
132,-9.147153902597786,28.15890548936747,44.15611092912281,10.0
