unit_id,CapacityRetention,AmbientHumidityBatt,ElectrolyteFillVolume,ChargeRate,CoatingThickness,ImpedanceSpectrum
0,-3.6796637899433193,54.6509110024461,55.01991226174768,54.34440947978549,39.46801978983473,53.64659799734208
1,4.659534692714563,51.226268128381136,56.4945850227529,59.60601434176694,40.807418635225524,52.13108149013968
2,10.802973529521294,47.596230133428435,54.08294299930213,20.45091852388157,38.99463689803913,26.325669489585994
3,-3.6310766887609702,56.91177564565862,47.71713030455195,11.634752918098881,46.87246795312207,29.81011054365847
4,19.18088252171475,69.77578519357651,49.76264496488673,65.36342325554445,37.21376110627672,39.44904698225482
5,8.47365673404637,38.96177119644954,72.35182867164312,63.56829654488034,71.77743903716421,52.117604659948356
6,6.977208891491713,50.427629353270405,51.234103742458316,80.34317284467504,30.96308045107179,56.35716967475696
7,10.588185470954333,46.1282972547251,44.83316319705305,77.83175136445732,55.11845714154798,52.92737749815083
8,8.085670758494052,37.978636773900405,54.63890121771889,68.31595858989056,54.60664175828268,52.04432892380304
9,-0.19486189370538776,67.92863084610165,68.88640963880124,47.98336893768002,33.86526537358559,53.64997216257519
10,-0.423680308403124,27.713501872693318,56.732021603416506,61.378475774975406,52.252973605661865,53.944242251849964
11,14.903465736768737,33.07486811635172,45.76274685053857,98.14175574781709,37.43981912993844,57.65778635190553
12,-5.78810950120921,64.70247999454644,48.26198738523786,51.98037598781442,37.803150539914746,48.96387457548514
13,13.056593118212529,52.09341752921412,43.38923075788038,77.28476658236198,61.5922728901051,54.8477931428734
14,7.679749352365564,60.148644472311915,51.67952411452621,80.27896964584872,59.13107944103345,57.118753766699
15,9.6656162362228,34.961314728498095,45.20487118047428,83.18544719719348,46.24012522435039,56.345001854183295
16,7.942676518622662,45.49625615619371,62.603765026196356,72.84679485283833,37.344810097049816,56.728313237954936
17,8.178870577886494,76.73375740861628,53.22078660956197,63.55811455408644,43.1563528955876,51.76009971662488
18,-7.19121079312864,65.56808645312768,69.29463057574321,31.238401576956637,42.78179028853171,46.44323066148673
19,8.033821255021216,44.69031444511751,46.60644569547197,40.05933843834425,82.63953491925352,37.41524181570007
20,3.840688986000057,33.107710781708,29.27050128754039,50.43693724505384,43.518794631890586,49.755660267986315
21,4.984315767628889,46.45747333158998,77.82287867285744,64.79499011620358,41.380923598584026,51.76941754310299
22,-7.856484087335353,48.97511720056479,65.63085723238065,64.98206047092195,42.34986566291402,54.60344188093499
23,9.048670089479781,59.85926300138622,49.015256858316455,82.11467625662848,43.9645888809197,58.134203585280815
24,9.02274891027761,77.55037192036046,37.55515685075001,40.04748285514383,59.15286795333567,45.253900540967024
25,-3.8344448454882416,52.77171068760342,54.29347550193431,41.03405759759833,63.15815492864873,44.79006101069012
26,2.7949456629423985,59.749798152012445,44.716124063684575,79.84295550565646,37.74960630457566,56.85976070863123
27,3.4593310374170403,45.45242091498633,39.69885435897547,60.669256519056354,73.22527596456132,48.76586139546967
28,3.6998394981824574,39.94786166140942,28.532844560687582,61.20505166397796,48.57877502511865,55.08169995403965
29,21.720754994388066,54.19753281261468,32.18105097195986,58.3854006908851,52.95959897084599,32.41614982522277
30,8.334222068689556,46.73975613003178,47.77436834055649,76.15418554040008,56.446121232692775,54.139526226352615
31,7.360958288026107,50.770429054178706,46.94274236957618,74.54580204654843,45.52232989813432,55.45411792131674
32,10.08482056147566,58.84310582256389,51.46574953631487,72.1070767580111,62.06809448141603,53.6361127166977
33,16.707382548786185,29.871484372861072,48.97616592864491,108.26525367471045,36.035267461707804,56.45170928330283
34,16.53053973503072,70.29631913573888,38.62688204495974,75.5129539892013,50.492691873411225,50.96387218758785
35,25.633003303659788,30.072740131625235,52.12009076136695,50.209548036435336,51.1734357225915,26.290289100263514
36,6.12903138379191,57.31634839759423,67.18949181360028,64.64489469732221,60.305441030497,48.03128093544166
37,12.787688234370295,67.61254022999137,46.81388748978582,99.58559276104538,45.97762963830348,57.38020108648405
38,-2.0076770037137783,52.6253299412164,43.47863366678498,39.785226709352166,35.916400871859445,48.11091872165564
39,3.7755878343340337,66.35901048505964,27.456291310979342,78.09321259668981,49.271167478958425,57.878295400479054
40,-6.424828319866794,52.31708622216961,53.00830998735533,45.092989285602286,29.71179514969935,52.00849439003975
41,-15.505464598620847,40.031467388516,59.658437116989184,33.02198246170163,53.64920555483689,52.078870957042376
42,1.9066285578399538,56.632291429876766,39.82031596234659,50.710427548056145,54.231565930652806,40.99023822940904
43,5.334523260368031,45.66495814252471,63.144860646587,55.69894291080299,39.90694381935829,45.656785339235064
44,16.748475698566274,47.487819419632174,35.5499458461955,80.8599130918571,32.78455353851418,55.11520416216988
45,-0.7085895711676691,73.81165937872635,59.360722351001634,51.80562915825377,54.75781850114119,51.37943323169113
46,14.670173504115638,48.09904083881034,47.78620679693921,91.09660944225814,50.82500315995744,55.47009559425196
47,-1.9287850070683217,22.744595963080926,46.69021323330648,60.25391279145509,68.55196637060426,51.32661525468984
48,11.801996374296394,30.73373759613128,37.337296887635134,82.49620361344624,48.65234170608964,57.68066657876236
49,4.499031783756339,59.90527714220682,59.24280514889704,65.18091176506093,75.60883056596633,49.89789104674755
50,-4.54923807804716,44.39999818503227,42.94179041761614,40.14638420209523,38.743873887116344,53.61085407611796
51,20.341685161748977,63.88613511813426,28.57974425227416,91.9419903239612,51.01973937086549,57.28097597489311
52,-2.477962723135424,41.65380882990256,30.947805774877153,47.13797081030473,60.36294201220007,51.85239447315239
53,-2.675258548343079,42.56829677603036,39.68256882331899,60.33250689995531,36.62993803161898,47.15435449169108
54,17.220682821779512,84.29537406078768,25.579816934643368,94.87710988101172,66.4925007945166,56.83834308620507
55,-4.5388711436512335,55.11339768844246,53.15765631768207,18.827761561748968,59.16799028513423,34.48602167290185
56,-8.84266115113588,33.946597876935876,59.400979084735596,39.766764737047566,58.968160619175634,49.365343406806666
57,15.157407970802202,65.51915197043321,59.22106315803001,74.90512617588253,62.70556767733109,53.93503055651561
58,0.9768319709438771,83.00784072177453,72.818979347312,42.65338444034997,38.53480593674502,52.99065548626357
59,38.561191373995904,41.27561308531231,33.097727656595815,53.795452878762816,63.494546442363514,14.086950292726002
60,8.675374393232808,48.10373372180551,43.95885911796346,73.95186049876712,31.839771608902073,53.33532769061578
61,-3.3921013506211555,72.97625220300276,54.47728143698351,13.829639937057674,52.242263399859155,36.709898621369874
62,18.277339861150548,52.367558722902004,56.0581891996005,115.958009136808,56.02023744247504,56.88432627630688
