unit_id,CapacityRetention,ImpedanceSpectrum,ChargeRate,do_set_CyclingTemperature
0,9.151810413687663,57.69617376194853,95.38226983054543,75.0
1,37.21297045043845,30.594104590313524,71.64894379751713,75.0
2,-11.907045210932212,51.50885231635812,36.43169094994789,75.0
3,-0.2829075841578934,57.74171698437882,64.06656698207948,75.0
4,10.076022889059358,56.87622993228159,87.57854939444837,75.0
5,-15.88366660200889,50.81957992788437,34.62873662251789,75.0
6,-1.9526073913079767,46.30227326253494,46.439334570368175,75.0
7,34.01455575619975,40.36643068905171,82.58646963227598,75.0
8,16.856424443930443,55.36570407854011,100.99899162882416,75.0
9,-13.826729945966049,52.12550780434827,40.00416946818143,75.0
10,-9.296540741797637,53.46214173573344,41.31001364797948,75.0
11,6.338275867504056,50.050349084490065,59.575207183042394,75.0
12,18.192069395352743,43.37987983555968,77.46594407817311,75.0
13,-7.697734456324169,51.71614811957391,39.47429145176659,75.0
14,11.613140105448451,52.822138041562205,82.06649514186992,75.0
15,2.3088864700675864,54.827278813455614,73.14922800452969,75.0
16,1.867113135729689,51.40266419832636,63.33762189964407,75.0
17,-1.1140428989374924,48.377589776801855,38.45843405858676,75.0
18,-4.928696881438981,53.24038269434761,47.664613558103255,75.0
19,1.8127357253240126,48.760804060424974,51.488044191204,75.0
20,17.36907288778684,55.97720164641976,91.01994218746279,75.0
21,2.5900555793965716,51.309071201687686,59.621985822941326,75.0
22,8.085534343425516,57.69556197844282,83.13138333925585,75.0
23,39.57637485136311,21.58271421201987,65.95077347856447,75.0
24,11.280687367380203,54.97035442518817,80.34576351003838,75.0
25,1.9842664511197774,49.83622167933537,52.16343901108877,75.0
26,13.740200105214274,55.72810350503933,82.0540419569551,75.0
27,-1.2375388793157776,52.41003498625539,41.74410802484341,75.0
28,7.182294857124363,53.817859655727226,82.22881173102965,75.0
29,7.430487503298383,47.33294992341789,51.007632172759564,75.0
30,9.698394076280593,38.737292734721485,34.79392006926803,75.0
31,22.275139318926296,53.08778582859494,92.21872046530096,75.0
32,7.985219778586938,51.036639169771206,64.60664832999768,75.0
33,-2.2530198330629396,53.93730788314023,70.2116658164911,75.0
34,7.377108368235159,57.62557937598429,87.70669769140339,75.0
35,10.369576539820926,43.675332212337004,47.04855815826761,75.0
36,20.02164834974732,55.608907322467545,94.42693685011038,75.0
37,-1.4484982961584372,51.42054583488222,46.50401300042769,75.0
38,10.085916760742391,47.87044528453959,64.1943074663304,75.0
39,14.088384322589457,54.1765580110177,79.40864791921004,75.0
40,-0.5746882677467255,48.554944303808995,46.4223229182627,75.0
41,9.787082355216693,54.734590019516844,69.78526696384206,75.0
42,3.39080089423674,53.211692866449,60.42863155494178,75.0
43,1.506884198622876,55.345025636025,70.4286165209204,75.0
44,2.20870730868086,47.32543093378643,41.82618429768512,75.0
45,5.088765545964633,54.76767401362911,62.11278696122607,75.0
46,3.2509665290568153,54.43397195687747,53.07169890776534,75.0
47,1.3117852937942964,51.021397859069914,65.54407019171587,75.0
48,1.135862367541259,52.65501552304136,55.463927547535576,75.0
49,10.963196615536248,35.321331944614066,38.902363815442,75.0
50,7.556898825793182,52.345728927509754,67.58428380971654,75.0
51,12.388138848411081,36.249935995252834,28.41924169294579,75.0
52,9.762746611049645,55.69041979057225,78.80382712584935,75.0
53,11.136019904641023,47.08088306433148,70.44412181705367,75.0
54,3.414834965339383,53.1248081215824,70.05568696505158,75.0
55,12.288586422695472,57.61405872864057,89.56659664716771,75.0
56,-7.771966407268575,56.659633025264554,54.47478229799187,75.0
57,-4.753083153071082,55.971781816210694,56.430076434585786,75.0
58,-4.457804787964358,51.04360253896594,57.72731532597244,75.0
59,5.50215801547684,49.05343309958549,61.78627116410815,75.0
60,0.06939497919905158,55.53691369514022,53.62623808655048,75.0
61,16.43927018985104,55.0657569568112,86.08974453313687,75.0
62,17.119641760477982,53.456350053090425,76.43255331273123,75.0
63,1.9717305855732254,41.552953605167005,34.32523995076709,75.0
64,-6.073165214934553,47.42796717323927,30.779488336654644,75.0
65,1.9459596947712137,56.67316520612596,70.70491772747683,75.0
66,3.42695473165268,52.870911460521015,67.73982899716633,75.0
67,1.4290936717540212,53.18307695425918,52.33619615133718,75.0
68,-10.776886648149496,51.56099061562671,46.32488362231651,75.0
69,-9.885498928213714,56.852522025623735,67.80808670570175,75.0
70,14.304475898293862,56.75668319453558,86.6368046906714,75.0
71,-5.721777683313162,44.065040505672286,30.74555464679306,75.0
72,-4.324655936552548,48.898010111060714,53.75246595445468,75.0
73,0.31645557766035015,50.64403412896256,58.56138072632089,75.0
74,10.371631735948027,57.544747202370495,81.29606538152294,75.0
75,22.385051679773113,50.055531164778166,77.44109162979277,75.0
76,-0.1859409424739673,45.123181765936785,53.10446126177182,75.0
77,1.735562740473144,50.349459380504605,62.20232096557709,75.0
78,-6.446982430105695,50.95545328066277,49.38482895597624,75.0
79,43.09548491171952,23.659554696721386,81.36743862391631,75.0
80,14.11868207072527,56.142017935435,101.124194691488,75.0
81,11.532569320181267,57.28779325888365,78.86973731003889,75.0
82,-3.3936838211892217,50.8793122740559,42.46481259185738,75.0
83,9.165885499133557,55.862075870649115,75.40495927270761,75.0
84,10.5098452448447,50.167636150374335,64.43782176562374,75.0
85,3.938678563777527,39.309478163260714,38.87086748082707,75.0
86,19.235004990233755,34.37164897249476,40.28269281545693,75.0
87,36.62900087632511,15.107805393117562,39.536250193976244,75.0
88,4.028040404330243,51.628267246971085,70.44418420044883,75.0
89,16.164991759389395,54.255364801804134,91.30767931775503,75.0
90,11.075854552346517,28.557724978220747,39.23911205677666,75.0
91,17.303340643694035,50.13382593893271,77.85380509307365,75.0
92,13.44825750511564,47.143985537848536,68.64378361625245,75.0
93,20.20520253358478,57.52699584396047,103.39747580225637,75.0
94,14.736574548363487,44.473486581224584,61.466590215585235,75.0
95,-0.6335108477767146,51.111058848152744,60.213322598963465,75.0
96,12.314272559909913,52.65513939583386,79.70219256484063,75.0
97,1.4596832005881304,51.74793848113646,59.15035525152567,75.0
98,12.939506844764649,28.84394089859677,29.61720314853434,75.0
99,4.519570469129587,51.162355351552755,65.38861304066445,75.0
100,5.717645118991519,55.768606703352944,57.388259601012884,75.0
101,3.2967958039751557,35.99594722947849,33.365625841739096,75.0
102,5.767571774579494,48.39864379390266,62.28820595916228,75.0
103,-18.175355036290085,49.661233843043334,25.66429473785761,75.0
104,3.86498972817948,51.64137098506077,52.15028016294174,75.0
105,16.022318246398232,27.381271631751193,42.92962629885179,75.0
106,14.707832920135381,40.89440421879748,49.589291104846914,75.0
107,30.017865384620126,17.330310250180826,60.083657369696326,75.0
108,8.074058396310196,58.072369963172974,93.48212139526056,75.0
109,18.08104277517202,27.44553133829717,46.05271673860151,75.0
110,1.7626239121150338,50.68367273166058,54.74563906656769,75.0
111,7.9921984229668155,46.99843869615286,61.02763663882476,75.0
112,3.102456486652131,55.77047755982265,77.99467212355887,75.0
113,8.90262899081291,55.61036262326026,88.46898383853714,75.0
114,2.686765040837455,55.68558024867994,66.20247777292828,75.0
115,5.282865822102453,41.82599998008391,31.634730606820415,75.0
116,9.795140432291886,26.73730265042031,28.20680384604714,75.0
117,7.5636965209102875,32.01219154283909,31.27485596966647,75.0
118,12.67656536550454,56.68538541903023,87.35091097834005,75.0
119,-3.7590475543401998,55.68898616397686,49.79485977361324,75.0
120,0.01291869453107708,52.35078788333319,46.14195963351593,75.0
121,13.92989299847488,45.4091257147065,83.88882049004403,75.0
